GEO_ID,C17019_001E,C17019_001M,C17019_002E,C17019_002M,C17019_003E,C17019_003M,C17019_004E,C17019_004M,C17019_005E,C17019_005M,C17019_006E,C17019_006M,C17019_007E,C17019_007M,NAME,C17019_001MA,C17019_001EA,C17019_002EA,C17019_002MA,C17019_003EA,C17019_003MA,C17019_004EA,C17019_004MA,C17019_005EA,C17019_005MA,C17019_006MA,C17019_006EA,C17019_007EA,C17019_007MA,state
0400000US20,727171,6574,67828,3618,24690,2040,43138,2971,659343,7039,523276,6963,136067,5334,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1140771,10522,169148,5700,61921,2718,107227,5195,971623,10148,780935,9752,190688,6585,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1125659,9109,174766,6579,66305,4891,108461,5080,950893,9486,750901,10583,199992,7432,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,346950,5393,34019,2499,13367,1447,20652,2045,312931,5166,266570,4948,46361,3137,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1437113,10814,104724,5338,29411,2814,75313,4302,1332389,10662,1023018,10192,309371,7518,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1598867,12256,135819,5457,27662,2358,108157,5303,1463048,11274,1128682,9855,334366,8157,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2482612,15037,312684,7523,122602,4876,190082,6296,2169928,15432,1824072,14108,345856,7069,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1374436,9338,104285,4782,32414,2394,71871,4127,1270151,9399,1077373,9307,192778,6853,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,747620,9723,143510,6988,57415,3939,86095,5218,604110,8871,483784,8377,120326,5745,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1517231,12741,177919,6713,63715,4041,114204,5279,1339312,11908,1085742,12091,253570,8513,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,259650,5083,26547,2218,10474,1377,16073,1729,233103,5160,185318,4809,47785,3102,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,474564,6359,43306,2669,12499,1345,30807,2521,431258,6410,347476,6097,83782,3900,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,650833,9331,81805,4772,21556,2407,60249,3847,569028,9141,365961,7411,203067,6929,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,341718,5965,23062,2624,8249,1300,14813,2169,318656,6051,262595,5078,56061,3435,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2211642,11388,182374,6218,42249,3180,140125,6000,2029268,11090,1541445,12030,487823,10712,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,501421,8215,84047,4110,37872,2770,46175,3543,417374,7998,328136,6392,89238,4728,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4587857,19910,560748,9815,108780,4390,451968,8451,4027109,19840,2729636,16401,1297473,14785,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2472230,16171,331842,8395,116235,5672,215607,5918,2140388,16167,1666142,14892,474246,11239,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,175380,3955,12342,1328,4539,596,7803,1241,163038,3810,132566,3533,30472,2400,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2913312,14675,349081,8678,97434,4157,251647,7452,2564231,14280,2077743,13718,486488,10251,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,957067,7641,125048,3631,43114,2185,81934,3244,832019,7593,657390,6587,174629,4714,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,964892,8222,117202,5776,29658,2535,87544,4935,847690,8772,641356,8899,206334,7023,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3202089,14021,304659,8110,108120,4356,196539,6842,2897430,15690,2396572,15137,500858,9728,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,257419,5346,23710,2237,4839,963,18871,2142,233709,5060,177776,4765,55933,3440,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1204041,11533,169766,6595,62381,3875,107385,5364,1034275,12278,825478,9067,208797,7462,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,206668,3783,17777,1672,5759,925,12018,1454,188891,3737,152164,3788,36727,2650,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1641665,13839,224722,7137,81032,4074,143690,6135,1416943,12805,1124968,12166,291975,8243,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6239195,24705,875385,13529,326120,9358,549265,12216,5363810,23248,4004700,23474,1359110,16337,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,666661,6750,64059,4846,24658,2906,39401,3377,602602,7131,479348,6520,123254,4898,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,160878,3335,11857,1293,4055,620,7802,1222,149021,3255,125556,2788,23465,2074,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2044422,13958,175030,5740,58784,3644,116246,5044,1869392,14307,1430790,13706,438602,10289,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1687786,13965,156411,7225,47861,3815,108550,5591,1531375,14981,1143735,11928,387640,10442,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,471536,7578,60924,3222,27824,2324,33100,2648,410612,7533,349890,6196,60722,3428,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1461573,10805,130464,4622,40651,2381,89813,4048,1331109,10318,1097594,9869,233515,7476,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,146745,3551,12425,1418,4547,830,7878,1237,134320,3718,106757,3729,27563,2432,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,895380,12009,363735,8335,199079,5756,164656,5729,531645,9801,449854,8994,81791,4093,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1233937,11653,180873,5448,67818,3731,113055,5817,1053064,10642,852449,9858,200615,7042,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,166400,3894,12542,1458,4790,754,7752,1354,153858,3775,111127,3353,42731,2771,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1560687,15808,212634,6251,74652,4276,137982,5638,1348053,14877,989976,12528,358077,10120,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758601,8707,110938,4523,39381,3050,71557,3602,647663,8295,508612,7172,139051,5071,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
