GEO_ID,B12006_001E,B12006_001M,B12006_002E,B12006_002M,B12006_003E,B12006_003M,B12006_004E,B12006_004M,B12006_005E,B12006_005M,B12006_006E,B12006_006M,B12006_007E,B12006_007M,B12006_008E,B12006_008M,B12006_009E,B12006_009M,B12006_010E,B12006_010M,B12006_011E,B12006_011M,B12006_012E,B12006_012M,B12006_013E,B12006_013M,B12006_014E,B12006_014M,B12006_015E,B12006_015M,B12006_016E,B12006_016M,B12006_017E,B12006_017M,B12006_018E,B12006_018M,B12006_019E,B12006_019M,B12006_020E,B12006_020M,B12006_021E,B12006_021M,B12006_022E,B12006_022M,B12006_023E,B12006_023M,B12006_024E,B12006_024M,B12006_025E,B12006_025M,B12006_026E,B12006_026M,B12006_027E,B12006_027M,B12006_028E,B12006_028M,B12006_029E,B12006_029M,B12006_030E,B12006_030M,B12006_031E,B12006_031M,B12006_032E,B12006_032M,B12006_033E,B12006_033M,B12006_034E,B12006_034M,B12006_035E,B12006_035M,B12006_036E,B12006_036M,B12006_037E,B12006_037M,B12006_038E,B12006_038M,B12006_039E,B12006_039M,B12006_040E,B12006_040M,B12006_041E,B12006_041M,B12006_042E,B12006_042M,B12006_043E,B12006_043M,B12006_044E,B12006_044M,B12006_045E,B12006_045M,B12006_046E,B12006_046M,B12006_047E,B12006_047M,B12006_048E,B12006_048M,B12006_049E,B12006_049M,B12006_050E,B12006_050M,B12006_051E,B12006_051M,B12006_052E,B12006_052M,B12006_053E,B12006_053M,B12006_054E,B12006_054M,B12006_055E,B12006_055M,B12006_056E,B12006_056M,NAME,B12006_001MA,B12006_001EA,B12006_002MA,B12006_002EA,B12006_003EA,B12006_003MA,B12006_004EA,B12006_004MA,B12006_005EA,B12006_005MA,B12006_006MA,B12006_006EA,B12006_007MA,B12006_007EA,B12006_008EA,B12006_008MA,B12006_009EA,B12006_009MA,B12006_010EA,B12006_010MA,B12006_011MA,B12006_011EA,B12006_012MA,B12006_012EA,B12006_013MA,B12006_013EA,B12006_014EA,B12006_014MA,B12006_015EA,B12006_015MA,B12006_016EA,B12006_016MA,B12006_017MA,B12006_017EA,B12006_018MA,B12006_018EA,B12006_019EA,B12006_019MA,B12006_020EA,B12006_020MA,B12006_021EA,B12006_021MA,B12006_022MA,B12006_022EA,B12006_023MA,B12006_023EA,B12006_024MA,B12006_024EA,B12006_025EA,B12006_025MA,B12006_026EA,B12006_026MA,B12006_027EA,B12006_027MA,B12006_028MA,B12006_028EA,B12006_029MA,B12006_029EA,B12006_030EA,B12006_030MA,B12006_031EA,B12006_031MA,B12006_032MA,B12006_032EA,B12006_033EA,B12006_033MA,B12006_034EA,B12006_034MA,B12006_035MA,B12006_035EA,B12006_036EA,B12006_036MA,B12006_037MA,B12006_037EA,B12006_038EA,B12006_038MA,B12006_039EA,B12006_039MA,B12006_040MA,B12006_040EA,B12006_041EA,B12006_041MA,B12006_042EA,B12006_042MA,B12006_043EA,B12006_043MA,B12006_044EA,B12006_044MA,B12006_045MA,B12006_045EA,B12006_046MA,B12006_046EA,B12006_047EA,B12006_047MA,B12006_048EA,B12006_048MA,B12006_049EA,B12006_049MA,B12006_050MA,B12006_050EA,B12006_051MA,B12006_051EA,B12006_052EA,B12006_052MA,B12006_053EA,B12006_053MA,B12006_054EA,B12006_054MA,B12006_055MA,B12006_055EA,B12006_056MA,B12006_056EA,state
0400000US06,29884983,9480,10615208,43826,5785727,27833,3861607,25422,3206072,25867,655535,14052,1924120,20894,4829481,27747,3069629,26609,2612242,24247,457387,11007,1759852,20721,14027581,53489,7125224,30928,5411947,29416,5052631,29742,359316,9747,1713277,16516,6902357,30422,3994840,26743,3644890,25372,349950,8680,2907517,25431,726140,15884,291636,9881,209930,7887,180581,6769,29349,3162,81706,5150,434504,11550,286329,8452,246589,7656,39740,3236,148175,6997,1543095,14652,309909,6608,67702,3383,59550,2882,8152,1566,242207,5827,1233186,12960,227735,7037,205148,6433,22587,2195,1005451,12873,2972959,32705,1240533,20016,815639,14616,707087,13913,108552,4618,424894,9845,1732426,18577,1122797,15649,1002199,14482,120598,5431,609629,11614,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4085464,3556,1218042,14465,683359,8664,493214,8509,431659,8383,61555,3619,190145,5562,534683,8699,378694,7570,338035,7993,40659,3731,155989,5515,2099486,21199,1063892,11188,834406,10675,796830,10519,37576,3036,229486,5640,1035594,12323,642360,10595,605413,11011,36947,3212,393234,7816,70323,4606,30004,2872,22284,2605,20106,2612,2178,971,7720,1425,40319,3484,29191,2754,26093,2737,3098,732,11128,1916,183772,5607,39033,3180,10656,1660,9833,1611,823,384,28377,2455,144739,4222,33765,2733,31798,2539,1967,711,110974,3556,513841,12460,221776,7393,159381,6366,143464,6258,15917,1970,62395,3970,292065,8655,204386,7226,188482,6762,15904,1930,87679,4409,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2893530,2554,944033,14209,498059,7993,343105,6952,283888,7524,59217,3921,154954,5158,445974,8405,307911,6965,266899,6280,41012,3434,138063,5970,1418889,16788,712381,9214,553700,8724,522570,9037,31130,2738,158681,4127,706508,9052,464497,7767,433684,7309,30813,2694,242011,5372,40838,3461,17900,2316,13716,2247,11501,2198,2215,780,4184,975,22938,2643,15539,2244,13965,2145,1574,648,7399,1340,176625,5196,36455,2694,9115,1596,8458,1521,657,481,27340,1859,140170,4380,25228,2069,23333,1956,1895,605,114942,3824,313145,8965,127532,5631,90295,4997,79901,5269,10394,1793,37237,2924,185613,5445,134926,4671,124272,5007,10654,1582,50687,2833,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,734481,1457,231843,5581,119206,3826,77875,3915,65277,3964,12598,1991,41331,2462,112637,3118,74793,3263,65526,3324,9267,1682,37844,2432,353611,8433,178282,4406,129287,3940,123069,3845,6218,1154,48995,2367,175329,5040,107919,4035,101857,3987,6062,1218,67410,3443,14753,2256,6522,1435,5014,1241,4062,1170,952,523,1508,487,8231,1603,5919,1368,5042,1152,877,589,2312,791,46078,3024,11198,1391,2578,600,2282,561,296,227,8620,1318,34880,2329,8676,1523,8311,1472,365,259,26204,1749,88196,5133,36404,2942,24122,2371,22245,2249,1877,681,12282,1557,51792,3394,34569,3020,32064,2871,2505,735,17223,1917,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,533647,871,304344,6239,146396,3521,103048,3915,89651,3561,13397,2080,43348,3558,157948,3816,114526,3981,101287,3836,13239,2135,43422,2978,144080,6186,72457,3335,56150,3304,53913,3147,2237,813,16307,1495,71623,3499,50197,3037,46639,2966,3558,1003,21426,2086,11255,1751,5209,1217,3509,1157,3123,1125,386,306,1700,462,6046,1304,3460,938,3078,896,382,298,2586,712,24451,1730,4477,903,1032,508,953,495,79,131,3445,782,19974,1609,4138,1136,3286,931,852,554,15836,1587,49517,3570,20912,2292,14108,1742,12290,1621,1818,613,6804,1170,28605,2342,17902,1871,16132,1943,1770,561,10703,1444,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15784363,7462,4754580,33979,2577228,23310,1683485,20243,1370809,20880,312676,11386,893743,16044,2177352,18580,1412196,20784,1192772,20535,219424,8731,765156,14608,7363199,44000,3746935,27889,2501180,26072,2336986,26978,164194,6918,1245755,13484,3616264,23512,1988361,19131,1828217,17255,160144,7509,1627903,15885,404884,11709,165885,7033,111211,6338,93218,5724,17993,2699,54674,3934,238999,9501,163151,7467,136197,7269,26954,3147,75848,5265,1140505,14892,239489,7316,47469,3881,40704,3506,6765,1519,192020,6050,901016,12231,153569,5766,139641,5491,13928,2228,747447,11965,2121195,26536,909376,16677,567392,13112,491469,12452,75923,5381,341984,9117,1211819,16836,781654,14284,699324,13619,82330,5172,430165,10462,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7692523,6384,2465781,22491,1307411,13592,821201,14218,672513,12839,148688,6575,486210,10517,1158370,14587,725104,13396,601315,12905,123789,5492,433266,9915,3686756,34046,1862006,18655,1404601,17089,1325384,17611,79217,4929,457405,10042,1824750,19870,1073527,16434,998557,16170,74970,4438,751223,14707,203929,8507,82459,5109,55333,4482,43904,4104,11429,2358,27126,2785,121470,6550,81753,5335,66851,4553,14902,2726,39717,3296,442437,9825,93865,5524,22938,3025,20428,2819,2510,954,70927,4273,348572,7811,60489,3568,54852,3363,5637,1277,288083,6571,893620,18191,368329,10938,247863,9078,214890,8210,32973,2984,120466,6614,525291,11455,351183,9818,316320,8969,34863,3858,174108,7167,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1122846,1678,365302,7622,207978,5546,148543,4665,132443,4547,16100,1968,59435,3476,157324,3908,105564,3539,96883,3651,8681,1401,51760,2808,562547,9896,283322,6059,209999,5284,201225,5194,8774,1275,73323,3275,279225,5517,175397,5116,165910,5078,9487,1436,103828,4785,16510,1922,8643,1741,5454,1246,5403,1226,51,66,3189,1043,7867,1298,4773,1006,4466,988,307,181,3094,862,70245,3230,12209,1472,3160,969,3076,942,84,100,9049,1178,58036,2945,11120,1456,10603,1403,517,297,46916,2531,108242,4769,50877,3746,33614,3189,30711,3104,2903,862,17263,1918,57365,3171,37827,2871,35333,2792,2494,660,19538,1768,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1216830,2078,299862,7979,167626,4910,112331,4820,97744,5007,14587,2066,55295,3600,132236,4845,89692,4903,77041,4813,12651,2183,42544,3156,681740,12093,346148,6381,254399,6090,242482,6326,11917,1804,91749,3244,335592,6807,193829,5545,184404,5751,9425,1719,141763,5571,15754,2101,5973,1227,3988,1068,3683,1040,305,177,1985,617,9781,1794,7264,1624,4858,1115,2406,1249,2517,664,65008,4071,15187,1943,3961,1101,3534,1087,427,267,11226,1538,49821,3122,9090,1479,8674,1462,416,231,40731,2561,154466,6320,69452,3696,43663,3596,38181,3528,5482,1229,25789,2534,85014,4186,56614,3704,52366,3612,4248,1117,28400,2445,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10169058,5273,3405825,24171,1806573,14610,1224702,14815,1009103,13808,215599,7444,581871,9614,1599252,14388,1098961,12991,935417,12797,163544,6555,500291,10667,4928060,34620,2495167,18155,1910323,16800,1805727,15885,104596,4719,584844,8143,2432893,18833,1533868,16394,1440933,16671,92935,3799,899025,12231,186403,7983,76501,4975,55310,4641,46940,4459,8370,1473,21191,2176,109902,5704,79195,5068,66841,4589,12354,2204,30707,2512,613825,11021,121191,4687,28334,2660,25454,2462,2880,744,92857,3856,492634,9262,95664,4945,87820,4812,7844,1306,396970,7225,1034945,16579,434714,9572,297741,8294,261523,7992,36218,3075,136973,4901,600231,11141,405745,9688,367567,9612,38178,2951,194486,7374,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
