VARIABLE,TYPE,LABEL,GROUP
B14001B_001E,int,Estimate!!Total,B14001B
B14001B_002E,int,Estimate!!Total!!Enrolled in school,B14001B
B14001B_003E,int,"Estimate!!Total!!Enrolled in school!!Enrolled in nursery school, kindergarten",B14001B
B14001B_004E,int,Estimate!!Total!!Enrolled in school!!Enrolled in grade 1 to grade 8,B14001B
B14001B_005E,int,Estimate!!Total!!Enrolled in school!!Enrolled in grade 9 to grade 12,B14001B
B14001B_006E,int,Estimate!!Total!!Enrolled in school!!Enrolled in college or graduate school,B14001B
B14001B_007E,int,Estimate!!Total!!Not enrolled in school,B14001B
B14001B_001M,int,Margin of Error!!Total,B14001B
B14001B_002M,int,Margin of Error!!Total!!Enrolled in school,B14001B
B14001B_003M,int,"Margin of Error!!Total!!Enrolled in school!!Enrolled in nursery school, kindergarten",B14001B
B14001B_004M,int,Margin of Error!!Total!!Enrolled in school!!Enrolled in grade 1 to grade 8,B14001B
B14001B_005M,int,Margin of Error!!Total!!Enrolled in school!!Enrolled in grade 9 to grade 12,B14001B
B14001B_006M,int,Margin of Error!!Total!!Enrolled in school!!Enrolled in college or graduate school,B14001B
B14001B_007M,int,Margin of Error!!Total!!Not enrolled in school,B14001B
B14001B_001EA,string,Annotation of Estimate!!Total,B14001B
B14001B_001MA,string,Annotation of Margin of Error!!Total,B14001B
B14001B_002EA,string,Annotation of Estimate!!Total!!Enrolled in school,B14001B
B14001B_002MA,string,Annotation of Margin of Error!!Total!!Enrolled in school,B14001B
B14001B_003EA,string,"Annotation of Estimate!!Total!!Enrolled in school!!Enrolled in nursery school, kindergarten",B14001B
B14001B_003MA,string,"Annotation of Margin of Error!!Total!!Enrolled in school!!Enrolled in nursery school, kindergarten",B14001B
B14001B_004EA,string,Annotation of Estimate!!Total!!Enrolled in school!!Enrolled in grade 1 to grade 8,B14001B
B14001B_004MA,string,Annotation of Margin of Error!!Total!!Enrolled in school!!Enrolled in grade 1 to grade 8,B14001B
B14001B_005EA,string,Annotation of Estimate!!Total!!Enrolled in school!!Enrolled in grade 9 to grade 12,B14001B
B14001B_005MA,string,Annotation of Margin of Error!!Total!!Enrolled in school!!Enrolled in grade 9 to grade 12,B14001B
B14001B_006EA,string,Annotation of Estimate!!Total!!Enrolled in school!!Enrolled in college or graduate school,B14001B
B14001B_006MA,string,Annotation of Margin of Error!!Total!!Enrolled in school!!Enrolled in college or graduate school,B14001B
B14001B_007EA,string,Annotation of Estimate!!Total!!Not enrolled in school,B14001B
B14001B_007MA,string,Annotation of Margin of Error!!Total!!Not enrolled in school,B14001B
