VARIABLE,TYPE,LABEL,GROUP
B07004CPR_001E,int,Estimate!!Total,B07004CPR
B07004CPR_002E,int,Estimate!!Total!!Same house 1 year ago,B07004CPR
B07004CPR_003E,int,Estimate!!Total!!Moved within same municipio,B07004CPR
B07004CPR_004E,int,Estimate!!Total!!Moved from different municipio,B07004CPR
B07004CPR_005E,int,Estimate!!Total!!Moved from the United States,B07004CPR
B07004CPR_006E,int,Estimate!!Total!!Moved from elsewhere,B07004CPR
B07004CPR_001M,int,Margin of Error!!Total,B07004CPR
B07004CPR_002M,int,Margin of Error!!Total!!Same house 1 year ago,B07004CPR
B07004CPR_003M,int,Margin of Error!!Total!!Moved within same municipio,B07004CPR
B07004CPR_004M,int,Margin of Error!!Total!!Moved from different municipio,B07004CPR
B07004CPR_005M,int,Margin of Error!!Total!!Moved from the United States,B07004CPR
B07004CPR_006M,int,Margin of Error!!Total!!Moved from elsewhere,B07004CPR
B07004CPR_001EA,string,Annotation of Estimate!!Total,B07004CPR
B07004CPR_001MA,string,Annotation of Margin of Error!!Total,B07004CPR
B07004CPR_002EA,string,Annotation of Estimate!!Total!!Same house 1 year ago,B07004CPR
B07004CPR_002MA,string,Annotation of Margin of Error!!Total!!Same house 1 year ago,B07004CPR
B07004CPR_003EA,string,Annotation of Estimate!!Total!!Moved within same municipio,B07004CPR
B07004CPR_003MA,string,Annotation of Margin of Error!!Total!!Moved within same municipio,B07004CPR
B07004CPR_004EA,string,Annotation of Estimate!!Total!!Moved from different municipio,B07004CPR
B07004CPR_004MA,string,Annotation of Margin of Error!!Total!!Moved from different municipio,B07004CPR
B07004CPR_005EA,string,Annotation of Estimate!!Total!!Moved from the United States,B07004CPR
B07004CPR_005MA,string,Annotation of Margin of Error!!Total!!Moved from the United States,B07004CPR
B07004CPR_006EA,string,Annotation of Estimate!!Total!!Moved from elsewhere,B07004CPR
B07004CPR_006MA,string,Annotation of Margin of Error!!Total!!Moved from elsewhere,B07004CPR
