VARIABLE,TYPE,LABEL,GROUP
C11002G_001E,int,Estimate!!Total,C11002G
C11002G_002E,int,Estimate!!Total!!In family households,C11002G
C11002G_003E,int,Estimate!!Total!!In nonfamily households,C11002G
C11002G_001M,int,Margin of Error!!Total,C11002G
C11002G_002M,int,Margin of Error!!Total!!In family households,C11002G
C11002G_003M,int,Margin of Error!!Total!!In nonfamily households,C11002G
C11002G_001EA,string,Annotation of Estimate!!Total,C11002G
C11002G_001MA,string,Annotation of Margin of Error!!Total,C11002G
C11002G_002EA,string,Annotation of Estimate!!Total!!In family households,C11002G
C11002G_002MA,string,Annotation of Margin of Error!!Total!!In family households,C11002G
C11002G_003EA,string,Annotation of Estimate!!Total!!In nonfamily households,C11002G
C11002G_003MA,string,Annotation of Margin of Error!!Total!!In nonfamily households,C11002G
