VARIABLE,TYPE,LABEL,GROUP
C17020E_001E,int,Estimate!!Total,C17020E
C17020E_002E,int,Estimate!!Total!!Income in the past 12 months below poverty level,C17020E
C17020E_003E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!Under 18 years,C17020E
C17020E_004E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!18 to 64 years,C17020E
C17020E_005E,int,Estimate!!Total!!Income in the past 12 months below poverty level!!65 years and over,C17020E
C17020E_006E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level,C17020E
C17020E_007E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Under 18 years,C17020E
C17020E_008E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!18 to 64 years,C17020E
C17020E_009E,int,Estimate!!Total!!Income in the past 12 months at or above poverty level!!65 years and over,C17020E
C17020E_001M,int,Margin of Error!!Total,C17020E
C17020E_002M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level,C17020E
C17020E_003M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level!!Under 18 years,C17020E
C17020E_004M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level!!18 to 64 years,C17020E
C17020E_005M,int,Margin of Error!!Total!!Income in the past 12 months below poverty level!!65 years and over,C17020E
C17020E_006M,int,Margin of Error!!Total!!Income in the past 12 months at or above poverty level,C17020E
C17020E_007M,int,Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Under 18 years,C17020E
C17020E_008M,int,Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!18 to 64 years,C17020E
C17020E_009M,int,Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!65 years and over,C17020E
C17020E_001EA,string,Annotation of Estimate!!Total,C17020E
C17020E_001MA,string,Annotation of Margin of Error!!Total,C17020E
C17020E_002EA,string,Annotation of Estimate!!Total!!Income in the past 12 months below poverty level,C17020E
C17020E_002MA,string,Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level,C17020E
C17020E_003EA,string,Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!Under 18 years,C17020E
C17020E_003MA,string,Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!Under 18 years,C17020E
C17020E_004EA,string,Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!18 to 64 years,C17020E
C17020E_004MA,string,Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!18 to 64 years,C17020E
C17020E_005EA,string,Annotation of Estimate!!Total!!Income in the past 12 months below poverty level!!65 years and over,C17020E
C17020E_005MA,string,Annotation of Margin of Error!!Total!!Income in the past 12 months below poverty level!!65 years and over,C17020E
C17020E_006EA,string,Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level,C17020E
C17020E_006MA,string,Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level,C17020E
C17020E_007EA,string,Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!Under 18 years,C17020E
C17020E_007MA,string,Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!Under 18 years,C17020E
C17020E_008EA,string,Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!18 to 64 years,C17020E
C17020E_008MA,string,Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!18 to 64 years,C17020E
C17020E_009EA,string,Annotation of Estimate!!Total!!Income in the past 12 months at or above poverty level!!65 years and over,C17020E
C17020E_009MA,string,Annotation of Margin of Error!!Total!!Income in the past 12 months at or above poverty level!!65 years and over,C17020E
