VARIABLE,TYPE,LABEL,GROUP
B21001A_001E,int,Estimate!!Total,B21001A
B21001A_002E,int,Estimate!!Total!!Male,B21001A
B21001A_003E,int,Estimate!!Total!!Male!!18 to 34 years,B21001A
B21001A_004E,int,Estimate!!Total!!Male!!18 to 34 years!!Veteran,B21001A
B21001A_005E,int,Estimate!!Total!!Male!!18 to 34 years!!Nonveteran,B21001A
B21001A_006E,int,Estimate!!Total!!Male!!35 to 54 years,B21001A
B21001A_007E,int,Estimate!!Total!!Male!!35 to 54 years!!Veteran,B21001A
B21001A_008E,int,Estimate!!Total!!Male!!35 to 54 years!!Nonveteran,B21001A
B21001A_009E,int,Estimate!!Total!!Male!!55 to 64 years,B21001A
B21001A_010E,int,Estimate!!Total!!Male!!55 to 64 years!!Veteran,B21001A
B21001A_011E,int,Estimate!!Total!!Male!!55 to 64 years!!Nonveteran,B21001A
B21001A_012E,int,Estimate!!Total!!Male!!65 to 74 years,B21001A
B21001A_013E,int,Estimate!!Total!!Male!!65 to 74 years!!Veteran,B21001A
B21001A_014E,int,Estimate!!Total!!Male!!65 to 74 years!!Nonveteran,B21001A
B21001A_015E,int,Estimate!!Total!!Male!!75 years and over,B21001A
B21001A_016E,int,Estimate!!Total!!Male!!75 years and over!!Veteran,B21001A
B21001A_017E,int,Estimate!!Total!!Male!!75 years and over!!Nonveteran,B21001A
B21001A_018E,int,Estimate!!Total!!Female,B21001A
B21001A_019E,int,Estimate!!Total!!Female!!18 to 34 years,B21001A
B21001A_020E,int,Estimate!!Total!!Female!!18 to 34 years!!Veteran,B21001A
B21001A_021E,int,Estimate!!Total!!Female!!18 to 34 years!!Nonveteran,B21001A
B21001A_022E,int,Estimate!!Total!!Female!!35 to 54 years,B21001A
B21001A_023E,int,Estimate!!Total!!Female!!35 to 54 years!!Veteran,B21001A
B21001A_024E,int,Estimate!!Total!!Female!!35 to 54 years!!Nonveteran,B21001A
B21001A_025E,int,Estimate!!Total!!Female!!55 to 64 years,B21001A
B21001A_026E,int,Estimate!!Total!!Female!!55 to 64 years!!Veteran,B21001A
B21001A_027E,int,Estimate!!Total!!Female!!55 to 64 years!!Nonveteran,B21001A
B21001A_028E,int,Estimate!!Total!!Female!!65 to 74 years,B21001A
B21001A_029E,int,Estimate!!Total!!Female!!65 to 74 years!!Veteran,B21001A
B21001A_030E,int,Estimate!!Total!!Female!!65 to 74 years!!Nonveteran,B21001A
B21001A_031E,int,Estimate!!Total!!Female!!75 years and over,B21001A
B21001A_032E,int,Estimate!!Total!!Female!!75 years and over!!Veteran,B21001A
B21001A_033E,int,Estimate!!Total!!Female!!75 years and over!!Nonveteran,B21001A
B21001A_001M,int,Margin of Error!!Total,B21001A
B21001A_002M,int,Margin of Error!!Total!!Male,B21001A
B21001A_003M,int,Margin of Error!!Total!!Male!!18 to 34 years,B21001A
B21001A_004M,int,Margin of Error!!Total!!Male!!18 to 34 years!!Veteran,B21001A
B21001A_005M,int,Margin of Error!!Total!!Male!!18 to 34 years!!Nonveteran,B21001A
B21001A_006M,int,Margin of Error!!Total!!Male!!35 to 54 years,B21001A
B21001A_007M,int,Margin of Error!!Total!!Male!!35 to 54 years!!Veteran,B21001A
B21001A_008M,int,Margin of Error!!Total!!Male!!35 to 54 years!!Nonveteran,B21001A
B21001A_009M,int,Margin of Error!!Total!!Male!!55 to 64 years,B21001A
B21001A_010M,int,Margin of Error!!Total!!Male!!55 to 64 years!!Veteran,B21001A
B21001A_011M,int,Margin of Error!!Total!!Male!!55 to 64 years!!Nonveteran,B21001A
B21001A_012M,int,Margin of Error!!Total!!Male!!65 to 74 years,B21001A
B21001A_013M,int,Margin of Error!!Total!!Male!!65 to 74 years!!Veteran,B21001A
B21001A_014M,int,Margin of Error!!Total!!Male!!65 to 74 years!!Nonveteran,B21001A
B21001A_015M,int,Margin of Error!!Total!!Male!!75 years and over,B21001A
B21001A_016M,int,Margin of Error!!Total!!Male!!75 years and over!!Veteran,B21001A
B21001A_017M,int,Margin of Error!!Total!!Male!!75 years and over!!Nonveteran,B21001A
B21001A_018M,int,Margin of Error!!Total!!Female,B21001A
B21001A_019M,int,Margin of Error!!Total!!Female!!18 to 34 years,B21001A
B21001A_020M,int,Margin of Error!!Total!!Female!!18 to 34 years!!Veteran,B21001A
B21001A_021M,int,Margin of Error!!Total!!Female!!18 to 34 years!!Nonveteran,B21001A
B21001A_022M,int,Margin of Error!!Total!!Female!!35 to 54 years,B21001A
B21001A_023M,int,Margin of Error!!Total!!Female!!35 to 54 years!!Veteran,B21001A
B21001A_024M,int,Margin of Error!!Total!!Female!!35 to 54 years!!Nonveteran,B21001A
B21001A_025M,int,Margin of Error!!Total!!Female!!55 to 64 years,B21001A
B21001A_026M,int,Margin of Error!!Total!!Female!!55 to 64 years!!Veteran,B21001A
B21001A_027M,int,Margin of Error!!Total!!Female!!55 to 64 years!!Nonveteran,B21001A
B21001A_028M,int,Margin of Error!!Total!!Female!!65 to 74 years,B21001A
B21001A_029M,int,Margin of Error!!Total!!Female!!65 to 74 years!!Veteran,B21001A
B21001A_030M,int,Margin of Error!!Total!!Female!!65 to 74 years!!Nonveteran,B21001A
B21001A_031M,int,Margin of Error!!Total!!Female!!75 years and over,B21001A
B21001A_032M,int,Margin of Error!!Total!!Female!!75 years and over!!Veteran,B21001A
B21001A_033M,int,Margin of Error!!Total!!Female!!75 years and over!!Nonveteran,B21001A
B21001A_001EA,string,Annotation of Estimate!!Total,B21001A
B21001A_001MA,string,Annotation of Margin of Error!!Total,B21001A
B21001A_002EA,string,Annotation of Estimate!!Total!!Male,B21001A
B21001A_002MA,string,Annotation of Margin of Error!!Total!!Male,B21001A
B21001A_003EA,string,Annotation of Estimate!!Total!!Male!!18 to 34 years,B21001A
B21001A_003MA,string,Annotation of Margin of Error!!Total!!Male!!18 to 34 years,B21001A
B21001A_004EA,string,Annotation of Estimate!!Total!!Male!!18 to 34 years!!Veteran,B21001A
B21001A_004MA,string,Annotation of Margin of Error!!Total!!Male!!18 to 34 years!!Veteran,B21001A
B21001A_005EA,string,Annotation of Estimate!!Total!!Male!!18 to 34 years!!Nonveteran,B21001A
B21001A_005MA,string,Annotation of Margin of Error!!Total!!Male!!18 to 34 years!!Nonveteran,B21001A
B21001A_006EA,string,Annotation of Estimate!!Total!!Male!!35 to 54 years,B21001A
B21001A_006MA,string,Annotation of Margin of Error!!Total!!Male!!35 to 54 years,B21001A
B21001A_007EA,string,Annotation of Estimate!!Total!!Male!!35 to 54 years!!Veteran,B21001A
B21001A_007MA,string,Annotation of Margin of Error!!Total!!Male!!35 to 54 years!!Veteran,B21001A
B21001A_008EA,string,Annotation of Estimate!!Total!!Male!!35 to 54 years!!Nonveteran,B21001A
B21001A_008MA,string,Annotation of Margin of Error!!Total!!Male!!35 to 54 years!!Nonveteran,B21001A
B21001A_009EA,string,Annotation of Estimate!!Total!!Male!!55 to 64 years,B21001A
B21001A_009MA,string,Annotation of Margin of Error!!Total!!Male!!55 to 64 years,B21001A
B21001A_010EA,string,Annotation of Estimate!!Total!!Male!!55 to 64 years!!Veteran,B21001A
B21001A_010MA,string,Annotation of Margin of Error!!Total!!Male!!55 to 64 years!!Veteran,B21001A
B21001A_011EA,string,Annotation of Estimate!!Total!!Male!!55 to 64 years!!Nonveteran,B21001A
B21001A_011MA,string,Annotation of Margin of Error!!Total!!Male!!55 to 64 years!!Nonveteran,B21001A
B21001A_012EA,string,Annotation of Estimate!!Total!!Male!!65 to 74 years,B21001A
B21001A_012MA,string,Annotation of Margin of Error!!Total!!Male!!65 to 74 years,B21001A
B21001A_013EA,string,Annotation of Estimate!!Total!!Male!!65 to 74 years!!Veteran,B21001A
B21001A_013MA,string,Annotation of Margin of Error!!Total!!Male!!65 to 74 years!!Veteran,B21001A
B21001A_014EA,string,Annotation of Estimate!!Total!!Male!!65 to 74 years!!Nonveteran,B21001A
B21001A_014MA,string,Annotation of Margin of Error!!Total!!Male!!65 to 74 years!!Nonveteran,B21001A
B21001A_015EA,string,Annotation of Estimate!!Total!!Male!!75 years and over,B21001A
B21001A_015MA,string,Annotation of Margin of Error!!Total!!Male!!75 years and over,B21001A
B21001A_016EA,string,Annotation of Estimate!!Total!!Male!!75 years and over!!Veteran,B21001A
B21001A_016MA,string,Annotation of Margin of Error!!Total!!Male!!75 years and over!!Veteran,B21001A
B21001A_017EA,string,Annotation of Estimate!!Total!!Male!!75 years and over!!Nonveteran,B21001A
B21001A_017MA,string,Annotation of Margin of Error!!Total!!Male!!75 years and over!!Nonveteran,B21001A
B21001A_018EA,string,Annotation of Estimate!!Total!!Female,B21001A
B21001A_018MA,string,Annotation of Margin of Error!!Total!!Female,B21001A
B21001A_019EA,string,Annotation of Estimate!!Total!!Female!!18 to 34 years,B21001A
B21001A_019MA,string,Annotation of Margin of Error!!Total!!Female!!18 to 34 years,B21001A
B21001A_020EA,string,Annotation of Estimate!!Total!!Female!!18 to 34 years!!Veteran,B21001A
B21001A_020MA,string,Annotation of Margin of Error!!Total!!Female!!18 to 34 years!!Veteran,B21001A
B21001A_021EA,string,Annotation of Estimate!!Total!!Female!!18 to 34 years!!Nonveteran,B21001A
B21001A_021MA,string,Annotation of Margin of Error!!Total!!Female!!18 to 34 years!!Nonveteran,B21001A
B21001A_022EA,string,Annotation of Estimate!!Total!!Female!!35 to 54 years,B21001A
B21001A_022MA,string,Annotation of Margin of Error!!Total!!Female!!35 to 54 years,B21001A
