VARIABLE,TYPE,LABEL,GROUP
C15010H_001E,int,Estimate!!Total,C15010H
C15010H_002E,int,Estimate!!Total!!Science and Engineering,C15010H
C15010H_003E,int,Estimate!!Total!!Science and Engineering Related Fields,C15010H
C15010H_004E,int,Estimate!!Total!!Business,C15010H
C15010H_005E,int,Estimate!!Total!!Education,C15010H
C15010H_006E,int,"Estimate!!Total!!Arts, Humanities and Other",C15010H
C15010H_001M,int,Margin of Error!!Total,C15010H
C15010H_002M,int,Margin of Error!!Total!!Science and Engineering,C15010H
C15010H_003M,int,Margin of Error!!Total!!Science and Engineering Related Fields,C15010H
C15010H_004M,int,Margin of Error!!Total!!Business,C15010H
C15010H_005M,int,Margin of Error!!Total!!Education,C15010H
C15010H_006M,int,"Margin of Error!!Total!!Arts, Humanities and Other",C15010H
C15010H_001EA,string,Annotation of Estimate!!Total,C15010H
C15010H_001MA,string,Annotation of Margin of Error!!Total,C15010H
C15010H_002EA,string,Annotation of Estimate!!Total!!Science and Engineering,C15010H
C15010H_002MA,string,Annotation of Margin of Error!!Total!!Science and Engineering,C15010H
C15010H_003EA,string,Annotation of Estimate!!Total!!Science and Engineering Related Fields,C15010H
C15010H_003MA,string,Annotation of Margin of Error!!Total!!Science and Engineering Related Fields,C15010H
C15010H_004EA,string,Annotation of Estimate!!Total!!Business,C15010H
C15010H_004MA,string,Annotation of Margin of Error!!Total!!Business,C15010H
C15010H_005EA,string,Annotation of Estimate!!Total!!Education,C15010H
C15010H_005MA,string,Annotation of Margin of Error!!Total!!Education,C15010H
C15010H_006EA,string,"Annotation of Estimate!!Total!!Arts, Humanities and Other",C15010H
C15010H_006MA,string,"Annotation of Margin of Error!!Total!!Arts, Humanities and Other",C15010H
