VARIABLE,TYPE,LABEL,GROUP
C15010C_001E,int,Estimate!!Total,C15010C
C15010C_002E,int,Estimate!!Total!!Science and Engineering,C15010C
C15010C_003E,int,Estimate!!Total!!Science and Engineering Related Fields,C15010C
C15010C_004E,int,Estimate!!Total!!Business,C15010C
C15010C_005E,int,Estimate!!Total!!Education,C15010C
C15010C_006E,int,"Estimate!!Total!!Arts, Humanities and Other",C15010C
C15010C_001M,int,Margin of Error!!Total,C15010C
C15010C_002M,int,Margin of Error!!Total!!Science and Engineering,C15010C
C15010C_003M,int,Margin of Error!!Total!!Science and Engineering Related Fields,C15010C
C15010C_004M,int,Margin of Error!!Total!!Business,C15010C
C15010C_005M,int,Margin of Error!!Total!!Education,C15010C
C15010C_006M,int,"Margin of Error!!Total!!Arts, Humanities and Other",C15010C
C15010C_001EA,string,Annotation of Estimate!!Total,C15010C
C15010C_001MA,string,Annotation of Margin of Error!!Total,C15010C
C15010C_002EA,string,Annotation of Estimate!!Total!!Science and Engineering,C15010C
C15010C_002MA,string,Annotation of Margin of Error!!Total!!Science and Engineering,C15010C
C15010C_003EA,string,Annotation of Estimate!!Total!!Science and Engineering Related Fields,C15010C
C15010C_003MA,string,Annotation of Margin of Error!!Total!!Science and Engineering Related Fields,C15010C
C15010C_004EA,string,Annotation of Estimate!!Total!!Business,C15010C
C15010C_004MA,string,Annotation of Margin of Error!!Total!!Business,C15010C
C15010C_005EA,string,Annotation of Estimate!!Total!!Education,C15010C
C15010C_005MA,string,Annotation of Margin of Error!!Total!!Education,C15010C
C15010C_006EA,string,"Annotation of Estimate!!Total!!Arts, Humanities and Other",C15010C
C15010C_006MA,string,"Annotation of Margin of Error!!Total!!Arts, Humanities and Other",C15010C
