VARIABLE,TYPE,LABEL,GROUP
B01002E_001E,float,Estimate!!Median age --!!Total,B01002E
B01002E_002E,float,Estimate!!Median age --!!Male,B01002E
B01002E_003E,float,Estimate!!Median age --!!Female,B01002E
B01002E_001M,float,Margin of Error!!Median age --!!Total,B01002E
B01002E_002M,float,Margin of Error!!Median age --!!Male,B01002E
B01002E_003M,float,Margin of Error!!Median age --!!Female,B01002E
B01002E_001EA,string,Annotation of Estimate!!Median age --!!Total,B01002E
B01002E_001MA,string,Annotation of Margin of Error!!Median age --!!Total,B01002E
B01002E_002EA,string,Annotation of Estimate!!Median age --!!Male,B01002E
B01002E_002MA,string,Annotation of Margin of Error!!Median age --!!Male,B01002E
B01002E_003EA,string,Annotation of Estimate!!Median age --!!Female,B01002E
B01002E_003MA,string,Annotation of Margin of Error!!Median age --!!Female,B01002E
