VARIABLE,TYPE,LABEL,GROUP
B11002G_001E,int,Estimate!!Total,B11002G
B11002G_002E,int,Estimate!!Total!!In family households,B11002G
B11002G_003E,int,Estimate!!Total!!In family households!!In married-couple family,B11002G
B11002G_004E,int,Estimate!!Total!!In family households!!In married-couple family!!Relatives,B11002G
B11002G_005E,int,Estimate!!Total!!In family households!!In married-couple family!!Nonrelatives,B11002G
B11002G_006E,int,"Estimate!!Total!!In family households!!In male householder, no wife present, family",B11002G
B11002G_007E,int,"Estimate!!Total!!In family households!!In male householder, no wife present, family!!Relatives",B11002G
B11002G_008E,int,"Estimate!!Total!!In family households!!In male householder, no wife present, family!!Nonrelatives",B11002G
B11002G_009E,int,"Estimate!!Total!!In family households!!In female householder, no husband present, family",B11002G
B11002G_010E,int,"Estimate!!Total!!In family households!!In female householder, no husband present, family!!Relatives",B11002G
B11002G_011E,int,"Estimate!!Total!!In family households!!In female householder, no husband present, family!!Nonrelatives",B11002G
B11002G_012E,int,Estimate!!Total!!In nonfamily households,B11002G
B11002G_001M,int,Margin of Error!!Total,B11002G
B11002G_002M,int,Margin of Error!!Total!!In family households,B11002G
B11002G_003M,int,Margin of Error!!Total!!In family households!!In married-couple family,B11002G
B11002G_004M,int,Margin of Error!!Total!!In family households!!In married-couple family!!Relatives,B11002G
B11002G_005M,int,Margin of Error!!Total!!In family households!!In married-couple family!!Nonrelatives,B11002G
B11002G_006M,int,"Margin of Error!!Total!!In family households!!In male householder, no wife present, family",B11002G
B11002G_007M,int,"Margin of Error!!Total!!In family households!!In male householder, no wife present, family!!Relatives",B11002G
B11002G_008M,int,"Margin of Error!!Total!!In family households!!In male householder, no wife present, family!!Nonrelatives",B11002G
B11002G_009M,int,"Margin of Error!!Total!!In family households!!In female householder, no husband present, family",B11002G
B11002G_010M,int,"Margin of Error!!Total!!In family households!!In female householder, no husband present, family!!Relatives",B11002G
B11002G_011M,int,"Margin of Error!!Total!!In family households!!In female householder, no husband present, family!!Nonrelatives",B11002G
B11002G_012M,int,Margin of Error!!Total!!In nonfamily households,B11002G
B11002G_001EA,string,Annotation of Estimate!!Total,B11002G
B11002G_001MA,string,Annotation of Margin of Error!!Total,B11002G
B11002G_002EA,string,Annotation of Estimate!!Total!!In family households,B11002G
B11002G_002MA,string,Annotation of Margin of Error!!Total!!In family households,B11002G
B11002G_003EA,string,Annotation of Estimate!!Total!!In family households!!In married-couple family,B11002G
B11002G_003MA,string,Annotation of Margin of Error!!Total!!In family households!!In married-couple family,B11002G
B11002G_004EA,string,Annotation of Estimate!!Total!!In family households!!In married-couple family!!Relatives,B11002G
B11002G_004MA,string,Annotation of Margin of Error!!Total!!In family households!!In married-couple family!!Relatives,B11002G
B11002G_005EA,string,Annotation of Estimate!!Total!!In family households!!In married-couple family!!Nonrelatives,B11002G
B11002G_005MA,string,Annotation of Margin of Error!!Total!!In family households!!In married-couple family!!Nonrelatives,B11002G
B11002G_006EA,string,"Annotation of Estimate!!Total!!In family households!!In male householder, no wife present, family",B11002G
B11002G_006MA,string,"Annotation of Margin of Error!!Total!!In family households!!In male householder, no wife present, family",B11002G
B11002G_007EA,string,"Annotation of Estimate!!Total!!In family households!!In male householder, no wife present, family!!Relatives",B11002G
B11002G_007MA,string,"Annotation of Margin of Error!!Total!!In family households!!In male householder, no wife present, family!!Relatives",B11002G
B11002G_008EA,string,"Annotation of Estimate!!Total!!In family households!!In male householder, no wife present, family!!Nonrelatives",B11002G
B11002G_008MA,string,"Annotation of Margin of Error!!Total!!In family households!!In male householder, no wife present, family!!Nonrelatives",B11002G
B11002G_009EA,string,"Annotation of Estimate!!Total!!In family households!!In female householder, no husband present, family",B11002G
B11002G_009MA,string,"Annotation of Margin of Error!!Total!!In family households!!In female householder, no husband present, family",B11002G
B11002G_010EA,string,"Annotation of Estimate!!Total!!In family households!!In female householder, no husband present, family!!Relatives",B11002G
B11002G_010MA,string,"Annotation of Margin of Error!!Total!!In family households!!In female householder, no husband present, family!!Relatives",B11002G
B11002G_011EA,string,"Annotation of Estimate!!Total!!In family households!!In female householder, no husband present, family!!Nonrelatives",B11002G
B11002G_011MA,string,"Annotation of Margin of Error!!Total!!In family households!!In female householder, no husband present, family!!Nonrelatives",B11002G
B11002G_012EA,string,Annotation of Estimate!!Total!!In nonfamily households,B11002G
B11002G_012MA,string,Annotation of Margin of Error!!Total!!In nonfamily households,B11002G
