VARIABLE,TYPE,LABEL,GROUP
C21001F_001E,int,Estimate!!Total,C21001F
C21001F_002E,int,Estimate!!Total!!Male,C21001F
C21001F_003E,int,Estimate!!Total!!Male!!18 to 64 years,C21001F
C21001F_004E,int,Estimate!!Total!!Male!!18 to 64 years!!Veteran,C21001F
C21001F_005E,int,Estimate!!Total!!Male!!18 to 64 years!!Nonveteran,C21001F
C21001F_006E,int,Estimate!!Total!!Male!!65 years and over,C21001F
C21001F_007E,int,Estimate!!Total!!Male!!65 years and over!!Veteran,C21001F
C21001F_008E,int,Estimate!!Total!!Male!!65 years and over!!Nonveteran,C21001F
C21001F_009E,int,Estimate!!Total!!Female,C21001F
C21001F_010E,int,Estimate!!Total!!Female!!18 to 64 years,C21001F
C21001F_011E,int,Estimate!!Total!!Female!!18 to 64 years!!Veteran,C21001F
C21001F_012E,int,Estimate!!Total!!Female!!18 to 64 years!!Nonveteran,C21001F
C21001F_013E,int,Estimate!!Total!!Female!!65 years and over,C21001F
C21001F_014E,int,Estimate!!Total!!Female!!65 years and over!!Veteran,C21001F
C21001F_015E,int,Estimate!!Total!!Female!!65 years and over!!Nonveteran,C21001F
C21001F_001M,int,Margin of Error!!Total,C21001F
C21001F_002M,int,Margin of Error!!Total!!Male,C21001F
C21001F_003M,int,Margin of Error!!Total!!Male!!18 to 64 years,C21001F
C21001F_004M,int,Margin of Error!!Total!!Male!!18 to 64 years!!Veteran,C21001F
C21001F_005M,int,Margin of Error!!Total!!Male!!18 to 64 years!!Nonveteran,C21001F
C21001F_006M,int,Margin of Error!!Total!!Male!!65 years and over,C21001F
C21001F_007M,int,Margin of Error!!Total!!Male!!65 years and over!!Veteran,C21001F
C21001F_008M,int,Margin of Error!!Total!!Male!!65 years and over!!Nonveteran,C21001F
C21001F_009M,int,Margin of Error!!Total!!Female,C21001F
C21001F_010M,int,Margin of Error!!Total!!Female!!18 to 64 years,C21001F
C21001F_011M,int,Margin of Error!!Total!!Female!!18 to 64 years!!Veteran,C21001F
C21001F_012M,int,Margin of Error!!Total!!Female!!18 to 64 years!!Nonveteran,C21001F
C21001F_013M,int,Margin of Error!!Total!!Female!!65 years and over,C21001F
C21001F_014M,int,Margin of Error!!Total!!Female!!65 years and over!!Veteran,C21001F
C21001F_015M,int,Margin of Error!!Total!!Female!!65 years and over!!Nonveteran,C21001F
C21001F_001EA,string,Annotation of Estimate!!Total,C21001F
C21001F_001MA,string,Annotation of Margin of Error!!Total,C21001F
C21001F_002EA,string,Annotation of Estimate!!Total!!Male,C21001F
C21001F_002MA,string,Annotation of Margin of Error!!Total!!Male,C21001F
C21001F_003EA,string,Annotation of Estimate!!Total!!Male!!18 to 64 years,C21001F
C21001F_003MA,string,Annotation of Margin of Error!!Total!!Male!!18 to 64 years,C21001F
C21001F_004EA,string,Annotation of Estimate!!Total!!Male!!18 to 64 years!!Veteran,C21001F
C21001F_004MA,string,Annotation of Margin of Error!!Total!!Male!!18 to 64 years!!Veteran,C21001F
C21001F_005EA,string,Annotation of Estimate!!Total!!Male!!18 to 64 years!!Nonveteran,C21001F
C21001F_005MA,string,Annotation of Margin of Error!!Total!!Male!!18 to 64 years!!Nonveteran,C21001F
C21001F_006EA,string,Annotation of Estimate!!Total!!Male!!65 years and over,C21001F
C21001F_006MA,string,Annotation of Margin of Error!!Total!!Male!!65 years and over,C21001F
C21001F_007EA,string,Annotation of Estimate!!Total!!Male!!65 years and over!!Veteran,C21001F
C21001F_007MA,string,Annotation of Margin of Error!!Total!!Male!!65 years and over!!Veteran,C21001F
C21001F_008EA,string,Annotation of Estimate!!Total!!Male!!65 years and over!!Nonveteran,C21001F
C21001F_008MA,string,Annotation of Margin of Error!!Total!!Male!!65 years and over!!Nonveteran,C21001F
C21001F_009EA,string,Annotation of Estimate!!Total!!Female,C21001F
C21001F_009MA,string,Annotation of Margin of Error!!Total!!Female,C21001F
C21001F_010EA,string,Annotation of Estimate!!Total!!Female!!18 to 64 years,C21001F
C21001F_010MA,string,Annotation of Margin of Error!!Total!!Female!!18 to 64 years,C21001F
C21001F_011EA,string,Annotation of Estimate!!Total!!Female!!18 to 64 years!!Veteran,C21001F
C21001F_011MA,string,Annotation of Margin of Error!!Total!!Female!!18 to 64 years!!Veteran,C21001F
C21001F_012EA,string,Annotation of Estimate!!Total!!Female!!18 to 64 years!!Nonveteran,C21001F
C21001F_012MA,string,Annotation of Margin of Error!!Total!!Female!!18 to 64 years!!Nonveteran,C21001F
C21001F_013EA,string,Annotation of Estimate!!Total!!Female!!65 years and over,C21001F
C21001F_013MA,string,Annotation of Margin of Error!!Total!!Female!!65 years and over,C21001F
C21001F_014EA,string,Annotation of Estimate!!Total!!Female!!65 years and over!!Veteran,C21001F
C21001F_014MA,string,Annotation of Margin of Error!!Total!!Female!!65 years and over!!Veteran,C21001F
C21001F_015EA,string,Annotation of Estimate!!Total!!Female!!65 years and over!!Nonveteran,C21001F
C21001F_015MA,string,Annotation of Margin of Error!!Total!!Female!!65 years and over!!Nonveteran,C21001F
