GEO_ID,S2406_C01_001E,S2406_C01_001M,S2406_C01_002E,S2406_C01_002M,S2406_C01_003E,S2406_C01_003M,S2406_C01_004E,S2406_C01_004M,S2406_C01_005E,S2406_C01_005M,S2406_C01_006E,S2406_C01_006M,S2406_C01_007E,S2406_C01_007M,S2406_C02_001M,S2406_C02_002E,S2406_C02_002M,S2406_C02_003E,S2406_C02_003M,S2406_C02_004E,S2406_C02_005E,S2406_C02_005M,S2406_C02_006E,S2406_C02_006M,S2406_C02_007E,S2406_C02_007M,S2406_C03_001E,S2406_C03_001M,S2406_C03_002E,S2406_C02_001E,S2406_C02_004M,S2406_C03_002M,S2406_C03_003E,S2406_C03_003M,S2406_C03_004E,S2406_C03_004M,S2406_C03_005E,S2406_C03_005M,S2406_C03_006E,S2406_C03_006M,S2406_C03_007E,S2406_C03_007M,S2406_C04_001E,S2406_C04_001M,S2406_C04_002E,S2406_C04_002M,S2406_C04_003E,S2406_C04_003M,S2406_C04_004E,S2406_C04_004M,S2406_C04_005E,S2406_C04_005M,S2406_C04_006E,S2406_C04_006M,S2406_C04_007E,S2406_C04_007M,S2406_C05_001E,S2406_C05_001M,S2406_C05_002E,S2406_C05_002M,S2406_C05_003E,S2406_C05_003M,S2406_C05_004E,S2406_C05_004M,S2406_C05_005E,S2406_C05_005M,S2406_C05_006E,S2406_C05_006M,S2406_C05_007E,S2406_C05_007M,S2406_C06_001E,S2406_C06_001M,S2406_C06_002E,S2406_C06_002M,S2406_C06_003E,S2406_C06_003M,S2406_C06_004E,S2406_C06_004M,S2406_C06_005E,S2406_C06_005M,S2406_C06_006E,S2406_C06_006M,S2406_C06_007E,S2406_C06_007M,NAME,S2406_C01_001EA,S2406_C01_001MA,S2406_C01_002MA,S2406_C01_002EA,S2406_C01_003EA,S2406_C01_003MA,S2406_C01_004EA,S2406_C01_004MA,S2406_C01_005EA,S2406_C01_005MA,S2406_C01_006MA,S2406_C01_006EA,S2406_C01_007MA,S2406_C01_007EA,S2406_C02_001MA,S2406_C02_002MA,S2406_C02_002EA,S2406_C02_003MA,S2406_C02_003EA,S2406_C02_004EA,S2406_C02_004MA,S2406_C02_005MA,S2406_C02_005EA,S2406_C02_006MA,S2406_C02_006EA,S2406_C02_007MA,S2406_C02_007EA,S2406_C03_001EA,S2406_C03_001MA,S2406_C03_002MA,S2406_C03_002EA,S2406_C02_001EA,S2406_C03_003MA,S2406_C03_003EA,S2406_C03_004MA,S2406_C03_004EA,S2406_C03_005MA,S2406_C03_005EA,S2406_C03_006MA,S2406_C03_006EA,S2406_C03_007MA,S2406_C03_007EA,S2406_C04_001MA,S2406_C04_001EA,S2406_C04_002MA,S2406_C04_002EA,S2406_C04_003MA,S2406_C04_003EA,S2406_C04_004EA,S2406_C04_004MA,S2406_C04_005EA,S2406_C04_005MA,S2406_C04_006MA,S2406_C04_006EA,S2406_C04_007EA,S2406_C04_007MA,S2406_C05_001MA,S2406_C05_001EA,S2406_C05_002MA,S2406_C05_002EA,S2406_C05_003EA,S2406_C05_003MA,S2406_C05_004EA,S2406_C05_004MA,S2406_C05_005EA,S2406_C05_005MA,S2406_C05_006MA,S2406_C05_006EA,S2406_C05_007MA,S2406_C05_007EA,S2406_C06_001EA,S2406_C06_001MA,S2406_C06_002MA,S2406_C06_002EA,S2406_C06_003MA,S2406_C06_003EA,S2406_C06_004MA,S2406_C06_004EA,S2406_C06_005MA,S2406_C06_005EA,S2406_C06_006MA,S2406_C06_006EA,S2406_C06_007EA,S2406_C06_007MA,state
0400000US01,1981095,17704,651892,12155,340841,9942,487185,10512,201841,8330,299336,10113,8.2,-888888888.0,0.6,52.3,1.3,64.0,1.4,77.0,75.1,1.8,87.5,1.0,-888888888,-888888888,2.9,0.2,4.1,68.0,0.9,0.4,1.8,0.4,3.3,0.4,3.0,0.6,0.9,0.2,-888888888,-888888888,6.5,0.3,11.2,0.7,7.1,0.9,4.9,0.6,1.6,0.5,1.7,0.4,-888888888,-888888888,17.1,0.5,27.8,1.1,18.7,1.4,11.3,0.7,9.3,1.1,6.8,0.7,-888888888,-888888888,5.5,0.3,4.7,0.5,8.4,0.8,3.5,0.4,11.1,1.0,3.2,0.5,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),01
0400000US02,344343,5706,123900,5136,58100,4395,81214,4594,43857,3492,37272,3507,4.7,-888888888.0,1.4,34.2,2.6,55.1,3.6,64.8,66.2,3.6,76.0,3.5,-888888888,-888888888,2.6,0.4,3.5,53.5,2.3,0.8,1.2,0.8,2.5,0.9,2.9,1.3,1.6,1.4,-888888888,-888888888,10.1,0.9,14.7,1.5,10.7,2.1,8.9,1.7,4.3,1.9,3.1,1.1,-888888888,-888888888,26.7,1.4,41.0,2.5,24.1,3.1,19.8,2.0,13.1,2.6,14.0,2.9,-888888888,-888888888,7.1,0.7,6.5,1.3,8.9,2.0,4.0,1.0,13.4,2.6,5.3,2.0,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),02
0400000US04,2687991,19218,920654,19207,546422,14672,717086,15148,245713,10459,258116,11040,8.1,-888888888.0,0.7,56.8,1.1,66.3,1.3,77.6,75.6,1.7,83.2,1.6,-888888888,-888888888,3.7,0.2,5.4,68.5,1.0,0.4,2.0,0.4,3.5,0.4,3.6,0.6,1.9,0.5,-888888888,-888888888,6.1,0.4,10.0,0.7,5.3,0.8,4.4,0.5,1.8,0.6,2.9,0.6,-888888888,-888888888,15.3,0.5,22.6,1.0,16.9,1.0,9.8,0.7,9.2,1.4,7.3,1.4,-888888888,-888888888,6.3,0.3,5.2,0.5,9.4,0.9,4.7,0.4,9.8,1.1,4.7,0.8,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),04
0400000US05,1235755,12185,383998,9525,214602,7396,304817,8669,130503,5337,201835,7567,5.1,-888888888.0,0.8,49.1,1.3,61.2,2.1,76.1,73.8,2.1,87.1,1.2,-888888888,-888888888,3.1,0.3,4.8,66.7,1.1,0.5,1.6,0.5,3.4,0.6,2.9,0.8,1.1,0.4,-888888888,-888888888,6.5,0.5,12.0,0.9,6.8,1.2,4.5,0.6,1.4,0.6,2.2,0.7,-888888888,-888888888,17.2,0.5,28.6,1.1,20.3,1.7,11.9,1.0,8.9,1.5,5.7,0.7,-888888888,-888888888,6.5,0.4,5.5,0.6,10.1,1.2,4.2,0.7,13.0,1.5,3.8,0.7,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),05
0400000US06,16426694,38419,6024543,36915,3119919,31617,3975998,33650,1521971,23121,1784263,24713,7.1,-888888888.0,0.2,54.5,0.4,64.1,0.6,75.4,76.8,0.6,85.9,0.5,-888888888,-888888888,3.2,0.1,4.8,66.8,0.4,0.2,1.6,0.1,3.1,0.1,2.3,0.2,1.5,0.2,-888888888,-888888888,6.7,0.1,11.2,0.2,5.0,0.2,5.0,0.2,1.9,0.2,2.5,0.2,-888888888,-888888888,14.6,0.2,21.1,0.3,17.5,0.4,10.1,0.3,5.8,0.4,4.9,0.3,-888888888,-888888888,8.7,0.1,8.4,0.2,11.9,0.3,6.5,0.3,13.3,0.5,5.2,0.3,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),06
0400000US08,2492419,12726,1000410,15297,425902,11577,605280,13141,233833,8008,226994,8770,6.4,-888888888.0,0.5,53.9,0.8,66.1,1.2,76.1,73.0,1.8,84.7,1.3,-888888888,-888888888,4.7,0.2,6.1,66.0,0.9,0.5,1.9,0.3,4.6,0.5,6.2,1.0,2.1,0.5,-888888888,-888888888,7.6,0.3,12.1,0.5,6.1,0.7,5.0,0.5,2.3,0.5,3.0,0.6,-888888888,-888888888,14.9,0.4,21.5,0.7,16.0,1.0,9.8,0.7,7.0,0.9,6.1,0.7,-888888888,-888888888,6.8,0.3,6.4,0.4,9.9,0.9,4.5,0.5,11.5,1.1,4.1,0.7,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),08
0400000US09,1742494,10890,713260,12786,309918,8251,420982,9752,130647,6043,167687,8307,6.0,-888888888.0,0.6,55.4,0.9,62.6,1.4,77.4,67.8,2.2,87.9,1.3,-888888888,-888888888,3.4,0.2,4.2,66.0,1.3,0.3,2.0,0.4,3.2,0.4,6.0,1.3,1.1,0.4,-888888888,-888888888,10.2,0.4,14.9,0.7,10.7,1.0,6.9,0.6,2.7,0.8,3.3,0.6,-888888888,-888888888,13.5,0.5,19.4,0.8,14.3,1.1,8.6,0.7,6.0,0.9,4.6,0.9,-888888888,-888888888,6.9,0.3,6.0,0.4,10.3,0.9,4.0,0.5,17.5,1.6,3.2,0.7,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),09
0400000US10,420365,5587,157943,5438,75551,4172,100582,5136,39625,2835,46664,3303,6.3,-888888888.0,1.2,57.5,1.9,69.5,2.9,78.2,73.1,3.7,82.6,3.2,-888888888,-888888888,4.0,0.5,4.7,68.9,2.0,0.9,3.1,1.2,3.5,0.7,5.8,1.7,2.8,1.2,-888888888,-888888888,8.5,0.7,12.8,1.3,8.1,1.6,6.2,1.3,2.4,1.2,4.5,2.0,-888888888,-888888888,14.5,0.9,21.7,1.5,14.1,2.3,8.4,1.4,11.0,2.7,7.3,2.0,-888888888,-888888888,4.2,0.5,3.3,0.6,5.4,1.3,3.7,0.8,7.8,2.0,2.9,1.1,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),10
0400000US11,310607,5456,188812,4429,46688,4126,52138,3911,10478,2192,12491,2027,10.7,-888888888.0,1.5,36.3,1.9,67.3,4.2,52.6,67.9,8.7,54.7,7.7,-888888888,-888888888,2.4,0.4,2.8,45.5,4.1,0.7,0.8,0.6,1.8,0.9,4.4,3.6,2.1,1.8,-888888888,-888888888,19.5,0.9,23.2,1.3,11.6,2.8,16.7,2.6,12.5,6.4,10.0,5.8,-888888888,-888888888,28.6,1.0,34.4,1.5,14.7,3.1,23.6,3.0,8.2,4.4,30.3,7.0,-888888888,-888888888,4.1,0.6,3.3,0.6,5.6,1.8,5.3,2.4,7.0,4.7,3.0,2.1,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),11
0400000US12,8101898,33734,2678967,28541,1727200,26582,2242414,31712,725757,19838,727560,15595,9.0,-888888888.0,0.4,55.8,0.6,69.8,0.8,78.6,70.4,1.1,81.9,0.9,-888888888,-888888888,5.5,0.2,7.7,68.7,0.7,0.3,2.9,0.3,4.6,0.3,8.4,0.6,3.3,0.4,-888888888,-888888888,6.4,0.2,11.3,0.4,5.1,0.3,4.5,0.3,2.2,0.3,2.1,0.3,-888888888,-888888888,13.2,0.3,20.4,0.5,13.6,0.6,8.4,0.4,6.7,0.6,7.4,0.6,-888888888,-888888888,6.1,0.2,4.9,0.3,8.7,0.6,3.9,0.3,12.4,0.8,5.2,0.6,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),12
