GEO_ID,S2001_C01_001E,S2001_C01_001M,S2001_C01_002E,S2001_C01_002M,S2001_C01_003E,S2001_C01_003M,S2001_C01_004E,S2001_C01_004M,S2001_C01_005E,S2001_C01_005M,S2001_C01_006E,S2001_C01_006M,S2001_C01_007E,S2001_C01_007M,S2001_C01_008E,S2001_C01_008M,S2001_C01_009E,S2001_C01_009M,S2001_C01_010E,S2001_C01_010M,S2001_C01_011E,S2001_C01_011M,S2001_C01_012E,S2001_C01_012M,S2001_C01_013E,S2001_C01_013M,S2001_C01_014E,S2001_C01_014M,S2001_C01_015E,S2001_C01_015M,S2001_C01_016E,S2001_C01_016M,S2001_C01_017E,S2001_C01_017M,S2001_C01_018E,S2001_C01_018M,S2001_C01_019E,S2001_C01_019M,S2001_C01_020E,S2001_C01_020M,S2001_C01_021E,S2001_C01_021M,S2001_C02_001E,S2001_C02_001M,S2001_C02_002E,S2001_C02_002M,S2001_C02_003E,S2001_C02_003M,S2001_C02_004E,S2001_C02_004M,S2001_C02_005E,S2001_C02_005M,S2001_C02_006E,S2001_C02_006M,S2001_C02_007E,S2001_C02_007M,S2001_C02_008E,S2001_C02_008M,S2001_C02_009E,S2001_C02_009M,S2001_C02_010E,S2001_C02_010M,S2001_C02_011E,S2001_C02_011M,S2001_C02_012E,S2001_C02_012M,S2001_C02_013E,S2001_C02_013M,S2001_C02_014E,S2001_C02_014M,S2001_C02_015E,S2001_C02_015M,S2001_C02_016E,S2001_C02_016M,S2001_C02_017E,S2001_C02_017M,S2001_C02_018E,S2001_C02_018M,S2001_C02_019E,S2001_C02_019M,S2001_C02_020E,S2001_C02_020M,S2001_C02_021E,S2001_C02_021M,S2001_C03_001E,S2001_C03_001M,S2001_C03_002E,S2001_C03_002M,S2001_C03_003E,S2001_C03_003M,S2001_C03_004E,S2001_C03_004M,S2001_C03_005E,S2001_C03_005M,S2001_C03_006E,S2001_C03_006M,S2001_C03_007E,S2001_C03_007M,S2001_C03_008E,S2001_C03_008M,S2001_C03_009E,S2001_C03_009M,S2001_C03_010E,S2001_C03_010M,S2001_C03_011E,S2001_C03_011M,S2001_C03_012E,S2001_C03_012M,S2001_C03_013E,S2001_C03_013M,S2001_C03_014E,S2001_C03_014M,S2001_C03_015E,S2001_C03_015M,S2001_C03_016E,S2001_C03_016M,S2001_C03_017E,S2001_C03_017M,S2001_C03_018E,S2001_C03_018M,S2001_C03_019E,S2001_C03_019M,S2001_C03_020E,S2001_C03_020M,S2001_C03_021E,S2001_C03_021M,NAME,S2001_C01_001MA,S2001_C01_001EA,S2001_C01_002MA,S2001_C01_002EA,S2001_C01_003EA,S2001_C01_003MA,S2001_C01_004MA,S2001_C01_004EA,S2001_C01_005MA,S2001_C01_005EA,S2001_C01_006MA,S2001_C01_006EA,S2001_C01_007MA,S2001_C01_007EA,S2001_C01_008EA,S2001_C01_008MA,S2001_C01_009MA,S2001_C01_009EA,S2001_C01_010MA,S2001_C01_010EA,S2001_C01_011EA,S2001_C01_011MA,S2001_C01_012MA,S2001_C01_012EA,S2001_C01_013EA,S2001_C01_013MA,S2001_C01_014EA,S2001_C01_014MA,S2001_C01_015MA,S2001_C01_015EA,S2001_C01_016MA,S2001_C01_016EA,S2001_C01_017EA,S2001_C01_017MA,S2001_C01_018EA,S2001_C01_018MA,S2001_C01_019MA,S2001_C01_019EA,S2001_C01_020MA,S2001_C01_020EA,S2001_C01_021EA,S2001_C01_021MA,S2001_C02_001EA,S2001_C02_001MA,S2001_C02_002MA,S2001_C02_002EA,S2001_C02_003MA,S2001_C02_003EA,S2001_C02_004EA,S2001_C02_004MA,S2001_C02_005MA,S2001_C02_005EA,S2001_C02_006MA,S2001_C02_006EA,S2001_C02_007MA,S2001_C02_007EA,S2001_C02_008MA,S2001_C02_008EA,S2001_C02_009MA,S2001_C02_009EA,S2001_C02_010MA,S2001_C02_010EA,S2001_C02_011MA,S2001_C02_011EA,S2001_C02_012EA,S2001_C02_012MA,S2001_C02_013MA,S2001_C02_013EA,S2001_C02_014MA,S2001_C02_014EA,S2001_C02_015EA,S2001_C02_015MA,S2001_C02_016MA,S2001_C02_016EA,S2001_C02_017MA,S2001_C02_017EA,S2001_C02_018MA,S2001_C02_018EA,S2001_C02_019EA,S2001_C02_019MA,S2001_C02_020MA,S2001_C02_020EA,S2001_C02_021MA,S2001_C02_021EA,S2001_C03_001MA,S2001_C03_001EA,S2001_C03_002EA,S2001_C03_002MA,S2001_C03_003MA,S2001_C03_003EA,S2001_C03_004MA,S2001_C03_004EA,S2001_C03_005MA,S2001_C03_005EA,S2001_C03_006EA,S2001_C03_006MA,S2001_C03_007EA,S2001_C03_007MA,S2001_C03_008EA,S2001_C03_008MA,S2001_C03_009EA,S2001_C03_009MA,S2001_C03_010EA,S2001_C03_010MA,S2001_C03_011EA,S2001_C03_011MA,S2001_C03_012EA,S2001_C03_012MA,S2001_C03_013MA,S2001_C03_013EA,S2001_C03_014MA,S2001_C03_014EA,S2001_C03_015EA,S2001_C03_015MA,S2001_C03_016EA,S2001_C03_016MA,S2001_C03_017MA,S2001_C03_017EA,S2001_C03_018MA,S2001_C03_018EA,S2001_C03_019MA,S2001_C03_019EA,S2001_C03_020EA,S2001_C03_020MA,S2001_C03_021MA,S2001_C03_021EA,state
0400000US01,2284772,15397,26270,305,1439138,17407,2.6,0.2,5.6,0.4,18.5,0.5,18.6,0.6,20.6,0.6,14.5,0.5,5.3,0.3,6.9,0.4,7.3,0.3,-888888888,-888888888,48436,612,30910,270,19049,700,25069,681,30318,418,44800,1196,54200,1431,16.9,-888888888.0,1185874,8952,31765,375,809572,11436,2.3,0.3,4.2,0.4,14.5,0.7,16.9,0.8,19.5,0.8,16.3,0.8,6.5,0.4,9.3,0.5,10.6,0.5,42951,1145,56279,1012,37309,743,22453,785,30822,564,39420,1642,56149,1552,72482,3618,-888888888,-888888888,1098898,11908,21289,341,629566,10976,3.1,0.4,7.4,0.6,23.8,0.8,20.8,1.0,22.1,0.9,12.1,0.6,3.8,0.4,3.8,0.4,3.1,0.4,31862,286,38349,580,24846,478,13623,985,19331,689,23947,591,36522,1066,48770,1475,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),01
0400000US02,418924,5175,34313,1839,240390,6281,1.8,0.3,2.6,0.5,11.0,1.1,15.4,1.3,21.6,1.7,16.4,1.5,7.8,0.9,12.3,1.1,11.2,1.2,-888888888,-888888888,58590,1519,40812,643,22342,2154,32173,1506,40478,842,50422,2830,69222,4761,15.4,-888888888.0,228818,2871,41609,814,138457,4443,1.6,0.4,2.3,0.5,9.1,1.1,11.8,1.6,19.3,2.2,16.9,2.0,8.4,1.3,14.7,1.6,15.8,1.8,52379,3182,66798,2233,50122,2619,27439,5348,40850,1464,48611,3785,66281,5233,81303,4126,-888888888,-888888888,190106,4154,28380,1223,101933,4316,2.0,0.7,3.0,1.1,13.4,1.8,20.3,2.1,24.8,2.1,15.6,2.0,7.0,1.3,8.9,1.4,5.0,1.4,40550,1065,47441,1979,32141,1065,17385,4241,26599,2193,29976,2107,41429,2455,60049,4718,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),02
0400000US04,3047900,19591,27800,546,1876911,22430,2.4,0.2,5.1,0.4,16.5,0.6,17.7,0.7,21.6,0.7,13.5,0.5,5.6,0.3,7.9,0.4,9.6,0.3,-888888888,-888888888,51620,621,32165,293,17925,878,24995,834,32066,404,46485,1296,57249,2426,18.5,-888888888.0,1633111,14850,31310,417,1077694,15245,2.3,0.3,4.4,0.5,15.6,0.8,15.4,0.9,20.2,0.8,14.3,0.7,5.9,0.5,9.2,0.6,12.7,0.6,42544,972,57461,1067,36757,651,20503,805,27803,1468,38480,1524,56932,3108,70899,3816,-888888888,-888888888,1414789,12875,24522,600,799217,15109,2.6,0.3,6.1,0.6,17.8,0.9,20.9,1.1,23.5,1.1,12.4,0.8,5.2,0.5,6.2,0.5,5.4,0.5,36048,466,43743,667,28734,677,14648,1016,21733,741,28175,949,38258,1538,47917,2984,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),04
0400000US05,1401900,10158,24667,418,886431,12978,2.7,0.3,6.3,0.5,22.0,0.8,19.5,0.8,21.1,0.8,12.5,0.6,4.4,0.4,5.5,0.4,6.1,0.5,-888888888,-888888888,44608,886,28700,630,18392,1193,24009,591,27926,909,42220,957,56579,1501,16.0,-888888888.0,740865,7086,28318,912,498293,9588,2.3,0.3,4.7,0.7,18.8,1.0,18.6,1.0,20.6,1.1,14.4,0.8,4.7,0.6,6.9,0.6,9.0,0.8,37488,914,50605,1406,32944,960,21066,620,27897,1383,34570,1550,50171,1638,70798,3505,-888888888,-888888888,661035,7959,21255,393,388138,7773,3.2,0.5,8.3,0.7,26.1,1.3,20.6,1.1,21.8,1.1,10.1,0.9,3.9,0.6,3.8,0.5,2.3,0.4,30752,513,36908,815,24429,527,13984,1053,20191,681,23625,939,36904,1224,48639,2067,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),05
0400000US06,18566876,43969,30255,109,10978136,42986,2.1,0.1,4.6,0.1,15.2,0.2,14.2,0.2,17.9,0.2,13.9,0.2,6.1,0.1,10.4,0.2,15.5,0.2,-888888888,-888888888,62395,284,35561,141,18261,228,26941,303,35303,242,52824,824,76253,567,17.9,-888888888.0,10031697,23155,33406,395,6469928,28654,2.0,0.1,4.2,0.2,14.6,0.3,13.1,0.3,16.6,0.2,13.6,0.2,6.1,0.2,10.9,0.2,18.9,0.3,49281,441,68497,471,40344,175,21272,218,30837,306,41252,283,62264,398,92391,1140,-888888888,-888888888,8535179,32898,25791,196,4508208,30567,2.2,0.1,5.2,0.2,16.2,0.3,15.8,0.3,19.6,0.3,14.4,0.3,6.2,0.2,9.8,0.2,10.6,0.2,41817,189,53638,344,30938,177,14218,241,23080,338,30388,282,46202,603,63998,1634,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),06
0400000US08,2857729,12936,31166,263,1718618,16351,2.2,0.2,3.8,0.2,12.5,0.5,15.6,0.5,20.6,0.5,15.6,0.5,6.6,0.3,10.4,0.4,12.7,0.4,-888888888,-888888888,59284,738,36435,315,21397,745,28344,907,33581,766,46180,851,60987,910,15.3,-888888888.0,1527847,9379,36727,454,1001670,10549,2.0,0.3,3.1,0.3,10.3,0.5,13.8,0.6,18.5,0.7,16.2,0.7,7.2,0.4,11.9,0.5,17.0,0.6,50987,354,67238,1195,42421,688,24038,840,33559,1407,41187,661,57960,3415,77480,4518,-888888888,-888888888,1329882,9385,25448,411,716948,11369,2.5,0.4,4.8,0.4,15.6,0.7,18.2,0.8,23.5,0.8,14.7,0.8,5.8,0.4,8.4,0.5,6.6,0.6,40236,444,48172,845,30380,365,16370,913,22184,651,27458,828,37742,1525,50675,975,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),08
0400000US09,1964074,9511,36496,430,1174193,12442,1.1,0.2,2.6,0.3,8.4,0.4,12.9,0.5,19.3,0.7,16.5,0.5,8.1,0.4,13.5,0.6,17.6,0.6,-888888888,-888888888,74096,921,42417,425,21965,988,32869,1035,38371,1191,56878,2130,75875,1051,17.8,-888888888.0,1010858,7284,42705,1163,668051,7627,1.0,0.2,2.4,0.3,6.5,0.6,11.0,0.7,17.5,0.8,16.1,0.6,8.0,0.5,14.5,0.8,23.1,0.8,60705,596,85596,1564,51022,484,26441,1666,40540,621,45278,1570,71062,1502,94700,3907,-888888888,-888888888,953216,6407,30685,427,506142,8924,1.4,0.3,2.8,0.3,10.9,0.7,15.5,0.7,21.8,1.0,17.0,0.8,8.3,0.6,12.2,0.7,10.3,0.7,47476,969,58918,1064,35971,479,17915,1569,26112,975,32887,917,46834,1335,61812,1133,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),09
0400000US10,477181,5254,32908,1188,298536,6776,1.7,0.5,2.6,0.4,11.3,0.9,15.6,1.2,24.7,1.4,17.0,1.0,7.2,0.9,9.6,0.8,10.3,0.8,-888888888,-888888888,58391,1626,38386,1065,22072,1578,31824,880,37279,1029,50310,2206,66546,2304,18.8,-888888888.0,243112,3619,39732,1405,164496,4365,0.8,0.3,2.1,0.6,9.3,1.1,12.9,1.4,23.8,2.0,18.3,1.7,7.6,1.2,11.2,1.3,14.1,1.2,50411,712,66739,2581,45131,1433,27160,2716,39542,2500,43829,3674,59961,4802,75963,8499,-888888888,-888888888,234069,4020,27589,1210,134040,4800,2.8,1.0,3.3,0.8,13.7,1.4,19.0,1.8,25.9,2.0,15.4,1.5,6.6,1.3,7.7,1.1,5.7,0.9,40500,1144,48145,1593,32216,906,16145,1974,26047,1759,32418,1667,40849,2316,57937,6553,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),10
0400000US11,359904,5559,46112,1314,244038,5731,1.1,0.4,1.8,0.5,7.1,0.9,9.6,0.9,15.9,1.2,16.6,1.1,8.7,1.1,13.5,1.1,25.6,1.4,-888888888,-888888888,83567,3064,54264,2031,24316,2114,31692,1537,37965,2502,61357,2741,80936,2485,23.7,-888888888.0,173361,3376,50419,2115,122256,3805,1.2,0.5,1.8,0.9,7.9,1.4,9.4,1.6,13.7,1.4,14.1,1.5,8.5,1.7,12.5,1.5,31.0,1.9,66760,2378,92900,5327,58450,3294,27375,5836,32334,3030,38081,4186,65899,4005,94982,6159,-888888888,-888888888,186543,4340,43055,2224,121782,4174,1.1,0.6,1.8,0.6,6.4,1.1,9.8,1.2,18.2,1.7,19.2,1.8,8.8,1.3,14.6,1.6,20.2,1.7,60332,2069,74198,3222,51761,1043,21052,3801,30935,2652,37918,3034,57401,4720,71835,3445,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),11
0400000US12,9127479,35717,26577,183,5660323,31478,2.3,0.1,5.4,0.2,18.7,0.4,19.3,0.3,20.8,0.4,13.5,0.3,4.7,0.2,6.7,0.2,8.6,0.3,-888888888,-888888888,50585,491,30608,174,17182,307,24452,395,30565,227,41888,352,57025,1598,19.1,-888888888.0,4717809,23508,30318,222,3094431,22958,2.1,0.2,4.5,0.3,16.8,0.4,17.4,0.5,19.3,0.6,14.6,0.4,5.2,0.3,8.1,0.3,12.0,0.4,40951,255,58120,838,33975,510,19695,761,27415,441,35145,498,50998,570,71109,1380,-888888888,-888888888,4409670,22554,23730,323,2565892,22853,2.5,0.2,6.5,0.4,21.1,0.6,21.5,0.5,22.6,0.5,12.1,0.4,4.2,0.3,5.0,0.3,4.5,0.3,33823,487,41498,458,26912,251,15173,420,21257,324,26785,292,38087,736,47354,1007,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),12
