GEO_ID,S1602_C01_001E,S1602_C01_001M,S1602_C01_002E,S1602_C01_002M,S1602_C01_003E,S1602_C01_003M,S1602_C01_004E,S1602_C01_004M,S1602_C01_005E,S1602_C01_005M,S1602_C01_006E,S1602_C01_006M,S1602_C01_007E,S1602_C01_007M,S1602_C01_008E,S1602_C01_008M,NAME,S1602_C01_001MA,S1602_C01_001EA,S1602_C01_002EA,S1602_C01_002MA,S1602_C01_003EA,S1602_C01_003MA,S1602_C01_004EA,S1602_C01_004MA,S1602_C01_005MA,S1602_C01_005EA,S1602_C01_006MA,S1602_C01_006EA,S1602_C01_007EA,S1602_C01_007MA,S1602_C01_008EA,S1602_C01_008MA,state
0400000US01,1.3,0.2,25.9,3.0,7.9,2.8,26.5,5.4,19.7,11.4,3.9,-888888888.0,3.5,-888888888.0,5.2,-888888888.0,Alabama,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),01
0400000US02,2.2,0.4,6.0,2.8,6.3,3.5,21.3,4.9,11.3,3.0,2.4,-888888888.0,2.3,-888888888.0,2.9,-888888888.0,Alaska,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),02
0400000US04,4.6,0.3,18.4,1.2,8.1,1.8,24.7,3.6,14.9,1.9,4.6,-888888888.0,4.0,-888888888.0,4.6,-888888888.0,Arizona,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),04
0400000US05,1.9,0.2,27.9,3.8,9.0,4.1,29.5,7.2,6.4,7.2,2.7,-888888888.0,1.8,-888888888.0,2.9,-888888888.0,Arkansas,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),05
0400000US06,9.9,0.1,23.1,0.4,17.3,0.7,29.2,0.6,18.9,1.9,3.1,-888888888.0,3.0,-888888888.0,3.6,-888888888.0,California,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),06
0400000US08,3.2,0.2,19.8,1.4,8.4,1.6,22.1,3.5,23.9,5.5,3.7,-888888888.0,3.1,-888888888.0,3.7,-888888888.0,Colorado,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),08
0400000US09,5.1,0.3,24.8,1.9,18.5,1.7,21.6,3.4,14.0,5.8,3.0,-888888888.0,2.8,-888888888.0,3.6,-888888888.0,Connecticut,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),09
0400000US10,2.1,0.4,14.4,3.7,9.8,3.7,24.1,7.2,2.5,2.7,2.7,-888888888.0,2.4,-888888888.0,3.4,-888888888.0,Delaware,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),10
0400000US11,2.3,0.5,21.1,5.4,4.5,2.5,14.6,6.8,12.3,6.7,4.4,-888888888.0,6.8,-888888888.0,7.4,-888888888.0,District of Columbia,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),11
0400000US12,7.0,0.2,28.9,0.7,19.2,1.3,20.5,2.0,17.2,3.9,4.1,-888888888.0,2.9,-888888888.0,3.6,-888888888.0,Florida,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),12
0400000US13,3.0,0.2,28.9,2.1,9.9,1.8,28.4,2.9,8.4,3.0,3.9,-888888888.0,3.2,-888888888.0,3.9,-888888888.0,Georgia,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),13
0400000US15,6.3,0.5,9.1,5.0,5.0,3.7,24.0,1.8,6.5,10.4,3.8,-888888888.0,4.7,-888888888.0,5.8,-888888888.0,Hawaii,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),15
