GEO_ID,S1903_C01_001E,S1903_C01_001M,S1903_C01_002E,S1903_C01_002M,S1903_C01_003E,S1903_C01_003M,S1903_C01_004E,S1903_C01_004M,S1903_C01_005E,S1903_C01_005M,S1903_C01_006E,S1903_C01_006M,S1903_C01_007E,S1903_C01_007M,S1903_C01_008E,S1903_C01_008M,S1903_C01_009E,S1903_C01_009M,S1903_C01_010E,S1903_C01_010M,S1903_C01_011E,S1903_C01_011M,S1903_C01_012E,S1903_C01_012M,S1903_C01_013E,S1903_C01_013M,S1903_C01_014E,S1903_C01_014M,S1903_C01_015E,S1903_C01_015M,S1903_C01_016E,S1903_C01_016M,S1903_C01_017E,S1903_C01_017M,S1903_C01_018E,S1903_C01_018M,S1903_C01_019E,S1903_C01_019M,S1903_C01_020E,S1903_C01_020M,S1903_C01_021E,S1903_C01_021M,S1903_C01_022E,S1903_C01_022M,S1903_C01_023E,S1903_C01_023M,S1903_C01_024E,S1903_C01_024M,S1903_C01_025E,S1903_C01_025M,S1903_C01_026E,S1903_C01_026M,S1903_C01_027E,S1903_C01_027M,S1903_C01_028E,S1903_C01_028M,S1903_C01_029E,S1903_C01_029M,S1903_C01_030E,S1903_C01_030M,S1903_C02_001E,S1903_C02_001M,S1903_C02_002E,S1903_C02_002M,S1903_C02_003E,S1903_C02_003M,S1903_C02_004E,S1903_C02_004M,S1903_C02_005E,S1903_C02_005M,S1903_C02_006E,S1903_C02_006M,S1903_C02_007E,S1903_C02_007M,S1903_C02_008E,S1903_C02_008M,S1903_C02_009E,S1903_C02_009M,S1903_C02_010E,S1903_C02_010M,S1903_C02_011E,S1903_C02_011M,S1903_C02_012E,S1903_C02_012M,S1903_C02_013E,S1903_C02_013M,S1903_C02_014E,S1903_C02_014M,S1903_C02_015E,S1903_C02_015M,S1903_C02_016E,S1903_C02_016M,S1903_C02_017E,S1903_C02_017M,S1903_C02_018E,S1903_C02_018M,S1903_C02_019E,S1903_C02_019M,S1903_C02_020E,S1903_C02_020M,S1903_C02_021E,S1903_C02_021M,S1903_C02_022E,S1903_C02_022M,S1903_C02_023E,S1903_C02_023M,S1903_C02_024E,S1903_C02_024M,S1903_C02_025E,S1903_C02_025M,S1903_C02_026E,S1903_C02_026M,S1903_C02_027E,S1903_C02_027M,S1903_C02_028E,S1903_C02_028M,S1903_C02_029E,S1903_C02_029M,S1903_C02_030E,S1903_C02_030M,NAME,S1903_C01_001EA,S1903_C01_001MA,S1903_C01_002EA,S1903_C01_002MA,S1903_C01_003EA,S1903_C01_003MA,S1903_C01_004EA,S1903_C01_004MA,S1903_C01_005MA,S1903_C01_005EA,S1903_C01_006MA,S1903_C01_006EA,S1903_C01_007EA,S1903_C01_007MA,S1903_C01_008MA,S1903_C01_008EA,S1903_C01_009EA,S1903_C01_009MA,S1903_C01_010MA,S1903_C01_010EA,S1903_C01_011MA,S1903_C01_011EA,S1903_C01_012EA,S1903_C01_012MA,S1903_C01_013MA,S1903_C01_013EA,S1903_C01_014MA,S1903_C01_014EA,S1903_C01_015MA,S1903_C01_015EA,S1903_C01_016MA,S1903_C01_016EA,S1903_C01_017MA,S1903_C01_017EA,S1903_C01_018MA,S1903_C01_018EA,S1903_C01_019MA,S1903_C01_019EA,S1903_C01_020EA,S1903_C01_020MA,S1903_C01_021MA,S1903_C01_021EA,S1903_C01_022MA,S1903_C01_022EA,S1903_C01_023EA,S1903_C01_023MA,S1903_C01_024EA,S1903_C01_024MA,S1903_C01_025MA,S1903_C01_025EA,S1903_C01_026EA,S1903_C01_026MA,S1903_C01_027EA,S1903_C01_027MA,S1903_C01_028EA,S1903_C01_028MA,S1903_C01_029EA,S1903_C01_029MA,S1903_C01_030MA,S1903_C01_030EA,S1903_C02_001EA,S1903_C02_001MA,S1903_C02_002EA,S1903_C02_002MA,S1903_C02_003MA,S1903_C02_003EA,S1903_C02_004MA,S1903_C02_004EA,S1903_C02_005MA,S1903_C02_005EA,S1903_C02_006MA,S1903_C02_006EA,S1903_C02_007EA,S1903_C02_007MA,S1903_C02_008EA,S1903_C02_008MA,S1903_C02_009MA,S1903_C02_009EA,S1903_C02_010EA,S1903_C02_010MA,S1903_C02_011EA,S1903_C02_011MA,S1903_C02_012MA,S1903_C02_012EA,S1903_C02_013MA,S1903_C02_013EA,S1903_C02_014EA,S1903_C02_014MA,S1903_C02_015MA,S1903_C02_015EA,S1903_C02_016MA,S1903_C02_016EA,S1903_C02_017MA,S1903_C02_017EA,S1903_C02_018EA,S1903_C02_018MA,S1903_C02_019MA,S1903_C02_019EA,S1903_C02_020MA,S1903_C02_020EA,S1903_C02_021MA,S1903_C02_021EA,S1903_C02_022EA,S1903_C02_022MA,S1903_C02_023MA,S1903_C02_023EA,S1903_C02_024MA,S1903_C02_024EA,S1903_C02_025MA,S1903_C02_025EA,S1903_C02_026EA,S1903_C02_026MA,S1903_C02_027MA,S1903_C02_027EA,S1903_C02_028MA,S1903_C02_028EA,S1903_C02_029EA,S1903_C02_029MA,S1903_C02_030MA,S1903_C02_030EA,state
0400000US01,1844546,11416,71.3,0.3,25.5,0.3,0.5,0.1,1.0,0.1,-999999999.0,-999999999.0,0.8,0.1,0.9,0.1,2.5,0.1,69.7,0.3,4.7,0.3,31.9,0.3,40.3,0.3,23.1,0.3,1251795,13646,41.5,0.6,58.5,0.6,71.1,0.8,22.6,0.7,6.4,0.4,592751,10671,54.9,0.8,49.2,0.9,5.7,0.5,45.1,0.8,38.6,0.9,6.5,0.5,29.1,-888888888.0,29.5,-888888888.0,27.2,-888888888.0,41415,550,47452,836,26998,765,43499,12032,51864,6136,-999999999,-999999999,32904,5656,31937,4556,34207,3395,47768,932,19894,1555,46144,1187,49379,1190,31324,678,51991,760,48873,1768,54235,983,64942,980,23324,789,36813,2149,23482,640,20461,567,19084,677,36459,4041,28587,1118,26706,781,39985,2891,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),01
0400000US02,257330,3380,75.3,0.9,3.0,0.5,11.3,0.6,3.7,0.3,0.6,0.1,-999999999.0,-999999999.0,4.9,0.7,4.0,0.5,73.0,0.9,5.8,0.7,37.7,1.0,42.4,1.0,14.1,0.6,173279,4602,49.9,1.7,50.1,1.7,73.5,1.4,17.5,1.2,9.1,0.9,84051,3827,44.6,2.2,36.8,2.0,7.9,1.3,55.4,2.2,40.4,2.4,15.0,2.2,24.1,-888888888.0,23.7,-888888888.0,23.2,-888888888.0,67825,1948,73279,1961,51302,17687,43156,3057,58044,10627,56465,21768,70670,32696,53045,9651,61621,15479,73356,1890,41007,3128,70711,3545,76379,3128,47761,4875,75786,2534,68715,3666,83650,3297,89241,3707,37901,3961,52210,8246,42813,2507,39250,4188,32133,4060,75138,8189,48876,5420,41063,2255,84144,6163,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),02
0400000US04,2356055,12130,84.0,0.4,3.8,0.2,3.1,0.2,2.6,0.1,-999999999.0,-999999999.0,4.7,0.2,1.7,0.2,21.8,0.4,67.9,0.4,4.6,0.2,33.7,0.4,37.9,0.4,23.8,0.3,1543923,17041,43.7,0.8,56.3,0.8,71.9,0.7,19.8,0.7,8.3,0.4,812132,14770,50.7,0.9,41.9,0.8,8.8,0.6,49.3,0.9,38.2,0.9,11.1,0.7,29.9,-888888888.0,30.2,-888888888.0,27.7,-888888888.0,46709,554,48946,700,37441,3370,29996,1839,57792,3387,29725,28574,31209,1711,40113,4205,35601,971,52202,640,24216,1887,50181,985,55187,1128,37581,727,55328,706,49824,1225,59898,863,67006,1050,30694,924,37356,2068,30542,578,27386,797,24774,806,50277,3836,33351,1646,29694,1597,52487,4404,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),04
0400000US05,1127621,7837,80.7,0.4,14.9,0.3,0.6,0.1,0.9,0.1,-999999999.0,-999999999.0,1.6,0.2,1.3,0.2,4.2,0.3,78.2,0.4,5.3,0.3,32.5,0.5,38.2,0.4,24.0,0.4,757205,8841,42.3,0.7,57.7,0.7,73.4,0.9,20.2,0.8,6.3,0.5,370416,8084,54.0,1.0,47.2,1.0,6.8,0.7,46.0,1.0,38.2,1.0,7.8,0.8,27.6,-888888888.0,28.7,-888888888.0,24.1,-888888888.0,38758,761,41949,662,24623,1155,40046,6018,48279,7111,29279,25900,31516,6746,28879,7404,29073,4185,42334,718,21540,1874,42842,1527,46077,1277,30259,799,48713,1091,44223,1764,51361,862,57888,1095,23308,1299,31151,2900,22028,675,19488,796,17732,839,33188,3323,25397,1426,22926,1202,40876,2717,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),05
0400000US06,12468743,22250,68.1,0.2,6.6,0.1,0.7,0.1,12.3,0.1,0.3,0.1,9.1,0.1,2.9,0.1,27.7,0.2,50.9,0.2,3.7,0.1,35.8,0.2,40.1,0.1,20.4,0.1,8518518,30469,47.7,0.2,52.3,0.2,71.1,0.3,20.1,0.3,8.8,0.2,3950225,26530,52.8,0.4,42.8,0.4,10.1,0.3,47.2,0.4,34.4,0.4,12.7,0.3,30.0,-888888888.0,30.6,-888888888.0,26.0,-888888888.0,57287,279,60334,279,40703,964,41941,2699,71815,917,56614,5398,42340,641,54518,2167,44377,483,67040,434,27358,1067,60562,397,69251,742,40815,457,65476,409,59071,642,70939,518,80730,449,35028,521,45729,1054,37584,519,32923,574,28398,586,61804,1596,43497,827,36781,567,66490,2433,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),06
0400000US08,1975388,9057,87.6,0.4,3.8,0.2,0.8,0.1,2.3,0.1,-999999999.0,-999999999.0,3.3,0.2,2.1,0.2,15.4,0.3,76.6,0.3,5.3,0.3,37.0,0.3,39.5,0.3,18.2,0.2,1256471,12018,46.7,0.6,53.3,0.6,77.2,0.6,15.8,0.5,7.0,0.5,718917,10654,51.2,0.9,42.2,0.9,9.0,0.6,48.8,0.9,36.9,0.9,11.9,0.7,24.3,-888888888.0,24.1,-888888888.0,23.2,-888888888.0,55387,605,57141,679,38073,3856,31820,4869,63894,5829,49734,10406,38615,2844,42496,5209,40274,1080,60638,679,25831,1607,59255,1564,68098,1571,38480,1050,69110,1054,64691,1982,71745,861,80504,1178,33401,1384,44753,2747,35251,756,31438,814,28101,994,52990,2472,39333,1687,34680,1397,59221,5100,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),08
0400000US09,1351643,7309,81.5,0.4,9.5,0.3,0.2,0.1,3.0,0.1,-999999999.0,-999999999.0,4.1,0.2,1.6,0.2,10.6,0.3,75.8,0.4,2.4,0.2,31.2,0.4,43.4,0.4,23.1,0.2,893101,9280,45.1,0.8,54.9,0.8,73.9,0.7,20.1,0.6,6.0,0.4,458542,8328,55.4,1.0,48.1,1.0,7.3,0.6,44.6,1.0,35.7,1.1,8.9,0.7,28.8,-888888888.0,29.8,-888888888.0,25.4,-888888888.0,65753,854,71478,1006,40612,2039,41691,19357,81107,4368,87679,42722,31768,2238,47416,5195,36241,1699,74387,1406,27425,3869,68875,2871,82223,1187,41843,1394,83106,1258,81516,1559,84590,1518,100420,1250,36434,1140,54928,5236,38361,1632,32482,1244,28525,1539,69767,3037,43899,1947,40495,1036,73520,4015,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),09
0400000US10,333192,3426,74.5,0.7,19.6,0.6,-999999999.0,-999999999.0,2.8,0.2,-999999999.0,-999999999.0,1.5,0.4,1.2,0.3,5.9,0.4,70.6,0.7,3.2,0.5,31.2,0.8,41.2,0.7,24.3,0.6,227101,3932,41.5,1.5,58.5,1.5,71.2,1.3,20.5,1.3,8.2,1.1,106091,3799,57.1,2.3,47.4,2.1,9.7,1.3,42.9,2.3,32.0,2.2,10.9,1.7,31.8,-888888888.0,31.9,-888888888.0,28.6,-888888888.0,58814,1586,63983,2034,42047,4083,62894,46629,74787,23850,-999999999,-999999999,35117,10243,45189,18275,43838,6208,64412,1879,30838,4939,61222,3479,69947,3222,43687,2041,69663,2509,63149,4034,73473,2894,84436,2361,34746,3036,47405,4309,36758,2155,29800,2489,25610,2457,59510,10739,44502,5134,40568,1781,65206,14606,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Delaware,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),10
0400000US11,268670,3200,44.3,1.0,47.2,1.0,-999999999.0,-999999999.0,3.2,0.4,-999999999.0,-999999999.0,3.0,0.5,1.9,0.4,7.7,0.5,40.5,0.9,5.1,0.5,44.8,0.8,31.8,0.8,18.3,0.5,114045,3666,40.8,1.8,59.2,1.8,50.2,2.3,40.0,2.1,9.8,1.4,154625,3878,54.7,1.6,45.3,1.6,9.4,1.2,45.3,1.6,33.3,1.8,12.0,1.2,33.8,-888888888.0,37.6,-888888888.0,29.7,-888888888.0,63124,2407,105366,4681,39302,3027,60686,25445,62371,13556,-666666666,-222222222,50049,14162,59103,9482,59607,7076,107679,4592,27465,5566,75488,3016,67311,5788,42396,4833,75603,3710,55584,6335,89647,5547,148533,7480,36805,4059,52314,7356,56745,3245,51620,2231,47125,3328,94355,9343,61940,2734,51841,3775,108188,9598,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),11
0400000US12,7106283,31131,80.9,0.2,13.7,0.1,0.3,0.1,2.0,0.1,-999999999.0,-999999999.0,1.9,0.1,1.3,0.1,18.2,0.2,65.5,0.2,3.3,0.1,29.5,0.2,39.2,0.2,27.9,0.2,4559858,26881,39.2,0.4,60.8,0.4,72.2,0.4,20.7,0.3,7.1,0.2,2546425,26485,54.1,0.5,46.0,0.5,8.1,0.3,45.9,0.5,35.6,0.5,10.3,0.4,32.3,-888888888.0,32.5,-888888888.0,30.3,-888888888.0,44299,406,46689,361,32187,607,32254,4884,59770,2583,41961,21173,35441,1767,39898,2188,37716,751,49108,537,23451,1145,47966,1000,52183,507,34892,508,53958,499,49497,1058,56588,568,64848,586,29987,585,37442,1346,28348,445,25029,466,22564,498,45323,2510,32835,737,28819,750,51579,2067,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),12
