GEO_ID,S1603_C01_001E,S1603_C01_001M,S1603_C01_002E,S1603_C01_002M,S1603_C01_003E,S1603_C01_003M,S1603_C01_004E,S1603_C01_004M,S1603_C01_005E,S1603_C01_005M,S1603_C01_006E,S1603_C01_006M,S1603_C01_007E,S1603_C01_007M,S1603_C01_008E,S1603_C01_008M,S1603_C01_009E,S1603_C01_009M,S1603_C01_010E,S1603_C01_010M,S1603_C01_011E,S1603_C01_011M,S1603_C01_012E,S1603_C01_012M,S1603_C01_013E,S1603_C01_013M,S1603_C01_014E,S1603_C01_014M,S1603_C01_015E,S1603_C01_015M,S1603_C01_016E,S1603_C01_016M,S1603_C01_017E,S1603_C01_017M,S1603_C01_018E,S1603_C01_018M,S1603_C02_001E,S1603_C02_001M,S1603_C02_002E,S1603_C02_002M,S1603_C02_003E,S1603_C02_003M,S1603_C02_004E,S1603_C02_004M,S1603_C02_005E,S1603_C02_005M,S1603_C02_006E,S1603_C02_006M,S1603_C02_007E,S1603_C02_007M,S1603_C02_008E,S1603_C02_008M,S1603_C02_009E,S1603_C02_009M,S1603_C02_010E,S1603_C02_010M,S1603_C02_011E,S1603_C02_011M,S1603_C02_012E,S1603_C02_012M,S1603_C02_013E,S1603_C02_013M,S1603_C02_014E,S1603_C02_014M,S1603_C02_015E,S1603_C02_015M,S1603_C02_016E,S1603_C02_016M,S1603_C02_017E,S1603_C02_017M,S1603_C02_018E,S1603_C02_018M,S1603_C03_001E,S1603_C03_001M,S1603_C03_002E,S1603_C03_002M,S1603_C03_003E,S1603_C03_003M,S1603_C03_004E,S1603_C03_004M,S1603_C03_005E,S1603_C03_005M,S1603_C03_006E,S1603_C03_006M,S1603_C03_007E,S1603_C03_007M,S1603_C03_008E,S1603_C03_008M,S1603_C03_009E,S1603_C03_009M,S1603_C03_010E,S1603_C03_010M,S1603_C03_011E,S1603_C03_011M,S1603_C03_012E,S1603_C03_012M,S1603_C03_013E,S1603_C03_013M,S1603_C03_014E,S1603_C03_014M,S1603_C03_015E,S1603_C03_015M,S1603_C03_016E,S1603_C03_016M,S1603_C03_017E,S1603_C03_017M,S1603_C03_018E,S1603_C03_018M,S1603_C04_001E,S1603_C04_001M,S1603_C04_002E,S1603_C04_002M,S1603_C04_003E,S1603_C04_003M,S1603_C04_004E,S1603_C04_004M,S1603_C04_005E,S1603_C04_005M,S1603_C04_006E,S1603_C04_006M,S1603_C04_007E,S1603_C04_007M,S1603_C04_008E,S1603_C04_008M,S1603_C04_009E,S1603_C04_009M,S1603_C04_010E,S1603_C04_010M,S1603_C04_011E,S1603_C04_011M,S1603_C04_012E,S1603_C04_012M,S1603_C04_013E,S1603_C04_013M,S1603_C04_014E,S1603_C04_014M,S1603_C04_015E,S1603_C04_015M,S1603_C04_016E,S1603_C04_016M,S1603_C04_017E,S1603_C04_017M,S1603_C04_018E,S1603_C04_018M,NAME,S1603_C01_001EA,S1603_C01_001MA,S1603_C01_002EA,S1603_C01_002MA,S1603_C01_003MA,S1603_C01_003EA,S1603_C01_004EA,S1603_C01_004MA,S1603_C01_005MA,S1603_C01_005EA,S1603_C01_006MA,S1603_C01_006EA,S1603_C01_007MA,S1603_C01_007EA,S1603_C01_008MA,S1603_C01_008EA,S1603_C01_009EA,S1603_C01_009MA,S1603_C01_010MA,S1603_C01_010EA,S1603_C01_011MA,S1603_C01_011EA,S1603_C01_012MA,S1603_C01_012EA,S1603_C01_013EA,S1603_C01_013MA,S1603_C01_014MA,S1603_C01_014EA,S1603_C01_015MA,S1603_C01_015EA,S1603_C01_016EA,S1603_C01_016MA,S1603_C01_017MA,S1603_C01_017EA,S1603_C01_018EA,S1603_C01_018MA,S1603_C02_001EA,S1603_C02_001MA,S1603_C02_002MA,S1603_C02_002EA,S1603_C02_003MA,S1603_C02_003EA,S1603_C02_004EA,S1603_C02_004MA,S1603_C02_005MA,S1603_C02_005EA,S1603_C02_006MA,S1603_C02_006EA,S1603_C02_007EA,S1603_C02_007MA,S1603_C02_008EA,S1603_C02_008MA,S1603_C02_009MA,S1603_C02_009EA,S1603_C02_010EA,S1603_C02_010MA,S1603_C02_011EA,S1603_C02_011MA,S1603_C02_012EA,S1603_C02_012MA,S1603_C02_013MA,S1603_C02_013EA,S1603_C02_014MA,S1603_C02_014EA,S1603_C02_015MA,S1603_C02_015EA,S1603_C02_016EA,S1603_C02_016MA,S1603_C02_017MA,S1603_C02_017EA,S1603_C02_018MA,S1603_C02_018EA,S1603_C03_001EA,S1603_C03_001MA,S1603_C03_002MA,S1603_C03_002EA,S1603_C03_003MA,S1603_C03_003EA,S1603_C03_004MA,S1603_C03_004EA,S1603_C03_005MA,S1603_C03_005EA,S1603_C03_006MA,S1603_C03_006EA,S1603_C03_007MA,S1603_C03_007EA,S1603_C03_008MA,S1603_C03_008EA,S1603_C03_009MA,S1603_C03_009EA,S1603_C03_010EA,S1603_C03_010MA,S1603_C03_011MA,S1603_C03_011EA,S1603_C03_012MA,S1603_C03_012EA,S1603_C03_013MA,S1603_C03_013EA,S1603_C03_014EA,S1603_C03_014MA,S1603_C03_015MA,S1603_C03_015EA,S1603_C03_016EA,S1603_C03_016MA,S1603_C03_017EA,S1603_C03_017MA,S1603_C03_018EA,S1603_C03_018MA,S1603_C04_001EA,S1603_C04_001MA,S1603_C04_002MA,S1603_C04_002EA,S1603_C04_003MA,S1603_C04_003EA,S1603_C04_004EA,S1603_C04_004MA,S1603_C04_005EA,S1603_C04_005MA,S1603_C04_006MA,S1603_C04_006EA,S1603_C04_007EA,S1603_C04_007MA,S1603_C04_008EA,S1603_C04_008MA,S1603_C04_009EA,S1603_C04_009MA,S1603_C04_010MA,S1603_C04_010EA,S1603_C04_011MA,S1603_C04_011EA,S1603_C04_012EA,S1603_C04_012MA,S1603_C04_013EA,S1603_C04_013MA,S1603_C04_014MA,S1603_C04_014EA,S1603_C04_015MA,S1603_C04_015EA,S1603_C04_016MA,S1603_C04_016EA,S1603_C04_017EA,S1603_C04_017MA,S1603_C04_018MA,S1603_C04_018EA,state
0400000US01,4504275,2738,18.3,0.1,66.7,0.1,15.0,0.1,96.4,0.2,3.6,0.2,1.3,0.1,2.3,0.1,4392374,3441,18.2,0.5,81.8,0.5,3193078,4624,17.3,0.4,30.9,0.4,29.6,0.4,22.3,0.4,3.9,-888888888.0,3.5,-888888888.0,4268445,8582,18.2,0.1,66.3,0.1,15.4,0.1,99.3,0.1,0.7,0.1,0.4,0.1,0.3,0.1,4161831,8677,17.9,0.5,82.1,0.5,3035438,6774,16.6,0.4,31.2,0.4,30.1,0.4,22.1,0.4,-888888888,-888888888,-888888888,-888888888,235830,9088,20.4,1.7,73.3,1.9,6.3,0.8,44.1,2.2,55.9,2.2,16.6,1.6,39.3,1.9,230543,8997,24.1,2.4,75.9,2.4,157640,6472,29.8,2.4,24.6,2.5,20.0,1.7,25.6,2.2,-888888888,-888888888,-888888888,-888888888,153845,7053,23.5,2.3,72.8,2.5,3.7,0.9,48.9,3.2,51.1,3.2,9.0,2.1,42.1,2.9,150796,7060,29.0,3.4,71.0,3.4,96965,5203,40.1,3.7,28.7,3.6,17.2,1.9,14.0,2.1,-888888888,-888888888,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),01
0400000US02,668687,875,20.1,0.1,71.2,0.2,8.7,0.2,92.3,0.6,7.7,0.6,4.0,0.4,3.7,0.5,653466,1059,10.1,0.8,89.9,0.8,456862,1804,8.2,0.6,28.1,1.0,37.3,1.2,26.4,1.3,2.4,-888888888.0,2.3,-888888888.0,557368,5537,20.2,0.4,71.2,0.4,8.5,0.2,98.1,0.3,1.9,0.3,1.3,0.2,0.7,0.2,544429,5449,9.5,0.9,90.5,0.9,383159,3654,5.7,0.6,27.7,1.1,38.9,1.5,27.6,1.4,-888888888,-888888888,-888888888,-888888888,111319,5264,19.2,2.0,71.2,1.9,9.7,1.0,63.6,2.7,36.4,2.7,17.4,2.1,19.0,2.7,109037,5208,13.1,2.5,86.9,2.5,73703,3530,21.2,2.3,29.9,2.2,29.1,2.5,19.8,2.4,-888888888,-888888888,-888888888,-888888888,25183,2159,18.7,5.2,76.5,5.1,4.8,1.6,73.7,5.6,26.3,5.6,14.3,4.9,12.0,3.1,24656,2179,6.3,2.3,93.7,2.3,14495,1440,14.5,6.5,28.4,5.7,30.2,6.2,26.9,6.5,-888888888,-888888888,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),02
0400000US04,6034541,2472,19.5,0.1,65.2,0.1,15.3,0.1,85.7,0.3,14.3,0.3,5.4,0.2,8.9,0.3,5893925,3933,18.2,0.6,81.8,0.6,4211223,3828,14.3,0.3,24.6,0.5,34.5,0.5,26.6,0.4,4.6,-888888888.0,4.0,-888888888.0,4404688,25490,18.7,0.2,63.8,0.2,17.4,0.1,96.9,0.2,3.1,0.2,1.7,0.2,1.4,0.1,4306196,25593,14.2,0.6,85.8,0.6,3135904,16704,7.5,0.3,24.5,0.6,37.9,0.6,30.1,0.5,-888888888,-888888888,-888888888,-888888888,1629853,25342,21.5,0.5,68.9,0.6,9.6,0.3,55.4,0.9,44.6,0.9,15.4,0.7,29.2,0.9,1587729,25472,29.1,1.3,70.9,1.3,1075319,16729,34.3,1.1,24.8,0.9,24.7,0.9,16.3,0.8,-888888888,-888888888,-888888888,-888888888,1242875,19611,24.0,0.6,68.1,0.6,7.9,0.3,57.3,1.2,42.7,1.2,11.8,0.7,30.9,1.2,1208345,19588,31.2,1.7,68.8,1.7,780133,12886,40.3,1.3,26.0,1.2,23.5,0.9,10.2,0.7,-888888888,-888888888,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),04
0400000US05,2740313,2124,18.7,0.1,65.6,0.1,15.6,0.1,95.4,0.2,4.6,0.2,1.3,0.1,3.3,0.2,2662250,2645,18.4,0.6,81.6,0.6,1943427,3997,16.2,0.5,35.7,0.8,27.8,0.6,20.3,0.5,2.7,-888888888.0,1.8,-888888888.0,2535647,7450,18.2,0.1,65.3,0.1,16.5,0.1,99.3,0.1,0.7,0.1,0.3,0.1,0.3,0.1,2461446,7506,17.7,0.6,82.3,0.6,1819399,5572,14.7,0.5,36.5,0.8,28.5,0.7,20.4,0.5,-888888888,-888888888,-888888888,-888888888,204666,7182,25.6,1.2,69.7,1.2,4.7,0.8,46.1,2.1,53.9,2.1,13.6,1.5,40.2,2.4,200804,7100,26.8,3.9,73.2,3.9,124028,5270,38.5,3.2,24.0,2.5,17.9,2.1,19.6,2.2,-888888888,-888888888,-888888888,-888888888,149088,5963,28.8,1.5,68.7,1.5,2.5,0.7,48.5,2.7,51.5,2.7,10.3,1.7,41.2,3.3,146321,5875,28.9,5.0,71.1,5.0,84707,3782,48.4,3.9,24.5,3.4,15.5,2.5,11.7,2.1,-888888888,-888888888,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),05
0400000US06,35158257,2934,19.2,0.1,68.3,0.1,12.5,0.1,71.1,0.1,28.9,0.1,13.5,0.1,15.3,0.1,34448612,7224,16.0,0.2,84.0,0.2,24443872,5625,18.9,0.2,21.1,0.2,29.7,0.1,30.3,0.2,3.1,-888888888.0,3.0,-888888888.0,19768046,63328,18.6,0.1,66.9,0.1,14.6,0.1,95.1,0.1,4.9,0.1,3.1,0.1,1.8,0.1,19297697,63747,12.5,0.2,87.5,0.2,13982781,39663,7.4,0.1,21.3,0.2,36.1,0.2,35.2,0.2,-888888888,-888888888,-888888888,-888888888,15390211,63268,19.9,0.1,70.2,0.1,9.9,0.1,40.3,0.2,59.7,0.2,26.9,0.2,32.7,0.3,15150915,63058,20.4,0.3,79.6,0.3,10461091,39050,34.3,0.3,20.7,0.3,21.2,0.2,23.7,0.2,-888888888,-888888888,-888888888,-888888888,10124555,52522,23.6,0.2,69.6,0.1,6.9,0.1,48.8,0.3,51.2,0.3,15.9,0.2,35.3,0.4,9959830,51877,23.9,0.4,76.1,0.4,6362800,28127,46.7,0.5,23.5,0.4,20.1,0.3,9.7,0.2,-888888888,-888888888,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),06
0400000US08,4775755,1953,18.6,0.1,69.4,0.1,12.1,0.1,89.7,0.3,10.3,0.3,3.7,0.2,6.6,0.3,4665276,2735,12.9,0.4,87.1,0.4,3387310,3216,9.8,0.3,22.4,0.4,31.2,0.5,36.7,0.6,3.7,-888888888.0,3.1,-888888888.0,3976832,17567,17.9,0.2,69.5,0.1,12.6,0.1,98.0,0.1,2.0,0.1,1.2,0.1,0.8,0.1,3883882,18369,11.2,0.4,88.8,0.4,2857185,11228,5.7,0.2,22.2,0.4,33.1,0.5,38.9,0.6,-888888888,-888888888,-888888888,-888888888,798923,17847,21.9,0.8,68.9,0.7,9.2,0.5,48.6,1.2,51.4,1.2,16.1,0.7,35.3,1.2,781394,17770,21.4,1.5,78.6,1.5,530125,11527,31.6,1.3,23.1,1.3,20.5,1.0,24.7,1.1,-888888888,-888888888,-888888888,-888888888,558763,15807,24.7,0.9,67.3,0.8,8.0,0.4,53.5,1.5,46.5,1.5,9.0,0.7,37.5,1.6,545905,15957,25.0,2.0,75.0,2.0,350708,8570,41.5,1.6,25.8,1.7,18.9,1.1,13.8,1.1,-888888888,-888888888,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),08
0400000US09,3384503,1187,17.9,0.1,66.8,0.1,15.2,0.1,86.0,0.4,14.0,0.4,7.0,0.2,7.1,0.3,3277204,1547,10.5,0.5,89.5,0.5,2444403,1883,10.9,0.3,27.7,0.5,25.2,0.5,36.2,0.5,3.0,-888888888.0,2.8,-888888888.0,2660477,13792,18.4,0.2,65.4,0.2,16.2,0.1,95.9,0.2,4.1,0.2,2.6,0.2,1.6,0.2,2575966,13883,8.2,0.4,91.8,0.4,1917942,9200,7.1,0.3,27.9,0.5,26.6,0.5,38.4,0.6,-888888888,-888888888,-888888888,-888888888,724026,13696,16.4,0.7,72.0,0.7,11.6,0.5,49.6,1.2,50.4,1.2,23.2,0.8,27.3,1.2,701238,14020,18.9,1.4,81.1,1.4,526461,9169,24.9,1.1,26.8,1.1,20.5,1.1,27.9,1.2,-888888888,-888888888,-888888888,-888888888,367816,6551,19.5,0.9,74.4,0.9,6.1,0.3,66.1,1.9,33.9,1.9,9.3,1.0,24.6,1.9,358632,6580,27.2,2.2,72.8,2.2,249704,4226,32.9,2.0,30.0,1.7,22.5,1.7,14.5,1.3,-888888888,-888888888,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),09
0400000US10,851887,253,17.5,0.1,66.7,0.1,15.7,0.1,91.1,0.6,8.9,0.6,3.8,0.4,5.1,0.5,827974,975,11.3,0.9,88.7,0.9,611120,929,13.0,0.8,31.6,1.1,26.6,1.0,28.8,0.9,2.7,-888888888.0,2.4,-888888888.0,736170,6199,17.3,0.3,66.0,0.3,16.7,0.2,97.8,0.3,2.2,0.3,1.4,0.3,0.8,0.2,714695,6183,10.7,1.0,89.3,1.0,529126,4592,11.1,0.7,33.4,1.2,27.6,1.1,27.9,0.9,-888888888,-888888888,-888888888,-888888888,115717,6154,18.8,1.7,71.8,2.0,9.4,1.6,48.7,3.2,51.3,3.2,19.2,2.5,32.1,3.4,113279,6273,14.9,3.1,85.1,3.1,81994,4786,25.7,3.3,19.6,2.8,20.0,2.6,34.7,3.1,-888888888,-888888888,-888888888,-888888888,60762,4204,23.2,2.1,73.7,2.6,3.1,1.4,59.9,4.7,40.1,4.7,8.1,3.6,32.1,4.8,59417,4258,18.4,4.5,81.6,4.5,39944,3000,35.7,5.4,24.7,5.3,21.9,4.2,17.7,4.4,-888888888,-888888888,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),10
0400000US11,581764,153,11.9,0.1,76.1,0.1,12.0,0.1,85.8,0.9,14.2,0.9,5.4,0.5,8.8,0.7,548378,325,18.0,1.3,82.0,1.3,428261,167,12.8,0.9,17.7,1.1,17.0,0.9,52.5,1.0,4.4,-888888888.0,6.8,-888888888.0,494248,5489,12.0,0.3,75.1,0.3,12.9,0.2,94.4,0.7,5.6,0.7,2.4,0.4,3.1,0.6,465708,5548,19.0,1.6,81.0,1.6,363365,4523,12.2,1.0,18.6,1.1,17.3,1.1,51.9,1.2,-888888888,-888888888,-888888888,-888888888,87516,5462,11.5,1.6,81.5,1.7,6.9,1.1,37.2,2.9,62.8,2.9,22.3,2.5,40.4,3.2,82670,5577,12.3,2.4,87.7,2.4,64896,4505,16.2,2.9,12.9,3.1,15.3,2.8,55.6,4.3,-888888888,-888888888,-888888888,-888888888,41851,3510,16.3,2.4,77.9,2.4,5.8,1.4,45.9,4.3,54.1,4.3,19.0,3.8,35.1,4.9,40446,3544,14.3,4.0,85.7,4.0,29700,2510,26.2,5.6,15.2,4.2,17.4,4.0,41.2,6.2,-888888888,-888888888,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),11
0400000US12,17983218,4530,16.2,0.1,65.1,0.1,18.7,0.1,79.5,0.2,20.5,0.2,10.2,0.1,10.3,0.2,17589816,6463,16.3,0.3,83.7,0.3,13267581,9014,14.1,0.2,30.4,0.3,29.7,0.3,25.8,0.2,4.1,-888888888.0,2.9,-888888888.0,13024032,36576,16.2,0.1,63.2,0.1,20.7,0.1,94.5,0.2,5.5,0.2,3.3,0.1,2.2,0.1,12701865,37614,14.4,0.3,85.6,0.3,9674566,24760,10.7,0.2,31.3,0.3,31.5,0.3,26.5,0.3,-888888888,-888888888,-888888888,-888888888,4959186,35813,16.5,0.2,70.0,0.3,13.5,0.2,39.9,0.6,60.1,0.6,28.4,0.5,31.7,0.6,4887951,36311,21.3,0.6,78.7,0.6,3593015,25685,23.3,0.5,27.9,0.6,24.6,0.5,24.2,0.5,-888888888,-888888888,-888888888,-888888888,3646758,23788,17.3,0.3,70.5,0.3,12.2,0.2,43.8,0.7,56.2,0.7,25.1,0.5,31.1,0.8,3595947,24216,21.9,0.8,78.1,0.8,2601701,16945,25.1,0.6,29.2,0.7,24.4,0.6,21.2,0.6,-888888888,-888888888,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),12
