GEO_ID,S2408_C01_001E,S2408_C01_001M,S2408_C01_002E,S2408_C01_002M,S2408_C01_003E,S2408_C01_003M,S2408_C01_004E,S2408_C01_005E,S2408_C01_005M,S2408_C01_006E,S2408_C01_007E,S2408_C01_007M,S2408_C01_008E,S2408_C01_008M,S2408_C01_004M,S2408_C01_006M,S2408_C01_009E,S2408_C01_009M,S2408_C01_010E,S2408_C01_010M,S2408_C02_001E,S2408_C02_001M,S2408_C02_002E,S2408_C02_002M,S2408_C02_004E,S2408_C02_004M,S2408_C02_005E,S2408_C02_005M,S2408_C02_006E,S2408_C02_006M,S2408_C02_007E,S2408_C02_008E,S2408_C02_008M,S2408_C02_009E,S2408_C02_009M,S2408_C02_010E,S2408_C02_010M,S2408_C03_001E,S2408_C03_001M,S2408_C03_002E,S2408_C03_003E,S2408_C03_003M,S2408_C03_004E,S2408_C03_004M,S2408_C03_005E,S2408_C03_005M,S2408_C03_006E,S2408_C03_006M,S2408_C03_007E,S2408_C03_007M,S2408_C03_008E,S2408_C03_008M,S2408_C03_009E,S2408_C03_009M,S2408_C03_010E,S2408_C04_001E,S2408_C04_001M,S2408_C04_002E,S2408_C04_002M,S2408_C04_003E,S2408_C04_003M,S2408_C04_004E,S2408_C04_004M,S2408_C04_005E,S2408_C04_005M,S2408_C04_006E,S2408_C04_006M,S2408_C04_007E,S2408_C04_007M,S2408_C04_008E,S2408_C04_008M,S2408_C04_009E,S2408_C04_009M,S2408_C04_010E,S2408_C04_010M,S2408_C03_002M,S2408_C02_003E,S2408_C02_003M,S2408_C02_007M,S2408_C03_010M,S2408_C05_001E,S2408_C05_001M,S2408_C05_002E,S2408_C05_002M,S2408_C05_003E,S2408_C05_003M,S2408_C05_004E,S2408_C05_004M,S2408_C05_005E,S2408_C05_005M,S2408_C05_006E,S2408_C05_006M,S2408_C05_007E,S2408_C05_007M,S2408_C05_008E,S2408_C05_008M,S2408_C05_009E,S2408_C05_009M,S2408_C05_010E,S2408_C05_010M,S2408_C06_001E,S2408_C06_001M,S2408_C06_002E,S2408_C06_002M,S2408_C06_003E,S2408_C06_003M,S2408_C06_004E,S2408_C06_004M,S2408_C06_005E,S2408_C06_006M,S2408_C06_007E,S2408_C06_007M,S2408_C06_008M,S2408_C06_009E,S2408_C06_009M,S2408_C06_010E,S2408_C06_010M,S2408_C06_006E,S2408_C06_005M,S2408_C06_008E,NAME,S2408_C01_001EA,S2408_C01_001MA,S2408_C01_002MA,S2408_C01_002EA,S2408_C01_003EA,S2408_C01_003MA,S2408_C01_004MA,S2408_C01_004EA,S2408_C01_005EA,S2408_C01_005MA,S2408_C01_006MA,S2408_C01_006EA,S2408_C01_007MA,S2408_C01_007EA,S2408_C01_008MA,S2408_C01_008EA,S2408_C01_009EA,S2408_C01_009MA,S2408_C01_010EA,S2408_C01_010MA,S2408_C02_001MA,S2408_C02_001EA,S2408_C02_002MA,S2408_C02_002EA,S2408_C02_004EA,S2408_C02_004MA,S2408_C02_005EA,S2408_C02_005MA,S2408_C02_006EA,S2408_C02_006MA,S2408_C02_007MA,S2408_C02_007EA,S2408_C02_008MA,S2408_C02_008EA,S2408_C02_009MA,S2408_C02_009EA,S2408_C02_010EA,S2408_C02_010MA,S2408_C03_001MA,S2408_C03_001EA,S2408_C03_002MA,S2408_C03_002EA,S2408_C03_003MA,S2408_C03_003EA,S2408_C03_004MA,S2408_C03_004EA,S2408_C03_005EA,S2408_C03_005MA,S2408_C03_006EA,S2408_C03_006MA,S2408_C03_007EA,S2408_C03_007MA,S2408_C03_008EA,S2408_C03_008MA,S2408_C03_009EA,S2408_C03_009MA,S2408_C03_010MA,S2408_C03_010EA,S2408_C04_001EA,S2408_C04_001MA,S2408_C04_002EA,S2408_C04_002MA,S2408_C04_003MA,S2408_C04_003EA,S2408_C04_004MA,S2408_C04_004EA,S2408_C04_005MA,S2408_C04_005EA,S2408_C04_006EA,S2408_C04_006MA,S2408_C04_007MA,S2408_C04_007EA,S2408_C04_008MA,S2408_C04_008EA,S2408_C04_009EA,S2408_C04_009MA,S2408_C04_010MA,S2408_C04_010EA,S2408_C02_003MA,S2408_C02_003EA,S2408_C05_001MA,S2408_C05_001EA,S2408_C05_002EA,S2408_C05_002MA,S2408_C05_003EA,S2408_C05_003MA,S2408_C05_004EA,S2408_C05_004MA,S2408_C05_005EA,S2408_C05_005MA,S2408_C05_006EA,S2408_C05_006MA,S2408_C05_007EA,S2408_C05_007MA,S2408_C05_008EA,S2408_C05_008MA,S2408_C05_009MA,S2408_C05_009EA,S2408_C05_010MA,S2408_C05_010EA,S2408_C06_001EA,S2408_C06_001MA,S2408_C06_002MA,S2408_C06_002EA,S2408_C06_003EA,S2408_C06_003MA,S2408_C06_004EA,S2408_C06_004MA,S2408_C06_005EA,S2408_C06_005MA,S2408_C06_006MA,S2408_C06_007MA,S2408_C06_007EA,S2408_C06_008MA,S2408_C06_009EA,S2408_C06_009MA,S2408_C06_010EA,S2408_C06_010MA,S2408_C06_006EA,S2408_C06_008EA,state
0400000US01,1981095,17704,1404735,18252,1347171,17936,57564,129314,6526,149752,116231,6461,72816,3832,4146,7023,108247,5889,7.5,-888888888.0,51.8,0.4,54.4,0.5,74.2,3.0,32.7,2.0,42.8,1.9,39.4,59.9,3.3,61.3,2.4,-888888888,-888888888,48.2,0.4,45.6,46.5,0.6,25.8,3.0,67.3,2.0,57.2,1.9,60.6,2.3,40.1,3.3,38.7,2.4,-888888888,29900,432,27842,619,27278,398,47289,5498,27681,1684,36467,1251,39386,2193,54403,2631,20159,1523,-888888888,-888888888,0.5,53.5,0.6,2.3,-888888888,35922,550,34740,1019,33343,1167,53115,4008,35301,2796,39510,2382,45468,2155,62285,4110,22927,2650,-888888888,-888888888,24071,467,22060,422,21963,426,27254,6629,24539,2696,35517,1547,2213,13399,1879,-888888888,-888888888,33781,1609,46203,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,01
0400000US02,344343,5706,193382,5998,184386,5697,8996,34701,3212,32932,31895,3032,27077,3514,1522,2497,24356,2362,4.2,-888888888.0,52.5,0.8,57.7,1.3,71.7,6.7,37.2,3.9,42.9,4.1,39.7,57.0,4.7,57.9,4.5,-888888888,-888888888,47.5,0.8,42.3,43.0,1.4,28.3,6.7,62.8,3.9,57.1,4.1,60.3,4.2,43.0,4.7,42.1,4.5,-888888888,38762,2014,35074,2455,33665,2891,45442,8118,38342,2977,42046,2464,50168,2472,52196,5588,30514,3375,-888888888,-888888888,1.3,57.0,1.4,4.2,-888888888,46985,2101,43175,2834,42436,2229,53393,14706,45178,4753,55973,8906,61026,4248,60350,4132,40371,4911,-888888888,-888888888,30990,702,26861,978,26770,994,29952,9520,35847,4448,41372,2076,4604,20960,4115,-888888888,-888888888,33482,1813,45041,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,02
0400000US04,2687991,19218,1941451,22437,1842372,22629,99079,164383,9870,197407,129457,7325,85676,5993,5303,9732,169617,7994,7.5,-888888888.0,53.3,0.4,56.0,0.5,70.3,2.7,37.0,2.7,42.3,1.9,38.7,60.2,3.4,57.8,2.2,-888888888,-888888888,46.7,0.4,44.0,44.8,0.6,29.7,2.7,63.0,2.7,57.7,1.9,61.3,2.6,39.8,3.4,42.2,2.2,-888888888,31078,286,30277,350,29673,578,44160,3759,32398,1396,37540,1104,34939,1757,50732,1919,18607,1867,-888888888,-888888888,0.5,55.2,0.6,2.6,-888888888,35162,712,34079,1119,32675,894,51848,5365,32496,2781,42743,2176,40375,3152,54874,2907,22205,1158,-888888888,-888888888,27183,467,25738,596,25556,598,32156,4359,32348,1328,32620,1913,2933,13581,2185,-888888888,-888888888,34419,1569,42001,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,04
0400000US05,1235755,12185,862259,11641,823797,12025,38462,80760,5840,80509,100473,5151,31823,3148,3344,5078,79931,5301,4.6,-888888888.0,52.4,0.4,55.8,0.6,72.4,3.3,36.3,3.3,41.5,2.5,34.1,55.1,4.3,65.7,2.7,-888888888,-888888888,47.6,0.4,44.2,45.0,0.6,27.6,3.3,63.7,3.3,58.5,2.5,65.9,2.2,44.9,4.3,34.3,2.7,-888888888,27031,358,26167,427,25734,450,42825,5597,26501,1217,32914,1500,34335,1744,45904,2504,16900,918,-888888888,-888888888,0.6,55.0,0.6,2.2,-888888888,31617,530,31392,626,30841,613,50725,4066,31185,2244,34931,1828,37575,2432,47940,3875,21719,1435,-888888888,-888888888,23232,524,21564,435,21396,443,29733,5182,24215,2050,32386,1452,3333,11326,964,-888888888,-888888888,30883,1603,44073,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,05
0400000US06,16426694,38419,11500666,42495,10980906,38349,519760,1101205,18619,1342582,694932,15672,359866,10390,13922,18022,1427443,23798,6.0,-888888888.0,53.9,0.1,57.0,0.2,69.5,1.1,37.6,0.8,39.2,0.6,42.2,60.4,1.4,59.1,0.7,-888888888,-888888888,46.1,0.1,43.0,43.5,0.2,30.5,1.1,62.4,0.8,60.8,0.6,57.8,1.1,39.6,1.4,40.9,0.7,-888888888,32910,242,31366,135,30875,137,52362,1278,37896,1142,47894,863,45819,961,55292,759,23049,589,-888888888,-888888888,0.2,56.5,0.2,1.1,-888888888,37255,175,35833,236,34951,395,61897,759,39644,1564,60689,621,55172,1948,57372,1179,27516,1063,-888888888,-888888888,29373,322,26546,229,26327,230,36707,1647,37196,599,39169,1334,991,17061,618,-888888888,-888888888,41459,731,51271,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,06
0400000US08,2492419,12726,1760614,15376,1643844,15102,116770,189886,6975,189330,105053,5626,77787,4823,5589,6787,169749,7879,5.9,-888888888.0,53.2,0.3,56.6,0.4,68.6,2.3,34.7,1.6,41.1,1.9,43.5,57.0,3.0,56.3,2.1,-888888888,-888888888,46.8,0.3,43.4,44.2,0.4,31.4,2.3,65.3,1.6,58.9,1.9,56.5,2.7,43.0,3.0,43.7,2.1,-888888888,34856,545,33479,711,32600,598,44537,4035,35668,1460,40558,911,40697,1506,56767,3970,21546,797,-888888888,-888888888,0.4,55.8,0.4,2.7,-888888888,41230,398,40569,477,39997,957,51218,1516,42866,3747,50250,1256,45366,2876,64537,3317,30122,1852,-888888888,-888888888,28654,664,26851,438,26702,429,31311,1906,32692,1901,36619,1696,3584,14366,2905,-888888888,-888888888,35060,1666,47709,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,08
0400000US09,1742494,10890,1210246,11763,1150738,11722,59508,177605,6225,138228,74029,4518,22234,2535,3515,5892,120152,5743,5.5,-888888888.0,51.2,0.3,54.4,0.5,74.4,2.5,34.4,1.6,36.2,2.0,46.8,64.5,4.8,60.4,2.0,-888888888,-888888888,48.8,0.3,45.6,46.6,0.6,25.6,2.5,65.6,1.6,63.8,2.0,53.2,2.8,35.5,4.8,39.6,2.0,-888888888,40906,333,40490,386,39980,704,60523,5006,38319,1832,50037,1507,56809,1817,57626,4186,27410,2369,-888888888,-888888888,0.5,53.4,0.6,2.8,-888888888,48910,1622,49092,1971,47247,1164,70896,5631,40856,1846,60345,1891,60209,3119,60779,1506,35563,2550,-888888888,-888888888,33807,725,31974,462,31875,468,37929,4597,37066,2730,55031,2295,5305,18931,2295,-888888888,-888888888,43815,1596,53395,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,09
0400000US10,420365,5587,306298,6675,289469,6596,16829,35644,3085,13729,35935,3311,11313,1927,2223,1474,17446,1990,5.2,-888888888.0,50.7,0.7,53.3,1.0,76.7,4.7,30.5,3.5,42.1,6.4,43.7,63.2,8.9,60.4,5.6,-888888888,-888888888,49.3,0.7,46.7,48.1,1.0,23.3,4.7,69.5,3.5,57.9,6.4,56.3,4.1,36.8,8.9,39.6,5.6,-888888888,36696,620,36120,692,35854,730,45422,6584,36353,2783,42185,5028,40050,2270,52469,5912,26415,2682,-888888888,-888888888,1.0,51.9,1.0,4.1,-888888888,42292,1327,41896,1032,41530,1124,47372,5853,41328,3727,51202,2173,45507,3942,56690,2417,32246,4868,-888888888,-888888888,31225,689,30085,1203,30170,1115,26147,5367,33006,9602,36493,2239,7809,17218,5119,-888888888,-888888888,34499,4201,44785,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,10
0400000US11,310607,5456,148705,5252,141384,5363,7321,60524,2947,16502,7038,1469,65206,3623,1338,1905,12632,1818,8.8,-888888888.0,48.3,0.9,53.2,2.2,63.6,9.1,39.8,3.2,40.0,5.3,38.7,46.5,2.5,58.0,9.0,-888888888,-888888888,51.7,0.9,46.8,47.4,2.2,36.4,9.1,60.2,3.2,60.0,5.3,61.3,8.1,53.5,2.5,42.0,9.0,-888888888,52332,1126,45870,3578,43935,3698,76725,12420,49715,3754,49696,5092,52437,6132,76761,4664,24254,1937,-888888888,-888888888,2.2,52.6,2.2,8.1,-888888888,57668,3211,50721,2494,50177,4259,70744,13370,52723,6590,50587,11062,48244,17058,93523,6419,28165,8441,-888888888,-888888888,50421,1290,41368,1860,40889,2029,100061,21151,47579,4813,53237,5737,3435,21432,5948,-888888888,-888888888,48931,3008,66861,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,11
0400000US12,8101898,33734,6013832,41585,5569548,42128,444284,521357,15457,638457,254282,9878,177987,7831,12319,16972,495983,15299,7.9,-888888888.0,51.3,0.2,53.2,0.3,71.0,1.1,34.1,1.2,43.3,1.2,41.0,60.0,2.4,59.3,1.1,-888888888,-888888888,48.7,0.2,46.8,48.2,0.3,29.0,1.1,65.9,1.2,56.7,1.2,59.0,1.7,40.0,2.4,40.7,1.1,-888888888,29474,303,27449,267,26853,227,40181,1154,32280,642,40074,427,36643,973,52202,1065,17446,819,-888888888,-888888888,0.3,51.8,0.3,1.7,-888888888,32352,254,31375,248,30668,256,42693,2931,35169,1347,45208,1126,40281,1615,55153,1769,21227,955,-888888888,-888888888,26017,231,24301,376,23969,378,32313,1928,31265,654,34437,1611,2794,14724,840,-888888888,-888888888,36758,603,48203,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,12
