GEO_ID,S1902_C01_001E,S1902_C01_001M,S1902_C01_002E,S1902_C01_002M,S1902_C01_003E,S1902_C01_003M,S1902_C01_004E,S1902_C01_004M,S1902_C01_005E,S1902_C01_005M,S1902_C01_006E,S1902_C01_006M,S1902_C01_007E,S1902_C01_007M,S1902_C01_008E,S1902_C01_008M,S1902_C01_009E,S1902_C01_009M,S1902_C01_010E,S1902_C01_010M,S1902_C01_011E,S1902_C01_011M,S1902_C01_012E,S1902_C01_012M,S1902_C01_013E,S1902_C01_013M,S1902_C01_014E,S1902_C01_014M,S1902_C01_015E,S1902_C01_015M,S1902_C01_016E,S1902_C01_016M,S1902_C01_017E,S1902_C01_017M,S1902_C01_018E,S1902_C01_018M,S1902_C01_019E,S1902_C01_019M,S1902_C01_020E,S1902_C01_020M,S1902_C01_021E,S1902_C01_021M,S1902_C01_022E,S1902_C01_022M,S1902_C01_023E,S1902_C01_023M,S1902_C01_024E,S1902_C01_024M,S1902_C01_025E,S1902_C01_025M,S1902_C01_026E,S1902_C01_026M,S1902_C01_027E,S1902_C01_027M,S1902_C02_001E,S1902_C02_001M,S1902_C02_002E,S1902_C02_002M,S1902_C02_003E,S1902_C02_003M,S1902_C02_004E,S1902_C02_004M,S1902_C02_005E,S1902_C02_005M,S1902_C02_006E,S1902_C02_006M,S1902_C02_007E,S1902_C02_007M,S1902_C02_008E,S1902_C02_008M,S1902_C02_009E,S1902_C02_009M,S1902_C02_010E,S1902_C02_010M,S1902_C02_011E,S1902_C02_011M,S1902_C02_012E,S1902_C02_012M,S1902_C02_013E,S1902_C02_013M,S1902_C02_014E,S1902_C02_014M,S1902_C02_015E,S1902_C02_015M,S1902_C02_016E,S1902_C02_016M,S1902_C02_017E,S1902_C02_017M,S1902_C02_018E,S1902_C02_018M,S1902_C02_019E,S1902_C02_019M,S1902_C02_020E,S1902_C02_020M,S1902_C02_021E,S1902_C02_021M,S1902_C02_022E,S1902_C02_022M,S1902_C02_023E,S1902_C02_023M,S1902_C02_024E,S1902_C02_024M,S1902_C02_025E,S1902_C02_025M,S1902_C02_026E,S1902_C02_026M,S1902_C02_027E,S1902_C02_027M,NAME,S1902_C01_001MA,S1902_C01_001EA,S1902_C01_002MA,S1902_C01_002EA,S1902_C01_003EA,S1902_C01_003MA,S1902_C01_004MA,S1902_C01_004EA,S1902_C01_005MA,S1902_C01_005EA,S1902_C01_006EA,S1902_C01_006MA,S1902_C01_007EA,S1902_C01_007MA,S1902_C01_008MA,S1902_C01_008EA,S1902_C01_009MA,S1902_C01_009EA,S1902_C01_010EA,S1902_C01_010MA,S1902_C01_011MA,S1902_C01_011EA,S1902_C01_012MA,S1902_C01_012EA,S1902_C01_013MA,S1902_C01_013EA,S1902_C01_014MA,S1902_C01_014EA,S1902_C01_015EA,S1902_C01_015MA,S1902_C01_016MA,S1902_C01_016EA,S1902_C01_017EA,S1902_C01_017MA,S1902_C01_018EA,S1902_C01_018MA,S1902_C01_019EA,S1902_C01_019MA,S1902_C01_020MA,S1902_C01_020EA,S1902_C01_021MA,S1902_C01_021EA,S1902_C01_022MA,S1902_C01_022EA,S1902_C01_023EA,S1902_C01_023MA,S1902_C01_024EA,S1902_C01_024MA,S1902_C01_025MA,S1902_C01_025EA,S1902_C01_026EA,S1902_C01_026MA,S1902_C01_027EA,S1902_C01_027MA,S1902_C02_001MA,S1902_C02_001EA,S1902_C02_002EA,S1902_C02_002MA,S1902_C02_003EA,S1902_C02_003MA,S1902_C02_004EA,S1902_C02_004MA,S1902_C02_005MA,S1902_C02_005EA,S1902_C02_006EA,S1902_C02_006MA,S1902_C02_007MA,S1902_C02_007EA,S1902_C02_008EA,S1902_C02_008MA,S1902_C02_009MA,S1902_C02_009EA,S1902_C02_010EA,S1902_C02_010MA,S1902_C02_011MA,S1902_C02_011EA,S1902_C02_012MA,S1902_C02_012EA,S1902_C02_013MA,S1902_C02_013EA,S1902_C02_014MA,S1902_C02_014EA,S1902_C02_015EA,S1902_C02_015MA,S1902_C02_016MA,S1902_C02_016EA,S1902_C02_017MA,S1902_C02_017EA,S1902_C02_018MA,S1902_C02_018EA,S1902_C02_019EA,S1902_C02_019MA,S1902_C02_020MA,S1902_C02_020EA,S1902_C02_021MA,S1902_C02_021EA,S1902_C02_022MA,S1902_C02_022EA,S1902_C02_023EA,S1902_C02_023MA,S1902_C02_024MA,S1902_C02_024EA,S1902_C02_025MA,S1902_C02_025EA,S1902_C02_026MA,S1902_C02_026EA,S1902_C02_027EA,S1902_C02_027MA,state
0400000US01,1844546,11416,73.2,0.5,15.6,0.4,33.3,0.4,6.7,0.3,1.8,0.1,20.6,0.4,1251795,13646,19.2,0.5,34.9,0.7,29.8,0.8,8.6,0.5,5.9,0.4,1.6,0.2,4802740,-555555555,69.1,0.2,26.7,0.1,0.5,0.1,1.1,0.1,0.0,0.1,1.2,0.1,1.3,0.1,3.9,0.1,66.7,0.1,29.1,-888888888.0,29.5,-888888888.0,22.5,-888888888.0,57208,733,59285,764,13618,1483,16079,164,8498,213,2815,426,20925,833,67424,947,35720,1662,55265,1342,93045,1682,65762,3694,111846,4157,80490,6225,22711,268,26133,355,14772,307,19575,2090,23973,2263,39831,22746,11035,1217,14565,2763,13893,1878,26527,365,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),01
0400000US02,257330,3380,86.1,0.9,48.7,1.5,19.6,0.7,4.2,0.6,6.1,0.7,17.2,1.1,173279,4602,9.3,1.1,32.0,1.7,37.6,1.8,9.0,1.0,9.7,1.1,2.3,0.5,722718,-555555555,66.8,0.4,3.2,0.3,14.2,0.5,5.3,0.3,1.1,0.1,1.2,0.3,8.3,0.7,5.8,0.1,63.6,0.1,24.1,-888888888.0,23.7,-888888888.0,19.4,-888888888.0,82665,2364,79350,2276,7316,1452,14157,499,8940,764,4005,398,28459,1520,92339,2831,44702,5150,66120,3943,114194,5524,85850,7075,143059,9964,103769,8577,31405,856,37580,1222,26808,4528,18307,1502,23107,1953,15267,2718,22249,3041,14557,1504,22948,2188,38133,1254,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),02
0400000US04,2356055,12130,74.9,0.5,19.3,0.5,30.5,0.4,4.2,0.2,2.7,0.2,19.6,0.4,1543923,17041,18.7,0.6,35.9,0.8,28.2,0.7,8.9,0.5,6.0,0.3,2.3,0.2,6482505,-555555555,79.3,0.4,4.1,0.1,4.5,0.1,2.7,0.1,0.2,0.1,6.2,0.3,3.0,0.2,30.1,-555555555.0,57.3,0.1,29.9,-888888888.0,30.2,-888888888.0,23.2,-888888888.0,62927,690,63379,796,17488,1411,17826,222,9087,293,3608,339,23777,711,72602,940,47092,1870,58186,1502,100472,2051,64739,2636,117312,6503,75672,3702,23793,273,26057,324,16743,984,11918,757,28177,2161,10990,2494,12403,664,11607,795,13077,325,30847,410,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,(X),null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),04
0400000US05,1127621,7837,73.4,0.6,16.0,0.5,34.4,0.5,7.1,0.4,2.8,0.2,17.5,0.5,757205,8841,18.4,0.5,35.5,0.8,31.5,0.9,7.8,0.5,5.2,0.4,1.6,0.2,2937979,-555555555,78.2,0.3,15.8,0.1,0.6,0.1,1.2,0.1,0.2,0.1,2.1,0.3,1.9,0.2,6.5,0.1,74.3,0.1,27.6,-888888888.0,28.7,-888888888.0,21.2,-888888888.0,53204,914,55038,1037,12573,1473,15713,209,8290,293,3286,463,19664,1227,62656,1213,34444,1458,49753,1661,86524,2138,60667,4446,102911,4685,81308,7882,21203,328,23182,421,14073,538,17632,2863,21726,3226,8520,2799,11127,1161,12922,2491,11076,957,23796,430,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),05
0400000US06,12468743,22250,80.0,0.2,20.6,0.2,25.4,0.1,6.2,0.1,4.1,0.1,15.5,0.2,8518518,30469,13.6,0.2,35.1,0.3,28.4,0.2,10.7,0.2,8.2,0.2,4.0,0.1,37691912,-555555555,62.9,0.2,6.0,0.1,0.8,0.1,13.2,0.1,0.4,0.1,12.6,0.2,4.2,0.1,38.1,-555555555.0,39.6,0.1,30.0,-888888888.0,30.6,-888888888.0,22.2,-888888888.0,80848,376,81517,363,21800,648,16214,70,9614,121,5337,109,27414,396,89976,512,46043,1079,71830,786,127107,1211,76935,1317,126567,1719,93883,1654,27859,115,31398,187,22000,421,19552,1130,30910,371,19770,1226,14172,220,16970,527,14893,125,40775,265,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,(X),null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),06
0400000US08,1975388,9057,82.2,0.4,23.2,0.5,22.9,0.3,3.5,0.2,2.2,0.2,15.6,0.4,1256471,12018,12.1,0.4,31.6,0.8,38.7,0.7,8.5,0.5,7.4,0.3,1.7,0.2,5116796,-555555555,84.4,0.3,4.0,0.1,1.0,0.1,2.8,0.1,0.1,0.1,4.3,0.3,3.4,0.2,20.9,-555555555.0,69.6,0.1,24.3,-888888888.0,24.1,-888888888.0,18.9,-888888888.0,74852,787,74073,905,17102,1311,16406,177,9024,387,3970,364,26087,577,88859,1097,48276,2406,71407,2268,110771,1947,75149,3362,129034,4804,97833,8765,29804,317,31842,366,21868,1973,16571,1615,26783,1727,18235,4431,14743,889,14355,988,15462,383,35205,424,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,(X),null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),08
0400000US09,1351643,7309,79.1,0.4,27.0,0.5,29.0,0.4,4.4,0.3,3.2,0.3,17.9,0.4,893101,9280,12.6,0.5,31.9,0.7,33.4,0.9,9.3,0.5,10.4,0.5,2.5,0.3,3580709,-555555555,77.8,0.3,10.0,0.2,0.2,0.1,3.9,0.1,0.0,0.1,5.5,0.3,2.5,0.2,13.8,-555555555.0,70.7,0.1,28.8,-888888888.0,29.8,-888888888.0,23.2,-888888888.0,92248,1009,94690,1148,19464,1308,17697,204,9391,347,4655,371,25373,905,110730,1516,51203,2411,92681,2918,142495,3347,94593,4751,150327,4275,111975,10396,35932,403,39978,517,20943,921,23923,9663,36167,3015,31336,13314,15071,1090,16188,1776,16859,724,42044,548,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,(X),null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),09
0400000US10,333192,3426,78.4,0.7,21.9,0.9,31.8,0.8,5.1,0.6,2.6,0.4,23.4,0.8,227101,3932,14.8,0.8,33.4,1.5,29.3,1.3,10.9,1.1,9.2,0.9,2.3,0.6,907135,-555555555,70.2,0.5,21.4,0.3,0.3,0.1,3.3,0.1,0.0,0.1,2.2,0.5,2.7,0.4,8.4,-555555555.0,65.0,0.1,31.8,-888888888.0,31.9,-888888888.0,24.6,-888888888.0,76400,1722,76446,2148,14358,2191,18003,447,10527,876,3403,616,23747,1175,87135,2494,48509,3233,65198,4564,118884,6306,77759,5149,134623,9136,102642,6752,29123,663,32757,928,20317,900,21269,6038,34695,4074,-999999999,-999999999,14711,3030,9762,2195,17947,2783,33741,859,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,(X),null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),10
0400000US11,268670,3200,80.4,1.1,23.0,1.2,18.7,0.8,6.1,0.7,3.7,0.5,15.0,0.8,114045,3666,15.1,1.7,35.5,2.1,29.3,2.1,13.4,1.5,3.5,0.7,3.3,0.9,617996,-555555555,39.9,0.6,50.1,0.4,0.3,0.1,3.6,0.2,0.0,0.1,4.0,0.6,2.1,0.3,9.5,-555555555.0,35.2,0.1,33.8,-888888888.0,37.6,-888888888.0,29.7,-888888888.0,98177,3254,102282,3392,25507,4588,13831,555,8062,502,3719,456,38800,6070,123998,6694,48905,11944,93285,15414,206570,13767,95905,12510,198687,30863,101588,14066,44578,1428,72162,3380,24792,1169,28014,11636,48445,7678,-999999999,-999999999,20367,3450,34202,4663,34931,9333,75263,3125,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,(X),null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),11
0400000US12,7106283,31131,72.2,0.3,20.0,0.2,35.1,0.2,4.8,0.1,2.0,0.1,19.3,0.2,4559858,26881,20.7,0.4,34.9,0.4,27.5,0.4,8.8,0.3,6.0,0.2,2.1,0.1,19057542,-555555555,76.3,0.2,16.0,0.1,0.3,0.1,2.4,0.1,0.1,0.1,2.7,0.1,2.2,0.1,22.9,0.1,57.3,0.1,32.3,-888888888.0,32.5,-888888888.0,25.1,-888888888.0,63006,529,63448,604,21849,993,17150,121,9009,215,3409,189,24437,512,73821,736,49368,1711,62237,1437,100240,1449,66494,1718,112442,2976,82260,5584,24905,209,27555,269,15358,293,18086,2732,27841,1403,19145,5232,13776,835,14070,1220,17404,295,30672,300,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),12
