S0102_C01_094E,S0102_C01_095M,S0102_C01_099M,S0102_C02_001E,S0102_C02_001M,S0102_C02_002E,S0102_C02_002M,S0102_C02_003E,S0102_C02_003M,S0102_C02_004E,S0102_C02_004M,S0102_C02_005E,S0102_C02_005M,S0102_C02_006E,S0102_C02_006M,S0102_C02_007E,S0102_C02_007M,S0102_C02_008E,S0102_C02_008M,S0102_C02_009E,S0102_C02_009M,S0102_C02_010E,S0102_C02_010M,S0102_C02_011E,S0102_C02_011M,S0102_C02_012E,S0102_C02_012M,S0102_C02_013E,S0102_C02_013M,S0102_C02_014E,S0102_C02_014M,S0102_C01_007E,S0102_C01_007M,S0102_C01_008E,S0102_C01_008M,S0102_C01_009E,S0102_C01_009M,S0102_C01_010E,S0102_C01_010M,S0102_C01_011E,S0102_C01_011M,S0102_C01_012E,S0102_C01_012M,S0102_C01_013E,S0102_C01_013M,S0102_C01_014E,S0102_C01_014M,S0102_C01_015E,S0102_C01_015M,S0102_C01_016E,S0102_C01_016M,S0102_C01_017E,S0102_C01_017M,S0102_C01_018E,S0102_C01_018M,S0102_C01_019E,S0102_C01_019M,S0102_C01_020E,S0102_C01_020M,S0102_C01_021E,S0102_C01_021M,S0102_C01_022E,S0102_C01_022M,S0102_C01_023E,S0102_C01_023M,S0102_C01_024E,S0102_C01_024M,S0102_C01_025E,S0102_C01_025M,S0102_C01_026E,S0102_C01_026M,S0102_C01_027E,S0102_C01_027M,S0102_C01_028E,S0102_C01_028M,S0102_C01_029E,GEO_ID,S0102_C01_001E,S0102_C01_001M,S0102_C01_002E,S0102_C01_002M,S0102_C01_003E,S0102_C01_003M,S0102_C01_004E,S0102_C01_004M,S0102_C01_005E,S0102_C01_005M,S0102_C01_006E,S0102_C01_006M,S0102_C01_029M,S0102_C01_030E,S0102_C01_030M,S0102_C01_031E,S0102_C01_031M,S0102_C01_032E,S0102_C01_032M,S0102_C01_033E,S0102_C01_033M,S0102_C01_034E,S0102_C01_034M,S0102_C01_035E,S0102_C01_035M,S0102_C01_036E,S0102_C01_036M,S0102_C01_037E,S0102_C01_037M,S0102_C01_038E,S0102_C01_038M,S0102_C01_039E,S0102_C01_039M,S0102_C01_040E,S0102_C01_040M,S0102_C01_041E,S0102_C01_041M,S0102_C01_042E,S0102_C01_042M,S0102_C01_043E,S0102_C01_043M,S0102_C01_044E,S0102_C01_044M,S0102_C01_045E,S0102_C01_045M,S0102_C01_046E,S0102_C01_046M,S0102_C01_047E,S0102_C01_047M,S0102_C01_048E,S0102_C01_048M,S0102_C01_049E,S0102_C01_049M,S0102_C01_050E,S0102_C01_050M,S0102_C01_051E,S0102_C01_051M,S0102_C01_052E,S0102_C01_052M,S0102_C01_053E,S0102_C01_053M,S0102_C01_054E,S0102_C01_054M,S0102_C01_055E,S0102_C01_055M,S0102_C01_056E,S0102_C01_056M,S0102_C01_057E,S0102_C01_057M,S0102_C01_058E,S0102_C01_058M,S0102_C01_059E,S0102_C01_059M,S0102_C01_060E,S0102_C01_060M,S0102_C01_061E,S0102_C01_061M,S0102_C01_062E,S0102_C01_062M,S0102_C01_063E,S0102_C01_063M,S0102_C01_064E,S0102_C01_064M,S0102_C01_065E,S0102_C01_065M,S0102_C01_066E,S0102_C01_066M,S0102_C01_067E,S0102_C01_067M,S0102_C01_068E,S0102_C01_068M,S0102_C01_069E,S0102_C01_069M,S0102_C01_070E,S0102_C01_070M,S0102_C01_071E,S0102_C01_071M,S0102_C01_072E,S0102_C01_072M,S0102_C01_073E,S0102_C01_073M,S0102_C01_074E,S0102_C01_074M,S0102_C01_075E,S0102_C01_075M,S0102_C01_076E,S0102_C01_076M,S0102_C01_077E,S0102_C01_077M,S0102_C01_078E,S0102_C01_078M,S0102_C01_079E,S0102_C01_079M,S0102_C01_080E,S0102_C01_080M,S0102_C01_081E,S0102_C01_081M,S0102_C01_082E,S0102_C01_082M,S0102_C01_083E,S0102_C01_083M,S0102_C01_084E,S0102_C01_084M,S0102_C01_085E,S0102_C01_085M,S0102_C01_086E,S0102_C01_086M,S0102_C01_087E,S0102_C01_087M,S0102_C01_088E,S0102_C01_089M,S0102_C01_088M,S0102_C01_089E,S0102_C01_090E,S0102_C01_090M,S0102_C01_092M,S0102_C01_091E,S0102_C01_091M,S0102_C01_092E,S0102_C01_093E,S0102_C01_093M,S0102_C01_094M,S0102_C01_095E,S0102_C01_096E,S0102_C01_096M,S0102_C01_097E,S0102_C01_097M,S0102_C01_098E,S0102_C01_098M,S0102_C01_099E,S0102_C01_100E,S0102_C01_100M,S0102_C01_101E,S0102_C01_101M,S0102_C01_102E,S0102_C01_102M,S0102_C01_103E,S0102_C01_103M,S0102_C01_104E,S0102_C01_104M,S0102_C01_105E,S0102_C01_105M,S0102_C01_106E,S0102_C01_106M,S0102_C02_016M,S0102_C02_015E,S0102_C02_015M,S0102_C02_016E,S0102_C02_017E,S0102_C02_017M,S0102_C02_018E,S0102_C02_018M,S0102_C02_019E,S0102_C02_019M,S0102_C02_020E,S0102_C02_020M,S0102_C02_021E,S0102_C02_021M,S0102_C02_022E,S0102_C02_022M,S0102_C02_023E,S0102_C02_023M,S0102_C02_024E,S0102_C02_024M,S0102_C02_025E,S0102_C02_025M,S0102_C02_026E,S0102_C02_026M,S0102_C02_027E,S0102_C02_027M,S0102_C02_029E,S0102_C02_029M,S0102_C02_030M,S0102_C02_031E,S0102_C02_031M,S0102_C02_032E,S0102_C02_032M,S0102_C02_033E,S0102_C02_033M,S0102_C02_034E,S0102_C02_035E,S0102_C02_035M,S0102_C02_036E,S0102_C02_036M,S0102_C02_034M,S0102_C02_028E,S0102_C02_028M,S0102_C02_030E,S0102_C02_037E,S0102_C02_037M,S0102_C02_038E,S0102_C02_038M,S0102_C02_039E,S0102_C02_039M,S0102_C02_040E,S0102_C02_040M,S0102_C02_041E,S0102_C02_041M,S0102_C02_042E,S0102_C02_042M,S0102_C02_043E,S0102_C02_043M,S0102_C02_044E,S0102_C02_044M,S0102_C02_045E,S0102_C02_045M,S0102_C02_046E,S0102_C02_046M,S0102_C02_047E,S0102_C02_047M,S0102_C02_048E,S0102_C02_048M,S0102_C02_049E,S0102_C02_049M,S0102_C02_050E,S0102_C02_050M,S0102_C02_051E,S0102_C02_051M,S0102_C02_052E,S0102_C02_052M,S0102_C02_053E,S0102_C02_053M,S0102_C02_054E,S0102_C02_054M,S0102_C02_055E,S0102_C02_055M,S0102_C02_056E,S0102_C02_056M,S0102_C02_057E,S0102_C02_057M,S0102_C02_058E,S0102_C02_058M,S0102_C02_059E,S0102_C02_059M,S0102_C02_060E,S0102_C02_060M,S0102_C02_061E,S0102_C02_061M,S0102_C02_062E,S0102_C02_062M,S0102_C02_063E,S0102_C02_063M,S0102_C02_064E,S0102_C02_064M,S0102_C02_065E,S0102_C02_065M,S0102_C02_066E,S0102_C02_066M,S0102_C02_067E,S0102_C02_067M,S0102_C02_068E,S0102_C02_069E,S0102_C02_068M,S0102_C02_069M,S0102_C02_070E,S0102_C02_070M,S0102_C02_071E,S0102_C02_071M,S0102_C02_072E,S0102_C02_072M,S0102_C02_073E,S0102_C02_073M,S0102_C02_074E,S0102_C02_074M,S0102_C02_075E,S0102_C02_075M,S0102_C02_076E,S0102_C02_076M,S0102_C02_077E,S0102_C02_077M,S0102_C02_078E,S0102_C02_078M,S0102_C02_079E,S0102_C02_079M,S0102_C02_080E,S0102_C02_080M,S0102_C02_081E,S0102_C02_081M,S0102_C02_082E,S0102_C02_082M,S0102_C02_083E,S0102_C02_083M,S0102_C02_084E,S0102_C02_084M,S0102_C02_085E,S0102_C02_085M,S0102_C02_086E,S0102_C02_086M,S0102_C02_087E,S0102_C02_087M,S0102_C02_088E,S0102_C02_088M,S0102_C02_089E,S0102_C02_089M,S0102_C02_090E,S0102_C02_090M,S0102_C02_091E,S0102_C02_091M,S0102_C02_092E,S0102_C02_092M,S0102_C02_093E,S0102_C02_093M,S0102_C02_094E,S0102_C02_094M,S0102_C02_095E,S0102_C02_095M,S0102_C02_096E,S0102_C02_096M,S0102_C02_097E,S0102_C02_097M,S0102_C02_098E,S0102_C02_098M,S0102_C02_099E,S0102_C02_099M,S0102_C02_100E,S0102_C02_100M,S0102_C02_101E,S0102_C02_101M,S0102_C02_102E,S0102_C02_102M,S0102_C02_103E,S0102_C02_103M,S0102_C02_104E,S0102_C02_104M,S0102_C02_105E,S0102_C02_105M,S0102_C02_106E,S0102_C02_106M,S0102_C01_094EA,S0102_C01_094MA,S0102_C01_095MA,S0102_C01_099MA,S0102_C02_001EA,S0102_C02_001MA,S0102_C02_002EA,S0102_C02_002MA,S0102_C02_003EA,S0102_C02_003MA,S0102_C02_004MA,S0102_C02_004EA,S0102_C02_005MA,S0102_C02_005EA,S0102_C02_006EA,S0102_C02_006MA,S0102_C02_007MA,S0102_C02_007EA,S0102_C02_008EA,S0102_C02_008MA,S0102_C02_009MA,S0102_C02_009EA,S0102_C02_010MA,S0102_C02_010EA,S0102_C02_011MA,S0102_C02_011EA,S0102_C02_012MA,S0102_C02_012EA,S0102_C02_013MA,S0102_C02_013EA,S0102_C02_014MA,S0102_C02_014EA,S0102_C01_007EA,S0102_C01_007MA,S0102_C01_008EA,S0102_C01_008MA,S0102_C01_009MA,S0102_C01_009EA,S0102_C01_010EA,S0102_C01_010MA,S0102_C01_011MA,S0102_C01_011EA,S0102_C01_012EA,S0102_C01_012MA,S0102_C01_013MA,S0102_C01_013EA,S0102_C01_014MA,S0102_C01_014EA,S0102_C01_015EA,S0102_C01_015MA,S0102_C01_016EA,S0102_C01_016MA,S0102_C01_017EA,S0102_C01_017MA,S0102_C01_018EA,S0102_C01_018MA,S0102_C01_019EA,S0102_C01_019MA,S0102_C01_020EA,S0102_C01_020MA,S0102_C01_021MA,S0102_C01_021EA,S0102_C01_022MA,S0102_C01_022EA,S0102_C01_023EA,S0102_C01_023MA,S0102_C01_024EA,S0102_C01_024MA,S0102_C01_025MA,S0102_C01_025EA,S0102_C01_026EA,S0102_C01_026MA,S0102_C01_027MA,S0102_C01_027EA,S0102_C01_028MA,S0102_C01_028EA,S0102_C01_029MA,S0102_C01_029EA,NAME,S0102_C01_001EA,S0102_C01_001MA,S0102_C01_002EA,S0102_C01_002MA,S0102_C01_003MA,S0102_C01_003EA,S0102_C01_004MA,S0102_C01_004EA,S0102_C01_005EA,S0102_C01_005MA,S0102_C01_006MA,S0102_C01_006EA,S0102_C01_030EA,S0102_C01_030MA,S0102_C01_031MA,S0102_C01_031EA,S0102_C01_032EA,S0102_C01_032MA,S0102_C01_033MA,S0102_C01_033EA,S0102_C01_034MA,S0102_C01_034EA,S0102_C01_035EA,S0102_C01_035MA,S0102_C01_036MA,S0102_C01_036EA,S0102_C01_037EA,S0102_C01_037MA,S0102_C01_038EA,S0102_C01_038MA,S0102_C01_039EA,S0102_C01_039MA,S0102_C01_040EA,S0102_C01_040MA,S0102_C01_041EA,S0102_C01_041MA,S0102_C01_042EA,S0102_C01_042MA,S0102_C01_043EA,S0102_C01_043MA,S0102_C01_044EA,S0102_C01_044MA,S0102_C01_045EA,S0102_C01_045MA,S0102_C01_046MA,S0102_C01_046EA,S0102_C01_047EA,S0102_C01_047MA,S0102_C01_048MA,S0102_C01_048EA,S0102_C01_049EA,S0102_C01_049MA,S0102_C01_050EA,S0102_C01_050MA,S0102_C01_051MA,S0102_C01_051EA,S0102_C01_052MA,S0102_C01_052EA,S0102_C01_053EA,S0102_C01_053MA,S0102_C01_054MA,S0102_C01_054EA,S0102_C01_055MA,S0102_C01_055EA,S0102_C01_056MA,S0102_C01_056EA,S0102_C01_057EA,S0102_C01_057MA,S0102_C01_058MA,S0102_C01_058EA,S0102_C01_059EA,S0102_C01_059MA,S0102_C01_060MA,S0102_C01_060EA,S0102_C01_061EA,S0102_C01_061MA,S0102_C01_062EA,S0102_C01_062MA,S0102_C01_063MA,S0102_C01_063EA,S0102_C01_064EA,S0102_C01_064MA,S0102_C01_065MA,S0102_C01_065EA,S0102_C01_066EA,S0102_C01_066MA,S0102_C01_067EA,S0102_C01_067MA,S0102_C01_068EA,S0102_C01_068MA,S0102_C01_069EA,S0102_C01_069MA,S0102_C01_070MA,S0102_C01_070EA,S0102_C01_071EA,S0102_C01_071MA,S0102_C01_072EA,S0102_C01_072MA,S0102_C01_073MA,S0102_C01_073EA,S0102_C01_074EA,S0102_C01_074MA,S0102_C01_075EA,S0102_C01_075MA,S0102_C01_076MA,S0102_C01_076EA,S0102_C01_077EA,S0102_C01_077MA,S0102_C01_078EA,S0102_C01_078MA,S0102_C01_079EA,S0102_C01_079MA,S0102_C01_080EA,S0102_C01_080MA,S0102_C01_081MA,S0102_C01_081EA,S0102_C01_082EA,S0102_C01_082MA,S0102_C01_083EA,S0102_C01_083MA,S0102_C01_084EA,S0102_C01_084MA,S0102_C01_085EA,S0102_C01_085MA,S0102_C01_086EA,S0102_C01_086MA,S0102_C01_087MA,S0102_C01_087EA,S0102_C01_088MA,S0102_C01_088EA,S0102_C01_089MA,S0102_C01_089EA,S0102_C01_090MA,S0102_C01_090EA,S0102_C01_092MA,S0102_C01_091EA,S0102_C01_091MA,S0102_C01_092EA,S0102_C01_093MA,S0102_C01_093EA,S0102_C01_095EA,S0102_C01_096MA,S0102_C01_096EA,S0102_C01_097MA,S0102_C01_097EA,S0102_C01_098MA,S0102_C01_098EA,S0102_C01_099EA,S0102_C01_100EA,S0102_C01_100MA,S0102_C01_101MA,S0102_C01_101EA,S0102_C01_102MA,S0102_C01_102EA,S0102_C01_103EA,S0102_C01_103MA,S0102_C01_104EA,S0102_C01_104MA,S0102_C01_105EA,S0102_C01_105MA,S0102_C01_106EA,S0102_C01_106MA,S0102_C02_016MA,S0102_C02_015MA,S0102_C02_015EA,S0102_C02_016EA,S0102_C02_017MA,S0102_C02_017EA,S0102_C02_018MA,S0102_C02_018EA,S0102_C02_019EA,S0102_C02_019MA,S0102_C02_020MA,S0102_C02_020EA,S0102_C02_021EA,S0102_C02_021MA,S0102_C02_022EA,S0102_C02_022MA,S0102_C02_023MA,S0102_C02_023EA,S0102_C02_024EA,S0102_C02_024MA,S0102_C02_025MA,S0102_C02_025EA,S0102_C02_026EA,S0102_C02_026MA,S0102_C02_027EA,S0102_C02_027MA,S0102_C02_029EA,S0102_C02_029MA,S0102_C02_030MA,S0102_C02_031EA,S0102_C02_031MA,S0102_C02_032MA,S0102_C02_032EA,S0102_C02_033MA,S0102_C02_033EA,S0102_C02_034EA,S0102_C02_034MA,S0102_C02_035MA,S0102_C02_035EA,S0102_C02_036MA,S0102_C02_036EA,S0102_C02_028EA,S0102_C02_028MA,S0102_C02_030EA,S0102_C02_037MA,S0102_C02_037EA,S0102_C02_038EA,S0102_C02_038MA,S0102_C02_039MA,S0102_C02_039EA,S0102_C02_040MA,S0102_C02_040EA,S0102_C02_041EA,S0102_C02_041MA,S0102_C02_042MA,S0102_C02_042EA,S0102_C02_043MA,S0102_C02_043EA,S0102_C02_044EA,S0102_C02_044MA,S0102_C02_045MA,S0102_C02_045EA,S0102_C02_046EA,S0102_C02_046MA,S0102_C02_047MA,S0102_C02_047EA,S0102_C02_048MA,S0102_C02_048EA,S0102_C02_049EA,S0102_C02_049MA,S0102_C02_050MA,S0102_C02_050EA,S0102_C02_051EA,S0102_C02_051MA,S0102_C02_052MA,S0102_C02_052EA,S0102_C02_053MA,S0102_C02_053EA,S0102_C02_054EA,S0102_C02_054MA,S0102_C02_055MA,S0102_C02_055EA,S0102_C02_056MA,S0102_C02_056EA,S0102_C02_057EA,S0102_C02_057MA,S0102_C02_058MA,S0102_C02_058EA,S0102_C02_059EA,S0102_C02_059MA,S0102_C02_060MA,S0102_C02_060EA,S0102_C02_061MA,S0102_C02_061EA,S0102_C02_062EA,S0102_C02_062MA,S0102_C02_063MA,S0102_C02_063EA,S0102_C02_064MA,S0102_C02_064EA,S0102_C02_065EA,S0102_C02_065MA,S0102_C02_066MA,S0102_C02_066EA,S0102_C02_067EA,S0102_C02_067MA,S0102_C02_068MA,S0102_C02_068EA,S0102_C02_069EA,S0102_C02_069MA,S0102_C02_070EA,S0102_C02_070MA,S0102_C02_071MA,S0102_C02_071EA,S0102_C02_072EA,S0102_C02_072MA,S0102_C02_073MA,S0102_C02_073EA,S0102_C02_074MA,S0102_C02_074EA,S0102_C02_075MA,S0102_C02_075EA,S0102_C02_076EA,S0102_C02_076MA,S0102_C02_077MA,S0102_C02_077EA,S0102_C02_078EA,S0102_C02_078MA,S0102_C02_079MA,S0102_C02_079EA,S0102_C02_080MA,S0102_C02_080EA,S0102_C02_081EA,S0102_C02_081MA,S0102_C02_082MA,S0102_C02_082EA,S0102_C02_083MA,S0102_C02_083EA,S0102_C02_084MA,S0102_C02_084EA,S0102_C02_085MA,S0102_C02_085EA,S0102_C02_086EA,S0102_C02_086MA,S0102_C02_087MA,S0102_C02_087EA,S0102_C02_088MA,S0102_C02_088EA,S0102_C02_089EA,S0102_C02_089MA,S0102_C02_090MA,S0102_C02_090EA,S0102_C02_091MA,S0102_C02_091EA,S0102_C02_092EA,S0102_C02_092MA,S0102_C02_093MA,S0102_C02_093EA,S0102_C02_094EA,S0102_C02_094MA,S0102_C02_095MA,S0102_C02_095EA,S0102_C02_096EA,S0102_C02_096MA,S0102_C02_097MA,S0102_C02_097EA,S0102_C02_098MA,S0102_C02_098EA,S0102_C02_099MA,S0102_C02_099EA,S0102_C02_100MA,S0102_C02_100EA,S0102_C02_101MA,S0102_C02_101EA,S0102_C02_102MA,S0102_C02_102EA,S0102_C02_103EA,S0102_C02_103MA,S0102_C02_104MA,S0102_C02_104EA,S0102_C02_105MA,S0102_C02_105EA,S0102_C02_106MA,S0102_C02_106EA,state
2.47,0.2,0.6,973051,7362,43.7,0.3,56.3,0.3,69.1,0.2,99.3,0.1,79.1,0.3,18.9,0.3,0.4,0.1,0.6,0.1,0.0,0.1,0.2,0.1,0.7,0.1,1.0,0.2,78.4,0.3,26.7,0.1,0.5,0.1,1.1,0.1,0.0,0.1,1.2,0.1,1.3,0.1,3.9,0.1,66.7,0.1,4686906,-555555555,58.3,0.4,1.0,0.1,36.8,0.4,3.9,0.2,1.4,0.1,1844546,11416,67.9,0.6,48.2,0.7,15.3,0.5,32.1,0.6,28.2,0.6,3874758,2952,48.8,0.7,7.0,0400000US01,4802740,-555555555,48.4,0.1,51.6,0.1,38.1,0.2,98.7,0.1,69.1,0.2,0.2,12.4,0.4,2.7,0.2,29.1,0.4,3193078,4624,17.3,0.4,30.9,0.4,29.6,0.4,22.3,0.4,2884001,4273,4.2,0.2,2.3,0.1,3662910,3327,10.8,0.2,4720067,2155,16.2,0.3,83.8,0.3,4745278,4078,84.8,0.5,14.9,0.5,9.3,0.4,5.6,0.3,3.1,0.2,2.5,0.2,0.3,0.1,4802740,-555555555,4640067,6965,162673,6965,49.7,2.5,22.8,2.3,27.5,2.1,35.4,2.3,64.6,2.3,4504275,2738,94.8,0.2,5.2,0.2,2.3,0.1,3808975,4580,59.2,0.4,58.8,0.4,52.0,0.5,6.8,0.3,11.6,0.4,0.4,0.1,40.8,0.4,1844546,11416,73.2,0.5,59285,764,33.3,0.4,16079,164,6.7,0.3,8498,213,1.8,0.1,2815,426,20.6,0.4,20925,833,17.0,0.4,4687363,2037,19.0,0.5,11.1,0.6,0.4,69.9,1844546,11416,0.5,69.9,0.5,30.1,2.57,0.02,0.04,2.8,1.9,0.2,1289217,12212,75.2,0.6,24.8,122700,1463,1134,11,344,4,555329,9348,53.2,1.1,46.8,1.1,687,7,0.6,948845,7454,91.1,3.5,0.4,4.0,0.4,1.4,0.2,0.4,0.1,600792,6975,59.1,0.8,47.0,0.8,9.8,0.5,40.9,0.8,39.5,0.8,973051,7362,23.2,0.6,0.5,1.5,0.2,4.1,0.3,973051,7362,23.3,33.3,0.7,24.0,0.7,0.7,58.3,0.8,12.9,19.4,0.7,973051,7362,5.2,0.4,2.2,0.3,972986,7368,22.0,0.5,951181,7466,38.2,0.7,61.8,0.7,973051,7362,94.0,0.4,5.9,0.4,3.5,0.3,2.4,0.3,1.2,0.2,1.2,0.3,0.1,0.1,973051,7362,951723,7068,21328,2110,9.8,4.4,17.2,5.8,73.0,6.7,69.0,5.8,31.0,5.8,973051,7362,97.5,0.2,2.5,0.2,1.1,0.2,973051,7362,24.2,0.7,24.2,22.5,0.7,0.7,1.7,0.2,7.0,0.8,0.0,0.1,75.8,0.7,600792,6975,41.8,1.0,49466,1648,80.6,0.7,17190,184,8.0,0.5,8047,324,1.1,0.2,3677,809,46.4,0.9,21199,693,10.2,0.4,951246,7461,10.7,0.5,12.3,0.6,77.0,0.7,600792,6975,83.7,0.7,16.3,0.7,2.01,0.03,1.63,0.05,2.0,0.3,0.4,0.1,503085,6997,75.4,0.9,24.6,0.9,116100,1949,1048,19,339,4,97707,4455,55.2,2.4,44.8,2.4,567,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
2.57,0.4,1.7,96770,2507,49.9,1.3,50.1,1.3,67.1,0.4,98.2,0.5,78.0,1.2,1.7,0.6,12.3,0.8,5.3,1.0,0.5,0.4,0.3,0.2,1.8,0.5,2.4,0.6,76.1,1.2,3.2,0.3,14.2,0.5,5.3,0.3,1.1,0.1,1.2,0.3,8.3,0.7,5.8,0.1,63.6,0.1,696365,-555555555,55.2,0.9,0.6,0.2,37.2,0.8,7.0,0.5,3.2,0.3,257330,3380,67.3,1.5,49.5,1.5,11.8,0.8,32.7,1.5,25.2,1.4,565162,1193,49.5,1.3,3.8,0400000US02,722718,-555555555,51.6,0.2,48.4,0.2,33.9,0.3,91.7,0.7,66.8,0.4,0.3,12.4,0.8,2.1,0.4,32.3,0.9,456862,1804,8.2,0.6,28.1,1.0,37.3,1.2,26.4,1.3,399515,1588,3.8,0.5,1.5,0.3,517799,1913,14.0,0.7,699272,1868,10.5,0.5,89.5,0.5,711962,1401,80.3,1.2,19.0,1.2,11.4,1.0,7.7,0.7,2.7,0.5,4.9,0.6,0.7,0.2,722718,-555555555,671115,4006,51603,4006,38.3,5.4,25.9,3.4,35.9,4.6,51.6,4.9,48.4,4.9,668687,875,83.4,0.8,16.6,0.8,5.1,0.5,554678,1587,71.1,1.0,68.1,1.0,62.1,1.0,6.0,0.5,8.8,0.7,3.0,0.3,28.9,1.0,257330,3380,86.1,0.9,79350,2276,19.6,0.7,14157,499,4.2,0.6,8940,764,6.1,0.7,4005,398,17.2,1.1,28459,1520,10.4,0.9,706860,918,10.5,0.8,8.4,1.3,1.0,81.1,257330,3380,1.5,63.1,1.5,36.9,2.79,0.05,0.08,1.9,6.9,0.7,162312,3867,74.7,1.7,25.3,238300,5520,1794,37,529,17,95018,4471,59.4,2.3,40.6,2.3,1049,37,1.6,93693,2505,90.6,2.3,0.8,4.6,1.3,2.5,0.9,1.0,0.5,60267,2091,58.2,2.7,46.6,2.4,7.9,1.2,41.8,2.7,37.8,2.9,96770,2507,16.1,1.6,2.0,1.5,0.5,5.7,1.0,96770,2507,14.2,27.0,2.1,32.2,2.1,1.5,59.6,2.4,17.1,26.6,1.9,96770,2507,7.3,1.2,2.9,0.8,96770,2507,29.1,2.1,95279,2516,33.2,2.1,66.8,2.1,96770,2507,92.7,1.7,7.2,1.7,4.5,1.2,2.8,0.9,1.5,0.7,1.3,0.6,0.1,0.1,96770,2507,87671,2595,9099,1354,11.6,6.5,17.1,7.1,71.3,8.1,73.1,7.7,26.9,7.7,96770,2507,83.3,1.5,16.7,1.5,7.4,1.2,96770,2507,36.5,2.1,36.5,35.2,2.1,2.0,1.3,0.4,3.5,1.1,0.0,0.1,63.5,2.1,60267,2091,58.7,2.8,64161,4196,65.3,2.3,14972,522,7.0,1.3,7939,1007,9.3,1.7,3429,375,44.8,2.9,31381,1976,9.3,1.5,95279,2516,6.8,1.1,7.5,1.2,85.7,1.6,60267,2091,79.4,2.4,20.6,2.4,2.10,0.06,1.67,0.16,1.7,0.6,2.5,0.8,47827,2049,76.3,2.6,23.7,2.6,242100,10393,1755,93,530,28,12440,1554,52.2,6.3,47.8,6.3,813,50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
