GEO_ID,S2409_C01_001E,S2409_C01_001M,S2409_C01_002E,S2409_C01_002M,S2409_C01_003E,S2409_C01_003M,S2409_C01_004E,S2409_C01_004M,S2409_C01_005E,S2409_C01_005M,S2409_C01_006E,S2409_C01_006M,S2409_C01_007E,S2409_C01_007M,S2409_C01_008E,S2409_C01_008M,S2409_C01_009E,S2409_C01_009M,S2409_C01_010E,S2409_C01_010M,S2409_C02_001E,S2409_C02_001M,S2409_C02_002E,S2409_C02_002M,S2409_C02_003E,S2409_C02_003M,S2409_C02_004E,S2409_C02_004M,S2409_C02_005E,S2409_C02_005M,S2409_C02_006E,S2409_C02_006M,S2409_C02_007E,S2409_C02_007M,S2409_C02_008E,S2409_C02_008M,S2409_C02_009E,S2409_C02_009M,S2409_C02_010E,S2409_C02_010M,S2409_C03_001E,S2409_C03_001M,S2409_C03_002E,S2409_C03_002M,S2409_C03_003E,S2409_C03_003M,S2409_C03_004E,S2409_C03_004M,S2409_C03_005E,S2409_C03_005M,S2409_C03_006E,S2409_C03_006M,S2409_C03_007E,S2409_C03_007M,S2409_C03_008E,S2409_C03_008M,S2409_C03_009E,S2409_C03_009M,S2409_C03_010E,S2409_C03_010M,S2409_C04_001E,S2409_C04_001M,S2409_C04_002E,S2409_C04_002M,S2409_C04_003E,S2409_C04_003M,S2409_C04_004E,S2409_C04_004M,S2409_C04_005E,S2409_C04_005M,S2409_C04_006M,S2409_C04_007E,S2409_C04_007M,S2409_C04_008E,S2409_C04_008M,S2409_C04_009E,S2409_C04_009M,S2409_C04_010E,S2409_C04_010M,S2409_C05_001E,S2409_C05_001M,S2409_C04_006E,S2409_C05_002E,S2409_C05_002M,S2409_C05_003E,S2409_C05_003M,S2409_C05_004E,S2409_C05_004M,S2409_C05_005E,S2409_C05_005M,S2409_C05_006E,S2409_C05_006M,S2409_C05_007M,S2409_C05_008E,S2409_C05_008M,S2409_C05_009E,S2409_C05_009M,S2409_C05_010E,S2409_C05_010M,S2409_C06_001E,S2409_C06_001M,S2409_C06_002E,S2409_C06_002M,S2409_C06_003E,S2409_C06_003M,S2409_C06_004E,S2409_C06_004M,S2409_C06_005E,S2409_C06_006E,S2409_C06_006M,S2409_C06_007E,S2409_C06_007M,S2409_C06_008E,S2409_C06_008M,S2409_C06_009E,S2409_C06_009M,S2409_C06_010E,S2409_C06_010M,S2409_C05_007E,S2409_C06_005M,NAME,S2409_C01_001MA,S2409_C01_001EA,S2409_C01_002EA,S2409_C01_002MA,S2409_C01_003MA,S2409_C01_003EA,S2409_C01_004EA,S2409_C01_004MA,S2409_C01_005EA,S2409_C01_005MA,S2409_C01_006EA,S2409_C01_006MA,S2409_C01_007MA,S2409_C01_007EA,S2409_C01_008MA,S2409_C01_008EA,S2409_C01_009MA,S2409_C01_009EA,S2409_C01_010EA,S2409_C01_010MA,S2409_C02_001EA,S2409_C02_001MA,S2409_C02_002MA,S2409_C02_002EA,S2409_C02_003MA,S2409_C02_003EA,S2409_C02_004MA,S2409_C02_004EA,S2409_C02_005EA,S2409_C02_005MA,S2409_C02_006EA,S2409_C02_006MA,S2409_C02_007EA,S2409_C02_007MA,S2409_C02_008MA,S2409_C02_008EA,S2409_C02_009MA,S2409_C02_009EA,S2409_C02_010EA,S2409_C02_010MA,S2409_C03_001EA,S2409_C03_001MA,S2409_C03_002MA,S2409_C03_002EA,S2409_C03_003MA,S2409_C03_003EA,S2409_C03_004MA,S2409_C03_004EA,S2409_C03_005MA,S2409_C03_005EA,S2409_C03_006EA,S2409_C03_006MA,S2409_C03_007MA,S2409_C03_007EA,S2409_C03_008MA,S2409_C03_008EA,S2409_C03_009MA,S2409_C03_009EA,S2409_C03_010MA,S2409_C03_010EA,S2409_C04_001EA,S2409_C04_001MA,S2409_C04_002EA,S2409_C04_002MA,S2409_C04_003MA,S2409_C04_003EA,S2409_C04_004MA,S2409_C04_004EA,S2409_C04_005MA,S2409_C04_005EA,S2409_C04_006MA,S2409_C04_007EA,S2409_C04_007MA,S2409_C04_008MA,S2409_C04_008EA,S2409_C04_009EA,S2409_C04_009MA,S2409_C04_010MA,S2409_C04_010EA,S2409_C05_001MA,S2409_C05_001EA,S2409_C04_006EA,S2409_C05_002EA,S2409_C05_002MA,S2409_C05_003EA,S2409_C05_003MA,S2409_C05_004EA,S2409_C05_004MA,S2409_C05_005MA,S2409_C05_005EA,S2409_C05_006EA,S2409_C05_006MA,S2409_C05_007MA,S2409_C05_008EA,S2409_C05_008MA,S2409_C05_009EA,S2409_C05_009MA,S2409_C05_010EA,S2409_C05_010MA,S2409_C06_001EA,S2409_C06_001MA,S2409_C06_002MA,S2409_C06_002EA,S2409_C06_003EA,S2409_C06_003MA,S2409_C06_004EA,S2409_C06_004MA,S2409_C06_005EA,S2409_C06_005MA,S2409_C06_006MA,S2409_C06_006EA,S2409_C06_007MA,S2409_C06_007EA,S2409_C06_008MA,S2409_C06_008EA,S2409_C06_009EA,S2409_C06_009MA,S2409_C06_010EA,S2409_C06_010MA,S2409_C05_007EA,state
0400000US01,1413424,18010,999791,16221,955807,15436,43984,3735,86669,5410,114941,6133,88903,5454,64035,3986,59085,4912,7.1,-888888888.0,56.0,0.5,59.0,0.7,58.0,0.7,79.5,2.9,35.9,2.5,46.9,2.1,42.3,2.7,61.8,3.4,66.8,2.9,-888888888,-888888888,44.0,0.5,41.0,0.7,42.0,0.7,20.5,2.9,64.1,2.5,53.1,2.1,57.7,2.7,38.2,3.4,33.2,2.9,-888888888,-888888888,37468,514,35849,429,35323,449,54613,6381,37647,2218,846,44518,1759,58750,3772,28002,2753,-888888888,-888888888,43063,1156,41115,41912,553,41323,580,61408,4511,46153,2670,41652,1293,2974,66056,2758,31858,1428,-888888888,-888888888,31891,283,29687,602,29528,595,36726,9872,34408,40624,1180,41334,978,50370,2444,21240,3710,-888888888,-888888888,49388,2392,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,01
0400000US02,222348,6529,120651,5855,113605,5573,7046,1405,23376,2517,19439,1910,23331,2918,23129,3309,12422,1878,3.9,-888888888.0,55.5,1.3,60.7,2.0,59.8,2.1,74.8,7.7,37.9,4.7,50.6,5.7,43.3,5.2,59.4,5.1,61.4,6.5,-888888888,-888888888,44.5,1.3,39.3,2.0,40.2,2.1,25.2,7.7,62.1,4.7,49.4,5.7,56.7,5.2,40.6,5.1,38.6,6.5,-888888888,-888888888,47828,2396,43953,2412,43904,2341,46197,15181,44367,3622,5203,55430,6307,57413,5207,40760,1545,-888888888,-888888888,55669,3757,56706,51265,1225,51059,1203,61893,12378,52866,10965,65111,3995,3389,62071,7242,47969,15052,-888888888,-888888888,40463,1169,35471,1954,35590,1769,29100,9389,40989,46926,8740,49160,5502,48580,6089,25528,5545,-888888888,-888888888,63415,1057,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,02
0400000US04,1845139,22207,1339405,22307,1268031,22106,71374,4923,110726,8165,141299,8279,89096,5921,76365,5757,88248,6358,7.1,-888888888.0,57.0,0.6,59.7,0.7,58.9,0.7,74.3,3.1,38.9,3.3,48.4,2.4,41.2,3.2,62.9,3.8,64.1,3.4,-888888888,-888888888,43.0,0.6,40.3,0.7,41.1,0.7,25.7,3.1,61.1,3.3,51.6,2.4,58.8,3.2,37.1,3.8,35.9,3.4,-888888888,-888888888,40209,349,39268,812,38315,833,53890,8739,41252,1434,904,40736,885,52538,2329,28826,2772,-888888888,-888888888,42976,1129,42097,42212,617,41675,592,61306,3084,45283,5355,47308,2233,3704,55754,2243,31374,1120,-888888888,-888888888,36077,463,34933,714,34657,820,41664,3785,40071,40230,976,38337,2102,46394,5419,21709,2044,-888888888,-888888888,44037,1952,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,04
0400000US05,873712,12831,611059,11236,581217,11518,29842,3086,54402,4834,59522,4626,77994,4559,26952,2750,43783,3560,4.0,-888888888.0,56.0,0.6,59.9,0.8,59.1,0.9,76.1,3.6,36.1,3.6,47.4,2.9,36.3,2.5,57.1,4.9,72.2,3.8,-888888888,-888888888,44.0,0.6,40.1,0.8,40.9,0.9,23.9,3.6,63.9,3.6,52.6,2.9,63.7,2.5,42.9,4.9,27.8,3.8,-888888888,-888888888,34846,635,33243,808,32513,744,51120,3047,35548,1678,1327,37509,1604,50614,3162,26965,3673,-888888888,-888888888,37723,1075,36418,37293,686,36788,598,52613,3957,41399,2638,36965,2865,2524,50858,3038,30921,2449,-888888888,-888888888,30807,513,28228,954,27869,974,38741,7361,32144,35819,1845,36083,1021,49595,7407,17066,4244,-888888888,-888888888,41844,1990,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,05
0400000US06,10773167,42923,7699970,38793,7336141,35687,363829,11964,719578,16732,870184,17495,467788,13047,306809,9559,708838,15010,5.5,-888888888.0,58.6,0.2,61.6,0.2,60.9,0.2,74.8,1.2,40.2,1.0,46.3,0.9,47.3,1.4,62.1,1.4,66.4,0.8,-888888888,-888888888,41.4,0.2,38.4,0.2,39.1,0.2,25.2,1.2,59.8,1.0,53.7,0.9,52.7,1.4,37.9,1.4,33.6,0.8,-888888888,-888888888,46080,185,42357,167,41884,179,65579,3289,50341,538,429,57161,1055,58479,1771,35195,997,-888888888,-888888888,50001,317,60670,46551,327,45548,349,72067,1700,52000,923,68455,2399,2172,61013,1011,37617,2273,-888888888,-888888888,41907,188,38891,538,38447,544,51084,983,48470,53914,1215,51339,950,55399,1193,28932,2241,-888888888,-888888888,62841,1303,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,06
0400000US08,1675442,16365,1190008,15780,1109068,15374,80940,4805,127067,6330,135620,5648,74499,4364,68020,4621,80228,4631,5.8,-888888888.0,57.8,0.5,61.3,0.6,60.4,0.6,74.0,2.6,38.4,2.3,47.1,2.4,45.1,3.3,59.6,3.1,64.0,2.9,-888888888,-888888888,42.2,0.5,38.7,0.6,39.6,0.6,26.0,2.6,61.6,2.3,52.9,2.4,54.9,3.3,40.4,3.1,36.0,2.9,-888888888,-888888888,46022,395,45145,590,44310,1038,51991,1656,46232,1477,1979,48704,2321,61866,2168,35123,3194,-888888888,-888888888,51327,360,48714,50910,464,50609,491,60003,4671,51649,2683,52308,1659,1286,66995,3852,40598,4646,-888888888,-888888888,40289,441,37452,819,37292,703,42364,6673,42468,43047,1845,45537,1666,52037,2464,26945,4777,-888888888,-888888888,51827,1627,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,08
0400000US09,1158553,12256,827132,11115,782922,10653,44210,3331,112583,4773,84217,4423,55658,4029,19580,2310,59383,3683,4.7,-888888888.0,56.6,0.5,59.5,0.7,58.4,0.7,79.2,2.7,37.8,2.0,45.1,2.5,50.2,3.1,66.4,4.8,70.7,2.7,-888888888,-888888888,43.4,0.5,40.5,0.7,41.6,0.7,20.8,2.7,62.2,2.0,54.9,2.5,49.8,3.1,33.6,4.8,29.3,2.7,-888888888,-888888888,53770,1008,52495,1021,52076,455,74023,5553,50155,1768,1009,64856,2221,60197,3580,41663,1027,-888888888,-888888888,60945,592,61095,61421,804,60738,819,80038,7467,52788,2793,65164,2833,4607,61213,1684,46054,6388,-888888888,-888888888,47519,1009,45319,635,45234,655,50384,5782,47304,55889,2666,63428,2270,55789,2259,35046,6633,-888888888,-888888888,66991,2331,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,09
0400000US10,293128,6715,213479,6715,201015,6755,12464,1965,23182,2466,9214,1261,28944,3040,10243,1889,8066,1328,4.7,-888888888.0,54.7,1.1,57.4,1.4,55.9,1.5,81.4,4.6,33.3,4.7,49.8,8.4,47.4,4.7,67.1,9.1,60.9,8.7,-888888888,-888888888,45.3,1.1,42.6,1.4,44.1,1.5,18.6,4.6,66.7,4.7,50.2,8.4,52.6,4.7,32.9,9.1,39.1,8.7,-888888888,-888888888,45749,806,45672,1004,45407,1194,49572,4780,45260,2643,3096,43235,3080,55189,4246,34205,5202,-888888888,-888888888,50703,700,50735,50420,957,50370,1018,51221,11293,52308,8899,54149,5797,5002,56783,2405,47529,12950,-888888888,-888888888,40564,1139,39742,2023,39725,2046,40350,17166,42565,45301,3635,39990,4052,47392,4717,26830,4392,-888888888,-888888888,46886,2867,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,10
0400000US11,238362,5837,109794,4523,104562,4406,5232,1142,45285,2871,11785,1787,5828,1402,58483,3533,7187,1683,7.9,-888888888.0,49.7,1.2,55.5,2.5,54.8,2.5,69.0,10.0,39.9,3.2,39.6,6.3,35.2,9.8,47.6,2.7,67.9,11.6,-888888888,-888888888,50.3,1.2,44.5,2.5,45.2,2.5,31.0,10.0,60.1,3.2,60.4,6.3,64.8,9.8,52.4,2.7,32.1,11.6,-888888888,-888888888,62876,2054,60459,2913,59232,4435,99202,36043,57874,3287,5393,57104,5925,83897,8945,31553,12902,-888888888,-888888888,67683,3861,56893,61918,4305,61492,3326,74900,14861,61575,3948,57743,6604,15676,98550,8224,37500,24756,-888888888,-888888888,60545,1689,56676,3908,55742,3213,104115,43181,54778,56098,8746,56589,7280,71884,4288,27199,12442,-888888888,-888888888,57696,2868,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,11
0400000US12,5570022,32482,4122779,36715,3803411,37105,319368,10048,357453,12452,484162,14203,200143,8917,156047,7697,249438,10482,7.5,-888888888.0,54.4,0.3,56.3,0.4,54.8,0.4,73.9,1.4,35.5,1.4,48.6,1.5,42.9,1.8,61.3,2.6,66.6,1.9,-888888888,-888888888,45.6,0.3,43.7,0.4,45.2,0.4,26.1,1.4,64.5,1.4,51.4,1.5,57.1,1.8,38.7,2.6,33.4,1.9,-888888888,-888888888,37096,222,35840,278,35237,289,48773,2213,39920,1255,450,40595,737,55366,1415,26431,774,-888888888,-888888888,40997,261,42325,40203,332,38723,770,51400,907,44037,3075,47521,1567,2774,57075,2482,30501,1340,-888888888,-888888888,33875,487,31789,278,31601,281,38444,3547,37355,40325,479,38470,1319,51997,1552,21709,965,-888888888,-888888888,43957,1029,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,12
