GEO_ID,S1602_C01_001E,S1602_C01_001M,S1602_C01_002E,S1602_C01_002M,S1602_C01_003E,S1602_C01_003M,S1602_C01_004E,S1602_C01_004M,S1602_C01_005E,S1602_C01_005M,S1602_C01_006E,S1602_C01_006M,S1602_C01_007E,S1602_C01_007M,S1602_C01_008E,S1602_C01_008M,NAME,S1602_C01_001EA,S1602_C01_001MA,S1602_C01_002MA,S1602_C01_002EA,S1602_C01_003EA,S1602_C01_003MA,S1602_C01_004EA,S1602_C01_004MA,S1602_C01_005MA,S1602_C01_005EA,S1602_C01_006EA,S1602_C01_006MA,S1602_C01_007MA,S1602_C01_007EA,S1602_C01_008EA,S1602_C01_008MA,state
0400000US13,3.1,0.1,28.6,1.4,11.6,1.6,32.4,2.9,9.1,3.2,4.2,-888888888.0,3.7,-888888888.0,4.5,-888888888.0,Georgia,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),13
0400000US15,6.1,0.6,10.2,4.2,10.5,4.2,21.1,2.0,0.0,15.1,3.6,-888888888.0,4.3,-888888888.0,5.1,-888888888.0,Hawaii,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),15
0400000US16,1.9,0.3,17.7,3.0,10.2,4.0,17.6,9.3,19.6,13.1,3.7,-888888888.0,2.9,-888888888.0,3.9,-888888888.0,Idaho,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),16
0400000US17,5.2,0.2,25.8,1.1,22.6,1.2,24.9,2.1,16.6,3.2,3.1,-888888888.0,2.6,-888888888.0,3.4,-888888888.0,Illinois,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),17
0400000US18,1.7,0.1,23.6,2.2,12.2,1.8,26.0,3.9,10.2,4.9,3.5,-888888888.0,4.1,-888888888.0,5.2,-888888888.0,Indiana,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),18
0400000US19,1.6,0.2,22.5,3.0,10.2,3.0,28.7,5.8,28.0,10.2,2.9,-888888888.0,2.9,-888888888.0,5.6,-888888888.0,Iowa,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),19
0400000US20,2.2,0.2,24.3,2.9,5.9,2.1,25.0,4.0,16.1,7.8,2.7,-888888888.0,3.2,-888888888.0,4.4,-888888888.0,Kansas,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),20
0400000US21,1.1,0.1,21.4,2.8,10.8,3.5,29.1,7.0,28.4,10.2,3.3,-888888888.0,3.0,-888888888.0,4.5,-888888888.0,Kentucky,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),21
0400000US22,1.8,0.2,21.3,2.7,7.6,1.2,28.5,4.4,12.6,11.6,3.5,-888888888.0,3.0,-888888888.0,3.8,-888888888.0,Louisiana,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),22
0400000US23,1.2,0.2,3.0,2.9,10.5,2.2,26.7,10.5,23.2,11.7,2.8,-888888888.0,2.3,-888888888.0,4.7,-888888888.0,Maine,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),23
0400000US24,3.0,0.2,19.2,2.2,13.2,1.6,23.2,2.5,10.7,2.8,3.3,-888888888.0,3.2,-888888888.0,4.1,-888888888.0,Maryland,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),24
0400000US25,5.9,0.2,29.7,1.8,20.5,1.3,30.6,2.4,15.2,3.8,3.8,-888888888.0,3.6,-888888888.0,4.6,-888888888.0,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),25
0400000US26,1.6,0.1,16.5,1.8,12.3,1.3,22.6,2.8,22.2,2.8,3.1,-888888888.0,2.8,-888888888.0,4.4,-888888888.0,Michigan,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),26
0400000US27,2.3,0.1,21.2,2.0,9.9,1.5,25.6,2.9,28.9,3.7,2.6,-888888888.0,3.2,-888888888.0,5.0,-888888888.0,Minnesota,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),27
0400000US28,0.8,0.1,18.9,3.5,11.3,5.6,25.1,8.7,6.8,6.1,3.4,-888888888.0,3.2,-888888888.0,4.2,-888888888.0,Mississippi,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),28
0400000US29,1.3,0.1,18.1,2.0,13.2,2.2,26.5,3.3,20.0,6.5,3.3,-888888888.0,3.7,-888888888.0,5.2,-888888888.0,Missouri,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),29
0400000US30,0.4,0.1,3.3,2.5,5.8,3.2,25.9,14.7,0.4,0.7,2.8,-888888888.0,2.9,-888888888.0,4.2,-888888888.0,Montana,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),30
0400000US31,2.3,0.3,25.8,3.5,7.0,2.7,32.9,9.8,43.3,12.2,2.5,-888888888.0,2.7,-888888888.0,4.4,-888888888.0,Nebraska,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),31
0400000US32,6.4,0.4,26.5,2.0,14.5,3.5,18.9,2.8,27.6,8.6,2.4,-888888888.0,1.8,-888888888.0,2.4,-888888888.0,Nevada,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),32
0400000US33,1.3,0.3,18.5,6.8,8.7,2.5,22.3,8.5,3.0,3.4,2.9,-888888888.0,2.9,-888888888.0,4.2,-888888888.0,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),33
0400000US34,7.2,0.2,28.3,1.0,18.7,1.1,23.3,1.6,15.7,2.3,3.1,-888888888.0,3.2,-888888888.0,3.8,-888888888.0,New Jersey,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),34
0400000US35,5.6,0.4,13.9,1.3,8.1,3.6,32.1,8.9,11.3,2.3,3.3,-888888888.0,2.9,-888888888.0,3.3,-888888888.0,New Mexico,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),35
0400000US36,8.2,0.1,27.5,0.8,23.6,0.7,36.5,1.3,17.0,1.9,3.9,-888888888.0,4.3,-888888888.0,5.0,-888888888.0,New York,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),36
0400000US37,2.6,0.1,31.1,1.6,9.5,1.5,22.5,3.0,16.1,5.7,3.2,-888888888.0,3.0,-888888888.0,3.9,-888888888.0,North Carolina,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),37
0400000US38,0.6,0.2,1.2,2.1,6.7,2.1,26.7,17.0,17.1,9.4,1.6,-888888888.0,1.4,-888888888.0,2.9,-888888888.0,North Dakota,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),38
0400000US39,1.3,0.1,16.4,1.8,14.7,1.8,24.5,2.7,15.0,2.7,3.0,-888888888.0,2.7,-888888888.0,4.8,-888888888.0,Ohio,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),39
0400000US40,2.0,0.2,27.5,2.7,4.2,1.9,22.6,4.2,5.6,2.3,3.0,-888888888.0,3.3,-888888888.0,4.2,-888888888.0,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),40
0400000US41,2.9,0.2,22.7,2.6,10.0,2.1,27.7,3.2,14.6,6.2,2.8,-888888888.0,2.6,-888888888.0,3.8,-888888888.0,Oregon,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),41
0400000US42,2.2,0.1,21.4,1.5,14.0,1.0,29.3,2.2,13.8,3.7,3.6,-888888888.0,4.2,-888888888.0,5.7,-888888888.0,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),42
0400000US44,5.7,0.6,32.4,4.2,19.3,2.9,33.5,10.1,31.6,11.7,3.2,-888888888.0,2.7,-888888888.0,3.6,-888888888.0,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),44
0400000US45,1.5,0.2,26.5,2.7,5.5,1.6,26.9,5.5,19.2,9.2,4.2,-888888888.0,4.2,-888888888.0,5.2,-888888888.0,South Carolina,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),45
0400000US46,0.9,0.2,10.8,5.4,7.9,3.7,15.4,10.3,11.6,5.9,2.3,-888888888.0,1.6,-888888888.0,4.0,-888888888.0,South Dakota,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),46
0400000US47,1.6,0.1,27.5,3.1,9.9,2.3,26.9,4.6,24.2,6.8,3.2,-888888888.0,3.6,-888888888.0,4.9,-888888888.0,Tennessee,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),47
0400000US48,8.0,0.2,24.6,0.5,10.0,1.1,26.7,1.6,12.8,2.4,3.0,-888888888.0,2.4,-888888888.0,2.9,-888888888.0,Texas,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),48
0400000US49,2.9,0.3,20.3,2.2,7.4,2.8,15.7,3.9,6.9,4.1,2.6,-888888888.0,2.4,-888888888.0,3.2,-888888888.0,Utah,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),49
0400000US50,0.9,0.3,8.3,5.7,11.3,3.6,21.8,13.1,24.1,26.8,2.3,-888888888.0,1.7,-888888888.0,5.2,-888888888.0,Vermont,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),50
0400000US51,2.6,0.1,21.7,1.3,8.7,1.5,22.4,2.2,10.2,2.3,3.3,-888888888.0,3.0,-888888888.0,4.1,-888888888.0,Virginia,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),51
0400000US53,4.0,0.2,24.5,1.7,16.0,1.8,23.7,1.6,24.3,4.7,2.9,-888888888.0,3.3,-888888888.0,4.3,-888888888.0,Washington,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),53
0400000US54,0.4,0.1,10.7,4.3,7.9,4.2,20.4,8.7,22.3,14.9,2.3,-888888888.0,2.1,-888888888.0,3.8,-888888888.0,West Virginia,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),54
0400000US55,1.5,0.1,19.8,2.1,10.6,1.6,21.0,3.7,12.4,5.6,2.7,-888888888.0,3.0,-888888888.0,5.0,-888888888.0,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),55
0400000US56,1.0,0.4,14.3,5.3,7.6,7.7,7.3,12.7,1.7,3.0,2.4,-888888888.0,2.0,-888888888.0,5.1,-888888888.0,Wyoming,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),56
0400000US72,70.9,0.5,73.4,0.5,19.1,17.8,73.0,21.2,0.0,49.7,2.0,-888888888.0,1.7,-888888888.0,2.0,-888888888.0,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),72
