GEO_ID,S2406_C01_001E,S2406_C01_001M,S2406_C01_002E,S2406_C01_002M,S2406_C01_003E,S2406_C01_003M,S2406_C01_004E,S2406_C01_004M,S2406_C01_005E,S2406_C01_005M,S2406_C01_006E,S2406_C01_006M,S2406_C01_007E,S2406_C01_007M,S2406_C02_001E,S2406_C02_001M,S2406_C02_002E,S2406_C02_002M,S2406_C02_003E,S2406_C02_003M,S2406_C02_004E,S2406_C02_004M,S2406_C02_005E,S2406_C02_005M,S2406_C02_006E,S2406_C02_006M,S2406_C02_007E,S2406_C02_007M,S2406_C03_001E,S2406_C03_001M,S2406_C03_002E,S2406_C03_002M,S2406_C03_003E,S2406_C03_003M,S2406_C03_004E,S2406_C03_004M,S2406_C03_005E,S2406_C03_005M,S2406_C03_006E,S2406_C03_006M,S2406_C03_007E,S2406_C03_007M,S2406_C04_001E,S2406_C04_001M,S2406_C04_002E,S2406_C04_002M,S2406_C04_003E,S2406_C04_003M,S2406_C04_004E,S2406_C04_004M,S2406_C04_005E,S2406_C04_005M,S2406_C04_006E,S2406_C04_006M,S2406_C04_007E,S2406_C04_007M,S2406_C05_001E,S2406_C05_001M,S2406_C05_002E,S2406_C05_002M,S2406_C05_003E,S2406_C05_003M,S2406_C05_004E,S2406_C05_004M,S2406_C05_005E,S2406_C05_005M,S2406_C05_006E,S2406_C05_006M,S2406_C05_007E,S2406_C05_007M,S2406_C06_001E,S2406_C06_001M,S2406_C06_002E,S2406_C06_002M,S2406_C06_003E,S2406_C06_003M,S2406_C06_004E,S2406_C06_004M,S2406_C06_005E,S2406_C06_005M,S2406_C06_006E,S2406_C06_006M,S2406_C06_007E,S2406_C06_007M,NAME,S2406_C01_001MA,S2406_C01_001EA,S2406_C01_002EA,S2406_C01_002MA,S2406_C01_003MA,S2406_C01_003EA,S2406_C01_004EA,S2406_C01_004MA,S2406_C01_005MA,S2406_C01_005EA,S2406_C01_006MA,S2406_C01_006EA,S2406_C01_007MA,S2406_C01_007EA,S2406_C02_001EA,S2406_C02_001MA,S2406_C02_002MA,S2406_C02_002EA,S2406_C02_003MA,S2406_C02_003EA,S2406_C02_004MA,S2406_C02_004EA,S2406_C02_005MA,S2406_C02_005EA,S2406_C02_006EA,S2406_C02_006MA,S2406_C02_007MA,S2406_C02_007EA,S2406_C03_001MA,S2406_C03_001EA,S2406_C03_002MA,S2406_C03_002EA,S2406_C03_003EA,S2406_C03_003MA,S2406_C03_004MA,S2406_C03_004EA,S2406_C03_005EA,S2406_C03_005MA,S2406_C03_006MA,S2406_C03_006EA,S2406_C03_007MA,S2406_C03_007EA,S2406_C04_001EA,S2406_C04_001MA,S2406_C04_002MA,S2406_C04_002EA,S2406_C04_003MA,S2406_C04_003EA,S2406_C04_004EA,S2406_C04_004MA,S2406_C04_005MA,S2406_C04_005EA,S2406_C04_006EA,S2406_C04_006MA,S2406_C04_007EA,S2406_C04_007MA,S2406_C05_001EA,S2406_C05_001MA,S2406_C05_002MA,S2406_C05_002EA,S2406_C05_003EA,S2406_C05_003MA,S2406_C05_004EA,S2406_C05_004MA,S2406_C05_005EA,S2406_C05_005MA,S2406_C05_006MA,S2406_C05_006EA,S2406_C05_007MA,S2406_C05_007EA,S2406_C06_001EA,S2406_C06_001MA,S2406_C06_002EA,S2406_C06_002MA,S2406_C06_003MA,S2406_C06_003EA,S2406_C06_004MA,S2406_C06_004EA,S2406_C06_005MA,S2406_C06_005EA,S2406_C06_006EA,S2406_C06_006MA,S2406_C06_007MA,S2406_C06_007EA,state
0400000US01,1978825,16252,630546,13742,332024,9630,498720,13364,207577,6811,309958,10465,7.1,-888888888.0,67.7,0.6,50.6,1.1,64.8,1.5,77.1,0.9,72.9,1.6,87.0,0.9,-888888888,-888888888,3.0,0.2,4.9,0.4,1.6,0.4,3.0,0.4,3.0,0.5,1.1,0.3,-888888888,-888888888,6.5,0.3,11.6,0.7,7.2,0.8,4.7,0.4,2.2,0.5,1.3,0.3,-888888888,-888888888,17.0,0.5,27.9,1.0,18.6,1.2,11.4,0.8,9.0,1.0,7.6,0.7,-888888888,-888888888,5.7,0.3,5.0,0.5,7.8,0.8,3.8,0.4,13.0,1.2,3.0,0.6,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),01
0400000US02,337683,5648,118437,4662,60506,4081,78109,4306,39854,3356,40777,2702,5.0,-888888888.0,53.6,1.5,34.6,2.5,57.0,3.0,63.5,2.6,60.9,4.2,77.4,3.3,-888888888,-888888888,3.1,0.6,3.4,0.8,2.0,0.9,3.8,1.5,4.3,1.3,1.6,1.0,-888888888,-888888888,9.7,0.8,15.3,1.6,8.9,1.8,8.8,1.6,3.5,1.5,2.6,1.0,-888888888,-888888888,27.3,1.3,41.1,2.4,25.3,2.8,19.2,2.1,19.2,3.4,13.4,2.7,-888888888,-888888888,6.3,0.6,5.6,1.0,6.7,1.6,4.8,1.3,12.1,2.3,5.0,1.5,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),02
0400000US04,2655557,20625,944655,16337,513025,15051,713539,14361,235874,8603,248464,10540,8.7,-888888888.0,67.8,0.6,56.0,0.8,66.5,1.4,76.2,1.1,75.3,1.5,83.8,1.4,-888888888,-888888888,3.7,0.2,5.2,0.4,1.9,0.3,3.3,0.4,4.9,0.8,1.8,0.5,-888888888,-888888888,6.6,0.3,10.6,0.5,5.6,0.6,5.2,0.4,1.4,0.4,2.3,0.6,-888888888,-888888888,15.8,0.4,23.2,0.7,17.5,1.0,10.3,0.7,8.5,0.8,7.0,0.8,-888888888,-888888888,6.2,0.3,5.1,0.4,8.4,0.7,5.0,0.6,10.0,1.2,5.1,0.8,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),04
0400000US05,1245328,11343,384319,8391,220464,7209,299687,9213,135703,5676,205155,7770,5.6,-888888888.0,65.7,0.7,47.8,1.4,62.1,1.9,73.7,1.3,71.6,2.0,87.4,1.4,-888888888,-888888888,3.3,0.3,4.7,0.6,1.1,0.3,3.6,0.5,4.5,0.9,1.4,0.4,-888888888,-888888888,7.0,0.4,12.7,0.9,7.5,0.9,5.2,0.6,1.3,0.5,2.2,0.6,-888888888,-888888888,17.5,0.5,28.7,1.1,21.3,1.4,12.9,1.0,8.0,1.2,5.4,0.8,-888888888,-888888888,6.6,0.4,6.1,0.7,8.0,0.8,4.7,0.7,14.5,1.6,3.6,0.6,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),05
0400000US06,16243172,45906,5925464,39544,2963375,33578,4080629,30674,1524195,24502,1749509,24033,7.2,-888888888.0,66.5,0.2,54.0,0.4,63.4,0.5,75.0,0.4,76.2,0.6,85.9,0.5,-888888888,-888888888,3.4,0.1,5.1,0.2,1.5,0.1,3.3,0.1,2.9,0.2,1.7,0.2,-888888888,-888888888,6.7,0.1,11.0,0.2,5.1,0.2,4.9,0.2,2.0,0.2,2.6,0.2,-888888888,-888888888,14.9,0.2,21.6,0.3,17.8,0.5,10.6,0.2,5.9,0.3,4.9,0.3,-888888888,-888888888,8.6,0.1,8.2,0.2,12.3,0.4,6.2,0.2,13.0,0.5,4.9,0.3,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),06
0400000US08,2446674,15959,970249,14311,418111,11760,607053,12444,229678,8452,221583,8201,6.5,-888888888.0,65.1,0.5,53.5,0.9,66.0,1.4,75.0,0.9,70.1,1.6,81.8,1.2,-888888888,-888888888,5.2,0.2,6.3,0.4,2.8,0.4,5.1,0.5,6.7,0.9,3.4,0.7,-888888888,-888888888,7.5,0.3,11.9,0.6,5.7,0.6,5.2,0.5,2.3,0.5,2.8,0.6,-888888888,-888888888,14.9,0.4,21.4,0.7,15.4,0.8,9.5,0.6,8.2,1.0,7.6,1.1,-888888888,-888888888,7.4,0.3,6.9,0.4,10.2,0.8,5.2,0.4,12.8,1.1,4.4,0.7,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),08
0400000US09,1736446,9985,705401,11920,311353,10020,425711,10170,129682,6390,164299,6605,5.9,-888888888.0,66.0,0.6,55.3,0.9,64.8,1.4,77.4,1.1,64.3,2.3,86.1,1.4,-888888888,-888888888,3.5,0.2,4.6,0.4,1.9,0.4,2.9,0.4,5.5,1.0,1.8,0.4,-888888888,-888888888,9.9,0.4,14.9,0.7,9.2,0.9,7.0,0.7,3.0,0.8,2.8,0.8,-888888888,-888888888,13.9,0.4,19.2,0.7,15.0,1.1,8.7,0.6,9.0,1.7,6.1,0.9,-888888888,-888888888,6.8,0.3,6.1,0.4,9.2,1.0,4.1,0.5,18.2,2.1,3.2,0.6,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),09
0400000US10,411120,6925,154959,5389,71759,4319,103532,5029,38526,3174,42344,3521,5.8,-888888888.0,68.5,1.2,56.4,1.7,69.2,2.8,76.9,2.0,76.0,4.1,83.9,2.7,-888888888,-888888888,3.5,0.5,4.4,0.9,1.9,0.8,2.9,0.9,5.1,1.7,2.5,1.2,-888888888,-888888888,9.1,0.7,13.8,1.2,8.4,1.8,7.0,1.6,2.4,1.4,4.0,1.6,-888888888,-888888888,15.0,0.9,22.0,1.6,15.0,2.2,10.0,1.4,8.5,2.3,7.1,1.7,-888888888,-888888888,4.0,0.5,3.4,0.6,5.4,1.2,3.1,0.9,8.1,2.6,2.4,1.3,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),10
0400000US11,299127,4978,177065,4835,46535,4066,51778,3831,9196,1667,14553,2309,11.4,-888888888.0,47.4,1.5,36.2,2.0,70.5,3.9,55.6,4.2,72.2,7.5,64.9,6.8,-888888888,-888888888,2.1,0.4,2.6,0.6,1.3,0.8,1.2,0.8,1.9,2.4,1.9,1.7,-888888888,-888888888,18.1,1.1,22.6,1.5,8.2,2.2,17.3,2.9,5.1,3.0,6.8,4.6,-888888888,-888888888,27.6,1.4,34.2,2.0,14.8,2.9,22.8,3.1,9.0,5.2,17.7,5.6,-888888888,-888888888,4.8,0.5,4.5,0.7,5.2,1.7,3.0,1.2,11.7,5.6,8.6,3.9,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),11
0400000US12,7974945,26843,2668971,26456,1627601,20827,2226696,27014,734051,17977,717626,14209,8.8,-888888888.0,68.2,0.3,54.6,0.5,69.7,0.8,78.0,0.6,71.1,1.1,82.2,0.9,-888888888,-888888888,5.9,0.1,8.2,0.3,3.1,0.2,5.1,0.3,8.6,0.6,3.5,0.4,-888888888,-888888888,6.3,0.2,11.3,0.3,5.0,0.3,4.3,0.2,1.6,0.3,2.2,0.3,-888888888,-888888888,13.5,0.2,21.0,0.4,13.4,0.5,8.4,0.3,7.0,0.6,7.7,0.5,-888888888,-888888888,6.1,0.2,5.0,0.2,8.8,0.6,4.1,0.3,11.7,0.8,4.4,0.5,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),12
