GEO_ID,S2001_C01_001E,S2001_C01_001M,S2001_C01_002E,S2001_C01_002M,S2001_C01_003E,S2001_C01_003M,S2001_C01_004E,S2001_C01_004M,S2001_C01_005E,S2001_C01_005M,S2001_C01_006E,S2001_C01_006M,S2001_C01_007E,S2001_C01_007M,S2001_C01_008E,S2001_C01_008M,S2001_C01_009E,S2001_C01_009M,S2001_C01_010E,S2001_C01_010M,S2001_C01_011E,S2001_C01_011M,S2001_C01_012E,S2001_C01_012M,S2001_C01_013E,S2001_C01_013M,S2001_C01_014E,S2001_C01_014M,S2001_C01_015E,S2001_C01_015M,S2001_C01_016E,S2001_C01_016M,S2001_C01_017E,S2001_C01_017M,S2001_C01_018E,S2001_C01_018M,S2001_C01_019E,S2001_C01_019M,S2001_C01_020E,S2001_C01_020M,S2001_C01_021E,S2001_C01_021M,S2001_C02_001E,S2001_C02_001M,S2001_C02_002E,S2001_C02_002M,S2001_C02_003E,S2001_C02_003M,S2001_C02_004E,S2001_C02_004M,S2001_C02_005E,S2001_C02_005M,S2001_C02_006E,S2001_C02_006M,S2001_C02_007E,S2001_C02_007M,S2001_C02_008E,S2001_C02_008M,S2001_C02_009E,S2001_C02_009M,S2001_C02_010E,S2001_C02_010M,S2001_C02_011E,S2001_C02_011M,S2001_C02_012E,S2001_C02_012M,S2001_C02_013E,S2001_C02_013M,S2001_C02_014E,S2001_C02_014M,S2001_C02_015E,S2001_C02_015M,S2001_C02_016E,S2001_C02_016M,S2001_C02_017E,S2001_C02_017M,S2001_C02_018E,S2001_C02_018M,S2001_C02_019E,S2001_C02_019M,S2001_C02_020E,S2001_C02_020M,S2001_C02_021E,S2001_C02_021M,S2001_C03_001E,S2001_C03_001M,S2001_C03_002E,S2001_C03_002M,S2001_C03_003E,S2001_C03_003M,S2001_C03_004E,S2001_C03_004M,S2001_C03_005E,S2001_C03_005M,S2001_C03_006E,S2001_C03_006M,S2001_C03_007E,S2001_C03_007M,S2001_C03_008E,S2001_C03_008M,S2001_C03_009E,S2001_C03_009M,S2001_C03_010E,S2001_C03_010M,S2001_C03_011E,S2001_C03_011M,S2001_C03_012E,S2001_C03_012M,S2001_C03_013E,S2001_C03_013M,S2001_C03_014E,S2001_C03_014M,S2001_C03_015E,S2001_C03_015M,S2001_C03_016E,S2001_C03_016M,S2001_C03_017E,S2001_C03_017M,S2001_C03_018E,S2001_C03_018M,S2001_C03_019E,S2001_C03_019M,S2001_C03_020E,S2001_C03_020M,S2001_C03_021E,S2001_C03_021M,NAME,S2001_C01_001MA,S2001_C01_001EA,S2001_C01_002EA,S2001_C01_002MA,S2001_C01_003EA,S2001_C01_003MA,S2001_C01_004EA,S2001_C01_004MA,S2001_C01_005EA,S2001_C01_005MA,S2001_C01_006EA,S2001_C01_006MA,S2001_C01_007MA,S2001_C01_007EA,S2001_C01_008EA,S2001_C01_008MA,S2001_C01_009MA,S2001_C01_009EA,S2001_C01_010EA,S2001_C01_010MA,S2001_C01_011MA,S2001_C01_011EA,S2001_C01_012MA,S2001_C01_012EA,S2001_C01_013EA,S2001_C01_013MA,S2001_C01_014MA,S2001_C01_014EA,S2001_C01_015MA,S2001_C01_015EA,S2001_C01_016EA,S2001_C01_016MA,S2001_C01_017EA,S2001_C01_017MA,S2001_C01_018EA,S2001_C01_018MA,S2001_C01_019EA,S2001_C01_019MA,S2001_C01_020MA,S2001_C01_020EA,S2001_C01_021EA,S2001_C01_021MA,S2001_C02_001MA,S2001_C02_001EA,S2001_C02_002MA,S2001_C02_002EA,S2001_C02_003EA,S2001_C02_003MA,S2001_C02_004MA,S2001_C02_004EA,S2001_C02_005EA,S2001_C02_005MA,S2001_C02_006MA,S2001_C02_006EA,S2001_C02_007MA,S2001_C02_007EA,S2001_C02_008EA,S2001_C02_008MA,S2001_C02_009EA,S2001_C02_009MA,S2001_C02_010MA,S2001_C02_010EA,S2001_C02_011MA,S2001_C02_011EA,S2001_C02_012EA,S2001_C02_012MA,S2001_C02_013MA,S2001_C02_013EA,S2001_C02_014MA,S2001_C02_014EA,S2001_C02_015EA,S2001_C02_015MA,S2001_C02_016EA,S2001_C02_016MA,S2001_C02_017MA,S2001_C02_017EA,S2001_C02_018EA,S2001_C02_018MA,S2001_C02_019EA,S2001_C02_019MA,S2001_C02_020MA,S2001_C02_020EA,S2001_C02_021EA,S2001_C02_021MA,S2001_C03_001EA,S2001_C03_001MA,S2001_C03_002MA,S2001_C03_002EA,S2001_C03_003EA,S2001_C03_003MA,S2001_C03_004MA,S2001_C03_004EA,S2001_C03_005EA,S2001_C03_005MA,S2001_C03_006MA,S2001_C03_006EA,S2001_C03_007MA,S2001_C03_007EA,S2001_C03_008EA,S2001_C03_008MA,S2001_C03_009MA,S2001_C03_009EA,S2001_C03_010MA,S2001_C03_010EA,S2001_C03_011MA,S2001_C03_011EA,S2001_C03_012MA,S2001_C03_012EA,S2001_C03_013MA,S2001_C03_013EA,S2001_C03_014MA,S2001_C03_014EA,S2001_C03_015MA,S2001_C03_015EA,S2001_C03_016EA,S2001_C03_016MA,S2001_C03_017MA,S2001_C03_017EA,S2001_C03_018EA,S2001_C03_018MA,S2001_C03_019MA,S2001_C03_019EA,S2001_C03_020EA,S2001_C03_020MA,S2001_C03_021EA,S2001_C03_021MA,state
0400000US01,2291063,15668,25530,276,1407341,14370,2.7,0.2,5.9,0.4,19.0,0.7,18.6,0.6,20.7,0.6,13.4,0.5,5.3,0.3,7.0,0.4,7.5,0.3,-888888888,-888888888,47386,547,30406,253,17366,546,24849,669,30064,530,45502,1185,52476,1060,17.3,-888888888.0,1196561,9221,30953,331,793467,11455,2.1,0.3,4.7,0.5,14.9,0.8,16.7,0.8,20.5,0.9,14.9,0.8,6.4,0.5,8.9,0.5,11.0,0.5,41895,387,54855,883,36307,525,20549,562,30622,523,37724,1472,60017,2752,71600,3285,-888888888,-888888888,1094502,11798,21018,300,613874,8614,3.5,0.4,7.4,0.5,24.2,1.0,21.1,0.9,21.1,0.8,11.5,0.7,3.8,0.4,4.4,0.4,2.9,0.4,31321,371,37733,698,24736,479,13299,875,19165,584,24624,583,36873,842,48801,1090,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),01
0400000US02,417064,4741,32140,769,229990,6363,1.6,0.4,3.7,0.6,11.2,1.2,13.9,1.0,19.2,1.2,18.2,1.5,8.3,1.0,12.0,1.1,11.8,1.1,-888888888,-888888888,59581,1648,40575,704,20087,1945,30617,976,40159,1262,51137,1919,67634,6814,14.6,-888888888.0,232677,2942,40408,1211,135576,4541,1.3,0.4,2.5,0.6,9.8,1.4,12.7,1.6,15.2,1.6,18.7,2.0,10.4,1.5,13.5,1.4,15.7,1.6,56643,1642,66610,2128,49686,2691,21458,2894,36552,2490,49215,3402,62488,5893,72452,6227,-888888888,-888888888,184387,3786,26618,1042,94414,4257,2.0,0.8,5.4,1.1,13.2,1.8,15.6,1.3,25.0,2.1,17.5,1.9,5.2,1.1,9.9,1.6,6.1,1.1,42376,1554,49486,2026,31950,875,18387,2070,22157,1848,32102,1982,41816,2390,60365,4214,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),02
0400000US04,3054544,18423,27813,528,1843069,19536,2.1,0.2,4.8,0.3,16.0,0.5,18.0,0.5,21.9,0.6,14.2,0.5,5.3,0.3,8.5,0.4,9.1,0.4,-888888888,-888888888,51953,675,32106,238,17638,752,25607,506,31751,332,46091,919,60051,2024,18.9,-888888888.0,1632223,11397,31580,301,1050408,12564,1.9,0.2,4.5,0.4,14.1,0.7,15.3,0.7,20.8,0.8,15.1,0.7,5.9,0.4,10.2,0.5,12.3,0.6,43594,1117,58435,1069,37027,447,20865,604,29339,1534,38294,1288,55139,2368,72807,3561,-888888888,-888888888,1422321,12382,24416,423,792661,13578,2.4,0.3,5.3,0.4,18.5,0.8,21.5,0.8,23.5,0.8,13.0,0.7,4.7,0.4,6.4,0.5,4.8,0.4,35947,354,43363,621,28172,658,14358,927,21971,429,27216,467,39411,1359,51047,902,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),04
0400000US05,1425130,10860,23992,483,878613,11861,2.7,0.3,6.2,0.5,22.1,0.9,20.2,0.6,21.5,0.8,11.6,0.6,4.8,0.4,5.5,0.4,5.5,0.4,-888888888,-888888888,43526,788,27498,544,18373,926,22895,712,27175,443,41102,607,54036,3592,16.5,-888888888.0,741317,6976,29038,1093,489745,7446,2.4,0.4,4.6,0.6,17.6,1.1,18.2,0.8,22.8,1.1,13.4,0.9,5.9,0.5,7.1,0.6,8.0,0.6,39082,1187,50124,1217,32735,1289,20821,881,30035,1134,35666,642,48518,3143,69442,5629,-888888888,-888888888,683813,8190,20242,326,388868,7918,3.1,0.4,8.3,0.9,27.7,1.2,22.6,0.9,19.8,1.0,9.3,0.7,3.4,0.5,3.4,0.4,2.3,0.4,29148,871,35216,641,22966,575,15848,818,18415,698,23312,842,36184,939,47987,1845,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),05
0400000US06,18507985,42549,30356,102,10910340,43223,2.2,0.1,4.8,0.2,14.9,0.2,14.1,0.2,18.4,0.2,14.0,0.2,6.4,0.1,10.6,0.2,14.6,0.2,-888888888,-888888888,60904,332,35645,130,17937,220,27122,204,35735,193,52248,219,74423,1260,17.4,-888888888.0,10002980,24218,33624,478,6374531,29398,1.9,0.1,4.5,0.2,13.9,0.3,13.0,0.3,17.1,0.3,13.9,0.2,6.3,0.1,11.3,0.2,18.0,0.3,49453,462,67259,489,40498,151,20942,208,31211,226,41538,208,61989,358,90564,588,-888888888,-888888888,8505005,32840,25795,173,4535809,30957,2.5,0.1,5.3,0.2,16.4,0.3,15.6,0.3,20.4,0.3,14.2,0.3,6.4,0.2,9.5,0.2,9.7,0.2,41302,184,51973,347,30800,157,14234,264,22848,438,30686,212,45699,493,61956,345,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),06
0400000US08,2829526,13741,30440,222,1684873,15684,2.1,0.2,4.3,0.3,12.6,0.4,16.0,0.5,21.0,0.5,15.0,0.4,7.1,0.3,10.0,0.3,11.9,0.4,-888888888,-888888888,57945,689,35764,304,19543,1223,26852,481,32651,955,45655,892,61536,753,15.6,-888888888.0,1518814,8683,35465,406,977373,10327,1.9,0.2,3.8,0.4,10.7,0.5,13.9,0.7,19.3,0.7,15.5,0.6,7.7,0.4,11.3,0.5,16.0,0.5,50237,524,65319,1089,41476,342,23122,1652,31662,565,40093,846,55842,1818,79911,3997,-888888888,-888888888,1310712,10146,25392,355,707500,10208,2.5,0.3,5.0,0.4,15.2,0.7,19.0,0.8,23.4,0.7,14.3,0.6,6.3,0.4,8.1,0.5,6.3,0.5,39638,803,47758,714,30280,314,14518,1675,21972,570,27734,879,36750,656,50243,1171,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),08
0400000US09,1970232,9105,35926,441,1170110,12113,1.5,0.2,2.1,0.2,9.7,0.5,12.7,0.6,19.5,0.6,17.0,0.5,8.1,0.4,12.6,0.5,16.7,0.5,-888888888,-888888888,71850,1123,41993,362,21807,649,31553,579,39035,1340,56329,1254,74050,1883,17.4,-888888888.0,1016971,7195,42639,1338,662078,9307,1.3,0.2,1.7,0.3,8.0,0.7,10.3,0.7,17.0,0.7,17.2,0.7,8.2,0.6,13.7,0.7,22.5,0.7,60168,722,84265,1802,50781,408,25273,2408,39273,1882,46219,1050,69222,2657,92756,3913,-888888888,-888888888,953261,7212,30089,560,508032,7920,1.8,0.3,2.6,0.4,11.8,0.8,15.8,0.8,22.8,1.0,16.7,0.8,8.0,0.6,11.2,0.7,9.3,0.6,46004,638,55670,850,35378,604,18974,1641,24743,1146,32370,929,45965,1634,61455,1339,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),09
0400000US10,466437,5888,31435,483,291644,6898,1.3,0.4,3.7,0.6,13.2,1.2,17.3,1.1,22.4,1.5,15.0,1.1,7.7,0.9,9.2,0.9,10.2,0.9,-888888888,-888888888,54959,1563,36707,637,20888,1308,29043,1675,36140,1502,48943,2831,67628,4088,17.6,-888888888.0,234286,3418,36194,868,154536,4408,1.0,0.4,3.2,0.7,11.4,1.3,15.0,1.3,20.3,1.9,15.3,1.6,8.4,1.2,11.0,1.3,14.5,1.4,49013,2444,62697,2566,41943,938,23061,2677,33045,2604,41586,1631,55705,4987,88085,7259,-888888888,-888888888,232151,4837,27259,1105,137108,4930,1.7,0.6,4.2,1.0,15.2,1.8,20.0,1.8,24.7,2.3,14.7,1.5,6.8,1.3,7.2,1.1,5.4,0.9,39508,1691,46237,1300,31966,639,17509,3027,24707,2511,31019,1350,41992,1419,53107,3186,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),10
0400000US11,347971,5891,42058,1049,229026,4962,1.1,0.4,2.5,0.6,7.9,1.0,11.7,1.1,17.7,1.4,14.6,1.3,7.9,1.0,13.1,1.0,23.5,1.4,-888888888,-888888888,80427,2615,49512,2198,22249,2133,31309,812,35530,2993,56869,2716,77482,2737,21.8,-888888888.0,170291,3448,45104,2105,115255,3575,1.1,0.5,2.2,0.7,8.9,1.4,11.6,1.6,16.4,1.9,12.1,1.6,7.0,1.4,13.1,1.4,27.7,2.2,61381,1999,90115,4465,50562,1358,23223,2459,31429,1161,35649,4662,61407,3259,85011,7830,-888888888,-888888888,177680,4118,40367,1724,113771,3831,1.2,0.6,2.8,0.9,6.8,1.3,11.8,1.5,19.1,2.1,17.1,1.8,8.9,1.3,13.1,1.4,19.3,1.7,56127,1701,70613,2335,47567,2552,21056,3885,31172,1320,35360,4225,54340,3635,71327,2405,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),11
0400000US12,9088169,29200,26045,136,5575912,29711,2.5,0.1,5.5,0.2,19.0,0.3,19.4,0.4,21.0,0.3,13.1,0.2,4.7,0.1,6.8,0.2,8.0,0.2,-888888888,-888888888,48822,418,30108,128,16904,254,23936,400,30092,223,41992,294,55005,1168,18.5,-888888888.0,4714318,19281,29480,454,3048468,23022,2.4,0.2,4.8,0.3,16.8,0.4,17.2,0.4,19.8,0.4,14.1,0.4,5.3,0.2,8.4,0.2,11.2,0.3,40731,219,55661,591,32428,182,19127,541,26588,323,34314,1036,50583,493,67948,3479,-888888888,-888888888,4373851,23852,23165,316,2527444,20814,2.6,0.2,6.3,0.3,21.7,0.5,21.9,0.5,22.5,0.5,12.0,0.4,4.0,0.2,4.9,0.2,4.2,0.2,32762,572,40573,432,26448,199,14443,483,21260,265,26256,296,37964,699,46985,633,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),12
