GEO_ID,S1902_C01_001E,S1902_C01_001M,S1902_C01_002E,S1902_C01_002M,S1902_C01_003E,S1902_C01_003M,S1902_C01_004E,S1902_C01_004M,S1902_C01_005E,S1902_C01_005M,S1902_C01_006E,S1902_C01_006M,S1902_C01_007E,S1902_C01_007M,S1902_C01_008E,S1902_C01_008M,S1902_C01_009E,S1902_C01_009M,S1902_C01_010E,S1902_C01_010M,S1902_C01_011E,S1902_C01_011M,S1902_C01_012E,S1902_C01_012M,S1902_C01_013E,S1902_C01_013M,S1902_C01_014E,S1902_C01_014M,S1902_C01_015E,S1902_C01_015M,S1902_C01_016E,S1902_C01_016M,S1902_C01_017E,S1902_C01_017M,S1902_C01_018E,S1902_C01_018M,S1902_C01_019E,S1902_C01_019M,S1902_C01_020E,S1902_C01_020M,S1902_C01_021E,S1902_C01_021M,S1902_C01_022E,S1902_C01_022M,S1902_C01_023E,S1902_C01_023M,S1902_C01_024E,S1902_C01_024M,S1902_C01_025E,S1902_C01_025M,S1902_C01_026E,S1902_C01_026M,S1902_C01_027E,S1902_C01_027M,S1902_C02_001E,S1902_C02_001M,S1902_C02_002E,S1902_C02_002M,S1902_C02_003E,S1902_C02_003M,S1902_C02_004E,S1902_C02_004M,S1902_C02_005E,S1902_C02_005M,S1902_C02_006E,S1902_C02_006M,S1902_C02_007E,S1902_C02_007M,S1902_C02_008E,S1902_C02_008M,S1902_C02_009E,S1902_C02_009M,S1902_C02_010E,S1902_C02_010M,S1902_C02_011E,S1902_C02_011M,S1902_C02_012E,S1902_C02_012M,S1902_C02_013E,S1902_C02_013M,S1902_C02_014E,S1902_C02_014M,S1902_C02_015E,S1902_C02_015M,S1902_C02_016E,S1902_C02_016M,S1902_C02_017E,S1902_C02_017M,S1902_C02_018E,S1902_C02_018M,S1902_C02_019E,S1902_C02_019M,S1902_C02_020E,S1902_C02_020M,S1902_C02_021E,S1902_C02_021M,S1902_C02_022E,S1902_C02_022M,S1902_C02_023E,S1902_C02_023M,S1902_C02_024E,S1902_C02_024M,S1902_C02_025E,S1902_C02_025M,S1902_C02_026E,S1902_C02_026M,S1902_C02_027E,S1902_C02_027M,NAME,S1902_C01_001MA,S1902_C01_001EA,S1902_C01_002EA,S1902_C01_002MA,S1902_C01_003EA,S1902_C01_003MA,S1902_C01_004MA,S1902_C01_004EA,S1902_C01_005EA,S1902_C01_005MA,S1902_C01_006EA,S1902_C01_006MA,S1902_C01_007MA,S1902_C01_007EA,S1902_C01_008EA,S1902_C01_008MA,S1902_C01_009MA,S1902_C01_009EA,S1902_C01_010MA,S1902_C01_010EA,S1902_C01_011EA,S1902_C01_011MA,S1902_C01_012MA,S1902_C01_012EA,S1902_C01_013EA,S1902_C01_013MA,S1902_C01_014EA,S1902_C01_014MA,S1902_C01_015MA,S1902_C01_015EA,S1902_C01_016EA,S1902_C01_016MA,S1902_C01_017EA,S1902_C01_017MA,S1902_C01_018EA,S1902_C01_018MA,S1902_C01_019EA,S1902_C01_019MA,S1902_C01_020EA,S1902_C01_020MA,S1902_C01_021EA,S1902_C01_021MA,S1902_C01_022EA,S1902_C01_022MA,S1902_C01_023EA,S1902_C01_023MA,S1902_C01_024EA,S1902_C01_024MA,S1902_C01_025MA,S1902_C01_025EA,S1902_C01_026MA,S1902_C01_026EA,S1902_C01_027MA,S1902_C01_027EA,S1902_C02_001MA,S1902_C02_001EA,S1902_C02_002MA,S1902_C02_002EA,S1902_C02_003MA,S1902_C02_003EA,S1902_C02_004MA,S1902_C02_004EA,S1902_C02_005EA,S1902_C02_005MA,S1902_C02_006EA,S1902_C02_006MA,S1902_C02_007EA,S1902_C02_007MA,S1902_C02_008MA,S1902_C02_008EA,S1902_C02_009MA,S1902_C02_009EA,S1902_C02_010EA,S1902_C02_010MA,S1902_C02_011MA,S1902_C02_011EA,S1902_C02_012MA,S1902_C02_012EA,S1902_C02_013EA,S1902_C02_013MA,S1902_C02_014EA,S1902_C02_014MA,S1902_C02_015EA,S1902_C02_015MA,S1902_C02_016MA,S1902_C02_016EA,S1902_C02_017MA,S1902_C02_017EA,S1902_C02_018EA,S1902_C02_018MA,S1902_C02_019EA,S1902_C02_019MA,S1902_C02_020MA,S1902_C02_020EA,S1902_C02_021EA,S1902_C02_021MA,S1902_C02_022EA,S1902_C02_022MA,S1902_C02_023MA,S1902_C02_023EA,S1902_C02_024EA,S1902_C02_024MA,S1902_C02_025EA,S1902_C02_025MA,S1902_C02_026MA,S1902_C02_026EA,S1902_C02_027EA,S1902_C02_027MA,state
0400000US01,1815152,10938,73.8,0.5,16.7,0.4,32.5,0.5,6.9,0.3,1.6,0.1,19.9,0.3,1227884,13886,18.6,0.6,35.3,0.7,29.8,0.6,8.5,0.4,6.3,0.3,1.5,0.2,4785298,-555555555,69.5,0.1,26.4,0.1,0.6,0.1,1.1,0.1,0.0,0.1,1.1,0.1,1.4,0.1,3.8,0.1,67.0,0.1,28.7,-888888888.0,29.8,-888888888.0,22.7,-888888888.0,55778,640,57847,760,11637,1177,15540,135,8324,247,2490,274,20608,801,65730,880,34805,1294,54031,1426,91757,1586,60067,2450,103401,3225,80449,7190,21993,255,25182,326,14504,348,15851,2774,24825,3542,41274,28144,11954,1288,12577,2838,12174,946,25639,336,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),01
0400000US02,254610,2804,87.0,0.9,46.1,1.6,18.2,0.8,4.2,0.6,6.7,0.7,17.4,1.1,170859,4484,8.2,0.8,32.5,1.9,37.8,2.0,9.5,1.1,9.7,1.0,2.3,0.4,713985,-555555555,67.4,0.4,3.5,0.2,14.6,0.5,5.5,0.5,1.1,0.1,0.9,0.2,7.0,0.6,5.7,0.2,64.0,0.1,23.2,-888888888.0,23.7,-888888888.0,18.0,-888888888.0,81290,2177,77072,2017,7159,984,14252,547,8631,769,3858,419,30784,3831,93329,2957,42546,4767,65844,4176,114537,4682,88577,9821,150348,12733,94747,8728,30598,770,36329,973,31973,8083,16103,1037,20419,1991,12029,2914,25926,7764,16460,1728,20127,2159,37092,1012,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),02
0400000US04,2334050,12895,76.2,0.4,19.9,0.3,29.9,0.3,4.2,0.2,2.8,0.2,19.0,0.4,1548428,12546,18.3,0.5,35.9,0.6,28.7,0.6,8.7,0.4,6.3,0.3,2.1,0.2,6413737,-555555555,79.4,0.4,4.1,0.1,4.5,0.1,2.7,0.1,0.2,0.1,6.4,0.4,2.6,0.2,29.8,-555555555.0,57.7,0.1,30.6,-888888888.0,30.9,-888888888.0,23.9,-888888888.0,62838,665,63514,783,15143,794,17245,166,9344,279,3646,275,22523,549,71580,930,43578,1163,57893,1456,99597,2057,63896,1953,109335,3112,85263,5607,23618,234,25661,276,17840,750,11217,642,28365,1842,19806,5735,13118,677,13083,1550,13138,297,30298,325,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,(X),null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),04
0400000US05,1114902,8104,74.4,0.6,17.1,0.6,34.5,0.5,6.8,0.4,1.8,0.2,17.6,0.5,761361,9102,17.8,0.6,34.6,1.0,32.2,0.9,7.7,0.4,6.0,0.4,1.6,0.3,2921606,-555555555,78.4,0.2,15.9,0.1,0.6,0.1,1.1,0.1,0.2,0.1,2.1,0.2,1.7,0.1,6.3,0.1,74.5,0.1,28.8,-888888888.0,29.7,-888888888.0,22.3,-888888888.0,52382,849,53739,1039,11514,1700,15547,176,8025,259,3284,433,17504,562,61359,1099,34835,1306,48052,1778,83946,2120,56471,2583,97751,3183,78066,6649,20725,317,22600,369,13878,762,18027,2328,24057,4083,8155,2614,9518,1113,12135,2061,11372,769,23120,378,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),05
0400000US06,12406475,16820,80.7,0.1,22.0,0.2,25.1,0.2,6.1,0.1,4.0,0.1,15.1,0.1,8507856,27357,13.1,0.1,34.6,0.3,28.8,0.2,10.7,0.2,8.5,0.1,4.3,0.1,37349363,-555555555,62.4,0.2,6.0,0.1,0.8,0.1,13.1,0.1,0.4,0.1,13.1,0.2,4.2,0.1,37.7,-555555555.0,40.0,0.1,29.8,-888888888.0,30.4,-888888888.0,22.0,-888888888.0,79465,396,79664,422,19886,590,15804,77,9481,110,5738,116,25993,324,88178,521,44800,935,71251,892,121670,1021,75674,1155,122811,1537,95289,1488,27353,131,30981,199,22328,444,19720,1063,29643,296,21300,1579,13915,193,17212,485,14693,107,39782,281,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,(X),null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),06
0400000US08,1960585,9151,82.7,0.4,24.3,0.4,22.1,0.3,3.6,0.2,2.2,0.2,15.2,0.3,1258885,11852,11.8,0.4,32.0,0.7,37.9,0.6,8.6,0.4,7.5,0.3,2.2,0.2,5049071,-555555555,83.3,0.3,3.9,0.1,1.0,0.1,2.6,0.1,0.1,0.1,5.6,0.3,3.4,0.2,20.8,-555555555.0,69.9,0.1,25.1,-888888888.0,25.5,-888888888.0,19.5,-888888888.0,72423,780,71641,832,15270,1030,15703,198,9237,311,3533,282,25620,667,86004,1116,46478,2433,70536,1926,108366,2232,72079,2636,116047,3122,88780,6697,28723,285,30925,356,20401,1398,16362,1672,25814,2038,20223,5587,14319,959,14160,1213,14767,364,33917,392,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,(X),null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),08
0400000US09,1358809,7109,79.6,0.4,27.8,0.6,28.6,0.4,4.0,0.3,3.1,0.2,17.8,0.4,890770,9681,12.5,0.5,30.9,0.8,34.0,0.7,9.4,0.5,10.2,0.5,3.0,0.3,3577073,-555555555,78.2,0.3,10.0,0.2,0.2,0.1,3.8,0.1,0.0,0.1,5.3,0.3,2.5,0.2,13.5,-555555555.0,71.0,0.1,29.1,-888888888.0,30.0,-888888888.0,23.0,-888888888.0,90074,1309,91506,1284,19757,1890,17426,184,8238,290,4608,369,24457,1072,108218,1616,51876,3246,95425,3694,133346,3388,90248,4945,149663,5050,105277,9070,35078,521,39196,618,20365,1089,21366,5091,33058,2338,27569,13535,13572,768,14995,2023,16558,681,41218,646,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,(X),null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),09
0400000US10,328765,4178,77.5,1.0,22.5,0.9,31.9,0.9,4.0,0.6,2.6,0.4,23.6,1.0,221233,4976,15.7,1.0,32.4,1.6,32.4,1.5,9.2,0.8,8.2,0.8,2.1,0.5,899769,-555555555,70.7,0.5,21.3,0.3,0.3,0.1,3.1,0.1,0.1,0.1,2.0,0.4,2.6,0.4,8.2,-555555555.0,65.3,0.1,31.1,-888888888.0,31.8,-888888888.0,23.8,-888888888.0,72550,1826,71999,1645,14933,4198,17456,411,9932,880,2995,649,24382,1552,84491,2420,51217,7897,67408,4580,111011,3696,68919,4874,124998,6558,96483,9378,27729,621,31047,833,18727,935,18257,9203,35422,4431,9765,3471,13848,2190,14556,3453,14381,1235,32360,886,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,(X),null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),10
0400000US11,252388,3730,79.7,1.3,24.9,1.1,19.9,0.8,5.4,0.7,4.7,0.7,14.5,0.9,101519,4051,13.7,1.8,36.6,2.4,31.0,2.1,11.2,1.7,4.6,0.9,2.9,0.8,604453,-555555555,40.2,0.7,51.2,0.4,0.3,0.1,3.6,0.2,0.0,0.1,2.8,0.6,2.0,0.3,9.1,-555555555.0,34.8,0.1,31.7,-888888888.0,34.0,-888888888.0,27.7,-888888888.0,92959,2716,98824,3234,18316,2770,13504,570,8066,740,3771,502,35416,3275,121027,5305,26930,3840,86767,7824,194939,12265,100416,16307,239882,44646,100020,19798,41240,1032,65605,2222,23005,944,37927,29776,46242,5304,73100,36534,22077,4416,35604,5520,29606,3110,70395,2578,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,(X),null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),11
0400000US12,7035068,25739,73.1,0.2,21.7,0.2,34.6,0.2,4.7,0.1,2.0,0.1,18.9,0.2,4556930,26451,20.0,0.3,34.7,0.4,28.1,0.3,8.8,0.2,6.1,0.2,2.3,0.1,18843326,-555555555,76.5,0.2,15.9,0.1,0.4,0.1,2.4,0.1,0.1,0.1,2.6,0.1,2.2,0.1,22.6,-555555555.0,57.8,0.1,31.5,-888888888.0,31.9,-888888888.0,24.4,-888888888.0,61877,469,61596,508,20853,1048,16654,87,8613,139,3609,179,23267,410,72079,660,48214,1211,60301,1240,97337,1169,64930,1722,108113,2312,79855,2994,24272,181,26915,229,14605,231,18028,2042,25528,1700,19011,3581,14511,921,13560,783,16967,238,29918,282,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,(X),null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),12
