GEO_ID,S1603_C01_001E,S1603_C01_001M,S1603_C01_002E,S1603_C01_002M,S1603_C01_003E,S1603_C01_003M,S1603_C01_004E,S1603_C01_004M,S1603_C01_005E,S1603_C01_005M,S1603_C01_006E,S1603_C01_006M,S1603_C01_007E,S1603_C01_007M,S1603_C01_008E,S1603_C01_008M,S1603_C01_009E,S1603_C01_009M,S1603_C01_010E,S1603_C01_010M,S1603_C01_011E,S1603_C01_011M,S1603_C01_012E,S1603_C01_012M,S1603_C01_013E,S1603_C01_013M,S1603_C01_014E,S1603_C01_014M,S1603_C01_015E,S1603_C01_015M,S1603_C01_016E,S1603_C01_016M,S1603_C01_017E,S1603_C01_017M,S1603_C01_018E,S1603_C01_018M,S1603_C02_001E,S1603_C02_001M,S1603_C02_002E,S1603_C02_002M,S1603_C02_003E,S1603_C02_003M,S1603_C02_004E,S1603_C02_004M,S1603_C02_005E,S1603_C02_005M,S1603_C02_006E,S1603_C02_006M,S1603_C02_007E,S1603_C02_007M,S1603_C02_008E,S1603_C02_008M,S1603_C02_009E,S1603_C02_009M,S1603_C02_010E,S1603_C02_010M,S1603_C02_011E,S1603_C02_011M,S1603_C02_012E,S1603_C02_012M,S1603_C02_013E,S1603_C02_013M,S1603_C02_014E,S1603_C02_014M,S1603_C02_015E,S1603_C02_015M,S1603_C02_016E,S1603_C02_016M,S1603_C02_017E,S1603_C02_017M,S1603_C02_018E,S1603_C02_018M,S1603_C03_001E,S1603_C03_001M,S1603_C03_002E,S1603_C03_002M,S1603_C03_003E,S1603_C03_003M,S1603_C03_004E,S1603_C03_004M,S1603_C03_005E,S1603_C03_005M,S1603_C03_006E,S1603_C03_006M,S1603_C03_007E,S1603_C03_007M,S1603_C03_008E,S1603_C03_008M,S1603_C03_009E,S1603_C03_009M,S1603_C03_010E,S1603_C03_010M,S1603_C03_011E,S1603_C03_011M,S1603_C03_012E,S1603_C03_012M,S1603_C03_013E,S1603_C03_013M,S1603_C03_014E,S1603_C03_014M,S1603_C03_015E,S1603_C03_015M,S1603_C03_016E,S1603_C03_016M,S1603_C03_017E,S1603_C03_017M,S1603_C03_018E,S1603_C03_018M,S1603_C04_001E,S1603_C04_001M,S1603_C04_002E,S1603_C04_002M,S1603_C04_003E,S1603_C04_003M,S1603_C04_004E,S1603_C04_004M,S1603_C04_005E,S1603_C04_005M,S1603_C04_006E,S1603_C04_006M,S1603_C04_007E,S1603_C04_007M,S1603_C04_008E,S1603_C04_008M,S1603_C04_009E,S1603_C04_009M,S1603_C04_010E,S1603_C04_010M,S1603_C04_011E,S1603_C04_011M,S1603_C04_012E,S1603_C04_012M,S1603_C04_013E,S1603_C04_013M,S1603_C04_014E,S1603_C04_014M,S1603_C04_015E,S1603_C04_015M,S1603_C04_016E,S1603_C04_016M,S1603_C04_017E,S1603_C04_017M,S1603_C04_018E,S1603_C04_018M,NAME,S1603_C01_001MA,S1603_C01_001EA,S1603_C01_002MA,S1603_C01_002EA,S1603_C01_003EA,S1603_C01_003MA,S1603_C01_004MA,S1603_C01_004EA,S1603_C01_005EA,S1603_C01_005MA,S1603_C01_006MA,S1603_C01_006EA,S1603_C01_007MA,S1603_C01_007EA,S1603_C01_008EA,S1603_C01_008MA,S1603_C01_009EA,S1603_C01_009MA,S1603_C01_010MA,S1603_C01_010EA,S1603_C01_011MA,S1603_C01_011EA,S1603_C01_012MA,S1603_C01_012EA,S1603_C01_013MA,S1603_C01_013EA,S1603_C01_014MA,S1603_C01_014EA,S1603_C01_015MA,S1603_C01_015EA,S1603_C01_016EA,S1603_C01_016MA,S1603_C01_017MA,S1603_C01_017EA,S1603_C01_018MA,S1603_C01_018EA,S1603_C02_001EA,S1603_C02_001MA,S1603_C02_002MA,S1603_C02_002EA,S1603_C02_003EA,S1603_C02_003MA,S1603_C02_004EA,S1603_C02_004MA,S1603_C02_005EA,S1603_C02_005MA,S1603_C02_006EA,S1603_C02_006MA,S1603_C02_007EA,S1603_C02_007MA,S1603_C02_008EA,S1603_C02_008MA,S1603_C02_009EA,S1603_C02_009MA,S1603_C02_010EA,S1603_C02_010MA,S1603_C02_011EA,S1603_C02_011MA,S1603_C02_012EA,S1603_C02_012MA,S1603_C02_013MA,S1603_C02_013EA,S1603_C02_014MA,S1603_C02_014EA,S1603_C02_015EA,S1603_C02_015MA,S1603_C02_016MA,S1603_C02_016EA,S1603_C02_017MA,S1603_C02_017EA,S1603_C02_018MA,S1603_C02_018EA,S1603_C03_001MA,S1603_C03_001EA,S1603_C03_002EA,S1603_C03_002MA,S1603_C03_003MA,S1603_C03_003EA,S1603_C03_004MA,S1603_C03_004EA,S1603_C03_005MA,S1603_C03_005EA,S1603_C03_006MA,S1603_C03_006EA,S1603_C03_007MA,S1603_C03_007EA,S1603_C03_008EA,S1603_C03_008MA,S1603_C03_009EA,S1603_C03_009MA,S1603_C03_010EA,S1603_C03_010MA,S1603_C03_011EA,S1603_C03_011MA,S1603_C03_012EA,S1603_C03_012MA,S1603_C03_013MA,S1603_C03_013EA,S1603_C03_014EA,S1603_C03_014MA,S1603_C03_015EA,S1603_C03_015MA,S1603_C03_016MA,S1603_C03_016EA,S1603_C03_017EA,S1603_C03_017MA,S1603_C03_018MA,S1603_C03_018EA,S1603_C04_001EA,S1603_C04_001MA,S1603_C04_002EA,S1603_C04_002MA,S1603_C04_003EA,S1603_C04_003MA,S1603_C04_004MA,S1603_C04_004EA,S1603_C04_005EA,S1603_C04_005MA,S1603_C04_006EA,S1603_C04_006MA,S1603_C04_007MA,S1603_C04_007EA,S1603_C04_008EA,S1603_C04_008MA,S1603_C04_009MA,S1603_C04_009EA,S1603_C04_010MA,S1603_C04_010EA,S1603_C04_011EA,S1603_C04_011MA,S1603_C04_012MA,S1603_C04_012EA,S1603_C04_013MA,S1603_C04_013EA,S1603_C04_014MA,S1603_C04_014EA,S1603_C04_015MA,S1603_C04_015EA,S1603_C04_016MA,S1603_C04_016EA,S1603_C04_017EA,S1603_C04_017MA,S1603_C04_018MA,S1603_C04_018EA,state
0400000US01,4477229,3071,18.5,0.1,66.8,0.1,14.7,0.1,96.3,0.2,3.7,0.2,1.1,0.1,2.7,0.2,4363168,3622,18.2,0.5,81.8,0.5,3161521,5158,17.9,0.4,31.3,0.5,29.0,0.4,21.9,0.4,4.2,-888888888.0,4.0,-888888888.0,4246569,9029,18.4,0.1,66.4,0.1,15.2,0.1,99.3,0.1,0.7,0.1,0.4,0.1,0.3,0.1,4137887,9452,17.8,0.5,82.2,0.5,3013659,6373,17.1,0.4,31.8,0.5,29.4,0.4,21.7,0.4,-888888888,-888888888,-888888888,-888888888,230660,8994,20.2,1.6,74.8,1.6,4.9,0.7,40.9,2.1,59.1,2.1,13.1,1.4,46.1,2.2,225281,9170,23.8,2.4,76.2,2.4,147862,5448,32.7,2.4,20.1,1.7,20.8,1.9,26.4,1.9,-888888888,-888888888,-888888888,-888888888,152831,6305,23.8,1.8,73.7,1.9,2.5,0.6,44.5,2.6,55.5,2.6,6.5,1.6,49.0,2.6,149501,6569,29.2,3.3,70.8,3.3,89390,3848,46.3,3.2,21.9,2.6,19.2,2.7,12.6,1.8,-888888888,-888888888,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),01
0400000US02,660403,1218,20.4,0.2,71.5,0.2,8.1,0.2,92.6,0.6,7.4,0.6,3.6,0.4,3.8,0.5,644276,1824,9.2,0.9,90.8,0.9,450577,1719,9.0,0.7,25.3,1.0,37.8,1.2,27.9,1.3,2.3,-888888888.0,1.8,-888888888.0,551159,5408,21.1,0.4,71.0,0.4,7.9,0.2,98.5,0.3,1.5,0.3,0.9,0.2,0.7,0.2,537540,5453,8.3,0.9,91.7,0.9,374568,3705,6.3,0.7,25.8,1.1,38.6,1.3,29.3,1.4,-888888888,-888888888,-888888888,-888888888,109244,4913,17.1,1.8,74.1,1.9,8.8,1.0,62.9,2.3,37.1,2.3,17.5,1.9,19.6,2.4,106736,4822,13.8,2.1,86.2,2.1,76009,3359,22.1,2.3,23.0,2.3,33.9,2.7,20.9,2.6,-888888888,-888888888,-888888888,-888888888,21950,2946,12.4,3.8,84.2,4.3,3.4,1.8,62.1,7.0,37.9,7.0,13.4,5.1,24.5,6.7,21523,2890,8.6,4.0,91.4,4.0,14773,2316,33.6,6.9,14.3,4.2,29.5,6.8,22.6,6.9,-888888888,-888888888,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),02
0400000US04,5957961,1719,19.7,0.1,65.4,0.1,14.9,0.1,85.7,0.3,14.3,0.3,5.2,0.2,9.1,0.3,5823297,3722,16.6,0.5,83.4,0.5,4146758,3096,14.4,0.4,25.1,0.4,34.7,0.4,25.9,0.4,5.2,-888888888.0,4.5,-888888888.0,4365286,22587,18.9,0.2,64.2,0.2,17.0,0.1,97.0,0.2,3.0,0.2,1.7,0.1,1.3,0.1,4277398,22457,13.0,0.5,87.0,0.5,3099980,14327,7.7,0.3,24.8,0.5,38.2,0.5,29.3,0.4,-888888888,-888888888,-888888888,-888888888,1592675,22635,22.2,0.6,68.7,0.6,9.1,0.3,54.8,0.8,45.2,0.8,14.8,0.6,30.4,0.9,1545899,22249,26.7,1.3,73.3,1.3,1046778,14325,34.1,1.0,25.9,0.9,24.1,0.7,15.9,0.6,-888888888,-888888888,-888888888,-888888888,1214905,18737,24.8,0.6,67.7,0.6,7.5,0.2,55.6,0.9,44.4,0.9,11.6,0.6,32.8,1.0,1179246,17977,27.7,1.6,72.3,1.6,761980,11677,40.2,1.3,26.5,1.0,23.1,0.8,10.3,0.7,-888888888,-888888888,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),04
0400000US05,2727155,2544,18.9,0.1,65.7,0.1,15.4,0.1,95.3,0.2,4.7,0.2,1.3,0.1,3.4,0.3,2649067,2825,17.8,0.6,82.2,0.6,1919422,5349,17.1,0.5,34.6,0.6,28.9,0.5,19.5,0.5,3.1,-888888888.0,2.6,-888888888.0,2539497,7449,18.5,0.1,65.4,0.2,16.2,0.1,99.1,0.1,0.9,0.1,0.4,0.1,0.5,0.1,2465512,7493,17.1,0.5,82.9,0.5,1805351,5731,15.5,0.5,35.5,0.6,29.5,0.5,19.5,0.6,-888888888,-888888888,-888888888,-888888888,187658,6959,25.5,1.3,69.7,1.5,4.8,0.9,42.6,2.3,57.4,2.3,14.0,1.7,43.4,2.8,183555,6962,27.8,3.2,72.2,3.2,114071,4864,41.9,2.8,21.1,2.3,18.0,2.2,19.1,2.1,-888888888,-888888888,-888888888,-888888888,136992,5221,28.1,1.5,69.2,1.6,2.8,0.7,43.3,2.4,56.7,2.4,11.0,1.8,45.7,3.0,133745,5446,31.9,4.2,68.1,4.2,79168,3242,52.2,3.3,21.7,3.1,16.4,2.7,9.7,1.8,-888888888,-888888888,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),05
0400000US06,34820465,2428,19.5,0.1,68.3,0.1,12.3,0.1,71.0,0.2,29.0,0.2,13.3,0.1,15.7,0.2,34111830,6181,15.2,0.2,84.8,0.2,24097200,5727,19.3,0.2,20.8,0.1,29.8,0.2,30.1,0.2,3.3,-888888888.0,3.2,-888888888.0,19588115,60893,18.8,0.1,66.8,0.1,14.4,0.1,95.2,0.1,4.8,0.1,3.0,0.1,1.8,0.1,19112959,60773,11.6,0.2,88.4,0.2,13813285,39033,7.8,0.1,21.2,0.2,36.3,0.2,34.7,0.3,-888888888,-888888888,-888888888,-888888888,15232350,61078,20.3,0.1,70.2,0.1,9.5,0.1,39.8,0.2,60.2,0.2,26.5,0.3,33.7,0.3,14998871,59790,19.8,0.3,80.2,0.3,10283915,37867,34.8,0.3,20.3,0.2,21.1,0.3,23.8,0.2,-888888888,-888888888,-888888888,-888888888,10059973,43652,24.1,0.2,69.3,0.1,6.6,0.1,47.9,0.3,52.1,0.3,15.7,0.2,36.4,0.4,9895307,43287,23.2,0.5,76.8,0.5,6281136,24413,47.2,0.5,22.9,0.3,19.7,0.3,10.1,0.2,-888888888,-888888888,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),06
0400000US08,4706794,1540,18.8,0.1,69.4,0.1,11.7,0.1,89.5,0.3,10.5,0.3,3.8,0.2,6.7,0.3,4595855,2399,12.8,0.4,87.2,0.4,3328045,3818,10.3,0.3,22.8,0.4,30.5,0.5,36.4,0.5,3.7,-888888888.0,3.4,-888888888.0,3901647,19549,18.2,0.2,69.4,0.2,12.4,0.1,97.9,0.1,2.1,0.1,1.2,0.1,0.9,0.1,3812603,19656,10.9,0.4,89.1,0.4,2792006,12102,5.9,0.3,22.7,0.4,32.4,0.5,38.9,0.5,-888888888,-888888888,-888888888,-888888888,805147,19263,22.0,0.7,69.6,0.8,8.4,0.5,48.7,1.1,51.3,1.1,16.1,0.8,35.1,1.2,783252,19405,21.9,1.4,78.1,1.4,536039,11344,33.1,1.3,23.3,1.2,20.4,1.1,23.2,1.0,-888888888,-888888888,-888888888,-888888888,573076,16522,24.9,0.8,68.0,0.9,7.2,0.4,55.0,1.3,45.0,1.3,9.3,0.8,35.7,1.3,556390,16479,24.6,1.9,75.4,1.9,363334,9608,42.9,1.7,25.1,1.5,18.5,1.2,13.5,1.0,-888888888,-888888888,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),08
0400000US09,3375388,930,18.2,0.1,66.8,0.1,15.1,0.1,85.7,0.4,14.3,0.4,6.7,0.2,7.6,0.3,3268309,1904,9.7,0.4,90.3,0.4,2434383,1628,11.4,0.4,28.2,0.5,24.8,0.5,35.5,0.6,2.9,-888888888.0,3.1,-888888888.0,2657608,13477,18.6,0.2,65.5,0.2,16.0,0.2,95.8,0.2,4.2,0.2,2.6,0.2,1.6,0.2,2571462,13256,7.8,0.5,92.2,0.5,1910009,9828,7.3,0.3,28.3,0.6,26.4,0.5,38.0,0.6,-888888888,-888888888,-888888888,-888888888,717780,13511,16.7,0.6,71.6,0.8,11.7,0.6,48.1,1.2,51.9,1.2,22.1,0.8,29.8,1.2,696847,13249,16.7,1.1,83.3,1.1,524374,9723,26.4,1.3,27.9,1.0,19.2,1.1,26.6,1.0,-888888888,-888888888,-888888888,-888888888,354079,7611,19.9,0.8,74.2,0.8,5.9,0.3,64.9,2.1,35.1,2.1,9.9,1.0,25.2,2.0,343728,7557,23.8,2.0,76.2,2.0,238597,4383,34.8,2.2,30.8,1.8,20.1,1.7,14.3,1.3,-888888888,-888888888,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),09
0400000US10,843674,492,17.8,0.1,66.9,0.1,15.3,0.1,91.6,0.4,8.4,0.4,3.9,0.3,4.5,0.4,819845,946,11.1,0.8,88.9,0.8,600779,1136,12.3,0.8,32.7,1.0,27.2,1.1,27.8,1.0,2.9,-888888888.0,3.1,-888888888.0,742113,5186,17.5,0.3,66.3,0.3,16.2,0.2,98.0,0.3,2.0,0.3,1.2,0.2,0.9,0.3,720056,5245,10.3,0.9,89.7,0.9,533182,3409,10.7,0.8,34.3,1.0,28.3,1.1,26.7,1.0,-888888888,-888888888,-888888888,-888888888,101561,5080,19.9,1.8,71.2,1.9,8.9,1.3,44.8,2.9,55.2,2.9,23.8,2.4,31.4,2.9,99789,5019,17.0,3.4,83.0,3.4,67597,3295,25.1,2.9,19.5,3.0,18.9,2.6,36.5,2.6,-888888888,-888888888,-888888888,-888888888,58082,3664,24.1,2.6,70.6,2.8,5.3,1.2,53.6,4.2,46.4,4.2,11.2,2.7,35.2,4.2,56987,3643,21.6,5.1,78.4,5.1,34769,1917,38.7,5.7,23.7,4.7,21.3,4.3,16.3,3.4,-888888888,-888888888,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),10
0400000US11,571592,205,12.0,0.1,75.9,0.1,12.1,0.1,85.8,0.8,14.2,0.8,5.6,0.6,8.6,0.6,538362,347,18.7,1.2,81.3,1.2,416824,662,12.6,0.9,20.3,1.0,17.0,1.1,50.1,1.1,4.5,-888888888.0,5.0,-888888888.0,488519,5212,12.2,0.3,75.0,0.3,12.8,0.3,93.0,0.8,7.0,0.8,2.8,0.5,4.2,0.7,460086,5199,19.0,1.3,81.0,1.3,354457,4441,12.4,1.0,21.5,1.1,17.4,1.3,48.7,1.3,-888888888,-888888888,-888888888,-888888888,83073,5218,10.5,1.6,81.2,1.9,8.3,1.4,43.5,3.3,56.5,3.3,22.3,3.2,34.1,2.9,78276,5152,16.8,3.0,83.2,3.0,62367,4435,13.8,2.3,13.2,2.9,14.9,2.6,58.1,3.4,-888888888,-888888888,-888888888,-888888888,39395,3672,16.0,2.8,77.5,3.0,6.6,1.4,53.4,4.6,46.6,4.6,18.4,4.6,28.2,4.4,37834,3665,15.5,4.7,84.5,4.7,26578,2434,24.1,5.4,18.0,5.2,14.8,4.1,43.1,5.3,-888888888,-888888888,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),11
0400000US12,17775340,3060,16.5,0.1,65.1,0.1,18.4,0.1,79.5,0.2,20.5,0.2,10.0,0.1,10.5,0.2,17384045,5707,15.9,0.2,84.1,0.2,13077179,7576,14.5,0.2,29.9,0.2,29.7,0.2,25.8,0.2,4.3,-888888888.0,3.4,-888888888.0,12907073,31111,16.4,0.1,63.3,0.1,20.3,0.1,94.7,0.1,5.3,0.1,3.2,0.1,2.1,0.1,12583087,32211,14.4,0.3,85.6,0.3,9556188,20397,11.0,0.2,31.0,0.3,31.7,0.3,26.3,0.2,-888888888,-888888888,-888888888,-888888888,4868267,30883,16.8,0.2,69.8,0.2,13.4,0.2,39.3,0.5,60.7,0.5,27.9,0.4,32.8,0.5,4800958,31594,19.9,0.6,80.1,0.6,3520991,21254,24.0,0.5,27.2,0.4,24.6,0.5,24.2,0.4,-888888888,-888888888,-888888888,-888888888,3566655,20841,17.7,0.2,70.2,0.2,12.1,0.1,43.5,0.6,56.5,0.6,24.8,0.5,31.7,0.6,3518353,21244,20.8,0.7,79.2,0.7,2534361,13261,26.3,0.6,28.0,0.5,24.5,0.6,21.2,0.5,-888888888,-888888888,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),12
