GEO_ID,S1903_C01_001E,S1903_C01_001M,S1903_C01_002E,S1903_C01_002M,S1903_C01_003E,S1903_C01_003M,S1903_C01_004E,S1903_C01_004M,S1903_C01_005E,S1903_C01_005M,S1903_C01_006E,S1903_C01_006M,S1903_C01_007E,S1903_C01_007M,S1903_C01_008E,S1903_C01_008M,S1903_C01_009E,S1903_C01_009M,S1903_C01_010E,S1903_C01_010M,S1903_C01_012E,S1903_C01_012M,S1903_C01_013E,S1903_C01_013M,S1903_C01_014E,S1903_C01_014M,S1903_C01_015E,S1903_C01_015M,S1903_C01_016E,S1903_C01_016M,S1903_C01_017E,S1903_C01_017M,S1903_C01_018E,S1903_C01_018M,S1903_C01_019E,S1903_C01_019M,S1903_C01_020E,S1903_C01_020M,S1903_C01_021E,S1903_C01_021M,S1903_C01_022E,S1903_C01_022M,S1903_C01_023E,S1903_C01_023M,S1903_C01_024E,S1903_C01_024M,S1903_C01_025E,S1903_C01_025M,S1903_C01_026E,S1903_C01_026M,S1903_C01_027E,S1903_C01_027M,S1903_C01_028E,S1903_C01_028M,S1903_C01_029E,S1903_C01_029M,S1903_C01_030E,S1903_C01_030M,S1903_C01_031E,S1903_C01_031M,S1903_C02_001E,S1903_C02_001M,S1903_C02_002E,S1903_C02_002M,S1903_C02_003E,S1903_C02_003M,S1903_C02_004E,S1903_C02_004M,S1903_C02_005E,S1903_C02_005M,S1903_C02_006E,S1903_C02_006M,S1903_C02_007E,S1903_C02_007M,S1903_C02_008E,S1903_C02_008M,S1903_C02_009E,S1903_C02_009M,S1903_C02_010E,S1903_C02_010M,S1903_C02_012E,S1903_C02_012M,S1903_C02_013E,S1903_C02_013M,S1903_C02_014E,S1903_C02_014M,S1903_C02_015E,S1903_C02_015M,S1903_C02_016E,S1903_C02_016M,S1903_C02_017E,S1903_C02_017M,S1903_C02_018E,S1903_C02_018M,S1903_C02_019E,S1903_C02_019M,S1903_C02_020E,S1903_C02_020M,S1903_C02_021E,S1903_C02_021M,S1903_C02_022E,S1903_C02_022M,S1903_C02_023E,S1903_C02_023M,S1903_C02_024E,S1903_C02_024M,S1903_C02_025E,S1903_C02_025M,S1903_C02_026E,S1903_C02_026M,S1903_C02_027E,S1903_C02_027M,S1903_C02_028E,S1903_C02_028M,S1903_C02_029E,S1903_C02_029M,S1903_C02_030E,S1903_C02_030M,S1903_C02_031E,S1903_C02_031M,NAME,S1903_C01_001MA,S1903_C01_001EA,S1903_C01_002MA,S1903_C01_002EA,S1903_C01_003EA,S1903_C01_003MA,S1903_C01_004MA,S1903_C01_004EA,S1903_C01_005EA,S1903_C01_005MA,S1903_C01_006EA,S1903_C01_006MA,S1903_C01_007MA,S1903_C01_007EA,S1903_C01_008EA,S1903_C01_008MA,S1903_C01_009EA,S1903_C01_009MA,S1903_C01_010MA,S1903_C01_010EA,S1903_C01_012EA,S1903_C01_012MA,S1903_C01_013MA,S1903_C01_013EA,S1903_C01_014MA,S1903_C01_014EA,S1903_C01_015EA,S1903_C01_015MA,S1903_C01_016MA,S1903_C01_016EA,S1903_C01_017MA,S1903_C01_017EA,S1903_C01_018EA,S1903_C01_018MA,S1903_C01_019MA,S1903_C01_019EA,S1903_C01_020MA,S1903_C01_020EA,S1903_C01_021EA,S1903_C01_021MA,S1903_C01_022EA,S1903_C01_022MA,S1903_C01_023EA,S1903_C01_023MA,S1903_C01_024EA,S1903_C01_024MA,S1903_C01_025MA,S1903_C01_025EA,S1903_C01_026EA,S1903_C01_026MA,S1903_C01_027MA,S1903_C01_027EA,S1903_C01_028EA,S1903_C01_028MA,S1903_C01_029MA,S1903_C01_029EA,S1903_C01_030EA,S1903_C01_030MA,S1903_C01_031MA,S1903_C01_031EA,S1903_C02_001EA,S1903_C02_001MA,S1903_C02_002MA,S1903_C02_002EA,S1903_C02_003MA,S1903_C02_003EA,S1903_C02_004EA,S1903_C02_004MA,S1903_C02_005EA,S1903_C02_005MA,S1903_C02_006EA,S1903_C02_006MA,S1903_C02_007EA,S1903_C02_007MA,S1903_C02_008MA,S1903_C02_008EA,S1903_C02_009EA,S1903_C02_009MA,S1903_C02_010MA,S1903_C02_010EA,S1903_C02_012MA,S1903_C02_012EA,S1903_C02_013EA,S1903_C02_013MA,S1903_C02_014EA,S1903_C02_014MA,S1903_C02_015MA,S1903_C02_015EA,S1903_C02_016EA,S1903_C02_016MA,S1903_C02_017MA,S1903_C02_017EA,S1903_C02_018EA,S1903_C02_018MA,S1903_C02_019MA,S1903_C02_019EA,S1903_C02_020MA,S1903_C02_020EA,S1903_C02_021EA,S1903_C02_021MA,S1903_C02_022EA,S1903_C02_022MA,S1903_C02_023MA,S1903_C02_023EA,S1903_C02_024EA,S1903_C02_024MA,S1903_C02_025EA,S1903_C02_025MA,S1903_C02_026EA,S1903_C02_026MA,S1903_C02_027MA,S1903_C02_027EA,S1903_C02_028EA,S1903_C02_028MA,S1903_C02_029EA,S1903_C02_029MA,S1903_C02_030EA,S1903_C02_030MA,S1903_C02_031MA,S1903_C02_031EA,state
0400000US01,1815152,10938,72.3,0.3,24.8,0.3,0.5,0.1,1.0,0.1,-999999999.0,-999999999.0,0.7,0.1,0.8,0.1,2.3,0.2,70.8,0.4,4.6,0.2,32.4,0.4,39.7,0.4,23.2,0.3,1227884,13886,41.6,0.6,58.4,0.6,70.8,0.7,22.8,0.6,6.5,0.4,587268,11440,55.2,0.8,49.7,0.8,5.4,0.4,44.8,0.8,37.4,0.9,7.4,0.6,28.7,-888888888.0,29.8,-888888888.0,25.3,-888888888.0,40474,472,45799,744,26988,754,31430,3678,48014,11864,-999999999,-999999999,30784,4867,34129,5637,32666,2723,46145,740,19230,2256,44455,1582,48604,1232,30763,699,50429,708,47247,1572,51948,953,63353,953,23620,931,34816,2253,22840,632,19968,601,18654,612,35835,2045,27480,995,25229,796,44406,4836,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),01
0400000US02,254610,2804,75.3,0.8,3.4,0.4,12.1,0.7,3.6,0.4,-999999999.0,-999999999.0,-999999999.0,-999999999.0,4.1,0.6,4.1,0.4,72.6,0.8,5.8,0.6,36.4,1.0,45.1,0.9,12.7,0.6,170859,4484,52.0,1.7,48.0,1.7,74.9,1.7,16.8,1.4,8.3,1.1,83751,4087,44.5,2.0,34.3,2.3,10.2,1.7,55.5,2.0,41.7,2.3,13.7,2.0,23.2,-888888888.0,23.7,-888888888.0,20.8,-888888888.0,64576,2085,71860,1908,56368,19615,40465,4551,58542,7180,-999999999,-999999999,52083,11059,48298,4297,57328,14947,71853,1986,33777,3962,69573,3235,76223,3622,43987,4164,76962,2545,72679,3517,81667,4186,91194,2490,33086,2089,56961,7347,40843,1825,39137,2589,32387,4175,62361,18923,43298,5398,36054,4760,69355,6901,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),02
0400000US04,2334050,12895,84.1,0.3,4.0,0.1,3.3,0.1,2.3,0.1,-999999999.0,-999999999.0,4.6,0.2,1.6,0.1,21.1,0.3,68.4,0.3,5.0,0.2,34.3,0.3,37.8,0.3,22.9,0.3,1548428,12546,44.0,0.5,56.0,0.5,73.3,0.6,18.8,0.6,8.0,0.4,785622,11512,51.2,0.8,41.9,0.9,9.3,0.5,48.8,0.8,37.2,1.0,11.6,0.6,30.6,-888888888.0,30.9,-888888888.0,28.0,-888888888.0,46789,531,48539,691,36351,3187,29487,3004,63376,6032,43871,7642,36319,1567,47285,5424,36622,868,51642,506,25455,1216,50309,696,55978,1295,37134,763,55353,769,50016,1291,59761,909,65580,909,29431,1239,39556,2009,31424,488,28423,1091,25381,673,47908,2961,35060,1303,30709,894,51268,3593,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),04
0400000US05,1114902,8104,81.3,0.4,14.7,0.3,0.6,0.1,0.9,0.1,-999999999.0,-999999999.0,1.3,0.2,1.2,0.2,4.0,0.2,78.6,0.4,5.3,0.4,32.7,0.5,38.4,0.4,23.7,0.4,761361,9102,41.9,0.7,58.1,0.7,72.9,0.8,20.3,0.7,6.8,0.5,353541,8369,53.3,1.0,47.3,1.1,6.1,0.6,46.7,1.0,38.2,1.1,8.5,0.8,28.8,-888888888.0,29.7,-888888888.0,25.2,-888888888.0,38307,643,41296,697,25394,1249,40573,6371,50221,13111,41815,35725,31149,6167,28473,3043,33427,2567,41558,681,20293,1458,42777,1734,45374,950,29452,742,47049,745,42185,1284,50367,1180,57482,1139,23218,813,32146,1706,22420,769,19673,714,18482,741,33199,4846,26347,945,24232,1629,41776,3580,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),05
0400000US06,12406475,16820,67.9,0.2,6.6,0.1,0.8,0.1,12.2,0.1,0.3,0.1,9.4,0.1,2.8,0.1,27.2,0.1,51.4,0.1,3.8,0.1,36.4,0.1,40.1,0.1,19.8,0.1,8507856,27357,48.2,0.2,51.8,0.2,71.5,0.3,19.8,0.2,8.7,0.2,3898619,22565,53.1,0.4,42.8,0.4,10.3,0.2,46.9,0.4,34.2,0.4,12.7,0.3,29.8,-888888888.0,30.4,-888888888.0,25.7,-888888888.0,57708,354,60512,309,42441,1035,41516,3275,71988,733,63267,6376,43105,867,54650,1843,45185,394,66638,445,29073,1295,61067,334,69142,654,40255,401,65481,394,59147,750,71000,495,80004,511,35844,504,46596,979,38460,521,33233,717,28711,644,61594,1118,44508,790,37718,949,66237,1531,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),06
0400000US08,1960585,9151,86.8,0.3,3.7,0.1,0.9,0.1,2.2,0.1,-999999999.0,-999999999.0,4.0,0.2,2.2,0.2,15.0,0.3,76.9,0.3,5.7,0.3,37.1,0.3,39.6,0.3,17.7,0.2,1258885,11852,46.6,0.6,53.4,0.6,76.2,0.6,16.6,0.5,7.2,0.4,701700,12583,51.2,0.9,41.5,0.8,9.7,0.5,48.8,0.9,37.6,1.0,11.2,0.7,25.1,-888888888.0,25.5,-888888888.0,23.0,-888888888.0,54046,729,56815,751,39033,3019,34314,4707,56824,5200,50455,20773,35040,1592,40838,2389,37426,1207,59917,854,26584,1426,57655,1249,66776,1333,37684,1028,67800,882,63741,1518,70906,1040,79735,940,31546,1075,45349,3853,33148,953,30403,779,26350,817,53590,3296,37468,1298,31847,797,58101,4045,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),08
0400000US09,1358809,7109,82.3,0.4,8.9,0.2,0.2,0.1,3.1,0.1,-999999999.0,-999999999.0,4.1,0.3,1.4,0.2,10.2,0.3,76.8,0.3,2.8,0.2,31.9,0.4,42.4,0.4,22.8,0.3,890770,9681,45.8,0.7,54.2,0.7,73.7,0.7,19.7,0.7,6.5,0.5,468039,8409,55.8,1.1,47.4,1.0,8.5,0.7,44.2,1.1,34.8,1.0,9.4,0.7,29.1,-888888888.0,30.0,-888888888.0,26.0,-888888888.0,64032,1092,69807,1152,39707,2206,31518,18129,75242,7300,-999999999,-999999999,30658,3384,45533,5361,37421,2121,71628,936,30400,2549,68650,1962,81004,1403,39235,1148,81246,884,80810,1385,81615,1506,96805,1231,38389,1377,55812,3054,36924,917,31299,1052,27058,858,63193,5940,45619,1912,38810,2551,76228,3223,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),09
0400000US10,328765,4178,74.5,0.8,19.6,0.7,-999999999.0,-999999999.0,2.7,0.2,-999999999.0,-999999999.0,1.4,0.3,1.5,0.3,5.2,0.4,71.1,0.9,4.0,0.6,31.8,0.8,40.6,0.9,23.6,0.6,221233,4976,43.6,1.4,56.4,1.4,73.0,1.5,20.6,1.3,6.4,0.9,107532,4730,56.8,2.1,48.0,2.1,8.8,1.3,43.2,2.1,32.9,2.1,10.3,1.3,31.1,-888888888.0,31.8,-888888888.0,28.3,-888888888.0,55847,1499,60441,1782,38421,3741,-999999999,-999999999,86276,9001,35442,28169,40234,3212,56859,14014,43647,6535,61411,1787,24360,6352,58895,3102,70845,2144,40301,1656,68746,2459,64620,4853,70737,2452,81093,1439,35283,2486,47379,5720,33779,2799,28226,2760,25146,2035,55313,13827,44034,4929,37472,4199,60087,5452,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Delaware,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),10
0400000US11,252388,3730,44.2,1.2,48.0,1.2,-999999999.0,-999999999.0,4.0,0.5,-999999999.0,-999999999.0,1.6,0.4,1.9,0.5,6.8,0.6,39.7,1.2,5.9,0.7,42.4,1.1,32.6,1.0,19.1,0.8,101519,4051,41.4,2.1,58.6,2.1,56.4,2.0,35.0,1.9,8.6,1.2,150869,4823,56.2,1.7,46.6,1.8,9.6,1.1,43.8,1.7,33.7,1.8,10.1,1.2,31.7,-888888888.0,34.0,-888888888.0,29.4,-888888888.0,60903,1540,96305,4820,37430,2077,113233,93150,77098,11200,-666666666,-222222222,51116,15766,70260,13842,60798,11857,99220,4205,27398,6844,75573,3012,63722,2894,41128,3914,77514,6098,57183,6698,84636,3495,133338,7551,33485,6214,46670,10944,51832,1483,48423,3884,42109,3465,85017,10011,59389,4682,50082,4403,102041,10859,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),11
0400000US12,7035068,25739,81.2,0.2,13.4,0.1,0.3,0.1,1.8,0.1,0.1,0.1,1.8,0.1,1.4,0.1,17.9,0.2,66.0,0.2,3.4,0.1,29.7,0.2,39.3,0.2,27.6,0.2,4556930,26451,39.3,0.3,60.7,0.3,72.6,0.4,20.5,0.3,6.9,0.2,2478138,24583,54.3,0.5,46.1,0.5,8.2,0.3,45.7,0.5,35.2,0.5,10.6,0.3,31.5,-888888888.0,31.9,-888888888.0,29.2,-888888888.0,44409,324,46806,266,32299,550,33529,4569,56376,2228,49558,20316,35599,1781,40360,2067,38288,809,48871,379,23640,1357,47993,750,52102,404,35024,371,53093,410,49750,895,55450,389,63775,511,29520,692,38992,1486,28922,350,25240,331,22549,394,44385,1508,33515,757,29926,686,51599,1525,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),12
