GEO_ID,S2409_C01_001E,S2409_C01_001M,S2409_C01_002E,S2409_C01_002M,S2409_C01_003E,S2409_C01_003M,S2409_C01_004E,S2409_C01_004M,S2409_C01_005E,S2409_C01_005M,S2409_C01_006E,S2409_C01_006M,S2409_C01_007E,S2409_C01_007M,S2409_C01_008E,S2409_C01_008M,S2409_C01_009E,S2409_C01_009M,S2409_C01_010E,S2409_C01_010M,S2409_C02_001E,S2409_C02_001M,S2409_C02_002E,S2409_C02_002M,S2409_C02_003E,S2409_C02_003M,S2409_C02_004E,S2409_C02_004M,S2409_C02_005E,S2409_C02_005M,S2409_C02_006E,S2409_C02_006M,S2409_C02_007E,S2409_C02_007M,S2409_C02_008E,S2409_C02_008M,S2409_C02_009E,S2409_C02_009M,S2409_C02_010E,S2409_C02_010M,S2409_C03_001E,S2409_C03_001M,S2409_C03_002E,S2409_C03_002M,S2409_C03_003E,S2409_C03_003M,S2409_C03_004E,S2409_C03_004M,S2409_C03_005E,S2409_C03_005M,S2409_C03_006E,S2409_C03_006M,S2409_C03_007E,S2409_C03_007M,S2409_C03_008E,S2409_C03_008M,S2409_C03_009E,S2409_C03_009M,S2409_C03_010E,S2409_C03_010M,S2409_C04_001E,S2409_C04_001M,S2409_C04_002E,S2409_C04_002M,S2409_C04_003E,S2409_C04_003M,S2409_C04_004E,S2409_C04_004M,S2409_C04_005E,S2409_C04_005M,S2409_C04_006E,S2409_C04_006M,S2409_C04_007E,S2409_C04_007M,S2409_C04_008E,S2409_C04_008M,S2409_C04_009E,S2409_C04_009M,S2409_C04_010E,S2409_C04_010M,S2409_C05_001E,S2409_C05_001M,S2409_C05_002E,S2409_C05_002M,S2409_C05_003E,S2409_C05_003M,S2409_C05_004E,S2409_C05_004M,S2409_C05_005E,S2409_C05_005M,S2409_C05_006E,S2409_C05_006M,S2409_C05_007E,S2409_C05_007M,S2409_C05_008E,S2409_C05_008M,S2409_C05_009E,S2409_C05_009M,S2409_C05_010E,S2409_C05_010M,S2409_C06_001E,S2409_C06_001M,S2409_C06_002E,S2409_C06_002M,S2409_C06_003E,S2409_C06_003M,S2409_C06_004E,S2409_C06_004M,S2409_C06_005E,S2409_C06_005M,S2409_C06_006E,S2409_C06_006M,S2409_C06_007E,S2409_C06_007M,S2409_C06_008E,S2409_C06_008M,S2409_C06_009E,S2409_C06_009M,S2409_C06_010E,S2409_C06_010M,NAME,S2409_C01_001MA,S2409_C01_001EA,S2409_C01_002MA,S2409_C01_002EA,S2409_C01_003EA,S2409_C01_003MA,S2409_C01_004MA,S2409_C01_004EA,S2409_C01_005EA,S2409_C01_005MA,S2409_C01_006EA,S2409_C01_006MA,S2409_C01_007MA,S2409_C01_007EA,S2409_C01_008EA,S2409_C01_008MA,S2409_C01_009EA,S2409_C01_009MA,S2409_C01_010MA,S2409_C01_010EA,S2409_C02_001EA,S2409_C02_001MA,S2409_C02_002EA,S2409_C02_002MA,S2409_C02_003EA,S2409_C02_003MA,S2409_C02_004EA,S2409_C02_004MA,S2409_C02_005MA,S2409_C02_005EA,S2409_C02_006EA,S2409_C02_006MA,S2409_C02_007EA,S2409_C02_007MA,S2409_C02_008MA,S2409_C02_008EA,S2409_C02_009MA,S2409_C02_009EA,S2409_C02_010MA,S2409_C02_010EA,S2409_C03_001EA,S2409_C03_001MA,S2409_C03_002MA,S2409_C03_002EA,S2409_C03_003MA,S2409_C03_003EA,S2409_C03_004MA,S2409_C03_004EA,S2409_C03_005EA,S2409_C03_005MA,S2409_C03_006MA,S2409_C03_006EA,S2409_C03_007MA,S2409_C03_007EA,S2409_C03_008EA,S2409_C03_008MA,S2409_C03_009MA,S2409_C03_009EA,S2409_C03_010EA,S2409_C03_010MA,S2409_C04_001EA,S2409_C04_001MA,S2409_C04_002MA,S2409_C04_002EA,S2409_C04_003EA,S2409_C04_003MA,S2409_C04_004EA,S2409_C04_004MA,S2409_C04_005EA,S2409_C04_005MA,S2409_C04_006MA,S2409_C04_006EA,S2409_C04_007EA,S2409_C04_007MA,S2409_C04_008EA,S2409_C04_008MA,S2409_C04_009MA,S2409_C04_009EA,S2409_C04_010MA,S2409_C04_010EA,S2409_C05_001EA,S2409_C05_001MA,S2409_C05_002EA,S2409_C05_002MA,S2409_C05_003MA,S2409_C05_003EA,S2409_C05_004EA,S2409_C05_004MA,S2409_C05_005EA,S2409_C05_005MA,S2409_C05_006EA,S2409_C05_006MA,S2409_C05_007MA,S2409_C05_007EA,S2409_C05_008EA,S2409_C05_008MA,S2409_C05_009EA,S2409_C05_009MA,S2409_C05_010EA,S2409_C05_010MA,S2409_C06_001MA,S2409_C06_001EA,S2409_C06_002EA,S2409_C06_002MA,S2409_C06_003MA,S2409_C06_003EA,S2409_C06_004EA,S2409_C06_004MA,S2409_C06_005MA,S2409_C06_005EA,S2409_C06_006MA,S2409_C06_006EA,S2409_C06_007EA,S2409_C06_007MA,S2409_C06_008MA,S2409_C06_008EA,S2409_C06_009MA,S2409_C06_009EA,S2409_C06_010EA,S2409_C06_010MA,state
0400000US01,1382634,14540,975209,12390,930430,12476,44779,3691,87715,4563,114266,5850,86307,4888,60378,4251,58759,4169,6.4,-888888888.0,56.1,0.5,58.9,0.6,58.0,0.6,77.6,2.8,36.6,2.7,48.2,2.6,39.8,2.3,56.9,2.8,76.3,2.8,-888888888,-888888888,43.9,0.5,41.1,0.6,42.0,0.6,22.4,2.8,63.4,2.7,51.8,2.6,60.2,2.3,43.1,2.8,23.7,2.8,-888888888,-888888888,36897,343,35298,453,34679,827,51974,2752,37410,1543,40047,1051,42462,1572,60147,3301,31569,1072,-888888888,-888888888,41888,385,41257,432,40826,446,60871,3031,44721,3285,40641,1205,46264,2503,70301,3734,36049,3778,-888888888,-888888888,31370,372,28797,714,28574,708,40892,2926,33681,2728,39236,1690,41071,1426,50128,2834,21953,1667,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),01
0400000US02,211404,6231,117433,5147,109951,5376,7482,1600,20040,2366,17172,2082,23329,2098,24620,2679,8810,1470,5.0,-888888888.0,56.5,1.3,60.4,2.2,59.6,2.3,72.6,6.7,31.5,5.1,52.0,5.4,52.4,5.3,63.0,4.5,62.1,7.2,-888888888,-888888888,43.5,1.3,39.6,2.2,40.4,2.3,27.4,6.7,68.5,5.1,48.0,5.4,47.6,5.3,37.0,4.5,37.9,7.2,-888888888,-888888888,50809,895,45767,1412,44776,1961,71589,5494,46429,2763,52416,3224,58722,4288,62106,2798,32303,3681,-888888888,-888888888,59843,2606,54823,2866,52841,2699,77024,8041,48408,10231,57315,4610,62058,3970,68050,4463,46625,22673,-888888888,-888888888,42630,1841,39018,2484,38683,2540,48162,10989,46214,2590,47843,3869,51797,2618,51996,7832,24450,13299,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),02
0400000US04,1808287,19511,1299733,17646,1232758,17635,66975,4518,120333,5754,155816,7443,84104,4896,64709,4417,83592,6553,7.5,-888888888.0,56.6,0.5,59.3,0.6,58.6,0.7,72.3,3.2,36.2,2.6,50.3,2.1,45.6,2.5,60.9,3.4,63.6,2.8,-888888888,-888888888,43.4,0.5,40.7,0.6,41.4,0.7,27.7,3.2,63.8,2.6,49.7,2.1,54.4,2.5,39.1,3.4,36.4,2.8,-888888888,-888888888,40419,274,38949,823,38265,820,50488,2084,41949,970,42956,1561,42405,1082,52630,2775,30327,1627,-888888888,-888888888,44199,1138,42276,507,41777,482,56612,8627,42819,4354,48745,1783,47077,1433,57444,3561,35419,3732,-888888888,-888888888,35992,358,33942,910,34009,882,32232,4361,41591,1198,39850,1392,40085,1720,48405,4665,22433,3070,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),04
0400000US05,863790,12000,599633,10206,570779,10578,28854,2329,56920,3667,57025,3490,79785,3909,26702,2907,43725,3655,4.3,-888888888.0,55.5,0.6,59.5,0.8,58.6,0.9,77.1,3.8,39.5,3.2,44.4,3.8,34.3,2.7,61.1,4.4,70.7,3.5,-888888888,-888888888,44.5,0.6,40.5,0.8,41.4,0.9,22.9,3.8,60.5,3.2,55.6,3.8,65.7,2.7,38.9,4.4,29.3,3.5,-888888888,-888888888,33727,939,31822,423,31525,424,46306,5647,36542,1681,36252,899,39503,1798,51520,2325,30232,2867,-888888888,-888888888,39002,1177,37392,1030,36883,682,50625,2346,40372,1768,39059,2179,44317,3517,52454,3383,31632,1563,-888888888,-888888888,29237,867,26352,476,26275,473,31987,6488,33926,2782,34227,2249,36661,1452,49384,4869,18665,6408,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),05
0400000US06,10696984,45223,7624781,40548,7227954,38231,396827,11405,710583,15090,885799,16587,454205,12407,312550,10374,709066,13928,5.8,-888888888.0,58.1,0.2,61.0,0.2,60.2,0.2,74.3,1.0,39.9,1.0,46.3,0.8,46.1,1.2,61.1,1.4,66.0,1.0,-888888888,-888888888,41.9,0.2,39.0,0.2,39.8,0.2,25.7,1.0,60.1,1.0,53.7,0.8,53.9,1.2,38.9,1.4,34.0,1.0,-888888888,-888888888,45791,188,42146,154,41685,155,65851,1883,50061,607,59172,1506,57903,1707,56603,755,35263,851,-888888888,-888888888,50067,209,46660,291,45644,265,72310,3587,51642,672,66724,1049,66151,1336,59810,1456,40071,1336,-888888888,-888888888,41383,184,38097,590,37635,556,50815,1149,47779,1089,52186,579,50704,770,52857,1223,26660,816,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),06
0400000US08,1643249,15641,1162698,13409,1073137,12925,89561,4763,123295,5629,135387,6062,68494,4532,65933,4432,87442,4461,5.4,-888888888.0,57.6,0.4,61.0,0.5,59.8,0.5,74.2,2.1,39.0,2.4,46.1,2.1,45.0,3.0,61.3,2.8,63.4,2.4,-888888888,-888888888,42.4,0.4,39.0,0.5,40.2,0.5,25.8,2.1,61.0,2.4,53.9,2.1,55.0,3.0,38.7,2.8,36.6,2.4,-888888888,-888888888,45063,621,43623,1099,42509,851,51522,830,43992,2458,47508,1121,48025,2983,60402,2156,33290,2701,-888888888,-888888888,50472,471,50057,877,48888,1415,53974,4678,50604,3284,53710,2791,52785,4012,64483,4291,38496,3109,-888888888,-888888888,39821,737,37174,498,37040,507,42262,5256,41524,925,42672,1563,45145,2788,56146,3216,28046,3664,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),08
0400000US09,1154616,12170,820686,12135,777388,11556,43298,2549,111188,5316,81068,4491,56863,3482,23986,2522,60825,3982,4.8,-888888888.0,56.4,0.5,59.4,0.8,58.2,0.8,80.6,2.5,34.8,2.5,46.5,2.6,48.6,3.2,73.7,4.7,68.8,3.3,-888888888,-888888888,43.6,0.5,40.6,0.8,41.8,0.8,19.4,2.5,65.2,2.5,53.5,2.6,51.4,3.2,26.3,4.7,31.2,3.3,-888888888,-888888888,52110,346,51649,404,51249,410,75036,7710,51147,913,57356,2559,61001,1068,65075,3972,40384,2980,-888888888,-888888888,60403,522,60300,727,58467,2107,80426,4446,57341,6199,64297,3902,63988,3863,65405,4258,47359,4431,-888888888,-888888888,46092,645,42644,1479,42485,1396,50171,5874,49137,2996,52290,1154,57079,2861,63424,8569,27769,2347,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),09
0400000US10,286298,6785,203464,6869,192404,6786,11060,1825,24741,2655,13407,1666,27203,2883,7967,1448,9516,1542,5.3,-888888888.0,52.9,1.1,56.5,1.5,55.1,1.5,79.9,4.9,32.3,4.7,47.2,6.4,39.4,4.8,63.5,8.9,66.9,6.4,-888888888,-888888888,47.1,1.1,43.5,1.5,44.9,1.5,20.1,4.9,67.7,4.7,52.8,6.4,60.6,4.8,36.5,8.9,33.1,6.4,-888888888,-888888888,42973,1425,42593,1655,42307,1291,52142,11500,42104,2339,46156,3450,43779,3837,57480,5646,30329,4325,-888888888,-888888888,49303,2344,48591,2728,47787,2340,62205,16503,51547,5096,48909,4876,49836,5021,62312,15247,31977,7474,-888888888,-888888888,39744,1539,36806,1229,36751,1154,45544,17537,40542,1405,44531,4868,41833,1311,50576,9159,22643,13831,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),10
0400000US11,224082,4940,106031,5128,101573,5074,4458,1202,41207,3312,14358,1958,4237,1057,51104,3685,7145,1299,8.9,-888888888.0,50.0,1.2,57.6,2.2,57.2,2.2,67.0,11.5,37.8,3.8,39.2,5.8,45.0,11.7,45.9,3.7,62.1,8.6,-888888888,-888888888,50.0,1.2,42.4,2.2,42.8,2.2,33.0,11.5,62.2,3.8,60.8,5.8,55.0,11.7,54.1,3.7,37.9,8.6,-888888888,-888888888,59599,3084,50815,1784,50284,2522,100355,30779,55908,4793,55076,3033,57132,15628,76862,4135,47109,20102,-888888888,-888888888,61930,2844,51655,2330,51234,2052,81737,65289,67055,9888,56369,3601,66226,8742,85669,13384,45865,13886,-888888888,-888888888,56264,1686,48434,3939,47379,3425,102394,41868,52008,2438,53230,3774,51777,10951,72180,3962,60136,29512,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),11
0400000US12,5480279,30143,4063728,32612,3729008,32144,334720,10035,344886,9689,474645,12424,202003,8838,156144,6710,238873,9600,7.4,-888888888.0,54.4,0.3,56.6,0.3,55.0,0.4,75.0,1.3,35.7,1.4,46.3,1.0,43.3,1.9,60.4,1.9,64.3,2.1,-888888888,-888888888,45.6,0.3,43.4,0.3,45.0,0.4,25.0,1.3,64.3,1.4,53.7,1.0,56.7,1.9,39.6,1.9,35.7,2.1,-888888888,-888888888,36745,193,35468,217,34708,477,46175,1437,39270,1098,42380,401,40121,775,53473,1181,25991,879,-888888888,-888888888,40786,222,40030,379,38492,678,50284,1225,44501,2872,47303,1216,43041,1876,56436,1924,30670,884,-888888888,-888888888,32824,585,31251,213,31077,223,37476,2599,37120,576,40747,405,37172,950,50511,1418,20938,1071,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),12
