GEO_ID,S1601_C01_001E,S1601_C01_001M,S1601_C01_002E,S1601_C01_002M,S1601_C01_003E,S1601_C01_003M,S1601_C01_004E,S1601_C01_004M,S1601_C01_005E,S1601_C01_005M,S1601_C01_006E,S1601_C01_006M,S1601_C01_007E,S1601_C01_007M,S1601_C01_008E,S1601_C01_008M,S1601_C01_009E,S1601_C01_009M,S1601_C01_010E,S1601_C01_010M,S1601_C01_011E,S1601_C01_011M,S1601_C01_012E,S1601_C01_012M,S1601_C01_013E,S1601_C01_013M,S1601_C01_014E,S1601_C01_014M,S1601_C01_015E,S1601_C01_015M,S1601_C01_016E,S1601_C01_016M,S1601_C01_017E,S1601_C01_017M,S1601_C01_018E,S1601_C01_018M,S1601_C01_019E,S1601_C01_019M,S1601_C01_020E,S1601_C01_020M,S1601_C01_021E,S1601_C01_021M,S1601_C01_022E,S1601_C01_022M,S1601_C01_023E,S1601_C01_023M,S1601_C01_024E,S1601_C01_024M,S1601_C01_025E,S1601_C01_025M,S1601_C01_026E,S1601_C01_026M,S1601_C02_001E,S1601_C02_001M,S1601_C02_002E,S1601_C02_002M,S1601_C02_003E,S1601_C02_003M,S1601_C02_004E,S1601_C02_004M,S1601_C02_005E,S1601_C02_005M,S1601_C02_006E,S1601_C02_006M,S1601_C02_007E,S1601_C02_007M,S1601_C02_008E,S1601_C02_008M,S1601_C02_009E,S1601_C02_009M,S1601_C02_010E,S1601_C02_010M,S1601_C02_011E,S1601_C02_011M,S1601_C02_012E,S1601_C02_012M,S1601_C02_013E,S1601_C02_013M,S1601_C02_014E,S1601_C02_014M,S1601_C02_015E,S1601_C02_015M,S1601_C02_016E,S1601_C02_016M,S1601_C02_017E,S1601_C02_017M,S1601_C02_018E,S1601_C02_018M,S1601_C02_019E,S1601_C02_019M,S1601_C02_020E,S1601_C02_020M,S1601_C02_021E,S1601_C02_021M,S1601_C02_022E,S1601_C02_022M,S1601_C02_023E,S1601_C02_023M,S1601_C02_024E,S1601_C02_024M,S1601_C02_025E,S1601_C02_025M,S1601_C02_026E,S1601_C02_026M,S1601_C03_001E,S1601_C03_001M,S1601_C03_002E,S1601_C03_002M,S1601_C03_003E,S1601_C03_003M,S1601_C03_004E,S1601_C03_004M,S1601_C03_005E,S1601_C03_005M,S1601_C03_006E,S1601_C03_006M,S1601_C03_007E,S1601_C03_007M,S1601_C03_008E,S1601_C03_008M,S1601_C03_009E,S1601_C03_009M,S1601_C03_010E,S1601_C03_010M,S1601_C03_011E,S1601_C03_011M,S1601_C03_012E,S1601_C03_012M,S1601_C03_013E,S1601_C03_013M,S1601_C03_014E,S1601_C03_014M,S1601_C03_015E,S1601_C03_015M,S1601_C03_016E,S1601_C03_016M,S1601_C03_017E,S1601_C03_017M,S1601_C03_018E,S1601_C03_018M,S1601_C03_019E,S1601_C03_019M,S1601_C03_020E,S1601_C03_020M,S1601_C03_021E,S1601_C03_021M,S1601_C03_022E,S1601_C03_022M,S1601_C03_023E,S1601_C03_023M,S1601_C03_024E,S1601_C03_024M,S1601_C03_025E,S1601_C03_025M,S1601_C03_026E,S1601_C03_026M,NAME,S1601_C01_001MA,S1601_C01_001EA,S1601_C01_002MA,S1601_C01_002EA,S1601_C01_003EA,S1601_C01_003MA,S1601_C01_004MA,S1601_C01_004EA,S1601_C01_005MA,S1601_C01_005EA,S1601_C01_006EA,S1601_C01_006MA,S1601_C01_007EA,S1601_C01_007MA,S1601_C01_008MA,S1601_C01_008EA,S1601_C01_009EA,S1601_C01_009MA,S1601_C01_010EA,S1601_C01_010MA,S1601_C01_011MA,S1601_C01_011EA,S1601_C01_012MA,S1601_C01_012EA,S1601_C01_013EA,S1601_C01_013MA,S1601_C01_014MA,S1601_C01_014EA,S1601_C01_015EA,S1601_C01_015MA,S1601_C01_016MA,S1601_C01_016EA,S1601_C01_017EA,S1601_C01_017MA,S1601_C01_018EA,S1601_C01_018MA,S1601_C01_019EA,S1601_C01_019MA,S1601_C01_020EA,S1601_C01_020MA,S1601_C01_021EA,S1601_C01_021MA,S1601_C01_022MA,S1601_C01_022EA,S1601_C01_023MA,S1601_C01_023EA,S1601_C01_024EA,S1601_C01_024MA,S1601_C01_025MA,S1601_C01_025EA,S1601_C01_026MA,S1601_C01_026EA,S1601_C02_001EA,S1601_C02_001MA,S1601_C02_002EA,S1601_C02_002MA,S1601_C02_003MA,S1601_C02_003EA,S1601_C02_004MA,S1601_C02_004EA,S1601_C02_005EA,S1601_C02_005MA,S1601_C02_006MA,S1601_C02_006EA,S1601_C02_007EA,S1601_C02_007MA,S1601_C02_008MA,S1601_C02_008EA,S1601_C02_009MA,S1601_C02_009EA,S1601_C02_010EA,S1601_C02_010MA,S1601_C02_011MA,S1601_C02_011EA,S1601_C02_012MA,S1601_C02_012EA,S1601_C02_013EA,S1601_C02_013MA,S1601_C02_014MA,S1601_C02_014EA,S1601_C02_015MA,S1601_C02_015EA,S1601_C02_016EA,S1601_C02_016MA,S1601_C02_017MA,S1601_C02_017EA,S1601_C02_018MA,S1601_C02_018EA,S1601_C02_019EA,S1601_C02_019MA,S1601_C02_020EA,S1601_C02_020MA,S1601_C02_021EA,S1601_C02_021MA,S1601_C02_022EA,S1601_C02_022MA,S1601_C02_023EA,S1601_C02_023MA,S1601_C02_024EA,S1601_C02_024MA,S1601_C02_025MA,S1601_C02_025EA,S1601_C02_026MA,S1601_C02_026EA,S1601_C03_001EA,S1601_C03_001MA,S1601_C03_002MA,S1601_C03_002EA,S1601_C03_003MA,S1601_C03_003EA,S1601_C03_004MA,S1601_C03_004EA,S1601_C03_005EA,S1601_C03_005MA,S1601_C03_006MA,S1601_C03_006EA,S1601_C03_007MA,S1601_C03_007EA,S1601_C03_008EA,S1601_C03_008MA,S1601_C03_009MA,S1601_C03_009EA,S1601_C03_010EA,S1601_C03_010MA,S1601_C03_011MA,S1601_C03_011EA,S1601_C03_012EA,S1601_C03_012MA,S1601_C03_013MA,S1601_C03_013EA,S1601_C03_014EA,S1601_C03_014MA,S1601_C03_015MA,S1601_C03_015EA,S1601_C03_016EA,S1601_C03_016MA,S1601_C03_017MA,S1601_C03_017EA,S1601_C03_018EA,S1601_C03_018MA,S1601_C03_019EA,S1601_C03_019MA,S1601_C03_020MA,S1601_C03_020EA,S1601_C03_021EA,S1601_C03_021MA,S1601_C03_022MA,S1601_C03_022EA,S1601_C03_023EA,S1601_C03_023MA,S1601_C03_024EA,S1601_C03_024MA,S1601_C03_025MA,S1601_C03_025EA,S1601_C03_026EA,S1601_C03_026MA,state
0400000US01,4477229,3071,94.8,0.2,5.2,0.2,3.4,0.1,0.9,0.1,0.7,0.1,0.2,0.1,152831,6305,36386,3607,112648,4417,3797,973,39054,3742,3736,1100,30028,2776,5290,1321,31761,3158,5229,1601,24361,2314,2171,630,7014,2096,1331,840,5529,1558,154,166,4.2,-888888888.0,4.0,-888888888.0,5.3,-888888888.0,97.6,0.1,-888888888,-888888888,52.8,1.9,45.5,2.5,80.9,3.9,46.5,5.1,83.6,9.4,45.5,2.5,68.1,5.9,37.4,2.2,70.2,15.3,80.9,3.9,84.1,9.8,81.4,3.9,76.0,10.4,46.5,5.1,55.3,15.5,44.1,5.4,52.0,15.1,83.6,9.4,80.6,25.0,83.8,8.4,100.0,55.1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,2.4,0.1,-888888888,-888888888,47.2,1.9,54.5,2.5,19.1,3.9,53.5,5.1,16.4,9.4,54.5,2.5,31.9,5.9,62.6,2.2,29.8,15.3,19.1,3.9,15.9,9.8,18.6,3.9,24.0,10.4,53.5,5.1,44.7,15.5,55.9,5.4,48.0,15.1,16.4,9.4,19.4,25.0,16.2,8.4,0.0,55.1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),01
0400000US02,660403,1218,83.5,0.8,16.5,0.8,3.3,0.4,2.5,0.4,5.6,0.5,5.1,0.4,21950,2946,2720,900,18479,2675,751,405,16837,2847,2223,865,13037,2488,1577,592,36990,3389,7097,1512,26709,2158,3184,889,33467,2603,6693,1183,22723,2021,4051,543,2.3,-888888888.0,1.8,-888888888.0,2.8,-888888888.0,94.3,0.5,-888888888,-888888888,65.4,3.2,67.4,6.0,80.3,5.9,55.2,6.5,68.0,3.0,67.4,6.0,92.1,7.6,63.5,6.5,74.4,24.0,80.3,5.9,79.4,12.5,80.8,6.6,77.3,17.3,55.2,6.5,79.0,11.8,52.7,6.7,23.0,12.3,68.0,3.0,70.2,7.4,71.7,3.3,43.1,8.3,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,5.7,0.5,-888888888,-888888888,34.6,3.2,32.6,6.0,19.7,5.9,44.8,6.5,32.0,3.0,32.6,6.0,7.9,7.6,36.5,6.5,25.6,24.0,19.7,5.9,20.6,12.5,19.2,6.6,22.7,17.3,44.8,6.5,21.0,11.8,47.3,6.7,77.0,12.3,32.0,3.0,29.8,7.4,28.3,3.3,56.9,8.3,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),02
0400000US04,5957961,1719,73.3,0.4,26.7,0.4,20.4,0.3,1.9,0.1,1.9,0.1,2.6,0.1,1214905,18737,300711,10436,822496,12368,91698,2471,111087,8078,10646,2041,75535,6451,24906,2723,111502,6969,17307,2400,83008,5433,11187,1427,155181,8588,24421,3337,113089,6202,17671,1520,5.2,-888888888.0,4.5,-888888888.0,5.2,-888888888.0,90.1,0.3,-888888888,-888888888,63.1,0.9,61.5,1.1,76.2,2.8,56.0,3.5,71.5,2.1,61.5,1.1,80.3,1.5,56.1,1.3,48.1,3.0,76.2,2.8,86.4,5.0,76.9,3.5,69.7,4.8,56.0,3.5,70.3,8.0,54.8,4.0,42.3,8.9,71.5,2.1,74.6,5.9,75.0,2.4,45.3,5.8,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,9.9,0.3,-888888888,-888888888,36.9,0.9,38.5,1.1,23.8,2.8,44.0,3.5,28.5,2.1,38.5,1.1,19.7,1.5,43.9,1.3,51.9,3.0,23.8,2.8,13.6,5.0,23.1,3.5,30.3,4.8,44.0,3.5,29.7,8.0,45.2,4.0,57.7,8.9,28.5,2.1,25.4,5.9,25.0,2.4,54.7,5.8,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),04
0400000US05,2727155,2544,93.1,0.3,6.9,0.3,5.0,0.2,0.8,0.1,0.9,0.1,0.1,0.1,136992,5221,38427,2877,94750,3610,3815,960,22601,3145,4084,1161,14639,2241,3878,1069,24634,3596,4387,1163,19057,3089,1190,744,3431,1496,903,857,2390,911,138,152,3.1,-888888888.0,2.6,-888888888.0,3.9,-888888888.0,96.8,0.2,-888888888,-888888888,53.1,2.3,49.4,2.7,78.9,5.3,47.2,6.0,73.5,18.7,49.4,2.7,75.9,4.2,38.5,3.3,53.9,13.0,78.9,5.3,82.2,10.3,79.7,6.3,72.1,11.5,47.2,6.0,81.8,11.5,41.3,7.3,14.2,14.2,73.5,18.7,73.2,40.6,72.1,17.3,100.0,58.2,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,3.2,0.2,-888888888,-888888888,46.9,2.3,50.6,2.7,21.1,5.3,52.8,6.0,26.5,18.7,50.6,2.7,24.1,4.2,61.5,3.3,46.1,13.0,21.1,5.3,17.8,10.3,20.3,6.3,27.9,11.5,52.8,6.0,18.2,11.5,58.7,7.3,85.8,14.2,26.5,18.7,26.8,40.6,27.9,17.3,0.0,58.2,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),05
0400000US06,34820465,2428,56.3,0.2,43.7,0.2,28.9,0.1,4.3,0.1,9.6,0.1,1.0,0.1,10059973,43652,2423519,22362,6973307,28297,663147,6449,1481593,29057,197229,9047,1021212,22796,263152,8944,3357868,31141,424790,9776,2454779,23622,478299,6477,332916,17136,52475,5228,245278,13257,35163,3610,3.3,-888888888.0,3.2,-888888888.0,3.8,-888888888.0,80.2,0.2,-888888888,-888888888,54.7,0.3,53.7,0.4,67.1,0.8,51.0,0.5,66.3,2.4,53.7,0.4,76.5,0.6,47.8,0.4,32.7,1.1,67.1,0.8,85.2,1.9,69.0,1.0,46.5,1.5,51.0,0.5,74.7,1.2,51.9,0.6,25.3,1.1,66.3,2.4,82.1,3.5,66.3,2.5,42.2,4.8,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,19.8,0.2,-888888888,-888888888,45.3,0.3,46.3,0.4,32.9,0.8,49.0,0.5,33.7,2.4,46.3,0.4,23.5,0.6,52.2,0.4,67.3,1.1,32.9,0.8,14.8,1.9,31.0,1.0,53.5,1.5,49.0,0.5,25.3,1.2,48.1,0.6,74.7,1.1,33.7,2.4,17.9,3.5,33.7,2.5,57.8,4.8,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),06
0400000US08,4706794,1540,82.9,0.4,17.1,0.4,12.2,0.4,2.3,0.1,1.9,0.1,0.7,0.1,573076,16522,142465,7492,389422,10885,41189,2446,106335,6800,14961,2308,74609,4868,16765,2799,91189,4664,13958,2109,69562,3752,7669,1037,34547,4377,5488,1762,27090,3223,1969,629,3.7,-888888888.0,3.4,-888888888.0,4.1,-888888888.0,93.0,0.2,-888888888,-888888888,59.3,1.0,57.9,1.3,74.7,2.4,50.4,3.6,57.9,5.8,57.9,1.3,79.6,2.1,49.6,1.5,61.9,4.8,74.7,2.4,84.6,5.6,76.2,3.1,59.5,6.3,50.4,3.6,71.3,7.4,48.8,4.0,26.4,9.9,57.9,5.8,83.9,9.9,51.3,6.3,75.9,13.7,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,7.0,0.2,-888888888,-888888888,40.7,1.0,42.1,1.3,25.3,2.4,49.6,3.6,42.1,5.8,42.1,1.3,20.4,2.1,50.4,1.5,38.1,4.8,25.3,2.4,15.4,5.6,23.8,3.1,40.5,6.3,49.6,3.6,28.7,7.4,51.2,4.0,73.6,9.9,42.1,5.8,16.1,9.9,48.7,6.3,24.1,13.7,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),08
0400000US09,3375388,930,78.7,0.4,21.3,0.4,10.5,0.2,8.1,0.3,2.2,0.2,0.6,0.1,354079,7611,70467,3614,262682,5486,20930,1152,271845,10695,37326,3923,179703,7612,54816,3710,72959,5585,9950,1654,56739,4377,6270,1272,18897,3051,2349,1526,14461,2140,2087,647,2.9,-888888888.0,3.1,-888888888.0,4.0,-888888888.0,91.3,0.3,-888888888,-888888888,59.2,1.0,55.5,2.0,64.7,1.5,55.2,2.9,65.9,6.5,55.5,2.0,80.3,2.9,51.6,2.3,21.6,4.1,64.7,1.5,91.4,2.8,62.7,2.3,53.2,3.3,55.2,2.9,82.1,7.7,54.2,3.8,22.0,10.2,65.9,6.5,86.7,11.9,62.5,7.8,66.0,13.9,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,8.7,0.3,-888888888,-888888888,40.8,1.0,44.5,2.0,35.3,1.5,44.8,2.9,34.1,6.5,44.5,2.0,19.7,2.9,48.4,2.3,78.4,4.1,35.3,1.5,8.6,2.8,37.3,2.3,46.8,3.3,44.8,2.9,17.9,7.7,45.8,3.8,78.0,10.2,34.1,6.5,13.3,11.9,37.5,7.8,34.0,13.9,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),09
0400000US10,843674,492,88.0,0.6,12.0,0.6,6.9,0.4,3.0,0.4,1.7,0.2,0.5,0.2,58082,3664,13978,2054,41022,2549,3082,712,25164,3724,3901,1132,16930,2800,4333,1020,14248,1799,1696,593,11076,1578,1476,451,4067,1535,658,516,3240,1186,169,163,2.9,-888888888.0,3.1,-888888888.0,3.8,-888888888.0,95.4,0.5,-888888888,-888888888,61.7,3.5,53.9,4.7,71.7,5.1,68.7,8.0,85.8,8.1,53.9,4.7,70.3,8.3,48.3,5.6,54.0,15.4,71.7,5.1,71.9,11.6,73.3,6.5,65.3,11.8,68.7,8.0,77.5,15.3,68.6,9.5,59.0,21.1,85.8,8.1,100.0,21.7,82.2,10.5,100.0,51.0,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,4.6,0.5,-888888888,-888888888,38.3,3.5,46.1,4.7,28.3,5.1,31.3,8.0,14.2,8.1,46.1,4.7,29.7,8.3,51.7,5.6,46.0,15.4,28.3,5.1,28.1,11.6,26.7,6.5,34.7,11.8,31.3,8.0,22.5,15.3,31.4,9.5,41.0,21.1,14.2,8.1,0.0,21.7,17.8,10.5,0.0,51.0,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),10
0400000US11,571592,205,85.5,0.9,14.5,0.9,6.9,0.6,4.0,0.5,1.7,0.3,1.9,0.4,39395,3672,6284,1355,30514,3037,2597,510,22621,2702,1141,454,18658,2428,2822,808,9978,1525,514,393,8643,1367,821,407,11079,2245,744,505,9680,2091,655,503,4.5,-888888888.0,5.0,-888888888.0,6.5,-888888888.0,95.8,0.6,-888888888,-888888888,71.4,3.5,65.9,5.4,80.9,5.5,72.5,8.0,70.8,7.2,65.9,5.4,77.4,12.6,64.9,6.4,50.8,13.0,80.9,5.5,78.2,24.2,79.6,6.6,90.2,7.1,72.5,8.0,62.8,46.9,73.4,8.2,68.9,20.9,70.8,7.2,92.3,14.9,69.2,7.9,69.8,40.4,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,4.2,0.6,-888888888,-888888888,28.6,3.5,34.1,5.4,19.1,5.5,27.5,8.0,29.2,7.2,34.1,5.4,22.6,12.6,35.1,6.4,49.2,13.0,19.1,5.5,21.8,24.2,20.4,6.6,9.8,7.1,27.5,8.0,37.2,46.9,26.6,8.2,31.1,20.9,29.2,7.2,7.7,14.9,30.8,7.9,30.2,40.4,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),11
0400000US12,17775340,3060,72.6,0.2,27.4,0.2,20.1,0.1,5.4,0.1,1.5,0.1,0.5,0.1,3566655,20841,633022,10674,2502389,15572,431244,4427,956318,24169,142030,8068,636955,19051,177333,7616,258458,10584,32513,3363,196505,8282,29440,2267,86836,6894,11438,2768,61860,5679,13538,1982,4.3,-888888888.0,3.4,-888888888.0,4.0,-888888888.0,88.1,0.2,-888888888,-888888888,56.6,0.5,54.7,0.6,63.3,1.2,54.0,1.7,68.1,3.8,54.7,0.6,81.7,1.2,52.9,0.7,25.6,1.2,63.3,1.2,80.7,2.4,61.4,1.4,56.5,2.2,54.0,1.7,77.8,4.3,51.9,2.2,41.7,5.6,68.1,3.8,84.3,9.4,67.0,4.4,59.2,6.0,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,11.9,0.2,-888888888,-888888888,43.4,0.5,45.3,0.6,36.7,1.2,46.0,1.7,31.9,3.8,45.3,0.6,18.3,1.2,47.1,0.7,74.4,1.2,36.7,1.2,19.3,2.4,38.6,1.4,43.5,2.2,46.0,1.7,22.2,4.3,48.1,2.2,58.3,5.6,31.9,3.8,15.7,9.4,33.0,4.4,40.8,6.0,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),12
