GEO_ID,B22005G_001E,B22005G_001M,B22005G_002E,B22005G_002M,B22005G_003E,B22005G_003M,NAME,B22005G_001EA,B22005G_001MA,B22005G_002MA,B22005G_002EA,B22005G_003EA,B22005G_003MA,state
0400000US01,16906,1910,3788,963,13118,1724,Alabama,null,null,null,null,null,null,01
0400000US02,12690,1840,3035,894,9655,1594,Alaska,null,null,null,null,null,null,02
0400000US04,40161,3684,9260,1670,30901,3398,Arizona,null,null,null,null,null,null,04
0400000US05,14344,2040,3115,1152,11229,1699,Arkansas,null,null,null,null,null,null,05
0400000US06,360984,9989,39605,3371,321379,9304,California,null,null,null,null,null,null,06
0400000US08,41507,3036,6640,1428,34867,2778,Colorado,null,null,null,null,null,null,08
0400000US09,21001,2396,4887,1121,16114,2087,Connecticut,null,null,null,null,null,null,09
0400000US10,3881,878,1061,603,2820,814,Delaware,null,null,null,null,null,null,10
0400000US11,5230,944,315,190,4915,949,District of Columbia,null,null,null,null,null,null,11
0400000US12,93536,6503,18410,2475,75126,5754,Florida,null,null,null,null,null,null,12
0400000US13,37297,3520,7138,1541,30159,3274,Georgia,null,null,null,null,null,null,13
0400000US15,72304,3710,14808,2083,57496,3460,Hawaii,null,null,null,null,null,null,15
0400000US16,7469,1272,2262,783,5207,987,Idaho,null,null,null,null,null,null,16
0400000US17,58049,3505,12690,1708,45359,3193,Illinois,null,null,null,null,null,null,17
0400000US18,28510,2197,7531,1381,20979,2163,Indiana,null,null,null,null,null,null,18
0400000US19,10052,1543,4108,1072,5944,1223,Iowa,null,null,null,null,null,null,19
0400000US20,20323,1893,4553,926,15770,1857,Kansas,null,null,null,null,null,null,20
0400000US21,17185,2071,5523,1327,11662,1671,Kentucky,null,null,null,null,null,null,21
0400000US22,19716,2035,4609,905,15107,1968,Louisiana,null,null,null,null,null,null,22
0400000US23,5546,1117,1442,445,4104,1004,Maine,null,null,null,null,null,null,23
0400000US24,32398,2716,4356,1099,28042,2545,Maryland,null,null,null,null,null,null,24
0400000US25,43952,3536,10542,1630,33410,2989,Massachusetts,null,null,null,null,null,null,25
0400000US26,54804,3564,18947,2094,35857,2885,Michigan,null,null,null,null,null,null,26
0400000US27,25083,2209,4793,903,20290,1871,Minnesota,null,null,null,null,null,null,27
0400000US28,7066,1272,1677,690,5389,1083,Mississippi,null,null,null,null,null,null,28
0400000US29,33223,2470,8204,1458,25019,2115,Missouri,null,null,null,null,null,null,29
0400000US30,6141,1173,1158,499,4983,1080,Montana,null,null,null,null,null,null,30
0400000US31,7613,1140,1951,647,5662,1026,Nebraska,null,null,null,null,null,null,31
0400000US32,22754,3153,2200,665,20554,3169,Nevada,null,null,null,null,null,null,32
0400000US33,6342,1000,986,492,5356,1027,New Hampshire,null,null,null,null,null,null,33
0400000US34,54412,4003,10290,1629,44122,3372,New Jersey,null,null,null,null,null,null,34
0400000US35,17146,1629,2608,812,14538,1687,New Mexico,null,null,null,null,null,null,35
0400000US36,128337,5074,31528,2795,96809,4483,New York,null,null,null,null,null,null,36
0400000US37,39474,4047,10663,2050,28811,3339,North Carolina,null,null,null,null,null,null,37
0400000US38,2224,635,330,178,1894,636,North Dakota,null,null,null,null,null,null,38
0400000US39,55014,3471,18160,2210,36854,2998,Ohio,null,null,null,null,null,null,39
0400000US40,82318,3874,17748,1860,64570,3566,Oklahoma,null,null,null,null,null,null,40
0400000US41,36098,3068,10373,1547,25725,2768,Oregon,null,null,null,null,null,null,41
0400000US42,49289,3519,15101,2068,34188,2848,Pennsylvania,null,null,null,null,null,null,42
0400000US44,6535,1523,1628,622,4907,1214,Rhode Island,null,null,null,null,null,null,44
0400000US45,14937,2105,3979,1202,10958,2086,South Carolina,null,null,null,null,null,null,45
0400000US46,3871,1218,800,393,3071,1074,South Dakota,null,null,null,null,null,null,46
0400000US47,29359,3261,8451,1777,20908,2512,Tennessee,null,null,null,null,null,null,47
0400000US48,142885,6678,25615,2887,117270,5904,Texas,null,null,null,null,null,null,48
0400000US49,12554,1752,2107,689,10447,1589,Utah,null,null,null,null,null,null,49
0400000US50,3510,724,963,366,2547,698,Vermont,null,null,null,null,null,null,50
0400000US51,52090,4589,6078,1439,46012,4465,Virginia,null,null,null,null,null,null,51
0400000US53,72384,4262,16552,2088,55832,3742,Washington,null,null,null,null,null,null,53
0400000US54,8825,1439,2751,731,6074,1182,West Virginia,null,null,null,null,null,null,54
0400000US55,23868,2749,7202,1299,16666,2335,Wisconsin,null,null,null,null,null,null,55
0400000US56,3694,842,522,352,3172,787,Wyoming,null,null,null,null,null,null,56
0400000US72,163840,5166,66365,3908,97475,4287,Puerto Rico,null,null,null,null,null,null,72
