GEO_ID,C17001G_001E,C17001G_001M,C17001G_002E,C17001G_002M,C17001G_003E,C17001G_003M,C17001G_004E,C17001G_004M,C17001G_005E,C17001G_005M,C17001G_006E,C17001G_006M,C17001G_007E,C17001G_007M,C17001G_008E,C17001G_008M,C17001G_009E,C17001G_009M,C17001G_010E,C17001G_010M,C17001G_011E,C17001G_011M,C17001G_012E,C17001G_012M,C17001G_013E,C17001G_013M,C17001G_014E,C17001G_014M,C17001G_015E,C17001G_015M,C17001G_016E,C17001G_016M,C17001G_017E,C17001G_017M,C17001G_018E,C17001G_018M,C17001G_019E,C17001G_019M,NAME,C17001G_001MA,C17001G_001EA,C17001G_002MA,C17001G_002EA,C17001G_003MA,C17001G_003EA,C17001G_004MA,C17001G_004EA,C17001G_005MA,C17001G_005EA,C17001G_006EA,C17001G_006MA,C17001G_007EA,C17001G_007MA,C17001G_008MA,C17001G_008EA,C17001G_009EA,C17001G_009MA,C17001G_010MA,C17001G_010EA,C17001G_011EA,C17001G_011MA,C17001G_012MA,C17001G_012EA,C17001G_013EA,C17001G_013MA,C17001G_014MA,C17001G_014EA,C17001G_015EA,C17001G_015MA,C17001G_016MA,C17001G_016EA,C17001G_017EA,C17001G_017MA,C17001G_018EA,C17001G_018MA,C17001G_019EA,C17001G_019MA,state
0400000US01,62473,5127,17370,2884,8995,1753,5452,1514,3407,908,136,135,8375,1848,4743,1156,3280,1013,352,272,45103,4829,21031,2752,8723,1782,10651,1729,1657,599,24072,3202,9849,1899,12436,1980,1787,594,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,58461,4487,8485,2619,3825,1511,2781,1332,1025,556,19,28,4660,1539,2317,1041,2326,935,17,25,49976,4341,24012,2574,12812,1736,10843,1467,357,147,25964,2747,13132,1634,12266,1723,566,326,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,189801,11474,41354,5485,18582,3002,8845,2173,9173,1933,564,344,22772,3710,11274,2594,10905,2087,593,307,148447,10878,76445,6851,39071,4668,33512,3931,3862,950,72002,6564,36148,4497,33525,4088,2329,834,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,55722,5584,17714,3243,8919,2072,5474,1683,3299,1068,146,170,8795,1958,4907,1341,3501,963,387,285,38008,4727,18847,2982,6659,1638,10633,2038,1555,467,19161,2834,7800,1702,9103,1807,2258,684,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1555230,33819,258106,14004,121040,8252,58346,4473,59271,5278,3423,763,137066,7900,56470,4525,73409,5183,7187,1364,1297124,29940,656567,17500,291118,11088,335349,13234,30100,2655,640557,18554,284418,11162,322698,12676,33441,2647,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,165174,9547,31052,4711,15026,2580,7461,1935,7269,1625,296,335,16026,3087,7581,2246,7555,1232,890,528,134122,8536,67285,4850,33901,3397,31312,3071,2072,650,66837,5662,30672,3631,33358,3285,2807,699,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,83888,5752,14187,2750,7307,1927,3964,1295,3207,1271,136,130,6880,1480,2776,892,3430,931,674,355,69701,5312,34545,3384,17562,2339,15124,2293,1859,735,35156,3064,14920,2003,18265,2223,1971,622,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23905,3387,6293,1809,2286,971,1941,927,345,265,0,192,4007,1127,2668,962,1222,614,117,188,17612,2846,9329,1978,4929,1452,4051,1099,349,295,8283,1509,3780,994,4223,1104,280,201,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,12477,1733,1304,548,657,315,32,53,586,306,39,64,647,362,93,111,482,254,72,99,11173,1608,5099,1118,1625,464,3172,965,302,228,6074,1163,1961,609,3742,877,371,185,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,411380,19982,83627,9330,37232,5362,23639,4354,12224,2128,1369,659,46395,5531,22910,3227,21246,3095,2239,817,327753,15892,167166,10107,72994,6448,84208,6068,9964,1793,160587,10236,70857,6456,79110,5814,10620,2011,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,185237,12491,40850,7099,18415,4236,12963,2996,5303,1836,149,144,22435,4061,11197,3148,10389,2243,849,416,144387,9918,73542,6812,41220,5319,30473,3811,1849,737,70845,5442,34670,4084,33088,3449,3087,1017,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,324489,12876,54475,7714,24134,3948,12922,2790,10347,1882,865,444,30341,4378,13388,2558,15965,2356,988,404,270014,12082,138277,6505,51087,3903,78867,4203,8323,1327,131737,7149,47716,3524,74618,4426,9403,1273,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,37892,4229,10916,2687,5482,1992,2477,1053,2939,1346,66,111,5434,1398,2381,832,2658,844,395,429,26976,3278,14289,2141,6850,1542,6156,1460,1283,663,12687,2183,6650,1926,5410,1141,627,304,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,255477,12303,53296,6216,23843,3272,14173,2374,8892,1887,778,800,29453,3857,15577,3077,12736,1794,1140,453,202181,10604,102926,6956,48784,4442,50953,4595,3189,852,99255,5911,48463,3891,45076,4107,5716,976,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,134367,7296,34439,3901,16242,2389,10654,1944,5428,1395,160,185,18197,2336,10808,1823,6994,1233,395,391,99928,7526,49732,4452,27179,3507,21053,2477,1500,508,50196,4789,26569,3268,21341,2756,2286,581,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,57950,4827,17392,3678,8276,2305,5108,1682,3125,1261,43,62,9116,1986,5147,1511,3923,893,46,86,40558,3904,20479,2135,12463,1769,7785,1268,231,171,20079,2489,11873,1764,7588,1634,618,281,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,93882,6348,21093,3395,9285,1598,6116,1345,2882,823,287,236,11808,2214,5881,1681,5248,1064,679,436,72789,6095,36679,3632,19149,2579,16370,2210,1160,443,36110,3422,18308,2539,16055,2047,1747,534,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,77663,6539,29418,5302,13965,2751,10147,2371,3713,1053,105,133,15453,3418,10225,2846,5006,1262,222,242,48245,4490,21783,2823,11265,1803,9430,1922,1088,533,26462,2873,14140,2357,11331,1715,991,458,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
