GEO_ID,C27006_001E,C27006_001M,C27006_002E,C27006_002M,C27006_003E,C27006_003M,C27006_004E,C27006_004M,C27006_005E,C27006_005M,C27006_006E,C27006_006M,C27006_007E,C27006_007M,C27006_008E,C27006_008M,C27006_009E,C27006_009M,C27006_010E,C27006_010M,C27006_011E,C27006_011M,C27006_012E,C27006_012M,C27006_013E,C27006_013M,C27006_014E,C27006_014M,C27006_015E,C27006_015M,C27006_016E,C27006_016M,C27006_017E,C27006_017M,C27006_018E,C27006_018M,C27006_019E,C27006_019M,C27006_020E,C27006_020M,C27006_021E,C27006_021M,NAME,C27006_001MA,C27006_001EA,C27006_002EA,C27006_002MA,C27006_003EA,C27006_003MA,C27006_004MA,C27006_004EA,C27006_005MA,C27006_005EA,C27006_006MA,C27006_006EA,C27006_007MA,C27006_007EA,C27006_008EA,C27006_008MA,C27006_009EA,C27006_009MA,C27006_010MA,C27006_010EA,C27006_011MA,C27006_011EA,C27006_012MA,C27006_012EA,C27006_013EA,C27006_013MA,C27006_014EA,C27006_014MA,C27006_015MA,C27006_015EA,C27006_016MA,C27006_016EA,C27006_017MA,C27006_017EA,C27006_018EA,C27006_018MA,C27006_019EA,C27006_019MA,C27006_020EA,C27006_020MA,C27006_021MA,C27006_021EA,state
0400000US01,4720067,2155,2262898,5633,569107,4176,2520,725,566587,4327,1414698,4262,86315,4965,1328383,5946,279093,1597,271329,2229,7764,1323,2457169,5482,553018,4336,2848,1103,550170,4537,1529326,3226,89874,4762,1439452,5485,374825,1967,369207,2322,5618,1251,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,699272,1868,353412,2409,95685,1288,448,248,95237,1336,229987,2044,5756,1189,224231,2370,27740,691,26104,787,1636,533,345860,1555,92023,1337,288,168,91735,1361,224593,1324,4652,939,219941,1536,29244,918,27485,928,1759,549,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6378280,1787,3141397,5192,830120,3869,4226,1466,825894,4249,1892465,3160,60027,4610,1832438,5569,418812,1439,403230,2683,15582,2350,3236883,4797,791710,3468,2695,999,789015,3618,1952969,2665,66086,4963,1886883,5347,492204,1546,475953,2320,16251,2176,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2885212,1095,1412433,4390,366713,3444,4917,1738,361796,3930,864243,2843,54236,3646,810007,4351,181477,1394,178017,1657,3460,892,1472779,4226,342175,3336,3995,1582,338180,3396,899485,2675,57454,3801,842031,4159,231119,1618,227622,1655,3497,919,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37161789,5236,18337173,8165,4731653,4465,29114,3913,4702539,5671,11716855,6623,296113,8698,11420742,9327,1888665,2997,1781532,6155,107133,4958,18824616,6478,4520813,4109,30508,4849,4490305,5995,11890613,4441,301310,10508,11589303,11639,2413190,2783,2294144,7045,119046,6035,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5024885,2530,2498871,4767,630047,3241,3600,1105,626447,3485,1618210,3693,42847,3165,1575363,5211,250614,1187,239977,1964,10637,1766,2526014,4098,596781,3604,4691,1899,592090,3948,1620615,3014,43002,3269,1577613,3980,308618,1578,298042,1815,10576,1305,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3522709,1144,1707415,2399,410533,1411,899,510,409634,1510,1084991,1817,34131,2410,1050860,3048,211891,1346,202151,1905,9740,1472,1815294,2210,391817,1419,724,495,391093,1504,1142307,1643,34719,2762,1107588,3028,281170,1372,270136,1825,11034,1369,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,892132,847,428892,1281,104294,951,962,817,103332,1261,267093,1107,11019,1572,256074,2002,57505,652,55784,974,1721,667,463240,1136,100001,916,349,240,99652,959,290684,969,12019,1894,278665,2134,72555,728,70614,986,1941,707,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,608165,325,285171,863,53456,450,335,304,53121,589,204647,794,4589,1061,200058,1323,27068,387,24054,901,3014,839,322994,788,51856,427,64,100,51792,407,230511,708,5234,1270,225277,1601,40627,548,37470,994,3157,828,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18752294,3756,9088985,8711,2040086,5645,16056,3488,2024030,6064,5576083,6738,224756,9305,5351327,10948,1472816,3748,1416508,5303,56308,4135,9663309,8195,1946860,6048,12732,3679,1934128,7134,5892404,5507,210708,9646,5681696,11321,1824045,4157,1757066,6419,66979,5504,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9619740,3609,4653967,8192,1278808,6801,10488,2890,1268320,7037,2927425,4689,111370,6227,2816055,7201,447734,3059,429474,4125,18260,2717,4965773,7238,1205907,6681,11126,2489,1194781,7504,3161513,4850,111020,5652,3050493,6956,598353,3153,582140,3502,16213,2546,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
