GEO_ID,C17004_001E,C17004_001M,C17004_002E,C17004_002M,C17004_003E,C17004_003M,C17004_004E,C17004_004M,C17004_005E,C17004_005M,C17004_006E,C17004_006M,C17004_007E,C17004_007M,C17004_008E,C17004_008M,C17004_009E,C17004_009M,NAME,C17004_001MA,C17004_001EA,C17004_002MA,C17004_002EA,C17004_003MA,C17004_003EA,C17004_004MA,C17004_004EA,C17004_005EA,C17004_005MA,C17004_006EA,C17004_006MA,C17004_007MA,C17004_007EA,C17004_008MA,C17004_008EA,C17004_009MA,C17004_009EA,state
0400000US01,3704283,4608,612397,16427,50900,3650,185016,8714,376481,11890,3091886,17066,1385774,17975,624622,13436,1081490,14085,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,541531,1561,49954,3320,3645,966,20482,1686,25827,2709,491577,3537,232245,6322,154258,6282,105074,4223,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4922990,4898,810090,24279,75191,5762,241014,11286,493885,18182,4112900,25128,1791515,20780,895509,20810,1425876,17866,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2230696,3012,376255,11310,37487,3561,117695,5203,221073,8602,1854441,11988,846345,12746,377119,9200,630977,10391,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28909220,11159,4264778,51440,349419,11453,1322076,24983,2593283,37230,24644442,52104,10573753,43316,6113046,50696,7957643,43912,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3918748,4296,476663,13457,40448,3975,204162,8401,232053,8807,3442085,14019,1666147,16357,899375,15489,876563,12407,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2773799,2986,271613,11526,18489,2432,90948,6187,162176,7954,2502186,11301,1150386,11855,651598,11743,700202,11208,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,704768,1742,73736,5440,5381,1213,25308,2964,43047,3936,631032,5800,292429,6771,144433,5419,194170,5379,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,490209,908,80595,5577,3416,979,24692,3007,52487,4406,409614,5784,238815,5569,79038,4373,91761,4362,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15194273,8362,2294678,35098,186169,9603,673037,18120,1435472,30590,12899595,35142,5456183,31991,2718848,29070,4724564,30123,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7366339,8690,1241010,28848,109365,7056,374338,12501,757307,22870,6125329,29779,2870413,25828,1318968,23307,1935948,21727,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1070802,1960,114234,7831,7177,1442,34946,3689,72111,6172,956568,8003,456100,8403,208614,7457,291854,7065,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1176255,3111,176907,9012,15885,2183,79019,5672,82003,5663,999348,9790,424234,9144,270131,9280,304983,8150,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9878116,6348,1288857,22277,103447,4686,429928,13762,755482,16811,8589259,22802,3965073,22725,2061087,23537,2563099,18094,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4933513,4916,684794,15482,47633,3484,264837,8650,372324,11789,4248719,17594,1945783,16830,1018360,14767,1284576,13921,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2333795,3126,266050,8021,21258,2385,119685,5400,125107,5646,2067745,8953,1037134,10997,506097,9438,524514,6822,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2153077,3106,260346,8543,26862,2647,114187,6089,119297,4923,1892731,9124,958619,10483,442658,9288,491454,8073,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3344673,3878,560056,15433,39167,3314,168995,7428,351894,11748,2784617,15842,1226159,12057,624444,13326,934014,12242,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3468247,4330,623031,15468,61576,5168,190919,7846,370536,11165,2845216,14956,1347521,17004,607761,14039,889934,12027,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1060311,1860,138150,6350,8750,1414,55170,3989,74230,4122,922161,6501,411406,7527,246512,6423,264243,4295,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
