GEO_ID,B10053_001E,B10053_001M,B10053_002E,B10053_002M,B10053_003E,B10053_003M,B10053_004E,B10053_004M,B10053_005E,B10053_005M,B10053_006E,B10053_006M,B10053_007E,B10053_007M,B10053_008E,B10053_008M,B10053_009E,B10053_009M,B10053_010E,B10053_010M,B10053_011E,B10053_011M,NAME,B10053_001MA,B10053_001EA,B10053_002MA,B10053_002EA,B10053_003MA,B10053_003EA,B10053_004EA,B10053_004MA,B10053_005MA,B10053_005EA,B10053_006MA,B10053_006EA,B10053_007MA,B10053_007EA,B10053_008MA,B10053_008EA,B10053_009EA,B10053_009MA,B10053_010MA,B10053_010EA,B10053_011MA,B10053_011EA,state
0400000US01,119988,5433,115303,5600,65769,3875,44401,3529,21368,2456,49534,4262,4685,1255,877,458,581,367,296,246,3808,1177,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,15120,1947,12873,1915,5722,979,3105,769,2617,756,7151,1487,2247,763,325,266,155,229,170,163,1922,719,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,167100,9264,115090,7340,49643,4050,30770,3457,18873,2722,65447,6601,52010,5008,14380,2374,11733,2184,2647,872,37630,4495,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,66271,5143,60148,4613,35276,3106,22895,2496,12381,1733,24872,3434,6123,2152,1116,470,1067,479,49,101,5007,2023,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1117387,21494,420246,14781,162091,9447,96337,6980,65754,5147,258155,11424,697141,17372,154283,7948,109114,6526,45169,3408,542858,15957,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,92500,6540,67602,5293,28356,3441,18752,2697,9604,1753,39246,3777,24898,3478,8833,1892,6903,1918,1930,979,16065,2772,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,62737,4835,44584,4265,17734,2852,11081,2146,6653,1811,26850,3492,18153,2457,3710,1074,2430,964,1280,506,14443,2079,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22515,2980,19430,2851,7945,1621,4919,1149,3026,841,11485,1998,3085,1045,435,342,352,330,83,106,2650,964,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10592,1468,8790,1415,3526,975,2338,824,1188,468,5264,1227,1802,765,658,330,359,224,299,240,1144,602,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,450430,17448,274797,13239,125335,6981,80726,5800,44609,4102,149462,11572,175633,10702,39673,5479,23406,3525,16267,3348,135960,9761,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,264875,12510,217723,10943,106330,7081,68540,5600,37790,3870,111393,7734,47152,5855,11024,3170,8318,2923,2706,1061,36128,5173,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,55428,4158,36541,3517,9999,1836,5188,1208,4811,1237,26542,2986,18887,2585,3559,1010,1776,637,1783,746,15328,2220,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,28322,2910,23711,2699,10584,1909,7014,1695,3570,1153,13127,2342,4611,1342,926,472,799,452,127,146,3685,1219,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,273239,9257,172412,7397,80124,5557,51279,4270,28845,2821,92288,5032,100827,5835,18444,2640,13046,2152,5398,1310,82383,5427,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,135610,7386,124481,6598,65384,4891,45819,3915,19565,2371,59097,4444,11129,2044,2371,811,1681,643,690,488,8758,1841,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,36181,2855,31705,2920,14320,2072,9267,1766,5053,1018,17385,2006,4476,989,1181,458,742,395,439,322,3295,878,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,46063,3829,36801,3743,16473,1925,10774,1820,5699,989,20328,2940,9262,1519,2988,867,2738,837,250,217,6274,1228,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,97429,6026,92677,5660,52954,3953,35329,3356,17625,2143,39723,3914,4752,1433,1717,716,731,457,986,573,3035,1176,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,119156,7065,112839,6876,63361,4858,41693,4373,21668,2587,49478,4481,6317,1453,1161,583,926,598,235,185,5156,1435,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,16669,2391,15690,2352,7068,1668,5574,1596,1494,528,8622,1681,979,409,232,204,70,113,162,169,747,374,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,139181,7571,105280,6126,41637,3785,27892,3333,13745,2008,63643,4911,33901,3969,6655,1741,3746,1277,2909,1113,27246,3821,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,121429,6469,81548,5073,27777,3009,16952,2240,10825,1803,53771,4101,39881,4232,10050,2023,6348,1704,3702,1040,29831,3408,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,169478,6403,145257,5707,60525,4284,40047,3840,20478,1913,84732,4442,24221,3365,4624,1202,3159,1049,1465,508,19597,2994,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67342,4182,51830,3506,23245,2804,15807,2497,7438,1235,28585,2585,15512,2449,3847,1215,2932,1110,915,401,11665,2167,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,81066,4729,79510,4838,44398,3761,30964,3348,13434,2108,35112,3467,1556,635,505,314,279,213,226,257,1051,538,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,110793,6798,102991,6789,44779,4249,29734,3336,15045,2389,58212,5288,7802,1787,1964,1205,1370,1095,594,462,5838,1414,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14202,1779,13993,1794,7052,1243,5057,1125,1995,533,6941,1314,209,291,14,24,0,165,14,24,195,292,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,24071,2560,20865,2329,10966,1622,7327,1305,3639,745,9899,1699,3206,862,902,423,609,335,293,250,2304,751,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,68247,7039,37587,4994,17720,3112,10315,2039,7405,1942,19867,3676,30660,4728,7573,1863,6026,1637,1547,783,23087,4537,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,19020,2342,16844,2123,4600,1033,3058,803,1542,602,12244,1947,2176,793,466,375,67,90,399,366,1710,673,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,187065,7517,104505,5451,31836,3196,19018,2736,12818,1846,72669,4877,82560,5158,14033,2070,7596,1432,6437,1506,68527,4617,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,54584,4571,40762,4038,20839,2633,13024,1983,7815,1434,19923,2772,13822,2555,5556,1627,3956,1245,1600,764,8266,1802,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,430010,10870,215222,8057,80417,5331,55940,4725,24477,2151,134805,6385,214788,7663,52720,4559,31911,3847,20809,2530,162068,7467,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,215690,11726,189546,10537,93490,7003,61439,6065,32051,3182,96056,6968,26144,3623,8087,1802,6603,1792,1484,865,18057,3109,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6933,1585,6605,1583,3065,1340,2612,1333,453,205,3540,950,328,209,150,144,15,25,135,141,178,143,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,223431,8728,211329,8754,103466,5640,71615,4398,31851,3144,107863,7014,12102,1868,1421,610,803,588,618,363,10681,1664,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,86586,5295,78673,5073,42280,3572,28337,2800,13943,1753,36393,3241,7913,1564,2064,658,1626,614,438,258,5849,1361,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,65602,5886,50441,5039,20468,2711,12012,2077,8456,1655,29973,4240,15161,2871,3953,1250,2477,1078,1476,731,11208,2543,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,230575,9728,201597,8518,75089,4854,51452,4046,23637,2329,126508,6577,28978,3190,5432,1555,3566,1367,1866,802,23546,2835,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,19988,2693,13309,2450,4211,1176,2850,1048,1361,605,9098,2184,6679,1422,2210,880,1232,715,978,505,4469,977,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,115047,6529,110823,6298,52196,4988,34759,4179,17437,2130,58627,4847,4224,1433,926,562,824,497,102,171,3298,1303,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10829,1829,10430,1830,5559,1250,2806,796,2753,917,4871,1298,399,359,74,134,74,134,0,155,325,337,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,150320,7225,139246,6782,68729,4911,46780,4331,21949,2291,70517,4674,11074,2155,2309,744,1797,670,512,331,8765,2104,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,767535,18601,499037,14923,246373,10901,171501,9231,74872,5261,252664,9724,268498,10315,82339,6126,64602,5541,17737,2642,186159,9441,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,60926,4841,47283,4268,15571,2440,10033,1933,5538,1139,31712,3257,13643,2585,2768,1124,1858,937,910,567,10875,2133,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6898,1230,6276,1187,2956,1061,2195,922,761,368,3320,750,622,363,95,104,95,104,0,145,527,357,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
