GEO_ID,B17005_001E,B17005_001M,B17005_002E,B17005_002M,B17005_003E,B17005_003M,B17005_004E,B17005_004M,B17005_005E,B17005_005M,B17005_006E,B17005_006M,B17005_007E,B17005_007M,B17005_008E,B17005_008M,B17005_009E,B17005_009M,B17005_010E,B17005_010M,B17005_011E,B17005_011M,B17005_012E,B17005_012M,B17005_013E,B17005_013M,B17005_014E,B17005_014M,B17005_015E,B17005_015M,B17005_016E,B17005_016M,B17005_017E,B17005_017M,B17005_018E,B17005_018M,B17005_019E,B17005_019M,B17005_020E,B17005_020M,B17005_021E,B17005_021M,B17005_022E,B17005_022M,B17005_023E,B17005_023M,NAME,B17005_001EA,B17005_001MA,B17005_002EA,B17005_002MA,B17005_003MA,B17005_003EA,B17005_004MA,B17005_004EA,B17005_005MA,B17005_005EA,B17005_006EA,B17005_006MA,B17005_007EA,B17005_007MA,B17005_008EA,B17005_008MA,B17005_009MA,B17005_009EA,B17005_010MA,B17005_010EA,B17005_011EA,B17005_011MA,B17005_012EA,B17005_012MA,B17005_013EA,B17005_013MA,B17005_014MA,B17005_014EA,B17005_015MA,B17005_015EA,B17005_016MA,B17005_016EA,B17005_017EA,B17005_017MA,B17005_018EA,B17005_018MA,B17005_019EA,B17005_019MA,B17005_020MA,B17005_020EA,B17005_021MA,B17005_021EA,B17005_022MA,B17005_022EA,B17005_023MA,B17005_023EA,state
0400000US01,3690778,5090,611885,16433,244868,9400,114566,6288,70746,4442,43820,3874,130302,7089,367017,9810,150300,6203,97453,5993,52847,4146,216717,7352,3078893,17488,1496513,11033,1040422,11583,952417,12495,88005,4920,456091,9701,1582380,10642,923816,12063,852040,11795,71776,5246,658564,10621,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,529599,2497,49730,3324,21811,2224,12153,1801,6905,1264,5248,1167,9658,1695,27919,2373,12169,1711,8106,1476,4063,927,15750,1766,479869,4002,244479,3060,187797,3079,173392,3316,14405,1958,56682,2842,235390,2551,164683,4326,155275,4435,9408,1367,70707,3752,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4912977,5065,810090,24279,367370,15248,189889,10851,117678,7520,72211,6514,177481,10260,442720,13500,173579,7820,118563,7298,55016,4062,269141,10718,4102887,25075,2025377,16290,1428682,16037,1310754,16508,117928,7626,596695,11858,2077510,14307,1222324,15305,1133159,14460,89165,5586,855186,13488,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2225835,3124,376199,11308,153296,6329,74219,4675,49918,3805,24301,2719,79077,4126,222903,7150,90646,5102,64669,4212,25977,3107,132257,5489,1849636,11874,921086,7732,642262,7928,594669,8249,47593,3910,278824,6369,928550,7447,546382,8641,518539,8775,27843,2745,382168,7544,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28834443,12734,4263417,51306,1880805,29483,1006699,20375,662164,15096,344535,11994,874106,18732,2382612,30677,939352,17824,617465,13893,321887,11330,1443260,23782,24571026,52434,12210702,31313,9095891,29646,8175624,29886,920267,16120,3114811,24006,12360324,31471,7639866,33767,6925715,30296,714151,14886,4720458,30934,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3898961,4816,476500,13463,212529,8171,126325,6683,86400,5500,39925,3952,86204,5337,263971,8645,127952,6959,89176,5613,38776,3328,136019,5671,3422461,13523,1710674,8226,1333833,9465,1235944,8991,97889,5454,376841,8524,1711787,10111,1145523,9616,1070099,9841,75424,5057,566264,9951,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2769149,3364,271613,11526,113232,6843,59698,5172,35700,4397,23998,2500,53534,4444,158381,7131,74195,4709,45528,3657,28667,3214,84186,4502,2497536,11261,1213233,7598,936904,7432,848538,8148,88366,5423,276329,6140,1284303,6968,858293,8648,794479,8637,63814,4352,426010,8038,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,701739,1944,73599,5404,27517,3424,12413,2139,8066,1672,4347,1289,15104,2563,46082,3787,19815,2036,13742,1855,6073,1189,26267,3180,628140,5940,304418,3640,222560,3690,204417,3460,18143,2302,81858,3842,323722,4207,204774,4661,192159,4544,12615,1824,118948,3751,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,489221,1000,80595,5577,33139,3051,14496,1987,6622,1427,7874,1500,18643,2480,47456,4152,18142,2734,9623,1860,8519,1661,29314,3191,408626,5759,194786,3329,155203,3420,142292,3568,12911,1763,39583,3082,213840,4198,158999,4321,149109,4253,9890,1917,54841,2879,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15158140,9470,2293936,35213,1008851,23619,504744,16103,305118,13762,199626,7884,504107,17913,1285085,19927,543592,14070,344135,11611,199457,8699,741493,15984,12864204,36053,6251288,23755,4276048,27090,3846188,25022,429860,15513,1975240,23485,6612916,22326,3899215,24361,3585754,23862,313461,11946,2713701,22405,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7334597,9762,1239750,28935,521949,16226,272938,11483,167981,8679,104957,7377,249011,11991,717801,17258,308732,10910,196475,9872,112257,6979,409069,13541,6094847,29786,2962715,18317,2200736,18799,2015084,18247,185652,7680,761979,14351,3132132,16945,1965334,20841,1793995,20193,171339,8808,1166798,15161,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1045917,3224,113683,7860,48436,4519,21684,2857,13246,2190,8438,2086,26752,3319,65247,4502,24927,2621,19632,2494,5295,1448,40320,3354,932234,8450,456150,5048,332031,5346,309734,5745,22297,2631,124119,4122,476084,5144,299388,5670,283459,5723,15929,2261,176696,5336,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1174457,3148,176875,9017,78087,5535,45341,4494,29852,3121,15489,2720,32746,3741,98788,5418,47816,3553,36855,2985,10961,1766,50972,3769,997582,9803,503154,6371,366993,6206,337979,6791,29014,3282,136161,4424,494428,6174,297957,7396,278426,6864,19531,2199,196471,6194,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9869271,6576,1288761,22270,544450,12625,288921,9800,177908,7512,111013,5838,255529,9102,744311,14175,331685,9079,216151,7855,115534,5500,412626,11190,8580510,22916,4211198,12721,3177340,16174,2887940,16285,289400,8099,1033858,11954,4369312,15666,2822222,16442,2610046,15058,212176,7713,1547090,13347,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4929798,5022,684728,15493,283845,8230,149281,6296,90817,5277,58464,3900,134564,6829,400883,10917,182471,6514,124032,5803,58439,3481,218412,8148,4245070,17490,2103945,10146,1557987,12633,1439193,12138,118794,6285,545958,8885,2141125,11630,1346745,10673,1260015,10842,86730,4888,794380,9501,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2332236,3203,266044,8022,114554,4662,62832,3349,45430,3238,17402,1939,51722,3758,151490,5929,73741,3816,58068,3255,15673,2156,77749,4663,2066192,8970,1026731,6132,783558,6530,747725,6627,35833,2610,243173,4682,1039461,6360,692221,6588,667026,6461,25195,2293,347240,5104,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2140705,3504,260330,8546,109282,5804,63154,4109,44352,3718,18802,2110,46128,3899,151048,5452,77355,4653,59833,3981,17522,2229,73693,3807,1880375,9211,933391,5552,719324,6958,678355,7403,40969,2952,214067,5111,946984,6673,628350,7303,596988,7181,31362,2831,318634,6479,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3336311,4021,559872,15410,233350,7988,104849,5379,67662,4587,37187,3229,128501,5748,326522,10556,122122,5868,83095,5143,39027,2996,204400,8486,2776439,15737,1373405,8212,958004,9983,879291,9487,78713,4925,415401,7967,1403034,10862,852014,9777,796896,10136,55118,3834,551020,9087,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3457449,4773,622636,15395,244672,8313,109931,6369,71652,5570,38279,3362,134741,6315,377964,10633,161983,7344,119224,6881,42759,3444,215981,7901,2834813,14893,1397030,9350,1015534,9606,947084,9759,68450,4246,381496,8387,1437783,10323,877575,11743,827214,11332,50361,3934,560208,9061,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1058784,1963,138049,6363,60265,3583,30230,2769,19646,2151,10584,1687,30035,2478,77784,4198,34725,2868,25010,2196,9715,1831,43059,2903,920735,6527,449832,4115,326177,4974,302325,4715,23852,2414,123655,3641,470903,4480,304230,5126,289089,4838,15141,1967,166673,3874,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
