GEO_ID,C27003_001E,C27003_001M,C27003_002E,C27003_002M,C27003_003E,C27003_003M,C27003_004E,C27003_004M,C27003_005E,C27003_005M,C27003_006E,C27003_006M,C27003_007E,C27003_007M,C27003_008E,C27003_008M,C27003_009E,C27003_009M,C27003_010E,C27003_010M,C27003_011E,C27003_011M,C27003_012E,C27003_012M,C27003_013E,C27003_013M,C27003_014E,C27003_014M,C27003_015E,C27003_015M,C27003_016E,C27003_016M,C27003_017E,C27003_017M,C27003_018E,C27003_018M,C27003_019E,C27003_019M,C27003_020E,C27003_020M,C27003_021E,C27003_021M,NAME,C27003_001MA,C27003_001EA,C27003_002MA,C27003_002EA,C27003_003MA,C27003_003EA,C27003_004EA,C27003_004MA,C27003_005EA,C27003_005MA,C27003_006EA,C27003_006MA,C27003_007MA,C27003_007EA,C27003_008MA,C27003_008EA,C27003_009MA,C27003_009EA,C27003_010EA,C27003_010MA,C27003_011MA,C27003_011EA,C27003_012MA,C27003_012EA,C27003_013MA,C27003_013EA,C27003_014MA,C27003_014EA,C27003_015EA,C27003_015MA,C27003_016EA,C27003_016MA,C27003_017EA,C27003_017MA,C27003_018MA,C27003_018EA,C27003_019MA,C27003_019EA,C27003_020MA,C27003_020EA,C27003_021EA,C27003_021MA,state
0400000US13,9619740,3609,4653967,8192,1278808,6801,488221,14126,790587,14214,2927425,4689,327481,11576,2599944,12841,447734,3059,430901,3992,16833,2678,4965773,7238,1205907,6681,461168,14682,744739,15761,3161513,4850,378224,11205,2783289,11258,598353,3153,582198,3490,16155,2548,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1326065,2252,648083,2516,154837,1314,48013,3088,106824,3293,405415,2400,58472,3918,346943,4449,87831,795,82929,1266,4902,947,677982,1697,149240,1289,45583,3700,103657,3671,418293,1442,61044,4289,357249,4555,110449,862,104415,1410,6034,1215,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1565645,611,781563,3084,219386,1887,73166,5159,146220,5157,469860,2439,55015,4131,414845,4786,92317,1051,90563,1235,1754,633,784082,2928,207678,2030,68720,4914,138958,4788,468671,2378,52265,3421,416406,3896,107733,1470,106130,1630,1603,713,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12688006,1765,6188923,5482,1573940,3455,641667,11470,932273,12108,3938823,4767,434454,11789,3504369,11467,676160,2302,647324,3428,28836,2827,6499083,5643,1517947,3778,625783,12272,892164,11706,4075272,4311,620059,13397,3455213,14504,905864,2673,872645,4008,33219,2866,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6417644,1247,3143871,4244,813719,3325,285051,7456,528668,7265,1974747,3330,226503,6668,1748244,7259,355405,1738,346465,2102,8940,1514,3273773,4020,779917,3375,271105,8348,508812,8842,2029923,2898,276811,8475,1753112,8718,463933,1865,455037,2470,8896,1606,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3017465,552,1490070,3240,367185,2411,117609,5657,249576,5187,933898,2372,115826,4883,818072,5349,188987,1222,185960,1496,3027,616,1527395,3237,354376,2608,117774,5104,236602,4776,927513,2142,118528,4409,808985,4649,245506,1490,241103,1583,4403,868,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2813530,1400,1382914,2916,369059,2400,110676,5651,258383,5537,854325,2376,81514,3726,772811,3904,159530,1374,154221,1531,5309,1044,1430616,2615,352152,2316,104651,4632,247501,4875,874124,2119,82604,4591,791520,4678,204340,1529,200089,1996,4251,984,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4284357,1582,2086414,4688,522385,2891,214700,7572,307685,7234,1314390,3622,221285,7636,1093105,8335,249639,1672,245821,1988,3818,949,2197943,4284,500563,3430,207996,7466,292567,7525,1375640,2700,225302,6054,1150338,6684,321740,2167,315907,2267,5833,999,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4473068,1771,2158999,4614,570660,3714,280990,8473,289670,9333,1351449,3301,197248,7160,1154201,7389,236890,1371,229843,1874,7047,1334,2314069,4598,546633,3673,268843,7780,277790,7672,1453631,2778,239895,7001,1213736,7206,313805,1603,304526,2038,9279,1562,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1314121,520,643061,2022,139682,1323,56497,3919,83185,3969,409496,1432,86497,4224,322999,4479,93883,903,91959,962,1924,509,671060,2018,130219,1149,52018,3074,78201,2828,424525,1389,95409,4376,329116,4240,116316,1011,113301,1140,3015,606,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5736588,2191,2754848,4094,684352,2367,206704,7684,477648,7702,1767349,3001,190376,6221,1576973,6536,303147,1740,287650,2529,15497,2075,2981740,3865,660146,2478,204647,7175,455499,7454,1917189,2589,253394,9989,1663795,10077,404405,1788,383193,2917,21212,2301,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6507596,1342,3141830,2921,715493,1727,223563,7716,491930,7401,2051709,2075,378728,10471,1672981,10468,374628,1583,358338,2464,16290,1708,3365766,2676,686380,1555,225204,7570,461176,7607,2171430,1380,463120,10772,1708310,10825,507956,1760,488366,2943,19590,2154,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9762306,764,4769289,3587,1172552,2841,468211,9008,704341,9198,3006529,3249,490970,10196,2515559,10081,590208,1578,579448,2144,10760,1445,4993017,3459,1116979,2849,447533,9593,669446,9213,3116224,2316,573090,11604,2543134,11855,759814,1926,746479,2454,13335,1426,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5286728,677,2622717,3650,653369,2915,169000,5707,484369,5245,1671781,2675,220347,5901,1451434,6397,297567,1342,291008,1632,6559,1078,2664011,3589,622666,2908,160620,6223,462046,6025,1668552,2448,247267,6561,1421285,6744,372793,1634,366152,1881,6641,948,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2911811,1630,1395784,4952,383591,4348,192073,6705,191518,6960,852684,2888,145245,6620,707439,7401,159509,1272,156190,1729,3319,1069,1516027,4544,365981,3740,180050,6501,185931,6168,935528,2210,168530,6211,766998,6536,214518,1415,211164,1681,3354,926,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5898968,1584,2870998,4884,721274,4558,243174,9023,478100,9697,1791555,3545,219797,6859,1571758,7331,358169,2147,350066,2465,8103,1280,3027970,4474,687981,3310,226187,7618,461794,7532,1879520,3731,249639,8110,1629881,8600,460469,2109,450584,2493,9885,1567,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,983214,886,490234,2032,114224,1467,39407,3293,74817,3317,307118,1691,40128,2983,266990,3127,68892,823,67163,1071,1729,607,492980,2079,107878,1313,34249,2865,73629,3170,307688,1749,32772,2894,274916,3120,77414,840,76380,932,1034,394,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1814388,1030,895007,3064,234486,2252,69325,4109,165161,3954,556403,2107,52670,3289,503733,3846,104118,896,101632,950,2486,619,919381,2970,224705,2262,68439,3749,156266,4204,560897,1716,59409,4246,501488,4479,133779,1113,131858,1208,1921,400,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2686989,2047,1343045,3155,337713,2028,84811,6819,252902,6898,846310,2703,90273,5718,756037,6246,159022,1042,149999,2575,9023,2195,1343944,2668,324646,1944,83577,7096,241069,7207,842156,1886,85865,6312,756291,6057,177142,1025,167622,2594,9520,2414,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1303868,471,642689,2013,143055,1304,42417,3026,100638,2784,419863,1462,39986,3327,379877,3413,79771,666,76996,902,2775,708,661179,1916,136155,1318,35221,2765,100934,2981,427871,1381,40291,3216,387580,3525,97153,885,94401,1070,2752,734,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8712982,1438,4227328,2797,1040986,2162,298563,7823,742423,8160,2692258,2068,248699,7737,2443559,8206,494084,1545,466775,2866,27309,2467,4485654,2739,997181,2184,278459,8222,718722,7679,2814680,2047,335254,7907,2479426,7857,673793,1775,645232,3496,28561,2908,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2047242,1765,1007333,3034,268233,2597,144630,5197,123603,5240,613238,2387,105624,6127,507614,6392,125862,1130,121355,1499,4507,1038,1039909,2929,248554,2440,131736,5479,116818,5105,639011,1634,121741,5313,517270,5667,152344,1101,147182,1699,5162,1181,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19208419,2296,9270690,4851,2185880,3162,858719,14001,1327161,14040,6010741,4944,1066868,14731,4943873,15339,1074069,2291,1023710,4635,50359,3945,9937729,4336,2084230,3065,828185,11691,1256045,10796,6363833,3326,1346148,16621,5017685,16706,1489666,2786,1431208,5327,58458,4487,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9461018,4189,4539904,8117,1155966,6532,467538,13349,688428,13589,2851076,6828,372264,10836,2478812,12596,532862,2520,523876,3281,8986,1686,4921114,7089,1130906,6585,452958,12500,677948,10959,3088412,4665,448011,13643,2640401,14075,701796,2554,690908,3153,10888,1918,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,669425,795,335551,1835,75524,1096,16950,1801,58574,1979,218238,1669,21175,1998,197063,2422,41789,463,40819,643,970,394,333874,1741,75329,1307,18110,2166,57219,1922,207927,1469,20029,2145,187898,2658,50618,580,49554,813,1064,666,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11369102,1441,5532152,4862,1375424,3977,489492,9355,885932,9740,3476121,3790,461688,9648,3014433,10316,680607,2449,664695,3238,15912,1836,5836950,4795,1312916,4189,468057,10153,844859,9819,3624965,3414,590047,9592,3034918,9870,899069,2439,875749,3483,23320,2095,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3710368,1361,1818156,3716,478619,2841,197610,6706,281009,6378,1119457,2808,146129,5231,973328,5875,220080,1210,215078,1381,5002,942,1892212,3734,455274,2948,189320,6301,265954,6243,1158279,2271,158510,5875,999769,6342,278659,1612,273138,1759,5521,915,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3832640,865,1883948,3399,440927,2637,171290,6870,269637,6458,1200443,2573,167856,6664,1032587,6989,242578,1514,237609,1734,4969,1043,1948692,3419,420132,3249,158430,6044,261702,6223,1227937,2609,170657,6434,1057280,6647,300623,1503,294267,1566,6356,1275,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12539757,1068,6083908,4866,1410802,3114,501695,12310,909107,11951,3860832,3301,520771,10108,3340061,10573,812274,2259,789984,2981,22290,2320,6455849,4779,1343939,2898,463469,9614,880470,9347,4022534,3041,649473,11640,3373061,12472,1089376,2261,1063630,3091,25746,2203,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1035117,804,498833,1374,111762,804,39112,3991,72650,3937,325451,1275,42045,2715,283406,3030,61620,818,59908,1067,1712,485,536284,1199,106862,905,36912,2889,69950,2872,344983,887,57795,3942,287188,4024,84439,732,82873,891,1566,505,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4579231,2414,2197940,5760,548534,4831,220450,8131,328084,8671,1369762,3746,198490,8179,1171272,8876,279644,1917,273636,2525,6008,1647,2381291,5395,530942,4886,214397,8125,316545,7810,1492814,2738,229824,8165,1262990,8562,357535,2085,352670,1964,4865,1241,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,805505,1055,399329,2316,101316,1360,33502,2483,67814,2426,247393,1792,28761,2255,218632,2990,50620,787,49741,793,879,364,406176,2315,99388,1423,31600,2062,67788,1903,244121,1350,26283,2319,217838,2571,62667,984,61818,998,849,383,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6302351,2349,3049501,6199,758768,4350,310532,9481,448236,9225,1919354,5584,291395,7442,1627959,8892,371379,1814,363515,2140,7864,1634,3252850,5528,729011,4788,296251,9966,432760,9805,2043501,3488,367142,10187,1676359,10776,480338,2246,472523,2594,7815,1609,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25197453,4761,12368825,9265,3550908,7006,1428165,21908,2122743,23013,7657968,7559,772877,15071,6885091,17042,1159949,3783,1108706,5193,51243,4416,12828628,8404,3396061,6679,1356983,16196,2039078,15880,7965935,6195,886372,15894,7079563,16340,1466632,3842,1408679,6002,57953,4529,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2789648,1314,1396734,3221,450726,2194,90683,6198,360043,6413,829388,2458,68893,5070,760495,5339,116620,998,111754,1355,4866,971,1392914,2903,427086,2240,90726,5852,336360,6577,828356,2279,78843,5019,749513,5722,137472,997,133749,1309,3723,932,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,620159,306,304952,1163,64139,930,30416,1810,33723,1845,199868,975,43502,2643,156366,2900,40945,522,40147,632,798,314,315207,1148,61460,757,27835,2027,33625,1994,204295,802,47506,2366,156789,2437,49452,389,48654,482,798,282,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7887164,4700,3813943,8695,949389,5674,247468,8605,701921,8450,2435829,6019,228816,7003,2207013,9324,428725,2403,411931,3002,16794,2169,4073221,7383,899692,5775,229643,7898,670049,8811,2620133,4853,255900,7786,2364233,9609,553396,2886,534883,3256,18513,2456,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6716822,3208,3320222,5430,807613,3255,294992,8223,512621,7750,2133930,4308,260725,7672,1873205,8044,378679,1924,367372,2515,11307,1563,3396600,4920,770566,3438,280248,7894,490318,7286,2163969,3806,273315,8808,1890654,9522,462065,2315,449480,2732,12585,1573,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1826485,271,895205,3472,198068,2308,87815,4074,110253,4171,568091,2966,118075,4740,450016,4489,129046,1176,127334,1306,1712,525,931280,3467,187234,2479,83089,4016,104145,4102,580463,2419,109569,5347,470894,5507,163583,1220,161299,1278,2284,618,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5634063,895,2782575,3899,676554,2398,240325,7134,436229,6598,1770176,3201,257787,7387,1512389,8429,335845,1539,329581,1794,6264,988,2851488,3662,646367,2579,221471,7201,424896,7257,1779475,2421,310681,7563,1468794,7878,425646,1864,418466,2423,7180,1189,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,558832,750,283253,2015,68949,1750,20005,2434,48944,2418,181644,1506,17560,2341,164084,2539,32660,388,31778,522,882,420,275579,2027,65645,1497,17821,2359,47824,2520,172954,1374,15859,1951,157095,2435,36980,650,36363,717,617,402,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3680339,638,1749062,2891,443921,2806,259905,7866,184016,7621,1062796,796,486650,10415,576146,10367,242345,609,236099,1523,6246,1218,1931277,2889,431568,2800,252374,7044,179194,7007,1183616,446,581920,9522,601696,9520,316093,511,306912,1363,9181,1302,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
