GEO_ID,C08528_001E,C08528_001M,C08528_002E,C08528_002M,C08528_003E,C08528_003M,C08528_004E,C08528_004M,C08528_005E,C08528_005M,C08528_006E,C08528_006M,C08528_007E,C08528_007M,C08528_008E,C08528_008M,C08528_009E,C08528_009M,C08528_010E,C08528_010M,C08528_011E,C08528_011M,C08528_012E,C08528_012M,C08528_013E,C08528_013M,C08528_014E,C08528_014M,C08528_015E,C08528_015M,C08528_016E,C08528_016M,C08528_017E,C08528_017M,C08528_018E,C08528_018M,C08528_019E,C08528_019M,C08528_020E,C08528_020M,C08528_021E,C08528_021M,C08528_022E,C08528_022M,C08528_023E,C08528_023M,C08528_024E,C08528_024M,C08528_025E,C08528_025M,C08528_026E,C08528_026M,C08528_027E,C08528_027M,C08528_028E,C08528_028M,C08528_029E,C08528_029M,C08528_030E,C08528_030M,NAME,C08528_001EA,C08528_001MA,C08528_002MA,C08528_002EA,C08528_003MA,C08528_003EA,C08528_004MA,C08528_004EA,C08528_005MA,C08528_005EA,C08528_006EA,C08528_006MA,C08528_007MA,C08528_007EA,C08528_008EA,C08528_008MA,C08528_009EA,C08528_009MA,C08528_010MA,C08528_010EA,C08528_011EA,C08528_011MA,C08528_012MA,C08528_012EA,C08528_013MA,C08528_013EA,C08528_014EA,C08528_014MA,C08528_015EA,C08528_015MA,C08528_016MA,C08528_016EA,C08528_017EA,C08528_017MA,C08528_018MA,C08528_018EA,C08528_019EA,C08528_019MA,C08528_020EA,C08528_020MA,C08528_021EA,C08528_021MA,C08528_022EA,C08528_022MA,C08528_023EA,C08528_023MA,C08528_024MA,C08528_024EA,C08528_025EA,C08528_025MA,C08528_026EA,C08528_026MA,C08528_027MA,C08528_027EA,C08528_028EA,C08528_028MA,C08528_029MA,C08528_029EA,C08528_030EA,C08528_030MA,state
0400000US01,1914756,17722,1474906,18259,336317,9850,99874,5320,3659,1327,1626125,16768,1262099,15606,294798,8884,67159,4593,2069,1034,188241,9426,145847,8486,29837,3001,11620,2120,937,622,8782,1424,6949,1291,1248,492,585,384,0,193,40482,3352,28468,2982,8178,1392,3605,1146,231,209,51126,4304,31543,3519,2256,742,16905,2233,422,387,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,355925,6110,227672,6694,104672,5123,23205,2503,376,310,239776,6215,153106,5822,75011,4845,11374,1769,285,304,43590,3508,28134,3042,13292,1521,2125,942,39,54,6061,1575,4486,1177,1462,629,113,128,0,193,49623,2737,33741,2473,13417,1643,2432,666,33,45,16875,2033,8205,1740,1490,749,7161,1375,19,29,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2623436,18031,2047261,20838,411114,13943,161367,7819,3694,1006,1991552,20267,1574601,22454,322145,11789,93200,6587,1606,611,303211,12323,243683,11459,44348,4454,15053,2884,127,198,52302,4776,40794,4053,9306,1654,2107,1263,95,156,130589,8586,97409,7618,24721,3133,7689,1891,770,645,145782,8522,90774,7003,10594,1953,43318,4083,1096,651,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1214826,11798,925562,11183,211795,6612,75860,5202,1609,552,1005949,12850,774271,11616,181187,6333,49678,4595,813,441,124777,6639,94999,5441,21582,2476,7786,1435,410,270,5346,1194,4013,1073,1057,500,208,178,68,114,38185,3863,29086,3313,4910,1202,4002,1070,187,277,40569,3617,23193,2887,3059,1013,14186,2105,131,127,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16042489,40016,12236680,43792,2425496,25935,1354095,23800,26218,2989,11759523,45850,9128758,48381,1839411,23466,778732,15776,12622,1884,1781154,26616,1371626,25195,253675,9700,149040,7860,6813,1672,825845,15872,667724,15073,108379,5062,49345,4095,397,256,818615,17235,628367,15407,128364,6063,60598,3797,1286,437,857352,17561,440205,11922,95667,5628,316380,9422,5100,1350,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2462381,12823,1906986,14574,391666,10680,158795,7890,4934,1404,1862725,13933,1459656,14747,311205,9747,89439,5357,2425,1022,238625,8207,189013,7241,33957,3286,14602,2312,1053,578,76857,4987,62684,4316,11922,1653,2117,1044,134,154,129220,6854,94016,5797,26792,2187,7654,1518,758,602,154954,7327,101617,5219,7790,1459,44983,4487,564,304,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1710953,13550,1361625,13130,234227,8284,112735,5671,2366,822,1352837,13807,1078735,14338,200432,7571,71992,4501,1678,749,151893,8209,126084,7225,14777,2187,10652,1633,380,290,59778,4949,54181,4818,3944,896,1653,643,0,193,74010,5885,58804,5896,10830,1648,4376,1301,0,193,72435,4059,43821,2848,4244,1255,24062,2392,308,162,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,407733,7229,332091,7275,58618,3769,16326,1945,698,423,333736,8376,271671,8099,51638,3629,9979,1495,448,316,36345,3475,30882,3236,4041,947,1300,595,122,138,10449,2026,9118,1859,1258,554,73,88,0,193,12180,1842,9876,1797,1302,491,1002,496,0,193,15023,1984,10544,1785,379,283,3972,896,128,169,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,805581,14168,475046,11385,304658,9206,25164,2707,713,502,345873,10435,205533,7433,126860,6257,13287,2196,193,312,80499,5357,42347,3467,35523,3771,2417,939,212,329,306244,10741,178937,8148,122820,6226,4235,1173,252,242,58265,4008,38788,3529,18063,2239,1414,542,0,193,14700,2159,9441,1724,1392,546,3811,1042,56,95,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7951248,35473,6388306,38021,1083563,25600,468190,14745,11189,1943,6346735,39773,5128693,40680,919034,22912,293331,11866,5677,1454,789125,21924,637927,18786,95201,6493,53228,6210,2769,1295,166437,9668,140380,8944,16786,2511,9235,1865,36,60,280838,11745,233222,10911,28739,3028,18519,2901,358,333,368113,13214,248084,9562,23803,2646,93877,6455,2349,1095,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
