GEO_ID,B02001_001E,B02001_001M,B02001_002E,B02001_002M,B02001_003E,B02001_003M,B02001_004E,B02001_004M,B02001_005E,B02001_005M,B02001_006E,B02001_006M,B02001_007E,B02001_007M,B02001_008E,B02001_008M,B02001_009E,B02001_009M,B02001_010E,B02001_010M,NAME,B02001_001MA,B02001_001EA,B02001_002EA,B02001_002MA,B02001_003MA,B02001_003EA,B02001_004EA,B02001_004MA,B02001_005EA,B02001_005MA,B02001_006EA,B02001_006MA,B02001_007MA,B02001_007EA,B02001_008EA,B02001_008MA,B02001_009MA,B02001_009EA,B02001_010EA,B02001_010MA,state
0400000US01,4802740,-555555555,3318110,8630,1281095,4637,24408,2242,54259,2260,1919,1208,58499,7039,64450,5189,5766,1769,58684,4826,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,722718,-555555555,482698,2741,23143,2072,102293,3803,37971,2083,7785,727,8599,1933,60229,4733,3382,1371,56847,4516,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6482505,-555555555,5141027,23299,265940,7841,289812,5175,177297,6178,11941,1586,402195,21457,194293,11560,48953,6342,145340,10223,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2937979,-555555555,2296248,7497,463364,4287,16772,2398,34342,2594,7279,1910,62745,7426,57229,5642,5570,1652,51659,5206,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37691912,-555555555,23698393,65345,2253905,15479,289597,14245,4970627,17933,146894,5678,4738489,66403,1594007,33877,367859,18403,1226148,25786,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5116796,-555555555,4318187,17394,203243,4916,51677,4851,143760,3834,5949,641,221207,15837,172773,9552,36014,4659,136759,7670,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3580709,-555555555,2787171,11468,359683,5702,7481,1778,141081,2409,1416,755,195293,10646,88584,5802,21150,3427,67434,4884,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,907135,-555555555,636680,4729,193899,2993,2794,895,29930,1168,22,29,19682,4485,24128,3358,2548,1242,21580,3200,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,617996,-555555555,246505,3665,309845,2181,1956,848,22510,968,0,200,24420,3654,12760,1744,1315,601,11445,1673,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19057542,-555555555,14535897,31466,3046628,20255,63416,6292,463164,8849,12545,3380,512411,27599,423481,20163,87418,9889,336063,17975,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9815210,-555555555,5961961,19867,3021927,14079,24980,4510,322841,7505,5659,2702,287608,19454,190234,12372,26079,4788,164155,11433,Georgia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1374810,-555555555,343352,3503,26281,1452,3942,1158,523824,9782,128087,5294,17772,3259,331552,13187,9336,2687,322216,13960,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1584985,-555555555,1465484,5687,8392,1656,20511,2685,20913,2460,1287,682,28938,5066,39460,4126,4935,1616,34525,3632,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12869259,-555555555,9328438,27666,1867304,10690,25818,3305,599115,6487,1378,632,783647,28478,263559,12405,55819,6037,207740,11389,Illinois,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6516922,-555555555,5512023,8881,589109,7189,12817,1863,102695,4396,786,503,157123,10274,142369,7286,20049,3898,122320,6182,Indiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3062309,-555555555,2800812,4987,88258,3256,12009,1482,56040,2355,1010,428,43292,5237,60888,4827,6250,2007,54638,4214,Iowa,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2871238,-555555555,2442531,6705,167669,4848,23830,2669,67235,3040,1642,771,71792,6124,96539,6414,10330,2388,86209,5598,Kansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4369356,-555555555,3837605,5487,348778,6594,9662,1761,50424,2713,729,449,41911,5188,80247,6532,6141,1663,74106,6415,Kentucky,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4574836,-555555555,2874839,6593,1469876,6384,28830,2237,72484,2804,3126,2331,48020,6386,77661,6414,9259,1992,68402,6003,Louisiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1328188,-555555555,1264494,1599,13598,1448,8148,1581,13498,1852,134,116,3249,1000,25067,2640,1140,606,23927,2547,Maine,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5828289,-555555555,3414300,13228,1725923,6990,14530,1385,329770,4691,1924,1095,189897,13333,151945,8308,19794,3941,132151,7275,Maryland,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6587536,-555555555,5305948,12504,451127,7855,13160,2325,365968,4987,858,443,282417,13444,168058,11199,33692,4484,134366,10032,Massachusetts,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9876187,-555555555,7830903,9530,1388139,7863,54719,3625,242232,5033,2118,889,105245,7698,252831,9915,25908,3717,226923,9568,Michigan,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5344861,-555555555,4577875,7618,279142,6224,60842,3167,216270,3768,763,342,74998,7403,134971,8828,10804,2087,124167,8111,Minnesota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2978512,-555555555,1770546,4486,1115359,5473,11815,1722,27077,3206,108,122,19265,3669,34342,4658,4724,2092,29618,4244,Mississippi,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,6010688,-555555555,4991510,7231,688379,6563,22326,2594,96187,3149,5692,1498,61460,6179,145134,7914,12836,2613,132298,7311,Missouri,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
