GEO_ID,B02001_001E,B02001_001M,B02001_002E,B02001_002M,B02001_003E,B02001_003M,B02001_004E,B02001_004M,B02001_005E,B02001_005M,B02001_006E,B02001_006M,B02001_007E,B02001_007M,B02001_008E,B02001_008M,B02001_009E,B02001_009M,B02001_010E,B02001_010M,NAME,B02001_001MA,B02001_001EA,B02001_002EA,B02001_002MA,B02001_003MA,B02001_003EA,B02001_004EA,B02001_004MA,B02001_005EA,B02001_005MA,B02001_006EA,B02001_006MA,B02001_007MA,B02001_007EA,B02001_008EA,B02001_008MA,B02001_009MA,B02001_009EA,B02001_010EA,B02001_010MA,state
0400000US30,998199,-555555555,891294,2197,4305,1404,66644,3337,5714,1173,968,838,5149,1668,24125,2788,803,554,23322,2731,Montana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1842641,-555555555,1624885,5966,83693,3632,17985,1896,34517,1779,693,303,40493,4982,40375,3846,6545,2137,33830,3756,Nebraska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2723322,-555555555,1948463,15765,222551,5616,32805,3070,194695,6015,16360,1595,202603,14069,105845,10551,13132,2937,92713,10076,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1318194,-555555555,1240868,2868,14655,1344,2154,701,29002,2149,117,129,8756,2720,22642,2360,1761,803,20881,2301,New Hampshire,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8821155,-555555555,6104543,20959,1182905,11416,21103,3871,747620,6615,3365,1571,544803,20644,216816,12912,56275,5151,160541,11429,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2082224,-555555555,1492790,15175,44365,3969,190825,4587,25637,1939,1171,614,263221,13689,64215,5875,22519,3662,41696,4712,New Mexico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19465197,-555555555,12710382,29843,3036099,16183,67731,4685,1447760,9725,5562,2536,1670880,32891,526783,16971,161456,12351,365327,12488,New York,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9656401,-555555555,6768523,16949,2091558,11959,111633,4192,211328,5649,4132,986,264372,16180,204855,14449,27403,5287,177452,13500,North Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,683932,-555555555,614327,1430,6857,1255,38515,1701,7070,1051,147,158,4362,1325,12654,1852,473,280,12181,1858,North Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11544951,-555555555,9566847,8300,1396483,10548,19589,2047,194814,5015,1981,808,99138,7672,266099,11306,18248,3181,247851,10729,Ohio,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3791508,-555555555,2792094,7616,275392,4430,260733,7642,65513,3141,5393,1210,90736,6574,301647,9225,14276,2296,287371,8863,Oklahoma,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3871859,-555555555,3279357,12288,70067,2807,52026,4557,152909,4397,15100,2454,167719,11405,134681,7065,16578,3768,118103,5730,Oregon,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12742886,-555555555,10485910,11661,1372685,12132,17315,2084,358168,4389,2009,811,259538,11861,247261,11270,32372,3830,214889,11309,Pennsylvania,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1051302,-555555555,859000,5950,63397,3762,4370,1273,33235,1460,188,215,62356,6489,28756,4167,6847,1857,21909,3436,Rhode Island,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4679230,-555555555,3135216,8956,1305093,7192,13244,1991,63356,2782,2042,1524,75888,8400,84391,7046,8289,2501,76102,6431,South Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,824082,-555555555,707944,2394,9517,1203,71532,2373,7855,869,63,71,7031,1805,20140,2746,984,638,19156,2621,South Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6403353,-555555555,4990068,8309,1071463,6624,18732,3475,92286,4046,2299,1197,107031,8493,121474,7801,12083,2887,109391,7275,Tennessee,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25674681,-555555555,19149157,45618,3011795,13895,128773,11133,999118,10194,18726,4172,1770210,43137,596902,18892,155873,12345,441029,16945,Texas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2817222,-555555555,2486869,10393,32524,3943,31795,3102,56679,3028,27209,2416,112788,10140,69358,6379,12369,3121,56989,4947,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,626431,-555555555,596253,999,5194,937,2140,607,7733,983,245,186,1227,792,13639,1462,764,455,12875,1435,Vermont,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8096604,-555555555,5615742,14273,1581452,10391,24374,3459,455242,7971,5084,1580,173964,12649,240746,14173,27514,5814,213232,14159,Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6830038,-555555555,5357161,15858,239665,6363,91703,5026,501712,7684,40300,2479,278678,16551,320819,12964,31919,5323,288900,12029,Washington,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1855364,-555555555,1741915,2269,56178,2868,2834,1024,11492,1378,126,128,4452,1701,38367,2797,1436,712,36931,2663,West Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5711767,-555555555,4980495,8349,356550,4844,48065,2516,130617,3336,1485,695,77758,7682,116797,6125,14003,2386,102794,5634,Wisconsin,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,568158,-555555555,515335,2893,5079,937,12241,1370,4833,1100,201,169,14829,2941,15640,2461,2057,752,13583,2398,Wyoming,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3706690,-555555555,2539680,21485,290083,11977,8254,2052,9489,2369,0,210,361521,14515,497663,15956,20501,2915,477162,16008,Puerto Rico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
