GEO_ID,C27018_001E,C27018_001M,C27018_002E,C27018_002M,C27018_003E,C27018_003M,C27018_004E,C27018_004M,C27018_005E,C27018_005M,C27018_006E,C27018_006M,C27018_007E,C27018_007M,C27018_008E,C27018_008M,C27018_009E,C27018_009M,C27018_010E,C27018_010M,C27018_011E,C27018_011M,C27018_012E,C27018_012M,C27018_013E,C27018_013M,C27018_014E,C27018_014M,C27018_015E,C27018_015M,C27018_016E,C27018_016M,C27018_017E,C27018_017M,C27018_018E,C27018_018M,C27018_019E,C27018_019M,C27018_020E,C27018_020M,C27018_021E,C27018_021M,C27018_022E,C27018_022M,C27018_023E,C27018_023M,C27018_024E,C27018_024M,C27018_025E,C27018_025M,C27018_026E,C27018_026M,C27018_027E,C27018_027M,C27018_028E,C27018_028M,C27018_029E,C27018_029M,C27018_030E,C27018_030M,C27018_031E,C27018_031M,C27018_032E,C27018_032M,C27018_033E,C27018_033M,C27018_034E,C27018_034M,C27018_035E,C27018_035M,C27018_036E,C27018_036M,C27018_037E,C27018_037M,C27018_038E,C27018_038M,C27018_039E,C27018_039M,C27018_040E,C27018_040M,C27018_041E,C27018_041M,NAME,C27018_001MA,C27018_001EA,C27018_002EA,C27018_002MA,C27018_003EA,C27018_003MA,C27018_004MA,C27018_004EA,C27018_005EA,C27018_005MA,C27018_006EA,C27018_006MA,C27018_007MA,C27018_007EA,C27018_008EA,C27018_008MA,C27018_009EA,C27018_009MA,C27018_010MA,C27018_010EA,C27018_011EA,C27018_011MA,C27018_012MA,C27018_012EA,C27018_013EA,C27018_013MA,C27018_014EA,C27018_014MA,C27018_015MA,C27018_015EA,C27018_016EA,C27018_016MA,C27018_017EA,C27018_017MA,C27018_018MA,C27018_018EA,C27018_019MA,C27018_019EA,C27018_020MA,C27018_020EA,C27018_021EA,C27018_021MA,C27018_022EA,C27018_022MA,C27018_023MA,C27018_023EA,C27018_024MA,C27018_024EA,C27018_025MA,C27018_025EA,C27018_026MA,C27018_026EA,C27018_027EA,C27018_027MA,C27018_028EA,C27018_028MA,C27018_029EA,C27018_029MA,C27018_030MA,C27018_030EA,C27018_031MA,C27018_031EA,C27018_032MA,C27018_032EA,C27018_033EA,C27018_033MA,C27018_034EA,C27018_034MA,C27018_035EA,C27018_035MA,C27018_036MA,C27018_036EA,C27018_037MA,C27018_037EA,C27018_038EA,C27018_038MA,C27018_039EA,C27018_039MA,C27018_040EA,C27018_040MA,C27018_041MA,C27018_041EA,state
0400000US01,4673858,3005,1299762,28199,416196,12806,318090,11418,98106,7919,749349,17621,235371,9056,513978,14891,134217,5460,132140,5329,2077,708,602754,19803,155055,8409,68742,6380,86313,6902,348533,14383,68390,5597,280143,11512,99166,4971,97991,4897,1175,602,1419962,28912,317372,11704,63654,5831,253718,10252,874599,19426,93612,5059,780987,19715,227991,6649,223982,6450,4009,1082,1351380,24365,223505,9283,12359,2478,211146,8811,935331,19237,52130,4192,883201,18301,192544,6189,187210,6062,5334,1121,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,694928,2150,115444,7739,41398,4353,29589,3475,11809,2509,66652,4191,24341,2722,42311,2942,7394,1225,6824,1166,570,366,82193,7137,31659,5076,17161,3535,14498,3164,43294,3450,7805,1318,35489,3383,7240,1130,6947,1095,293,266,196798,10630,57556,4649,13769,2213,43787,3986,124410,7280,11519,1798,112891,6695,14832,1676,14180,1633,652,440,300493,10304,54552,4453,3689,943,50863,4339,218423,7794,13275,1983,205148,7822,27518,2104,25708,2171,1810,661,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6326436,4595,1752262,37378,612991,18632,421015,19456,191976,14143,991845,23335,413147,15721,578698,18202,147426,6981,139883,6916,7543,1745,770880,33388,225996,15552,87537,8663,138459,12384,418968,17606,100597,8207,318371,15889,125916,6931,121568,6934,4348,1395,1963243,45272,464654,19607,73375,9042,391279,19454,1181761,29264,144309,10313,1037452,28160,316828,9417,309671,9638,7157,1558,1840051,30259,294055,10956,14187,2790,279868,10840,1225150,21318,71104,5872,1154046,21506,320846,9070,308659,8994,12187,2112,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2851802,2423,832476,20108,275149,9818,233824,10449,41325,5238,463799,13129,140972,6530,322827,12338,93528,3975,92465,3914,1063,472,406389,18709,108176,7634,66811,5373,41365,5531,230597,12622,46946,4570,183651,11014,67616,4008,67136,3963,480,289,881894,21071,190088,8389,48783,4078,141305,8170,548301,13912,64319,4988,483982,13472,143505,4858,141581,4782,1924,787,731043,19385,126124,7484,8544,1834,117580,7088,496972,12920,29729,2561,467243,12527,107947,4960,104919,4881,3028,929,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36867154,9004,9212092,81827,3044718,38573,2253716,34447,791002,21476,5360391,51843,1781410,24842,3578981,45725,806983,15108,767393,14958,39590,4171,4535883,60010,1292184,23042,645316,19854,646868,20729,2710529,37601,505320,15471,2205209,34898,533170,10624,510876,10110,22294,2634,10059645,91944,2382142,37627,574025,18840,1808117,33693,6402192,58798,635608,16208,5766584,57589,1275311,18656,1220046,17893,55265,4134,13059534,80007,2408369,31733,133290,9214,2275079,31398,8964774,54417,377649,10981,8587125,53055,1686391,19889,1581619,17853,104772,5786,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4982341,3771,1023299,27546,322037,13378,215040,12474,106997,8150,615282,17647,178525,9057,436757,15711,85980,4210,82048,3904,3932,1082,540966,21076,161255,10982,67237,5908,94018,9020,309013,11881,52112,4497,256901,11564,70698,4498,69227,4375,1471,678,1444317,27694,358710,11576,54022,5131,304688,11416,903607,18477,77005,5528,826602,17666,182000,6269,178079,6303,3921,1113,1973759,26988,371677,12702,15045,2220,356632,12468,1381528,17293,53389,3946,1328139,15948,220554,5977,209138,6108,11416,1782,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3467152,1947,555072,19217,168872,8738,135755,7455,33117,4898,320102,12169,159555,7286,160547,9692,66098,4278,63386,4072,2712,940,285271,15560,73034,6262,40480,5156,32554,3460,153693,9899,46977,4211,106716,7835,58544,4282,57267,4235,1277,573,895537,22123,210040,8768,47608,4242,162432,7832,539084,14546,71423,5640,467661,13092,146413,5587,143200,5663,3213,727,1731272,19711,342791,8148,14434,2548,328357,8217,1166475,13313,43004,3549,1123471,12467,222006,7144,208709,7068,13297,1773,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,879324,1571,159153,9811,52226,4976,41954,4615,10272,2645,91857,5991,45723,4560,46134,3875,15070,1746,14823,1755,247,198,96980,9155,29027,4584,14622,3649,14405,2679,50227,5185,13631,2672,36596,4205,17726,2131,17268,2053,458,389,260372,13793,60588,5059,13873,2668,46715,4356,157741,9400,23603,2832,134138,8222,42043,3338,40893,3101,1150,674,362819,12387,59750,4806,4987,1603,54763,5127,247848,8731,14787,2620,233061,8629,55221,3261,53438,3294,1783,635,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,583595,383,139069,8642,37320,3651,32255,3861,5065,2588,88308,5890,49555,4316,38753,3496,13441,1420,13063,1382,378,194,43695,6249,9312,2469,6430,1868,2882,1221,27598,3950,11218,1970,16380,2619,6785,1065,5770,933,1015,512,124966,8367,23308,3876,9694,2148,13614,3448,87102,5088,21176,2937,65926,4590,14556,1471,13452,1412,1104,488,275865,7026,34810,2901,4008,1694,30802,2522,208142,5265,11636,1958,196506,5071,32913,1867,29372,1888,3541,928,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18615924,5629,4782166,57411,1400145,26302,1007842,25993,392303,17727,2777176,38118,766954,21780,2010222,30547,604845,15207,568373,14065,36472,4635,2455177,54159,563881,22484,256182,15300,307699,16162,1411390,35945,218765,12097,1192625,31442,479906,13463,465904,12669,14002,2835,5786103,69075,1124334,28274,231598,13183,892736,27657,3533570,44595,330508,12675,3203062,44052,1128199,17806,1096734,17916,31465,3839,5592478,56018,845631,22436,43848,4845,801783,21309,3662936,43022,177838,7582,3485098,41465,1083911,20677,1044961,20618,38950,4381,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
