GEO_ID,C19001H_001E,C19001H_001M,C19001H_002E,C19001H_002M,C19001H_003E,C19001H_003M,C19001H_004E,C19001H_004M,C19001H_005E,C19001H_005M,C19001H_006E,C19001H_006M,C19001H_007E,C19001H_007M,C19001H_008E,C19001H_008M,C19001H_009E,C19001H_009M,C19001H_010E,C19001H_010M,C19001H_011E,C19001H_011M,NAME,C19001H_001MA,C19001H_001EA,C19001H_002EA,C19001H_002MA,C19001H_003EA,C19001H_003MA,C19001H_004EA,C19001H_004MA,C19001H_005MA,C19001H_005EA,C19001H_006MA,C19001H_006EA,C19001H_007EA,C19001H_007MA,C19001H_008EA,C19001H_008MA,C19001H_009EA,C19001H_009MA,C19001H_010MA,C19001H_010EA,C19001H_011MA,C19001H_011EA,state
0400000US13,2113444,12920,145117,6636,113149,5963,216616,7421,202796,8436,293017,10086,403848,11492,266129,7974,275076,9091,100515,5631,97181,4751,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,139054,3164,9556,2123,4908,958,10460,1440,10756,1888,19188,2297,28679,2397,19165,1851,19058,2352,9114,1763,8170,1393,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,514805,5358,38165,3695,30340,2861,64802,3917,66941,4741,82746,4028,99338,4886,59030,3777,52214,4072,12336,1979,8893,1588,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3334107,12174,183181,6884,149210,5342,334976,9777,303506,7431,425310,9231,627902,10582,441689,9954,486665,9682,188436,7071,193232,6165,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2092704,9400,136123,5853,118241,5650,238718,7113,245891,7178,318893,8352,432363,9246,263121,7716,228631,7418,58277,3975,52446,3782,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1118930,6271,67818,4156,64715,3295,119873,4969,127477,4586,168991,5405,230202,5390,146314,4947,128189,4123,36655,2468,28696,2291,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,916400,5449,53536,3327,46913,3166,99957,3524,102123,4344,141569,5209,178977,5674,119168,4247,111329,4068,33449,2738,29379,2488,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1480088,8037,149226,6268,106326,5123,194076,6796,172227,5392,221764,6952,265064,6985,158269,5552,142217,5123,37173,3096,33746,2611,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1088796,6682,81631,5047,67241,3832,118002,5846,112675,5905,146715,5201,193019,6687,141893,5512,143012,6212,46590,3150,38018,2765,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,531992,4900,38022,2843,38346,3007,68603,3030,60480,3354,77258,3458,98396,3979,67967,3534,54734,3175,15187,2039,12999,1599,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1263331,7665,48490,3668,42532,2988,86894,4224,85108,4345,121979,5689,216822,6560,172686,6343,246343,6765,116610,5338,125867,4862,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2032259,8588,106492,4424,98053,5580,174753,6987,157392,6567,221729,7142,334753,7874,265676,8447,348601,9021,161145,5476,163665,5716,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3012696,12256,199714,6524,166361,5672,355850,7475,335781,7741,445007,9182,579895,10324,377064,7049,352537,6546,110236,5026,90251,4023,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1842365,7098,96647,3877,82248,3488,166471,4554,168117,4061,249026,6292,375813,7574,262755,6277,274412,6343,88504,3483,78372,3457,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,668556,6411,52141,3349,43747,3318,81930,5331,78325,4735,101634,5098,128044,5104,77411,4159,67072,4202,20382,2332,17870,2183,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1957216,10147,137262,5381,112853,5140,234227,6674,224424,7533,306064,8233,372240,8667,232688,6907,212788,6907,68285,3700,56385,2949,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,368788,4385,23624,1863,25114,2434,48270,3425,44725,2518,60638,3824,72251,3322,43525,3223,33890,3158,8936,1323,7815,1278,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,626001,4847,38136,2945,31999,2356,67712,2767,65395,2701,92094,3687,125260,3691,86148,3303,75952,3413,22449,2080,20856,2039,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,626602,7999,38036,3819,29625,3162,61652,4722,64664,5086,96828,6281,118558,6248,79771,5413,86484,5151,27072,3125,23912,3446,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,484881,4321,22603,2079,21980,2237,41997,2871,45943,3411,61227,3450,89382,3849,69231,3683,79910,3674,28835,2569,23773,2297,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2043703,10154,78368,4602,67013,3613,161293,6679,146148,4853,215934,6586,332222,7941,276130,7809,380602,8527,183792,6217,202201,6320,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,377685,5476,26185,2960,20528,2456,45144,3615,36778,2759,53542,3913,67579,3436,46483,3487,47494,3241,18104,1838,15848,2125,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4620102,14874,258817,7820,216581,6594,435161,8870,394311,8052,537478,11704,805422,13385,598978,12889,695321,12406,310056,8363,367977,8629,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2574147,15093,177111,7606,148300,7433,291387,8904,285997,9263,376851,10789,487720,13075,302243,8840,307894,10866,105084,7533,91560,5004,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,261563,2318,17790,2110,13588,1525,27699,2067,26072,2034,37250,2486,52013,2982,36093,2300,34328,1828,8058,1058,8672,1415,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3771572,13198,256417,8520,217573,6166,440890,8243,428196,9374,553713,9203,744232,9715,458879,7154,428772,7888,136186,5429,106714,4233,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1078254,6710,78351,3822,69768,3779,132099,5552,128194,5028,165672,5341,204081,5564,122917,5122,116162,4755,30512,2454,30498,1912,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1284950,7694,98267,5178,73108,5152,150972,5735,143193,5657,193312,7010,247862,8205,155865,6014,141319,5418,42508,3517,38544,2717,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4097686,11517,232753,6645,218146,5287,455868,8781,424233,8685,584247,11932,797676,12313,520372,9281,520381,8934,178679,5676,165331,5612,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,336309,3466,20832,2331,19043,2114,33346,2661,28681,2433,41719,3121,60312,3788,43191,3075,53011,3695,20532,2341,15642,1837,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1205142,9511,81983,5015,70077,4801,132678,6077,129529,4837,182704,6951,239691,7699,145169,6750,147282,6657,41678,3999,34351,3194,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,289315,3169,16076,1890,16913,1933,33646,2504,32612,2704,42365,3097,61424,3162,39216,2835,30941,2532,8655,1346,7467,1133,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1945266,11527,155175,5598,121463,5290,252363,7674,238574,7979,294078,8323,354112,8805,221532,6763,191532,6624,59045,4034,57392,3770,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4705466,15228,262302,10229,208768,6784,423040,10400,425009,9689,615539,12256,852758,17407,613374,14040,719098,13333,283361,9170,302217,10606,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,745771,5561,37485,2862,30804,2812,66778,4086,70880,3519,106774,5263,167688,6083,107140,4212,100497,4382,30309,2580,27416,2758,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,246753,2433,13077,1359,14442,1657,26596,1840,25420,2137,36885,2507,48714,2757,34320,2318,29646,1770,10170,1304,7483,1001,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2086109,12208,99283,4666,80813,3998,169278,6194,177112,5950,249127,9033,368767,9223,282686,9598,334319,7385,155392,6260,169332,5849,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2077341,8641,113282,5607,91603,4750,183831,6983,196111,6207,281474,8939,408476,10226,286086,8251,303809,7417,112837,5806,99832,4386,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,697748,5773,72501,3764,55436,3884,103842,4135,87585,4257,102213,4294,117955,5098,70098,3216,59865,3523,16607,1844,11646,1901,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1994069,7630,109852,4727,101298,4205,215437,6030,209152,5605,300797,5606,417859,8582,274067,6191,241499,5734,70065,3904,54043,2313,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,200768,3059,8409,1278,8146,1278,19470,2016,21364,2032,29181,2093,41190,2638,29929,2912,30279,2370,7490,1245,5310,1021,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,9521,1455,1986,660,1050,531,2031,800,645,318,1251,552,1460,495,688,369,244,117,166,195,0,210,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
