GEO_ID,C17009_001E,C17009_001M,C17009_002E,C17009_002M,C17009_003E,C17009_003M,C17009_004E,C17009_004M,C17009_005E,C17009_005M,C17009_006E,C17009_006M,C17009_007E,C17009_007M,C17009_008E,C17009_008M,C17009_009E,C17009_009M,NAME,C17009_001MA,C17009_001EA,C17009_002MA,C17009_002EA,C17009_003EA,C17009_003MA,C17009_004EA,C17009_004MA,C17009_005EA,C17009_005MA,C17009_006EA,C17009_006MA,C17009_007MA,C17009_007EA,C17009_008MA,C17009_008EA,C17009_009EA,C17009_009MA,state
0400000US13,1621112,28212,489813,17127,22929,2880,167035,9311,299849,13230,1131299,22295,654876,18621,212615,9327,263808,8223,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,225631,8269,57083,4176,2418,842,17564,2269,37101,3934,168548,7086,94030,5445,32800,2835,41718,2696,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,268854,9617,86399,5276,5124,1248,39353,3592,41922,4164,182455,8020,84636,5864,45624,3951,52195,3682,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2293724,25308,571300,14145,22435,2681,209887,8644,338978,10461,1722424,20081,937660,16932,328171,9733,456593,8778,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1176526,17735,329302,9941,12173,1982,139894,7673,177235,7092,847224,14407,437722,11234,168768,6000,240734,6731,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,595196,10247,151518,5656,6080,1225,75491,4340,69947,3916,443678,8359,236276,7369,87618,4123,119784,4186,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,531238,10665,142314,6042,8590,1404,66393,5079,67331,3621,388924,9420,214574,7344,73162,3968,101188,4235,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,752465,13786,247667,9220,11037,1865,77430,5000,159200,7383,504798,10486,247143,6873,90780,4862,166875,6006,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,811362,14810,262035,9039,14998,2310,87610,6081,159427,6348,549327,13097,303555,9874,105078,6500,140694,5335,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,296775,8803,82101,4560,3884,1232,32120,2871,46097,3165,214674,7214,104398,5214,48285,3428,61991,2876,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1060505,17042,215798,9409,13116,1617,73545,5484,129137,6751,844707,14759,498274,11001,157751,7145,188682,6651,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1351242,18335,305013,8117,7497,1515,106547,5429,190969,6369,1046229,17278,559498,13095,224118,7896,262613,7976,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1819181,19941,548229,11397,25936,2980,212942,8479,309351,8217,1270952,16048,569959,11340,255051,6689,445942,8594,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1060588,15789,260871,7915,10701,1484,119702,6343,130468,4396,799717,13522,426369,9621,181901,5977,191447,6132,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,455585,10806,162532,7771,5766,1308,44248,4156,112518,6444,293053,8587,149105,6336,50029,3971,93919,4689,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1117378,15559,315780,8458,18782,2479,125055,5854,171943,6968,801598,14399,421437,12738,150526,6520,229635,6558,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,213673,6799,58031,4079,3803,963,27837,3034,26391,2421,155642,5478,74052,3607,39470,3067,42120,2654,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,349253,8601,86885,4392,7150,1542,41501,3240,38234,2637,262368,7687,144705,6447,54320,4131,63343,2600,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,536204,15934,134978,7290,8379,2526,45764,4888,80835,5121,401226,14114,224949,10784,86813,6510,89464,5224,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,243223,9131,49998,4083,1689,616,20344,2437,27965,2533,193225,7609,102716,5278,40292,2964,50217,3599,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1389158,22891,282452,9804,13187,1890,69353,4911,199912,8292,1106706,19956,590270,15175,204560,8140,311876,7664,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,377822,12515,116061,7202,6767,1616,39745,4067,69549,4538,261761,9094,134662,7284,55475,3712,71624,3752,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3790133,36481,974680,17604,42981,4306,281161,7404,650538,14552,2815453,30638,1549003,25054,541248,10544,725202,12556,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1733733,25062,515282,13667,29182,3812,195613,8453,290487,10764,1218451,20664,634805,16991,242999,8662,340647,8304,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,148619,5242,37799,2891,2825,849,18687,2454,16287,1789,110820,4934,64157,4367,25105,2458,21558,1577,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2217153,25100,619654,12348,30118,2924,225601,9204,363935,8923,1597499,19571,811225,15912,288736,8792,497538,9246,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,673495,11942,198122,7620,13561,2514,70914,4955,113647,4808,475373,8917,250604,6539,84465,4574,140304,4746,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,865198,15829,261118,9675,10733,2017,117859,6546,132526,6752,604080,12964,280686,10830,152506,6295,170888,6318,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2398697,26625,621230,13109,22226,2613,202048,9271,396956,9677,1777467,21498,880468,16432,322389,9399,574610,9321,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,225552,8282,57145,4650,2531,923,17441,2550,37173,3578,168407,6912,88759,5551,34564,3222,45084,3043,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,781125,17899,235851,9198,12023,2320,82883,5716,140945,6702,545274,15553,280335,12152,100228,6650,164711,6543,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,160709,5983,41261,3123,2909,767,18563,2246,19789,2146,119448,5738,69970,4807,22708,2569,26770,2556,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1150122,20264,340428,10201,15719,2586,110152,6318,214557,7113,809694,16989,430276,13410,149326,6879,230092,6696,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3885960,37674,1052896,20239,67185,6269,403864,14286,581847,14146,2833064,28508,1722541,30087,517514,15081,593009,11177,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,356917,12002,105191,7337,4768,1164,54154,5175,46269,4072,251726,9316,142087,7138,53462,4545,56177,3233,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,143031,5054,35008,2432,1624,537,16540,1825,16844,1856,108023,4164,56540,3702,25333,2040,26150,1883,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1453318,22306,334255,10566,18873,2819,128508,6172,186874,7453,1119063,20401,682538,16373,186953,7193,249572,7187,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1423850,17149,363539,11364,15023,2399,141732,7559,206784,8550,1060311,14722,547718,13546,246270,9037,266323,7825,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,350409,9162,120117,5718,6280,1261,34235,3040,79602,4449,230292,8011,104205,6074,36698,3084,89389,3499,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1132839,18845,277167,9132,13128,1641,122112,6291,141927,6237,855672,15954,437993,12299,181975,6829,235704,6012,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,118107,5378,24421,2657,2589,828,9360,1233,12472,1951,93686,5224,54299,3907,20349,2719,19038,1550,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,509414,11222,285831,8879,8838,1465,52049,3633,224944,7816,223583,8149,124101,5924,24656,2030,74826,3968,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
