GEO_ID,C17023_001E,C17023_001M,C17023_002E,C17023_002M,C17023_003E,C17023_003M,C17023_004E,C17023_004M,C17023_005E,C17023_005M,C17023_006E,C17023_006M,C17023_007E,C17023_007M,C17023_008E,C17023_008M,C17023_009E,C17023_009M,C17023_010E,C17023_010M,C17023_011E,C17023_011M,C17023_012E,C17023_012M,C17023_013E,C17023_013M,C17023_014E,C17023_014M,C17023_015E,C17023_015M,C17023_016E,C17023_016M,C17023_017E,C17023_017M,C17023_018E,C17023_018M,C17023_019E,C17023_019M,C17023_020E,C17023_020M,C17023_021E,C17023_021M,C17023_022E,C17023_022M,C17023_023E,C17023_023M,NAME,C17023_001MA,C17023_001EA,C17023_002EA,C17023_002MA,C17023_003EA,C17023_003MA,C17023_004EA,C17023_004MA,C17023_005MA,C17023_005EA,C17023_006MA,C17023_006EA,C17023_007MA,C17023_007EA,C17023_008MA,C17023_008EA,C17023_009MA,C17023_009EA,C17023_010EA,C17023_010MA,C17023_011EA,C17023_011MA,C17023_012EA,C17023_012MA,C17023_013EA,C17023_013MA,C17023_014MA,C17023_014EA,C17023_015EA,C17023_015MA,C17023_016EA,C17023_016MA,C17023_017EA,C17023_017MA,C17023_018MA,C17023_018EA,C17023_019MA,C17023_019EA,C17023_020MA,C17023_020EA,C17023_021EA,C17023_021MA,C17023_022EA,C17023_022MA,C17023_023MA,C17023_023EA,state
0400000US01,1251795,13646,185909,6956,59150,3773,25892,2512,33258,3005,126759,6010,17144,2148,7482,1277,9662,1809,109615,5436,30076,2485,79539,5160,1065886,12576,830660,13121,532206,9013,298454,9052,235226,9305,62434,4569,37153,3305,25281,2847,172792,7372,99717,5109,73075,4838,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173279,4602,12024,1704,3842,813,1154,504,2688,635,8182,1485,2416,849,363,351,2053,780,5766,1148,1093,424,4673,1116,161255,4646,123435,4083,69150,3055,54285,3160,37820,2584,13328,1464,5057,903,8271,1400,24492,2226,9950,1306,14542,1822,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1543923,17041,217603,9605,86195,6025,30276,3062,55919,4792,131408,7640,29605,3457,10123,2176,19482,3037,101803,6253,25512,2929,76291,5810,1326320,15922,1024155,15246,651787,11893,372368,11909,302165,11081,97891,6129,47913,4119,49978,4672,204274,9043,104155,6144,100119,6378,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757205,8841,112534,5422,41651,3089,18365,1933,23286,2832,70883,4674,11297,1840,4580,1372,6717,1468,59586,4236,14141,1997,45445,3743,644671,9383,514457,9045,331887,6698,182570,6563,130214,5525,36704,3575,18827,2207,17877,2729,93510,4397,49352,3489,44158,3623,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8518518,30469,1056152,15484,455238,10817,142400,5453,312838,8396,600914,12384,126510,6051,39870,3404,86640,5086,474404,11719,106826,5785,367578,11103,7462366,32642,5603947,36627,3123436,27236,2480511,22507,1858419,25132,621922,13214,355233,10076,266689,9378,1236497,18248,686389,13819,550108,11265,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1256471,12018,114546,5172,45650,3697,15603,1766,30047,3355,68896,4246,13492,2118,4315,1122,9177,1920,55404,3914,10873,1979,44531,3512,1141925,11786,924906,12060,534831,9310,390075,9716,217019,7600,74302,5184,32806,3385,41496,4032,142717,5553,70981,4113,71736,4054,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893101,9280,70551,4637,19023,2289,8064,1354,10959,1651,51528,4149,7519,1540,2698,952,4821,1242,44009,3672,9434,1693,34575,3046,822550,9225,641276,8599,376789,8410,264487,6868,181274,6406,45948,3395,26219,2321,19729,2506,135326,5171,67473,3802,67853,4140,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,227101,3932,18261,1977,4541,1002,2044,690,2497,665,13720,1944,2561,1057,1039,581,1522,827,11159,1600,2799,756,8360,1498,208840,3727,157214,3452,100363,3089,56851,3019,51626,3455,16124,2367,7756,1571,8368,1664,35502,2826,18871,1976,16631,2465,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114045,3666,17608,2027,2165,759,1280,502,885,573,15443,2076,2022,732,717,364,1305,662,13421,1862,4144,974,9277,1545,96437,3750,55082,3009,36630,2749,18452,1779,41355,3014,9106,1575,5624,1334,3482,976,32249,2514,19110,1845,13139,1835,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4559858,26881,564395,15175,227560,9748,106490,7386,121070,6606,336835,10750,64057,5288,21928,2515,42129,4449,272778,8881,72803,4916,199975,7694,3995463,26744,3065495,26185,2059808,19842,1005687,16875,929968,15536,260028,9424,150191,6996,109837,6523,669940,12950,359933,9937,310007,10880,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2376008,17596,349145,12059,124409,7749,48143,4291,76266,5641,224736,7699,35436,3713,16207,2700,19229,2689,189300,7234,52417,3794,136883,6169,2026863,18425,1543289,19299,900578,15043,642711,13121,483574,11603,129516,7609,73317,4865,56199,5597,354058,10443,182343,7603,171715,7700,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311789,5861,26678,2586,12044,1876,5588,1370,6456,1470,14634,1743,2446,806,700,376,1746,718,12188,1686,3037,925,9151,1587,285111,5942,217597,6067,134405,4391,83192,4108,67514,3832,23322,2317,14450,1721,8872,1659,44192,3276,28532,2513,15660,2218,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398682,6942,46241,3273,20947,2134,8157,1326,12790,1626,25294,2591,5017,1476,2113,1134,2904,839,20277,2217,2930,790,17347,2089,352441,7686,298323,7835,178700,5558,119623,5373,54118,4387,20177,2649,8841,1787,11336,2050,33941,3204,17684,2439,16257,2169,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3098864,16403,340244,8556,116829,6180,39861,3219,76968,4675,223415,6394,31836,2922,10958,1700,20878,2325,191579,5790,45449,3680,146130,5410,2758620,16709,2152414,15822,1262794,14355,889620,11419,606206,11126,180270,6900,101113,4632,79157,4637,425936,8689,233672,7532,192264,6810,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1641389,13221,192775,7271,60825,4203,24784,1946,36041,3414,131950,5949,21522,2725,6501,1415,15021,2193,110428,5271,19913,2018,90515,5088,1448614,12106,1156209,13552,717412,9289,438797,9755,292405,8597,89268,5446,45913,3852,43355,3544,203137,6690,101326,4694,101811,4880,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,784895,8576,63772,3387,23116,1795,8818,1279,14298,1468,40656,2949,6164,987,1306,512,4858,968,34492,2881,4921,1088,29571,2612,721123,8768,602115,7711,374550,5792,227565,6005,119008,4824,41067,3089,18697,2055,22370,2570,77941,3456,31620,2214,46321,3088,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,722016,7825,66664,3600,23275,2196,6969,1094,16306,1962,43389,2890,6011,1122,1860,624,4151,885,37378,2696,4353,839,33025,2747,655352,7579,534144,7448,316716,5697,217428,5803,121208,5284,40949,3089,19560,2185,21389,2513,80259,4410,37593,2788,42666,3086,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1119880,11401,164243,6798,60437,4224,28162,2449,32275,3062,103806,5455,17874,2034,5386,1174,12488,1761,85932,4835,19580,1800,66352,4749,955637,11084,767082,12072,486896,7715,280186,8202,188555,6759,57193,3850,30681,2818,26512,2593,131362,5708,73347,3543,58015,4827,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1118217,11607,179881,6179,45961,3683,25981,2652,19980,2360,133920,5904,17188,1969,7091,1436,10097,1589,116732,5350,29202,2363,87530,5066,938336,11018,697177,9370,430683,6864,266494,7465,241159,7959,67404,4126,38221,3132,29183,2991,173755,6309,97570,5130,76185,4770,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
