GEO_ID,B19326_001E,B19326_001M,B19326_002E,B19326_002M,B19326_003E,B19326_003M,B19326_004E,B19326_004M,B19326_005E,B19326_005M,B19326_006E,B19326_006M,B19326_007E,B19326_007M,NAME,B19326_001MA,B19326_001EA,B19326_002MA,B19326_002EA,B19326_003MA,B19326_003EA,B19326_004EA,B19326_004MA,B19326_005EA,B19326_005MA,B19326_006EA,B19326_006MA,B19326_007EA,B19326_007MA,state
0400000US01,21618,234,28282,633,45084,826,14176,279,16872,258,32825,554,10703,162,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,30234,715,39959,1767,56814,3210,18617,1033,23485,1319,41529,927,11639,584,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,24827,302,30072,473,44310,1163,16913,329,20573,360,36671,475,12300,193,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,20941,283,25475,530,39292,1194,14044,334,16661,294,31443,496,10788,162,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25592,119,30765,151,50426,181,15682,143,21288,126,42544,404,12137,59,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,28857,442,35406,422,51864,379,16864,398,22749,363,41158,478,12593,250,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,31458,357,40279,499,61831,633,18197,516,25017,506,49902,897,14228,353,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,29766,737,37007,876,51242,694,18122,1115,22932,848,41374,1093,12858,499,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,40030,1358,43099,2344,68381,3556,15132,1481,36267,1294,60933,1514,12165,641,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,23173,195,27697,323,41856,259,16344,170,19710,197,35069,391,12062,101,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,23925,231,29580,568,45616,539,14075,306,19811,337,36279,362,11085,129,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,29311,696,35287,649,46842,1090,18480,917,23784,792,38282,1056,13002,496,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,21749,380,28321,863,42704,2198,15581,622,16245,459,31844,641,10649,317,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,26842,170,33601,484,51538,275,16749,220,21496,143,40267,280,12293,95,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,24520,260,31342,252,46212,438,16310,266,19175,271,35053,394,11637,116,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,26067,283,32339,349,45438,480,16309,326,20680,304,35097,442,11912,187,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,25771,257,32228,361,45833,581,15922,470,20285,299,34857,655,11524,184,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,21582,210,26829,336,42521,831,14393,313,17251,245,34186,660,10833,177,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,22135,265,30039,601,47763,1062,14129,365,17131,274,32633,711,10212,174,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,23469,469,29201,900,45921,932,15791,533,19386,463,35558,804,11965,231,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
