GEO_ID,B22005H_001E,B22005H_001M,B22005H_002E,B22005H_002M,B22005H_003E,B22005H_003M,NAME,B22005H_001EA,B22005H_001MA,B22005H_002MA,B22005H_002EA,B22005H_003EA,B22005H_003MA,state
0400000US01,1286491,7642,139362,5416,1147129,8665,Alabama,null,null,null,null,null,null,01
0400000US02,187736,3035,12131,1732,175605,2942,Alaska,null,null,null,null,null,null,02
0400000US04,1599922,10824,145318,6087,1454604,11183,Arizona,null,null,null,null,null,null,04
0400000US05,881638,6825,103790,5250,777848,7416,Arkansas,null,null,null,null,null,null,05
0400000US06,6342944,23757,276642,8151,6066302,24813,California,null,null,null,null,null,null,06
0400000US08,1512644,8700,82593,4583,1430051,9777,Colorado,null,null,null,null,null,null,08
0400000US09,1024871,6455,61816,3781,963055,7257,Connecticut,null,null,null,null,null,null,09
0400000US10,235336,3305,17618,2067,217718,3491,Delaware,null,null,null,null,null,null,10
0400000US11,108891,2764,1085,449,107806,2787,District of Columbia,null,null,null,null,null,null,11
0400000US12,4653758,18488,399484,10310,4254274,21113,Florida,null,null,null,null,null,null,12
0400000US13,2113444,12920,199894,8646,1913550,14066,Georgia,null,null,null,null,null,null,13
0400000US15,139054,3164,10907,1781,128147,3313,Hawaii,null,null,null,null,null,null,15
0400000US16,514805,5358,61196,4353,453609,6319,Idaho,null,null,null,null,null,null,16
0400000US17,3334107,12174,237220,7078,3096887,14082,Illinois,null,null,null,null,null,null,17
0400000US18,2092704,9400,211216,7069,1881488,10950,Indiana,null,null,null,null,null,null,18
0400000US19,1118930,6271,105977,4744,1012953,7861,Iowa,null,null,null,null,null,null,19
0400000US20,916400,5449,70422,3642,845978,6734,Kansas,null,null,null,null,null,null,20
0400000US21,1480088,8037,235668,6599,1244420,8669,Kentucky,null,null,null,null,null,null,21
0400000US22,1088796,6682,102977,5193,985819,7754,Louisiana,null,null,null,null,null,null,22
0400000US23,531992,4900,90214,4440,441778,5663,Maine,null,null,null,null,null,null,23
0400000US24,1263331,7665,75522,4631,1187809,8175,Maryland,null,null,null,null,null,null,24
0400000US25,2032259,8588,168045,6145,1864214,10411,Massachusetts,null,null,null,null,null,null,25
0400000US26,3012696,12256,424597,8317,2588099,12985,Michigan,null,null,null,null,null,null,26
0400000US27,1842365,7098,114415,4058,1727950,7641,Minnesota,null,null,null,null,null,null,27
0400000US28,668556,6411,62795,4286,605761,6190,Mississippi,null,null,null,null,null,null,28
0400000US29,1957216,10147,222793,6827,1734423,10458,Missouri,null,null,null,null,null,null,29
0400000US30,368788,4385,32586,2534,336202,4469,Montana,null,null,null,null,null,null,30
0400000US31,626001,4847,45020,2651,580981,5108,Nebraska,null,null,null,null,null,null,31
0400000US32,626602,7999,46777,3425,579825,8507,Nevada,null,null,null,null,null,null,32
0400000US33,484881,4321,37991,2853,446890,4881,New Hampshire,null,null,null,null,null,null,33
0400000US34,2043703,10154,78819,4590,1964884,10971,New Jersey,null,null,null,null,null,null,34
0400000US35,377685,5476,30008,2596,347677,5646,New Mexico,null,null,null,null,null,null,35
0400000US36,4620102,14874,399523,8196,4220579,16423,New York,null,null,null,null,null,null,36
0400000US37,2574147,15093,244803,8452,2329344,15172,North Carolina,null,null,null,null,null,null,37
0400000US38,261563,2318,17987,2013,243576,2905,North Dakota,null,null,null,null,null,null,38
0400000US39,3771572,13198,447708,9964,3323864,15109,Ohio,null,null,null,null,null,null,39
0400000US40,1078254,6710,123712,4445,954542,6878,Oklahoma,null,null,null,null,null,null,40
0400000US41,1284950,7694,218554,6627,1066396,9459,Oregon,null,null,null,null,null,null,41
0400000US42,4097686,11517,375286,9038,3722400,13298,Pennsylvania,null,null,null,null,null,null,42
0400000US44,336309,3466,34106,2356,302203,4080,Rhode Island,null,null,null,null,null,null,44
0400000US45,1205142,9511,114158,5323,1090984,10274,South Carolina,null,null,null,null,null,null,45
0400000US46,289315,3169,21785,2338,267530,3545,South Dakota,null,null,null,null,null,null,46
0400000US47,1945266,11527,274178,8161,1671088,12455,Tennessee,null,null,null,null,null,null,47
0400000US48,4705466,15228,312780,8342,4392686,17591,Texas,null,null,null,null,null,null,48
0400000US49,745771,5561,64095,3721,681676,6151,Utah,null,null,null,null,null,null,49
0400000US50,246753,2433,32437,2473,214316,2942,Vermont,null,null,null,null,null,null,50
0400000US51,2086109,12208,136155,6533,1949954,13114,Virginia,null,null,null,null,null,null,51
0400000US53,2077341,8641,246785,7417,1830556,10139,Washington,null,null,null,null,null,null,53
0400000US54,697748,5773,107949,4432,589799,6461,West Virginia,null,null,null,null,null,null,54
0400000US55,1994069,7630,190344,6103,1803725,8764,Wisconsin,null,null,null,null,null,null,55
0400000US56,200768,3059,10221,1620,190547,3371,Wyoming,null,null,null,null,null,null,56
0400000US72,9521,1455,1845,578,7676,1299,Puerto Rico,null,null,null,null,null,null,72
