GEO_ID,B01001H_001E,B01001H_001M,B01001H_002E,B01001H_002M,B01001H_003E,B01001H_003M,B01001H_004E,B01001H_004M,B01001H_005E,B01001H_005M,B01001H_006E,B01001H_006M,B01001H_007E,B01001H_007M,B01001H_008E,B01001H_008M,B01001H_009E,B01001H_009M,B01001H_010E,B01001H_010M,B01001H_011E,B01001H_011M,B01001H_012E,B01001H_012M,B01001H_013E,B01001H_013M,B01001H_014E,B01001H_014M,B01001H_015E,B01001H_015M,B01001H_016E,B01001H_016M,B01001H_017E,B01001H_017M,B01001H_018E,B01001H_018M,B01001H_019E,B01001H_019M,B01001H_020E,B01001H_020M,B01001H_021E,B01001H_021M,B01001H_022E,B01001H_022M,B01001H_023E,B01001H_023M,B01001H_024E,B01001H_024M,B01001H_025E,B01001H_025M,B01001H_026E,B01001H_026M,B01001H_027E,B01001H_027M,B01001H_028E,B01001H_028M,B01001H_029E,B01001H_029M,B01001H_030E,B01001H_030M,B01001H_031E,B01001H_031M,NAME,B01001H_001MA,B01001H_001EA,B01001H_002EA,B01001H_002MA,B01001H_003EA,B01001H_003MA,B01001H_004EA,B01001H_004MA,B01001H_005MA,B01001H_005EA,B01001H_006MA,B01001H_006EA,B01001H_007EA,B01001H_007MA,B01001H_008EA,B01001H_008MA,B01001H_009EA,B01001H_009MA,B01001H_010EA,B01001H_010MA,B01001H_011MA,B01001H_011EA,B01001H_012MA,B01001H_012EA,B01001H_013EA,B01001H_013MA,B01001H_014EA,B01001H_014MA,B01001H_015EA,B01001H_015MA,B01001H_016MA,B01001H_016EA,B01001H_017MA,B01001H_017EA,B01001H_018EA,B01001H_018MA,B01001H_019EA,B01001H_019MA,B01001H_020EA,B01001H_020MA,B01001H_021EA,B01001H_021MA,B01001H_022MA,B01001H_022EA,B01001H_023MA,B01001H_023EA,B01001H_024EA,B01001H_024MA,B01001H_025EA,B01001H_025MA,B01001H_026EA,B01001H_026MA,B01001H_027MA,B01001H_027EA,B01001H_028MA,B01001H_028EA,B01001H_029EA,B01001H_029MA,B01001H_030MA,B01001H_030EA,B01001H_031EA,B01001H_031MA,state
0400000US13,5441439,2693,2683588,3872,152900,2250,167721,6317,175828,6184,104143,2640,77867,3632,175824,3882,163702,2484,163723,2042,376287,2289,415724,1137,359791,205,219188,1336,105105,2516,25785,2323,2757851,3777,142064,2112,162053,5886,161866,5654,95031,2736,75380,3503,166962,3819,163691,1916,164907,1386,373318,1697,418519,885,383704,421,245909,929,139938,3689,64509,3591,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,314810,420,170038,828,7220,735,6091,839,5406,839,2682,400,3399,425,14815,578,15651,259,12418,214,22511,333,25378,2,29440,187,15872,187,6113,595,3042,595,144772,795,6661,744,5020,776,5857,815,3109,396,2795,483,9046,442,12588,622,10043,226,17308,226,21609,88,25910,57,13893,187,7991,644,2942,644,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1323093,2327,659270,1492,45852,213,46958,2415,47836,2485,27327,642,17833,1326,44286,1287,42387,670,42723,230,79922,496,90195,517,85461,678,53031,84,26675,1534,8784,1436,663823,1435,42520,223,46229,2778,43346,2617,26232,984,18213,880,43639,862,41634,7,41965,145,79125,163,90918,999,87547,40,54880,374,34073,1562,13502,1515,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8123890,5060,3977646,4190,211973,654,228964,6297,239098,6237,153992,754,104745,1174,252436,1473,266468,1078,256921,1227,514494,1707,638093,1716,557219,436,310779,402,176123,2945,66341,2966,4146244,2548,203488,633,216323,5623,227406,5464,146603,733,96430,1480,248859,1530,265822,578,253601,702,511700,679,649233,608,580032,770,356199,614,249657,4373,140891,4376,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5295511,2567,2601343,1931,156445,613,162760,4204,177041,4209,108086,1014,76163,1189,181601,1312,162617,549,161702,948,334771,869,396747,580,347267,422,196867,140,105288,2002,33988,2026,2694168,1698,147894,690,156695,5622,165535,5675,102047,814,72020,1718,180771,1723,161711,250,161313,376,333829,488,402485,561,363161,265,223689,80,144614,2953,78404,2997,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2706524,982,1333780,1043,80719,583,84273,3097,84043,3102,53375,597,40547,1282,91371,1273,85352,260,82150,462,158994,239,198533,233,183999,161,103912,45,62196,1755,24316,1755,1372744,857,76265,565,76623,3192,82832,3215,49777,594,37202,1037,90423,1058,82230,487,80638,257,156801,400,200803,42,185721,55,115953,80,86551,1861,50925,1844,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2231358,1492,1098462,1688,67033,641,69508,2832,71058,2828,44177,1117,30938,1418,77527,1597,73970,857,68832,659,130305,803,164179,420,149517,371,83008,408,50228,1446,18182,1409,1132896,1621,64916,645,66219,2881,67881,2867,41122,881,30966,1697,72638,1803,71848,502,67776,488,130746,664,167695,508,153493,207,92333,241,67041,2161,38222,2148,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3761039,2852,1842225,2324,111501,843,113664,4044,122679,4100,74299,1037,50715,1696,123991,1758,116876,741,119824,574,244437,719,278065,281,247438,95,145608,483,72870,1856,20258,1739,1918814,1831,107464,1044,114053,2981,110355,3003,69059,1039,51542,2406,120510,2383,117020,704,120630,33,245730,452,287585,250,262387,319,165095,150,99102,2540,48282,2549,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2743421,2146,1349773,1974,80482,1266,79868,3379,87931,3542,50537,1270,34649,1880,94086,2041,93308,1161,88558,942,171743,956,203132,739,183347,372,108281,564,56994,1532,16857,1459,1393648,2302,78537,1134,80706,3491,77930,3535,48663,1270,32545,1738,94397,1732,93415,949,86480,628,168985,639,206077,532,189779,344,122093,119,79388,2072,34653,2066,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1251992,380,612667,489,30638,3,33846,2059,36485,2059,24030,464,16682,855,37267,855,33868,2,33759,4,76509,127,101131,69,94788,45,54565,17,28946,1354,10153,1353,639325,578,28882,2,33317,2048,32799,2048,21632,465,15917,488,35533,549,34613,401,33570,502,80425,502,105039,77,99331,60,59454,22,39396,1477,19417,1472,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3161062,2576,1544909,1581,78657,693,85372,3930,92709,3822,60060,508,41972,1534,99285,1498,98578,506,89684,863,189546,980,258019,461,227320,222,128162,142,66811,1811,28734,1812,1616153,1564,76008,494,82285,3532,87414,3680,56284,480,38268,1052,96024,999,97673,572,89593,563,198863,833,266157,216,236639,231,142669,337,95188,2725,53088,2695,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4993834,6623,2415036,3456,116413,896,130708,4808,141982,4591,92055,545,69674,599,163294,915,156469,879,140277,924,311125,1019,402576,1197,345003,671,190853,354,110220,1991,44387,1985,2578798,3669,110774,870,124713,4479,134899,4469,86972,495,72904,1277,160180,1475,156964,939,142894,829,323957,1223,418003,758,370302,908,222041,609,160109,3933,94086,3983,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7536325,2044,3713280,1201,195198,541,219627,5016,237588,4939,153317,221,107012,1656,251554,1638,217788,549,214577,267,465032,408,595160,310,532104,290,302122,92,164732,3040,57469,3040,3823045,1137,186385,397,205294,4820,227336,4681,144014,186,99593,677,244880,717,212566,419,212273,147,463057,244,602494,253,549592,257,333827,275,224733,3803,117001,3809,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4421685,1434,2188070,991,125899,279,130238,3696,136659,3679,85603,136,58476,526,138245,531,147005,464,142811,232,273782,362,353945,357,302815,159,164821,10,94023,1666,33748,1663,2233615,696,119455,238,127352,3082,126536,3036,80924,189,57727,825,132356,820,144061,189,137590,260,270574,228,356780,151,306367,141,180180,133,125244,2419,68469,2416,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1718213,687,843071,2224,49932,1694,52688,2819,56377,2736,30347,1668,25688,2131,55359,2398,50983,1872,51174,1599,110194,1757,121884,1550,114754,239,75091,407,37631,1321,10969,1321,875142,2326,46526,1408,47330,3210,54450,3274,31795,2015,26342,2647,52239,2981,50331,1250,49934,1600,109004,2056,123626,1420,121017,131,84526,9,56794,1945,21228,1945,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4855958,2694,2382717,2043,141642,458,147903,4334,153852,4375,94405,755,65755,1818,160423,1954,158292,523,151055,917,294145,894,363876,557,317095,225,192811,264,103584,2523,37879,2525,2473241,1599,135785,559,141494,5377,144956,5391,89490,715,64357,1647,158951,1752,156544,647,149275,551,294406,642,369343,536,335554,284,217222,176,141019,3265,74845,3257,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,872628,385,438935,523,24564,163,26708,1641,23639,1639,16620,398,11060,838,30836,1025,28134,352,26587,574,50746,311,64755,101,67944,13,39824,13,20607,1000,6911,1001,433693,480,23429,160,24125,1715,23393,1679,14864,405,11396,643,27312,660,26131,172,25486,215,48372,215,65908,199,66779,87,39424,11,24316,1294,12758,1294,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1506826,1340,743179,957,46246,452,50445,2038,43732,1982,28977,548,21346,871,51678,844,50718,406,47821,346,88800,282,110424,226,100636,51,55765,65,33543,1091,13048,1103,763647,1151,44574,448,42696,2302,46866,2352,27401,518,22035,1136,48491,1131,49297,432,46684,348,87438,413,111460,75,103120,122,61638,54,46876,1513,25071,1546,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1455998,1153,739844,1365,34692,875,39881,2502,33602,2507,23055,702,14652,864,41067,875,48070,486,47877,433,100509,600,117454,447,114598,97,77138,442,36246,1289,11003,1290,716154,1240,34713,875,36524,2811,33180,2808,22493,704,12333,795,41076,921,45265,801,44222,288,90672,304,109145,254,113091,35,76302,48,38695,2065,18443,2065,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1212569,1548,597792,746,28964,311,33598,2036,37637,2040,24837,184,17494,161,39315,222,33724,55,32192,184,77210,372,104322,184,88570,48,47361,184,24130,1180,8438,1180,614777,841,27971,148,32931,2190,34389,2096,23425,184,17580,647,37382,650,32670,67,32574,184,79015,417,106889,49,90402,36,50855,184,33060,1224,15634,1221,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5164950,5467,2510691,2978,124996,888,141524,4112,163042,4169,101883,239,61276,483,140862,601,137826,757,134550,653,317996,1240,431137,692,368690,634,209410,316,127761,3034,49738,2936,2654259,3082,119171,603,138303,4684,149619,4628,95536,499,55850,299,132968,533,134983,474,134953,633,327522,889,442471,805,389183,598,244383,306,182027,4351,107290,4335,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,834209,1334,412505,2000,18364,1059,19244,1694,20217,1773,12744,1014,8445,1464,24060,1733,25931,1358,23674,1223,46044,1484,63672,1307,71685,611,46294,629,24097,1297,8034,1322,421704,1635,17792,900,15745,1684,20526,1657,10668,1210,8389,1355,21044,1134,23292,1035,23160,1154,44015,1415,67524,737,76987,402,50123,879,28100,1565,14339,1620,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11255045,6416,5489260,3399,282566,756,299687,6641,318384,6441,206133,523,149193,1241,366798,1712,365166,902,337124,671,697311,1033,868474,925,779873,362,443922,481,269537,3867,105092,3897,5765785,3818,268456,999,287368,6242,298701,6135,194538,654,142758,1348,363655,1361,369121,774,336111,546,694853,908,882387,782,819030,719,514890,551,374771,4958,219146,4993,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6267132,3244,3053119,3292,160553,1926,179502,6339,188660,6407,110667,2068,83438,2878,202319,3439,185307,2043,185488,1530,419073,1752,467175,1157,423300,669,270656,556,138240,2643,38741,2421,3214013,3203,160187,1914,164313,6145,183579,6147,105387,1991,81054,3512,196277,3523,187043,1819,184940,2352,426554,2371,482191,1266,460242,553,307137,514,188916,4392,86193,4428,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,605465,273,305807,411,18151,112,17596,1192,16017,1193,10579,355,9780,587,28015,585,23472,17,20005,9,34551,13,44021,59,41965,9,22131,22,13622,746,5902,743,299658,406,17388,112,17389,1089,14734,1107,10571,355,8723,461,24040,557,20732,355,17693,17,31958,16,43192,10,39494,14,23699,14,18639,1095,11406,1094,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9341867,2443,4570608,1876,258041,636,283429,6464,294881,6415,186991,962,126844,1499,301263,1475,281447,461,278017,333,583610,334,709835,859,639153,369,356427,147,200126,3139,70544,3141,4771259,1517,247405,611,268946,5630,279773,5617,176838,904,119226,1564,296825,1462,280081,667,277170,192,586599,294,728966,208,670849,276,409546,120,286674,4478,142361,4490,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2584748,1092,1269883,1057,71114,449,72349,2719,76926,2711,46185,823,35237,1893,85957,1911,85853,384,81425,106,155932,377,189374,165,176208,204,112464,76,60971,1544,19888,1540,1314865,1144,69180,552,68312,2729,72412,2722,42933,818,30899,1057,86239,1269,84017,590,79317,334,155276,275,193575,137,186080,198,126592,133,83302,2002,36731,2004,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3016321,3305,1482500,1850,75972,746,76372,3288,84466,3159,53086,444,36402,1283,94109,1426,98012,545,98812,340,191376,776,216271,900,229042,281,133569,392,69352,1904,25659,1894,1533821,1859,71760,514,74752,3505,78233,3538,48790,556,33188,1126,95176,1223,98156,414,98127,202,186366,555,224911,145,242520,293,144769,426,87776,2421,49297,2421,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
