GEO_ID,B06010_001E,B06010_001M,B06010_002E,B06010_002M,B06010_003E,B06010_003M,B06010_004E,B06010_004M,B06010_005E,B06010_005M,B06010_006E,B06010_006M,B06010_007E,B06010_007M,B06010_008E,B06010_008M,B06010_009E,B06010_009M,B06010_010E,B06010_010M,B06010_011E,B06010_011M,B06010_012E,B06010_012M,B06010_013E,B06010_013M,B06010_014E,B06010_014M,B06010_015E,B06010_015M,B06010_016E,B06010_016M,B06010_017E,B06010_017M,B06010_018E,B06010_018M,B06010_019E,B06010_019M,B06010_020E,B06010_020M,B06010_021E,B06010_021M,B06010_022E,B06010_022M,B06010_023E,B06010_023M,B06010_024E,B06010_024M,B06010_025E,B06010_025M,B06010_026E,B06010_026M,B06010_027E,B06010_027M,B06010_028E,B06010_028M,B06010_029E,B06010_029M,B06010_030E,B06010_030M,B06010_031E,B06010_031M,B06010_032E,B06010_032M,B06010_033E,B06010_033M,B06010_034E,B06010_034M,B06010_035E,B06010_035M,B06010_036E,B06010_036M,B06010_037E,B06010_037M,B06010_038E,B06010_038M,B06010_039E,B06010_039M,B06010_040E,B06010_040M,B06010_041E,B06010_041M,B06010_042E,B06010_042M,B06010_043E,B06010_043M,B06010_044E,B06010_044M,B06010_045E,B06010_045M,B06010_046E,B06010_046M,B06010_047E,B06010_047M,B06010_048E,B06010_048M,B06010_049E,B06010_049M,B06010_050E,B06010_050M,B06010_051E,B06010_051M,B06010_052E,B06010_052M,B06010_053E,B06010_053M,B06010_054E,B06010_054M,B06010_055E,B06010_055M,NAME,B06010_001MA,B06010_001EA,B06010_002MA,B06010_002EA,B06010_003MA,B06010_003EA,B06010_004MA,B06010_004EA,B06010_005MA,B06010_005EA,B06010_006MA,B06010_006EA,B06010_007MA,B06010_007EA,B06010_008MA,B06010_008EA,B06010_009MA,B06010_009EA,B06010_010EA,B06010_010MA,B06010_011MA,B06010_011EA,B06010_012MA,B06010_012EA,B06010_013MA,B06010_013EA,B06010_014MA,B06010_014EA,B06010_015EA,B06010_015MA,B06010_016MA,B06010_016EA,B06010_017MA,B06010_017EA,B06010_018MA,B06010_018EA,B06010_019MA,B06010_019EA,B06010_020EA,B06010_020MA,B06010_021EA,B06010_021MA,B06010_022MA,B06010_022EA,B06010_023MA,B06010_023EA,B06010_024MA,B06010_024EA,B06010_025MA,B06010_025EA,B06010_026EA,B06010_026MA,B06010_027MA,B06010_027EA,B06010_028MA,B06010_028EA,B06010_029MA,B06010_029EA,B06010_030MA,B06010_030EA,B06010_031EA,B06010_031MA,B06010_032EA,B06010_032MA,B06010_033MA,B06010_033EA,B06010_034MA,B06010_034EA,B06010_035EA,B06010_035MA,B06010_036MA,B06010_036EA,B06010_037EA,B06010_037MA,B06010_038MA,B06010_038EA,B06010_039EA,B06010_039MA,B06010_040EA,B06010_040MA,B06010_041MA,B06010_041EA,B06010_042EA,B06010_042MA,B06010_043EA,B06010_043MA,B06010_044EA,B06010_044MA,B06010_045MA,B06010_045EA,B06010_046MA,B06010_046EA,B06010_047MA,B06010_047EA,B06010_048MA,B06010_048EA,B06010_049EA,B06010_049MA,B06010_050EA,B06010_050MA,B06010_051MA,B06010_051EA,B06010_052MA,B06010_052EA,B06010_053MA,B06010_053EA,B06010_054EA,B06010_054MA,B06010_055EA,B06010_055MA,state
0400000US01,3874758,2952,563789,10643,3310969,10845,812693,14625,427656,10745,589535,11549,419887,9973,424394,9500,262882,9136,98964,5700,274958,7965,2601352,18244,389669,8597,2211683,17987,568111,12232,300396,9325,400236,10619,285018,9612,285528,8801,168714,7427,60296,4473,143384,5695,1086924,17229,139944,6532,946980,16005,212187,8714,105774,5600,152379,6577,115152,5681,123527,6131,84055,5080,35294,3093,118612,5200,35001,3921,5551,1396,29450,3476,5725,1369,3194,1115,4598,1411,3145,891,4449,1299,3111,940,1312,553,3916,1022,151481,6093,28625,2664,122856,5492,26670,3684,18292,2473,32322,3164,16572,2370,10890,2042,7002,1251,2062,607,9046,1564,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,565162,1193,24538,2384,540624,2389,117690,4618,45671,3428,70802,3459,65294,4192,75016,4630,56224,3712,26064,2599,83863,4306,169815,5431,7209,1403,162606,5173,54310,2388,16853,2016,22494,2390,16626,1717,19264,2143,13665,1801,5273,1210,14121,1966,333579,4949,13175,1840,320404,4618,51675,4277,24714,2794,36845,2592,38221,3362,47103,3801,37192,2954,19517,2263,65137,4153,13590,2142,788,452,12802,2011,2761,999,888,427,2000,640,1840,872,2075,839,1269,459,392,262,1577,611,48178,3411,3366,1179,44812,3086,8944,1376,3216,834,9463,1339,8607,1737,6574,1138,4098,1055,882,421,3028,783,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5129409,1939,881564,16268,4247845,16186,881841,18460,487105,13991,765831,16632,573435,16576,594509,15696,352234,9911,145965,7464,446925,11546,1424559,23635,362909,9851,1061650,21359,295931,9529,121776,6121,185008,10072,139311,7408,144016,8176,75811,5774,29161,3526,70636,6109,2809653,23392,312018,11295,2497635,22159,434934,12777,270290,10196,418790,10845,340406,14466,372589,12271,232558,9657,101613,6290,326455,10346,68339,5241,11774,2353,56565,4943,11816,2186,5074,1349,10160,2326,7385,1839,8757,1797,6407,1776,2150,780,4816,1522,826858,16226,194863,9388,631995,14210,139160,8157,89965,6668,151873,8475,86333,6484,69147,6034,37458,4531,13041,2674,45018,3932,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2342376,2165,319843,7874,2022533,8118,480503,10467,288777,7785,395467,8845,263271,9177,258726,8198,144308,5727,51724,3607,139757,5585,1322803,13964,178263,6515,1144540,13573,286687,8798,166762,6538,216451,6892,156013,7490,146471,5695,78389,3953,28586,2422,65181,3835,886487,14014,114598,6785,771889,12487,172475,6098,105752,6099,148681,6063,92981,6019,101556,4882,61324,4145,21490,2447,67630,4367,15911,1940,2100,808,13811,1655,4176,1116,2185,794,1982,695,1578,792,1839,791,704,352,669,531,678,390,117175,4428,24882,2776,92293,4325,17165,2333,14078,2067,28353,3496,12699,2295,8860,1936,3891,1029,979,569,6268,1250,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30062390,3289,5431642,35091,24630748,35330,5079304,34584,2914974,32063,4119053,35318,2770526,31455,2947041,25050,2097925,24497,928666,18625,3773259,28356,13614353,42801,2988181,24618,10626172,39683,2502175,26152,1153750,22091,1586985,21217,1156453,18986,1329028,19162,959076,16380,432639,12295,1506066,22473,6217867,36587,564572,13044,5653295,34866,795364,13262,579361,12758,836950,15104,620380,13427,706472,13486,561010,13698,269338,8758,1284420,17004,378533,12448,56204,4280,322329,10759,58516,4695,35964,3872,46729,4460,33290,3111,42841,3316,31476,3352,14402,1937,59111,4445,9851637,46245,1822685,23670,8028952,36974,1723249,21000,1145899,18728,1648389,24079,960403,17458,868700,16078,546363,14266,212287,7975,923662,14985,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4087156,2841,475781,10107,3611375,10174,722808,12114,346597,9259,557704,11339,451508,11414,509689,11135,360758,9237,148167,6258,514144,10161,1367732,19172,192761,7739,1174971,18139,296191,9026,115500,5775,187057,6828,143527,6988,165672,6916,113496,4959,42246,4340,111282,5266,2192616,17444,185744,6640,2006872,16939,329588,8238,181655,6718,283854,8136,244683,8624,295144,8586,217694,7602,94917,5571,359337,9071,61021,4337,8779,1791,52242,3494,11184,1795,5008,1221,8815,1887,5209,1117,6724,1121,4716,1180,1732,705,8854,1220,465787,12848,88497,5601,377290,11802,85845,5641,44434,4148,77978,4992,58089,4718,42149,3600,24852,2666,9272,1464,34671,3498,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2925822,761,334291,7846,2591531,7913,483917,10342,235158,7752,374201,8947,294561,8769,342769,10098,267763,8265,125119,5100,468043,9015,1466745,14619,175705,7253,1291040,13207,256377,7997,117508,5121,182358,6047,147251,5196,184325,6570,144295,6131,64868,4318,194058,6070,885357,13516,77741,3965,807616,11738,127904,5584,63160,4257,102482,4350,80315,4647,102273,5087,82572,4181,44224,3142,204686,5752,117061,6215,13110,2235,103951,5697,31011,2864,14473,1914,17615,2437,13710,2574,8425,1487,6822,1669,1974,819,9921,2001,456659,12394,67735,5213,388924,10890,68625,4752,40017,3753,71746,4705,53285,3725,47746,3787,34074,3127,14053,1750,59378,3858,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,737847,647,90125,4392,647722,4269,128079,4850,61239,3881,95950,4281,81674,4383,105014,4650,67095,4075,28324,3401,80347,3769,282939,8492,40158,3140,242781,8066,56669,3777,23588,2597,35803,3279,31699,2655,40961,3104,23954,2597,8941,1609,21166,2296,367246,9564,36188,3432,331058,8631,59156,3855,29691,2924,45767,3399,39422,2947,53735,3790,37309,2862,16810,2593,49168,3019,14271,2616,1215,544,13056,2542,2978,999,1937,1358,2200,782,2379,1019,1895,685,764,360,144,148,759,366,73391,4869,12564,1883,60827,3767,9276,1722,6023,1381,12180,1990,8174,1841,8423,1407,5068,1278,2429,822,9254,1284,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,529068,414,72820,5084,456248,5035,87984,4689,31760,2639,47333,3071,40782,3138,58136,3904,51043,3216,25576,2846,113634,4178,168262,6224,34349,3167,133913,5758,37825,3107,12268,1596,17392,1881,13102,1810,20333,2807,12155,1530,6372,1701,14466,1912,270553,6293,25791,3008,244762,5952,36734,3215,14045,1776,21533,2317,18722,2135,28093,2244,31449,2735,15829,2130,78357,4029,9803,1568,1136,736,8667,1459,1762,787,393,249,753,556,349,262,1033,387,851,551,461,321,3065,872,80450,4866,11544,2085,68906,4427,11663,2016,5054,1469,7655,1440,8609,1639,8677,1586,6588,1188,2914,930,17746,2603,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15770265,5407,2524286,29985,13245979,29750,2841390,30170,1634190,23806,2516920,32034,1794880,27620,1763228,25252,1064381,20421,387752,12328,1243238,20899,4156786,47633,1020231,19515,3136555,39505,873343,18748,353172,12324,550936,16590,428188,13395,412965,12919,228439,11912,81987,5482,207525,8998,7498732,41957,788947,17510,6709785,42579,1166529,19939,783734,16043,1228323,19716,916301,22017,981267,19139,611838,13322,232678,9062,789115,16145,548881,17276,93937,7272,454944,13388,108902,6993,64130,5464,85871,5468,62007,5877,56275,5395,34730,4478,11334,2265,31695,3632,3565866,35585,621171,17711,2944695,31414,692616,15054,433154,13355,651790,19726,388384,9763,312721,10362,189374,8616,61753,4511,214903,9715,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
