GEO_ID,C17018_001E,C17018_001M,C17018_002E,C17018_002M,C17018_003E,C17018_003M,C17018_004E,C17018_004M,C17018_005E,C17018_005M,C17018_006E,C17018_006M,C17018_007E,C17018_007M,C17018_008E,C17018_008M,C17018_009E,C17018_009M,C17018_010E,C17018_010M,C17018_011E,C17018_011M,NAME,C17018_001MA,C17018_001EA,C17018_002EA,C17018_002MA,C17018_003EA,C17018_003MA,C17018_004EA,C17018_004MA,C17018_005MA,C17018_005EA,C17018_006MA,C17018_006EA,C17018_007EA,C17018_007MA,C17018_008EA,C17018_008MA,C17018_009EA,C17018_009MA,C17018_010MA,C17018_010EA,C17018_011MA,C17018_011EA,state
0400000US01,1251795,13646,185909,6956,55094,3884,63512,4366,57967,3827,9336,1649,1065886,12576,126616,5706,293133,8134,345982,9080,300155,8057,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173279,4602,12024,1704,2072,644,5005,1123,4261,1015,686,389,161255,4646,9178,1353,36689,2844,68884,4280,46504,3166,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1543923,17041,217603,9605,77271,5653,54791,4726,70613,6207,14928,1824,1326320,15922,127742,6378,268183,10832,498060,14472,432335,8976,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757205,8841,112534,5422,28776,3490,42903,3358,35236,3154,5619,1058,644671,9383,78269,4592,205571,7155,199655,6934,161176,5669,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8518518,30469,1056152,15484,432151,9731,251065,7574,274364,8835,98572,5097,7462366,32642,1061622,17290,1309047,17921,2414167,23420,2677530,23586,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1256471,12018,114546,5172,32616,3120,28350,3268,38208,3594,15372,2262,1141925,11786,80774,4609,216353,7244,366024,8592,478774,9524,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893101,9280,70551,4637,21407,2618,23915,2771,18227,2200,7002,1266,822550,9225,58496,3814,194770,6598,222793,6682,346491,7233,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,227101,3932,18261,1977,4256,1029,8142,1387,4073,990,1790,838,208840,3727,18304,1961,57844,3240,61618,3519,71074,2833,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114045,3666,17608,2027,5850,1212,6982,1327,4137,1097,639,382,96437,3750,10187,1402,16728,1746,18446,1942,51076,2945,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4559858,26881,564395,15175,153558,6198,195862,10004,158629,7454,56346,4993,3995463,26744,378251,10661,1028702,20620,1307854,21825,1280656,18388,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2376008,17596,349145,12059,104396,8139,116842,7401,97546,5282,30361,3464,2026863,18425,198071,7173,529954,14192,613417,13736,685421,12520,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311789,5861,26678,2586,4628,1098,10987,1824,8537,1423,2526,786,285111,5942,19642,2067,66825,3095,103964,5173,94680,4026,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398682,6942,46241,3273,10173,1907,13407,2066,17542,1904,5119,1541,352441,7686,26978,2304,81587,5156,134245,5556,109631,5046,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3098864,16403,340244,8556,93738,4974,107038,6207,105217,5582,34251,3079,2758620,16709,249333,8058,664638,10774,849192,13550,995457,14129,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1641389,13221,192775,7271,53042,4327,65612,3777,63637,4347,10484,1554,1448614,12106,125490,4913,467055,10341,454860,9292,401209,8975,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
