GEO_ID,C23002A_001E,C23002A_001M,C23002A_002E,C23002A_002M,C23002A_003E,C23002A_003M,C23002A_004E,C23002A_004M,C23002A_005E,C23002A_005M,C23002A_006E,C23002A_006M,C23002A_007E,C23002A_007M,C23002A_008E,C23002A_008M,C23002A_009E,C23002A_009M,C23002A_010E,C23002A_010M,C23002A_011E,C23002A_011M,C23002A_012E,C23002A_012M,C23002A_013E,C23002A_013M,C23002A_014E,C23002A_014M,C23002A_015E,C23002A_015M,C23002A_016E,C23002A_016M,C23002A_017E,C23002A_017M,C23002A_018E,C23002A_018M,C23002A_019E,C23002A_019M,C23002A_020E,C23002A_020M,C23002A_021E,C23002A_021M,C23002A_022E,C23002A_022M,C23002A_023E,C23002A_023M,C23002A_024E,C23002A_024M,C23002A_025E,C23002A_025M,C23002A_026E,C23002A_026M,C23002A_027E,C23002A_027M,NAME,C23002A_001MA,C23002A_001EA,C23002A_002MA,C23002A_002EA,C23002A_003EA,C23002A_003MA,C23002A_004EA,C23002A_004MA,C23002A_005MA,C23002A_005EA,C23002A_006MA,C23002A_006EA,C23002A_007MA,C23002A_007EA,C23002A_008EA,C23002A_008MA,C23002A_009EA,C23002A_009MA,C23002A_010EA,C23002A_010MA,C23002A_011MA,C23002A_011EA,C23002A_012MA,C23002A_012EA,C23002A_013MA,C23002A_013EA,C23002A_014EA,C23002A_014MA,C23002A_015EA,C23002A_015MA,C23002A_016EA,C23002A_016MA,C23002A_017MA,C23002A_017EA,C23002A_018MA,C23002A_018EA,C23002A_019EA,C23002A_019MA,C23002A_020EA,C23002A_020MA,C23002A_021EA,C23002A_021MA,C23002A_022MA,C23002A_022EA,C23002A_023MA,C23002A_023EA,C23002A_024MA,C23002A_024EA,C23002A_025MA,C23002A_025EA,C23002A_026EA,C23002A_026MA,C23002A_027MA,C23002A_027EA,state
0400000US01,2688287,6554,1302240,5447,1068251,5488,819216,7368,10080,1708,809136,7424,732452,9443,76684,5228,249035,7582,233989,530,46091,2580,43133,2514,2958,756,187898,2674,1386047,3803,1078727,3591,692345,9283,1034,546,691311,9221,626142,9980,65169,4836,386382,9370,307320,1115,35659,2710,33524,2525,2135,759,271661,2896,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,388500,2148,204418,1410,182040,1460,151730,2488,11276,1366,140454,2628,130393,2484,10061,1650,30310,2262,22378,301,5517,876,5393,856,124,163,16861,925,184082,1211,162357,1209,119818,3116,1753,569,118065,3212,109681,3551,8384,1345,42539,3121,21725,181,4506,866,4399,831,107,131,17219,902,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4096686,15927,2009993,9205,1625912,8879,1255148,14367,11534,1643,1243614,14447,1110756,15677,132858,9007,370764,11532,384081,1885,62506,3523,56961,3615,5545,1257,321575,3697,2086693,9227,1632482,8892,1084958,13259,1355,587,1083603,13366,982806,13453,100797,6402,547524,12117,454211,1990,48775,3902,45903,3836,2872,889,405436,4689,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1843590,5174,901888,3091,733507,3042,557855,6068,4560,1067,553295,6175,507162,6764,46133,3505,175652,6115,168381,820,30576,2156,28844,2091,1732,675,137805,2165,941702,3485,729427,3443,475705,7315,114,103,475591,7314,440040,7398,35551,3454,253722,7147,212275,503,25865,1859,24996,1844,869,324,186410,1866,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18934984,44518,9394691,25962,7966906,25365,6296796,24800,85165,4211,6211631,25305,5458518,27580,753113,14291,1670110,19374,1427785,4769,310474,6872,282866,6549,27608,2416,1117311,7798,9540293,24974,7725080,23738,5191061,26804,10568,1922,5180493,26722,4591423,26456,589070,14418,2534019,24104,1815213,5905,237567,6849,218553,6485,19014,1928,1577646,8109,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3453660,11812,1721427,7235,1486759,7033,1231925,7970,20979,2370,1210946,8154,1104752,8434,106194,5772,254834,7702,234668,1398,54979,2888,49037,2865,5942,1259,179689,3124,1732233,6286,1440699,6245,1062330,9136,3469,904,1058861,9114,970432,8784,88429,5396,378369,8370,291534,1313,44689,2736,42074,2615,2615,655,246845,3098,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2292614,7941,1103113,4972,906095,4912,754625,6435,6186,1177,748439,6700,673188,6943,75251,4418,151470,5016,197018,826,51230,2324,46612,2227,4618,857,145788,2414,1189501,4409,922228,4239,702958,7283,580,397,702378,7271,643094,7230,59284,4353,219270,7038,267273,883,41794,2361,38419,2302,3375,709,225479,2258,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,527404,3122,254217,1920,204768,1951,165562,2949,1607,537,163955,3025,150714,3083,13241,1902,39206,2552,49449,292,10954,1300,10482,1302,472,267,38495,1321,273187,1647,210714,1595,149378,3757,288,212,149090,3744,139051,3784,10039,1398,61336,3608,62473,312,8679,1281,8160,1214,519,249,53794,1354,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,222685,2741,111639,1875,100885,1900,86230,2718,1799,736,84431,2586,80005,2436,4426,1323,14655,2049,10754,306,4300,599,4158,591,142,172,6454,658,111046,1430,98882,1434,77487,2332,172,110,77315,2343,74569,2288,2746,822,21395,2143,12164,274,2836,741,2560,730,276,206,9328,749,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12167412,23840,5915544,13989,4575392,13750,3538270,19827,34029,3145,3504241,20058,3087527,21065,416714,12265,1037122,17974,1340152,3050,242758,7987,216391,7644,26367,2518,1097394,8126,6251868,14981,4605300,14850,3168266,21922,5000,1284,3163266,21786,2841396,20298,321870,10646,1437034,19871,1646568,4010,173496,5855,155420,5918,18076,2549,1473072,7394,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4767206,14099,2346282,8573,1990350,8557,1570780,13174,31837,2696,1538943,13854,1393807,14384,145136,7447,419570,12142,355932,1359,76165,3691,71087,3554,5078,1202,279767,3657,2420924,8589,1962895,8620,1300489,14769,3629,1468,1296860,14502,1170829,15264,126031,7412,662406,13991,458029,1587,52676,3097,49086,2922,3590,953,405353,3522,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,297758,2451,161849,1631,136084,1636,110333,2871,20489,2021,89844,3264,83289,3169,6555,1510,25751,2542,25765,287,5806,872,5587,847,219,243,19959,933,135909,1556,109496,1425,72564,2583,2105,652,70459,2660,65151,2805,5308,1219,36932,2338,26413,655,4730,1004,4516,965,214,218,21683,1197,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1118619,5147,554842,3059,464515,3025,369473,6002,1888,608,367585,5895,328328,6258,39257,3606,95042,5093,90327,591,16036,1515,14888,1510,1148,427,74291,1618,563777,3047,458784,2982,314424,6043,276,217,314148,6059,287409,6092,26739,2554,144360,5934,104993,649,12898,1782,11517,1585,1381,732,92095,1867,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7530297,19680,3673037,12511,3091473,12049,2537498,13774,12791,1795,2524707,13864,2273035,13846,251672,7704,553975,9690,581564,1734,125633,4306,116464,4422,9169,1151,455931,4582,3857260,10167,3077927,9741,2252392,12768,1729,987,2250663,12994,2058202,13106,192461,7325,825535,11790,779333,2138,103693,4015,97693,3886,6000,1126,675640,4345,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
