GEO_ID,B22007_001E,B22007_001M,B22007_002E,B22007_002M,B22007_003E,B22007_003M,B22007_004E,B22007_004M,B22007_005E,B22007_005M,B22007_006E,B22007_006M,B22007_007E,B22007_007M,B22007_008E,B22007_008M,B22007_009E,B22007_009M,B22007_010E,B22007_010M,B22007_011E,B22007_011M,B22007_012E,B22007_012M,B22007_013E,B22007_013M,B22007_014E,B22007_014M,B22007_015E,B22007_015M,B22007_016E,B22007_016M,B22007_017E,B22007_017M,B22007_018E,B22007_018M,B22007_019E,B22007_019M,B22007_020E,B22007_020M,B22007_021E,B22007_021M,B22007_022E,B22007_022M,B22007_023E,B22007_023M,B22007_024E,B22007_024M,B22007_025E,B22007_025M,B22007_026E,B22007_026M,B22007_027E,B22007_027M,B22007_028E,B22007_028M,B22007_029E,B22007_029M,B22007_030E,B22007_030M,B22007_031E,B22007_031M,B22007_032E,B22007_032M,B22007_033E,B22007_033M,B22007_034E,B22007_034M,B22007_035E,B22007_035M,B22007_036E,B22007_036M,B22007_037E,B22007_037M,B22007_038E,B22007_038M,B22007_039E,B22007_039M,B22007_040E,B22007_040M,B22007_041E,B22007_041M,B22007_042E,B22007_042M,B22007_043E,B22007_043M,NAME,B22007_001EA,B22007_001MA,B22007_002MA,B22007_002EA,B22007_003EA,B22007_003MA,B22007_004MA,B22007_004EA,B22007_005EA,B22007_005MA,B22007_006EA,B22007_006MA,B22007_007MA,B22007_007EA,B22007_008EA,B22007_008MA,B22007_009MA,B22007_009EA,B22007_010MA,B22007_010EA,B22007_011EA,B22007_011MA,B22007_012EA,B22007_012MA,B22007_013EA,B22007_013MA,B22007_014EA,B22007_014MA,B22007_015MA,B22007_015EA,B22007_016MA,B22007_016EA,B22007_017MA,B22007_017EA,B22007_018MA,B22007_018EA,B22007_019EA,B22007_019MA,B22007_020EA,B22007_020MA,B22007_021MA,B22007_021EA,B22007_022MA,B22007_022EA,B22007_023MA,B22007_023EA,B22007_024MA,B22007_024EA,B22007_025EA,B22007_025MA,B22007_026EA,B22007_026MA,B22007_027EA,B22007_027MA,B22007_028MA,B22007_028EA,B22007_029MA,B22007_029EA,B22007_030EA,B22007_030MA,B22007_031EA,B22007_031MA,B22007_032EA,B22007_032MA,B22007_033MA,B22007_033EA,B22007_034EA,B22007_034MA,B22007_035MA,B22007_035EA,B22007_036EA,B22007_036MA,B22007_037EA,B22007_037MA,B22007_038MA,B22007_038EA,B22007_039EA,B22007_039MA,B22007_040MA,B22007_040EA,B22007_041EA,B22007_041MA,B22007_042EA,B22007_042MA,B22007_043MA,B22007_043EA,state
0400000US01,1251795,13646,231421,7843,83749,4944,15927,2044,31078,3094,30407,3100,25274,2743,5133,1091,6337,1181,4697,897,1640,661,147672,6847,18823,2427,6006,1202,9628,1768,2753,816,436,241,128849,6281,44338,3529,65899,4400,15782,2026,2830,836,1020374,11402,806061,12388,138102,4441,216091,6922,377900,9957,348259,9820,29641,2352,73968,4724,69154,4699,4814,991,214313,7803,60755,4681,8988,1349,31769,3633,15938,2577,4060,1257,153558,5942,26964,2444,82249,4146,38469,3808,5876,1156,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173279,4602,19527,2072,8611,1322,932,409,2891,742,2913,831,2419,803,494,263,1875,705,1563,645,312,184,10916,1477,2684,716,496,372,1631,483,516,242,41,27,8232,1324,1792,696,4857,1176,1179,421,404,184,153752,4447,118666,3971,9310,1230,26347,2348,66249,3638,62677,3789,3572,719,16760,1762,15310,1776,1450,550,35086,2322,13060,1609,1720,920,7031,1146,3885,894,424,259,22026,1967,1867,566,12762,1674,5976,1167,1421,481,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1543923,17041,246076,9640,103497,6494,12562,1995,42480,4424,34496,3580,25111,2997,9385,1875,13959,2013,11301,1854,2658,955,142579,7158,33264,3855,7360,1842,18299,2743,6124,1814,1481,763,109315,5898,29024,2972,61032,4392,14867,2845,4392,1347,1297847,16598,1006853,14865,204530,6739,267270,10050,443887,11181,410924,11247,32963,3578,91166,4828,81726,4193,9440,1947,290994,11392,94232,6465,8132,1692,54796,4874,27514,3666,3790,1109,196762,9496,27019,3695,109709,7233,46266,4271,13768,2548,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757205,8841,123307,6100,46501,3759,9470,1728,18790,2553,14753,2060,12187,1781,2566,758,3488,1096,2909,941,579,506,76806,5015,12121,1731,2880,768,7117,1567,1972,807,152,159,64685,4435,19130,2148,36016,3004,7509,1556,2030,885,633898,9896,509607,8304,90508,3089,136973,4688,241662,7203,226578,7528,15084,2019,40464,3132,36497,2827,3967,1008,124291,6307,35880,3580,5012,1256,19487,2411,9997,1730,1384,675,88411,4644,11975,1640,50776,3344,21699,2367,3961,1005,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8518518,30469,902156,12755,369510,10801,43485,3146,148954,7353,114270,5932,79368,4758,34902,3159,62801,4159,45410,3502,17391,2153,532646,10954,111840,5681,23522,2845,61348,4011,17631,2460,9339,1581,420806,10956,135998,6192,203007,7653,60211,3916,21590,2443,7616362,32492,5689675,35887,723417,12206,1558781,19430,2633342,23900,2343608,21063,289734,9574,774135,15227,653133,13772,121002,5801,1926687,24891,636592,12936,54291,3343,339820,10915,176609,7967,65872,4133,1290095,18627,174566,7090,677048,11747,331131,9259,107350,5544,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1256471,12018,115831,5648,47293,3681,5366,947,17852,2908,17509,2323,14224,2234,3285,972,6566,1492,5476,1313,1090,608,68538,4699,14160,2324,2126,670,8978,1926,2277,892,779,469,54378,4182,14603,2420,28828,2676,9524,1767,1423,664,1140640,12278,923263,12125,109206,3709,221131,7578,498681,10662,471471,10507,27210,2508,94245,4502,87210,4143,7035,1570,217377,7110,73634,5012,5676,1210,43356,3531,21581,2923,3021,779,143743,5355,14717,1961,77408,4937,43199,3677,8419,1973,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893101,9280,99955,4187,27861,2266,5576,1187,9308,1529,9246,1649,6969,1552,2277,905,3731,816,3132,741,599,360,72094,3945,9262,1658,2155,842,4823,1245,1755,703,529,389,62832,3461,18861,2240,32845,2660,9727,1573,1399,464,793146,9067,632438,8594,71956,2857,151247,4863,313469,8216,290901,8502,22568,2516,95766,4173,90001,4162,5765,999,160708,5827,44205,3524,4209,1171,23120,2562,13108,2102,3768,971,116503,4628,9877,1221,63318,4095,33241,3007,10067,1677,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,227101,3932,28813,2556,8898,1498,1250,463,3105,961,2911,774,1861,701,1050,478,1632,639,936,483,696,333,19915,2210,4660,1203,990,447,2688,954,899,534,83,96,15255,1720,2489,743,9281,1482,3182,880,303,307,198288,4101,152857,3383,23744,1700,36110,2744,71111,3012,64781,3082,6330,1116,21892,2111,20031,2024,1861,795,45431,3277,14025,2254,561,377,8406,1593,4413,1277,645,318,31406,2563,4473,1204,16358,2201,8921,1411,1654,557,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114045,3666,23943,2139,3154,765,760,401,840,373,1181,510,596,385,585,415,373,268,245,203,128,151,20789,2010,2795,975,893,477,1270,667,572,381,60,74,17994,1868,6043,1276,8484,1397,2819,790,648,395,90102,3839,54093,3058,5182,888,11052,1456,34035,2509,32795,2480,1240,479,3824,732,3696,740,128,144,36009,3004,8333,1496,924,683,3839,1085,2627,935,943,547,27676,2371,3463,915,14986,1909,7424,1160,1803,734,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4559858,26881,719620,15409,297174,10805,51232,4059,112761,6487,99553,6188,74854,5256,24699,2965,33628,3652,27336,3189,6292,1400,422446,12893,89056,5699,22862,3311,46322,4163,15209,2187,4663,1522,333390,11731,92142,5052,179893,8040,48207,4148,13148,1855,3840238,26356,2995881,25191,679323,13211,769597,15038,1279977,20667,1179657,19958,100320,5915,266984,7940,244109,8373,22875,2973,844357,17455,235029,9064,25128,2926,132245,6651,62491,4886,15165,2684,609328,14600,72539,6146,351057,10824,150770,7327,34962,3412,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
