GEO_ID,B24012_001E,B24012_001M,B24012_002E,B24012_002M,B24012_003E,B24012_003M,B24012_004E,B24012_004M,B24012_005E,B24012_005M,B24012_006E,B24012_006M,B24012_007E,B24012_007M,B24012_008E,B24012_008M,B24012_009E,B24012_009M,B24012_010E,B24012_010M,B24012_011E,B24012_011M,B24012_012E,B24012_012M,B24012_013E,B24012_013M,B24012_014E,B24012_014M,B24012_015E,B24012_015M,B24012_016E,B24012_016M,B24012_017E,B24012_017M,B24012_018E,B24012_018M,B24012_019E,B24012_019M,B24012_020E,B24012_020M,B24012_021E,B24012_021M,B24012_022E,B24012_022M,B24012_023E,B24012_023M,B24012_024E,B24012_024M,B24012_025E,B24012_025M,B24012_026E,B24012_026M,B24012_027E,B24012_027M,B24012_028E,B24012_028M,B24012_029E,B24012_029M,B24012_030E,B24012_030M,B24012_031E,B24012_031M,B24012_032E,B24012_032M,B24012_033E,B24012_033M,B24012_034E,B24012_034M,B24012_035E,B24012_035M,B24012_036E,B24012_036M,B24012_037E,B24012_037M,B24012_038E,B24012_038M,B24012_039E,B24012_039M,B24012_040E,B24012_040M,B24012_041E,B24012_041M,B24012_042E,B24012_042M,B24012_043E,B24012_043M,B24012_044E,B24012_044M,B24012_045E,B24012_045M,B24012_046E,B24012_046M,B24012_047E,B24012_047M,B24012_048E,B24012_048M,B24012_049E,B24012_049M,B24012_050E,B24012_050M,B24012_051E,B24012_051M,B24012_052E,B24012_052M,B24012_053E,B24012_053M,B24012_054E,B24012_054M,B24012_055E,B24012_055M,B24012_056E,B24012_056M,B24012_057E,B24012_057M,B24012_058E,B24012_058M,B24012_059E,B24012_059M,B24012_060E,B24012_060M,B24012_061E,B24012_061M,B24012_062E,B24012_062M,B24012_063E,B24012_063M,B24012_064E,B24012_064M,B24012_065E,B24012_065M,B24012_066E,B24012_066M,B24012_067E,B24012_067M,B24012_068E,B24012_068M,B24012_069E,B24012_069M,B24012_070E,B24012_070M,B24012_071E,B24012_071M,B24012_072E,B24012_072M,B24012_073E,B24012_073M,NAME,B24012_001EA,B24012_001MA,B24012_002EA,B24012_002MA,B24012_003EA,B24012_003MA,B24012_004EA,B24012_004MA,B24012_005MA,B24012_005EA,B24012_006MA,B24012_006EA,B24012_007EA,B24012_007MA,B24012_008EA,B24012_008MA,B24012_009EA,B24012_009MA,B24012_010EA,B24012_010MA,B24012_011MA,B24012_011EA,B24012_012EA,B24012_012MA,B24012_013MA,B24012_013EA,B24012_014EA,B24012_014MA,B24012_015EA,B24012_015MA,B24012_016MA,B24012_016EA,B24012_017MA,B24012_017EA,B24012_018MA,B24012_018EA,B24012_019EA,B24012_019MA,B24012_020EA,B24012_020MA,B24012_021EA,B24012_021MA,B24012_022MA,B24012_022EA,B24012_023EA,B24012_023MA,B24012_024MA,B24012_024EA,B24012_025EA,B24012_025MA,B24012_026EA,B24012_026MA,B24012_027MA,B24012_027EA,B24012_028MA,B24012_028EA,B24012_029MA,B24012_029EA,B24012_030EA,B24012_030MA,B24012_031EA,B24012_031MA,B24012_032MA,B24012_032EA,B24012_033MA,B24012_033EA,B24012_034EA,B24012_034MA,B24012_035MA,B24012_035EA,B24012_036EA,B24012_036MA,B24012_037MA,B24012_037EA,B24012_038MA,B24012_038EA,B24012_039MA,B24012_039EA,B24012_040MA,B24012_040EA,B24012_041EA,B24012_041MA,B24012_042MA,B24012_042EA,B24012_043MA,B24012_043EA,B24012_044MA,B24012_044EA,B24012_045EA,B24012_045MA,B24012_046EA,B24012_046MA,B24012_047MA,B24012_047EA,B24012_048MA,B24012_048EA,B24012_049MA,B24012_049EA,B24012_050MA,B24012_050EA,B24012_051EA,B24012_051MA,B24012_052EA,B24012_052MA,B24012_053EA,B24012_053MA,B24012_054EA,B24012_054MA,B24012_055MA,B24012_055EA,B24012_056MA,B24012_056EA,B24012_057EA,B24012_057MA,B24012_058EA,B24012_058MA,B24012_059EA,B24012_059MA,B24012_060MA,B24012_060EA,B24012_061MA,B24012_061EA,B24012_062MA,B24012_062EA,B24012_063EA,B24012_063MA,B24012_064EA,B24012_064MA,B24012_065EA,B24012_065MA,B24012_066MA,B24012_066EA,B24012_067EA,B24012_067MA,B24012_068MA,B24012_068EA,B24012_069EA,B24012_069MA,B24012_070EA,B24012_070MA,B24012_071MA,B24012_071EA,B24012_072MA,B24012_072EA,B24012_073MA,B24012_073EA,state
0400000US01,29900,432,35922,550,60231,1535,61677,1310,64436,4141,56892,3661,66553,3173,66494,3939,67808,9123,61058,11857,48370,2747,38850,3963,97903,14849,49722,2308,37308,2944,66703,7565,83073,11100,36732,5296,20007,891,19205,2840,37243,1839,32409,3211,40254,2199,11855,672,19653,1624,19121,2096,31736,810,35714,1424,27686,1798,31612,594,24935,6324,28110,1933,36783,1540,31227,606,35037,2462,33046,3291,22112,1476,24071,467,39519,1117,41318,1190,41780,2478,40973,1325,44639,4797,53214,5493,35372,6369,36792,7758,36052,1700,34319,1225,45319,8174,37198,2536,25329,7609,40025,1309,47857,3755,28567,1781,13694,619,20702,812,31638,4945,32137,13463,30998,4775,11154,454,12163,931,12927,1136,21934,538,14678,994,25197,697,23249,3826,19932,7123,20438,12441,30955,7830,21090,1008,22859,1257,17408,2603,18175,2785,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,38762,2014,46985,2101,70381,3659,71158,8816,70924,8630,75664,25244,76121,6921,70916,9510,90022,11571,55195,13142,60565,7866,50927,1471,86546,18518,61478,4800,41364,20473,100210,13584,121009,26443,42946,16408,27826,3855,18956,8101,62268,7762,60664,8629,71865,6945,20231,5349,25625,6015,22495,4964,38088,3806,40904,2997,32385,6598,49737,4548,43271,26519,50369,5968,48356,5205,40195,4847,34246,8810,50132,10835,28888,5950,30990,702,46436,3002,46642,5120,46968,7319,46288,6588,50198,11471,63793,22940,61563,38169,46323,8702,37290,4685,38888,4629,53342,8259,36038,3299,38750,25856,60192,7807,66965,3306,34201,6023,20507,2201,25270,2559,34132,7059,33471,8652,34983,66877,18404,2122,14412,7378,18747,3789,30037,1432,21939,4181,31978,1105,28039,19309,15941,3087,24769,14201,51071,26730,22568,1923,20712,3505,22369,3728,26124,2641,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,31078,286,35162,712,60441,701,61877,991,64060,3994,60021,6931,69801,3003,74067,6956,71304,4742,50054,13714,40965,1281,35532,3668,82571,28243,41097,3229,40159,4492,61818,4943,77436,11172,40908,2887,20526,748,20930,2567,42441,3362,31250,2938,49765,6354,15534,930,18372,1250,17451,5002,31032,881,32207,2050,29282,1754,30777,844,19271,1928,26865,1617,39552,2144,28051,1580,31448,1775,31323,1884,18209,2304,27183,467,41754,444,46531,1290,49538,3398,44414,3485,55096,3579,54835,4229,69303,22435,45906,7424,34538,1481,35542,1607,55082,3486,32416,1910,22123,6865,51025,1449,60423,2654,35335,3403,15366,588,23258,1564,32535,4625,25091,2960,41082,4413,11542,527,13005,1176,15797,1329,25546,692,17671,1879,28022,805,25007,5112,7378,2919,30233,4692,35577,13877,20426,1425,19684,2018,27549,7577,12026,3045,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,27031,358,31617,530,52165,1220,55041,3403,56673,3681,51049,2414,56597,3744,57439,4950,59252,7728,48227,10209,41524,1863,36489,3571,98926,13336,42682,4695,32847,1998,66578,14280,100152,20086,36014,6364,19999,1213,26617,7604,34292,1847,31982,4551,35737,2632,12850,1428,18379,3001,19258,2826,30412,1482,34618,4016,25658,1675,30285,813,22190,1024,29046,2542,35875,1317,27108,923,30331,1675,30729,2941,22436,1095,23232,524,39164,1573,40510,1552,41116,2004,39430,2832,52057,3616,52184,4382,53542,9494,44638,17773,34988,1358,31310,1935,36621,5600,35901,938,25363,5349,43579,2820,49774,2376,29760,2431,12347,388,16588,1218,21811,3953,15417,8241,27024,13251,10454,673,11560,688,12267,982,21773,483,15716,1112,24061,855,22289,7569,20211,16114,19902,11074,39787,8019,22265,990,22857,1034,21637,3030,17845,4983,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32910,242,37255,175,71569,370,75726,757,80022,1705,66199,1589,81743,558,83886,2757,82721,2354,64217,4847,51531,628,40769,2113,113277,8477,50665,1216,46662,2062,80120,2466,101341,1163,42310,3418,21700,280,24360,1798,56689,3344,30156,2188,80349,2160,16651,349,21525,476,18151,1379,32479,734,36222,726,30394,554,29676,717,17103,551,30604,554,36620,661,27995,576,30277,566,31958,491,20738,541,29373,322,51291,277,54051,1075,58349,2641,51243,548,67772,2091,71758,1779,70503,1669,57075,3782,38710,1315,41375,1038,62487,4537,33074,1665,35876,1811,61938,711,75401,945,39091,2174,15519,212,23923,681,42275,3895,22981,3037,66073,3750,12916,450,13805,605,13468,509,26797,293,19563,579,30809,273,14465,961,11684,469,29457,6708,38613,5803,20202,350,20186,436,26049,1250,16184,632,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,34856,545,41230,398,66593,1066,67689,2318,70335,2247,62133,4414,76854,1774,77140,2815,80449,3338,63971,5487,45897,2959,40191,2197,112457,19419,43072,3301,41377,4719,72892,6871,92175,14636,50878,3915,21045,736,22495,5668,49874,5213,33872,5052,56983,4467,15204,1087,20117,1850,20489,2124,35523,1301,39914,3654,30865,1453,35613,802,24841,3766,32983,1802,41093,1154,31579,592,33324,2011,35588,1634,20772,1612,28654,664,44550,1306,50466,807,51560,1026,47498,2310,65168,5068,73697,3550,61828,10752,46761,7337,31667,914,34819,2057,42626,2330,30612,1136,24855,3588,50671,1125,55541,1691,34582,2543,15709,588,22548,1160,34777,4400,27918,4359,43691,6257,12876,1247,15061,1518,12487,1274,25676,667,20648,1406,27823,938,22321,10454,13162,5314,14887,3629,36978,18203,21771,1142,22001,2088,22386,4175,19729,7023,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40906,333,48910,1622,79524,3196,91133,3363,93122,4402,87763,3726,79221,2857,80961,2870,77757,3887,71677,5014,59615,3747,39286,4382,135181,8751,56978,4334,50099,8091,81276,5778,103111,10400,52324,6609,26283,1245,30439,6699,55775,5111,31791,10995,63719,4246,16700,1262,27544,2833,26987,4001,41956,1561,49340,2850,32651,2717,41607,753,26247,2599,40269,1920,46450,1791,36280,1226,41225,1305,36127,3322,23495,2942,33807,725,54683,1531,62293,2270,65717,2829,60898,1683,70223,2809,71772,2274,62535,7673,65486,6907,41667,2071,42366,3090,61312,6501,40126,3511,31097,4157,60358,1941,64969,3080,44797,3051,16932,747,26222,1594,41673,25607,9603,3672,63569,6056,12297,833,15956,1267,14978,2259,30277,858,18926,2275,33673,1065,26860,11592,15686,9120,36250,17072,38397,16684,22760,1070,23639,1255,22084,2442,18860,2232,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36696,620,42292,1327,65349,2205,71321,4541,75658,4622,62824,6316,66432,4815,77213,6190,60514,7403,66952,10365,47443,7832,40057,5588,172957,21342,50419,5807,35405,9633,80347,26835,100681,49041,49519,18925,22323,2772,32265,14553,41732,6469,34087,10291,50252,7857,13190,4288,24219,3566,16887,6183,36562,2409,37214,9033,36072,4083,41545,3013,29023,6863,39071,3881,47243,4268,33896,3762,37215,4440,37017,8472,24197,3156,31225,689,46276,1231,48415,4250,54402,4654,44816,4132,65109,9106,67126,5006,82703,22388,54927,9049,35517,2468,33312,3537,48937,13204,34470,4554,25114,26868,54257,4217,61729,7397,44375,2087,16871,1349,24418,2660,32295,13821,21179,11417,46282,16758,12862,1651,14037,6888,15515,2144,27786,1702,15654,3505,31569,927,42813,2938,30127,28166,2499,-333333333,43450,1920,21112,3061,25452,2505,16933,5976,15712,1508,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,***,"2,500-",null,null,null,null,null,null,null,null,null,null,10
0400000US11,52332,1126,57668,3211,78608,3750,87637,7683,85360,14563,88374,8885,86562,12808,76830,9888,76415,26884,103721,15301,66687,5641,50296,20949,123750,19510,46953,11317,64330,6775,62354,27922,90960,52599,41034,23831,28258,4831,36905,37372,31204,13704,27792,7915,77865,22505,24739,5011,26402,4154,41818,12640,37149,5110,36961,12223,37222,6522,34123,2195,-666666666,-222222222,34105,2594,34112,12685,38211,10936,41020,1424,40064,16957,33007,18297,50421,1290,65983,1427,69124,4149,73796,5135,65976,1975,74350,5798,80889,8818,65184,30605,67462,4823,58828,3936,53658,3823,89651,16764,51693,3054,53685,3914,67989,6202,80400,17547,34156,20641,21398,2245,23156,4376,25154,8511,19698,13783,63357,41603,16806,4559,23120,2367,17159,3313,36403,2903,21282,7877,39867,2119,40757,3889,-666666666,-222222222,41055,597,36772,27463,27644,6000,25962,3765,30410,8656,23597,41273,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,29474,303,32352,254,56507,828,60799,809,61596,958,55267,3368,62439,1711,64684,3273,63155,3788,51690,6677,44154,1973,38734,2860,100707,8267,42568,1492,35243,2223,61270,1777,90578,6581,34623,2603,20637,390,23192,2607,39369,2333,28585,2355,50684,2073,16140,645,19088,776,20089,1531,30736,508,34718,1917,26891,876,28956,930,16630,657,25861,818,34451,1654,27155,533,30968,740,30670,914,19502,1664,26017,231,41289,309,44856,1381,48126,1763,41656,658,50613,2969,54469,4193,41325,8257,46367,8325,35887,514,33549,1820,50276,2441,35901,714,27269,3542,45957,1018,54482,2559,33297,2519,16150,263,21965,514,30800,1176,19402,2010,41281,2467,13103,742,14368,732,15145,704,24130,404,17097,504,26775,317,18094,2828,13100,1582,25183,3358,29331,4860,20280,672,20947,751,21627,1661,15189,1770,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
