GEO_ID,C21001I_001E,C21001I_001M,C21001I_002E,C21001I_002M,C21001I_003E,C21001I_003M,C21001I_004E,C21001I_004M,C21001I_005E,C21001I_005M,C21001I_006E,C21001I_006M,C21001I_007E,C21001I_007M,C21001I_008E,C21001I_008M,C21001I_009E,C21001I_009M,C21001I_010E,C21001I_010M,C21001I_011E,C21001I_011M,C21001I_012E,C21001I_012M,C21001I_013E,C21001I_013M,C21001I_014E,C21001I_014M,C21001I_015E,C21001I_015M,NAME,C21001I_001MA,C21001I_001EA,C21001I_002EA,C21001I_002MA,C21001I_003EA,C21001I_003MA,C21001I_004EA,C21001I_004MA,C21001I_005EA,C21001I_005MA,C21001I_006EA,C21001I_006MA,C21001I_007MA,C21001I_007EA,C21001I_008MA,C21001I_008EA,C21001I_009MA,C21001I_009EA,C21001I_010EA,C21001I_010MA,C21001I_011MA,C21001I_011EA,C21001I_012EA,C21001I_012MA,C21001I_013MA,C21001I_013EA,C21001I_014EA,C21001I_014MA,C21001I_015EA,C21001I_015MA,state
0400000US13,550037,4197,301975,3829,293939,4043,13032,2720,280907,4423,8036,1519,2689,1118,5347,1254,248062,3028,236759,3383,3206,1404,233553,3622,11303,1590,10,21,11293,1593,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,76054,1085,37128,999,34107,1018,5122,1376,28985,1735,3021,274,1604,376,1417,389,38926,337,34838,489,1159,547,33679,715,4088,349,170,152,3918,390,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,107641,332,56583,658,53865,822,2538,734,51327,1052,2718,508,704,325,2014,488,51058,705,47487,766,198,213,47289,824,3571,575,0,195,3571,575,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1343095,2164,695421,2175,655295,2047,17825,2264,637470,2932,40126,775,6754,1156,33372,1261,647674,1831,598218,1991,2050,801,596168,2069,49456,917,88,117,49368,912,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,241460,1975,129514,2542,124121,2546,5184,1061,118937,2409,5393,931,2061,644,3332,845,111946,1996,105087,1942,423,278,104664,1952,6859,755,104,120,6755,746,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,89957,1116,47428,1170,45506,1174,1847,562,43659,1235,1922,403,714,319,1208,316,42529,931,39014,993,278,240,38736,1029,3515,735,6,19,3509,735,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,181384,1247,93874,1174,89444,1162,6565,1385,82879,1588,4430,622,1232,428,3198,632,87510,1172,81460,1143,757,346,80703,1266,6050,800,160,205,5890,837,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,78193,1924,42599,1686,40464,1751,1850,658,38614,1592,2135,569,332,309,1803,557,35594,1524,32498,1384,565,488,31933,1307,3096,833,0,189,3096,833,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,140760,1623,78451,1812,73558,1801,4448,1148,69110,1962,4893,522,1402,439,3491,500,62309,1348,54155,1632,522,411,53633,1660,8154,1052,92,97,8062,1048,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,11141,524,4783,772,4500,714,545,410,3955,750,283,184,105,106,178,136,6358,703,5618,744,29,42,5589,738,740,368,0,157,740,368,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,331521,1154,173189,1335,165748,1357,7327,1381,158421,1813,7441,737,1534,531,5907,725,158332,1024,146574,1365,1801,803,144773,1722,11758,988,125,193,11633,997,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,435686,197,210255,295,198374,504,6029,1340,192345,1412,11881,482,2097,546,9784,606,225431,262,208044,608,1352,591,206692,846,17387,570,130,193,17257,581,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,274535,1089,138711,1373,130106,1376,9033,1391,121073,1693,8605,890,2904,607,5701,900,135824,1245,124846,1080,1007,527,123839,1161,10978,953,43,73,10935,958,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,152915,1409,82003,1368,79672,1393,2760,955,76912,1660,2331,313,546,195,1785,363,70912,1249,67763,1305,120,125,67643,1301,3149,482,90,111,3059,505,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,52681,2806,32617,2400,30938,2337,1617,617,29321,2295,1679,531,839,382,840,464,20064,1486,18727,1477,791,511,17936,1419,1337,704,0,206,1337,704,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,129078,2153,67473,1810,63628,1701,3906,1203,59722,1772,3845,769,1754,488,2091,670,61605,1881,57324,1822,364,253,56960,1831,4281,718,79,125,4202,723,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16957,1172,7705,1221,7072,1208,1060,634,6012,1140,633,360,306,215,327,290,9252,824,8525,853,242,259,8283,865,727,359,125,185,602,300,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,101900,834,53424,1136,51365,992,3017,781,48348,1152,2059,503,491,296,1568,449,48476,1068,45952,1082,513,250,45439,1105,2524,584,26,47,2498,586,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,469595,1331,240206,1339,226303,1536,8913,1946,217390,2542,13903,552,4097,868,9806,899,229389,512,212735,795,1540,740,211195,1103,16654,517,241,256,16413,553,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,24811,873,12474,1019,11744,1027,728,412,11016,1013,730,310,199,216,531,281,12337,848,11626,953,469,502,11157,877,711,358,0,184,711,358,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1128938,648,565726,570,523612,827,18822,2221,504790,2506,42114,632,4530,856,37584,1094,563212,554,505062,776,2648,744,502414,959,58150,575,51,86,58099,581,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,667203,794,327307,771,287816,1012,32756,3272,255060,3296,39491,684,16991,1484,22500,1653,339896,253,290134,362,4009,1186,286125,1292,49762,336,439,393,49323,554,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2511663,1184,1223626,1633,1120031,1766,42464,3082,1077567,3360,103595,856,14886,1580,88709,1568,1288037,1321,1127055,1459,4140,903,1122915,1834,160982,969,354,248,160628,1019,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,496609,3464,267703,3890,261299,3972,13896,2079,247403,3668,6404,1314,1924,784,4480,1161,228906,3204,219505,3097,2896,1226,216609,3301,9401,1519,0,220,9401,1519,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8969,720,5007,955,4720,1001,263,223,4457,1010,287,204,122,139,165,145,3962,766,3821,770,305,203,3516,819,141,121,0,143,141,121,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,226083,1640,118074,1803,110552,1869,8017,1243,102535,1973,7522,825,2661,641,4861,822,108009,1478,98497,1589,942,534,97555,1670,9512,1035,152,156,9360,1031,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,208417,637,113229,1236,108051,1212,6840,1081,101211,1605,5178,460,1690,359,3488,452,95188,1069,89331,1116,862,440,88469,1224,5857,747,0,163,5857,747,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,282184,96,148673,1176,142168,862,4559,1142,137609,1228,6505,1209,2076,805,4429,869,133511,1199,125867,1269,1713,932,124154,1555,7644,771,104,128,7540,796,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,483880,1272,247682,1740,233937,1672,13537,1975,220400,2534,13745,839,3427,774,10318,870,236198,1447,218817,1605,2210,795,216607,1781,17381,787,199,183,17182,813,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,88358,172,42800,419,40636,418,999,440,39637,631,2164,98,237,223,1927,189,45558,362,42228,349,233,197,41995,429,3330,242,0,207,3330,242,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,153157,2377,87541,2336,85275,2412,5765,1524,79510,2701,2266,733,829,486,1437,558,65616,1805,61824,2019,767,356,61057,2043,3792,1153,0,217,3792,1153,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,14394,1122,8241,1308,8004,1278,502,422,7502,1198,237,124,95,99,142,114,6153,940,5848,952,12,20,5836,954,305,144,0,155,305,144,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,183082,2202,101118,2503,98382,2513,3795,1220,94587,2601,2736,793,817,587,1919,697,81964,2033,77659,2210,1733,942,75926,2252,4305,1178,0,208,4305,1178,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6376617,2911,3186930,3235,2944536,3355,175614,8011,2768922,8898,242394,1844,63054,4061,179340,4360,3189687,2540,2869176,3303,19941,3302,2849235,4737,320511,2171,1845,644,318666,2186,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,224192,187,116513,865,111280,843,4080,901,107200,1008,5233,623,1579,532,3654,653,107679,928,101950,1188,200,252,101750,1214,5729,608,0,192,5729,608,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6292,512,3256,502,3023,506,500,330,2523,489,233,195,157,169,76,92,3036,409,2875,445,0,145,2875,445,161,122,0,145,161,122,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,427297,3627,219725,3531,211011,3537,16153,2353,194858,3988,8714,1052,2396,712,6318,937,207572,2500,195691,2550,6896,1543,188795,2568,11881,1118,180,278,11701,1080,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,475115,1739,248305,1883,238373,1991,15008,2702,223365,3012,9932,1073,2766,533,7166,1060,226810,1338,214156,1603,2702,981,211454,2081,12654,1077,54,80,12600,1102,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,14580,1291,7611,1058,7354,1075,385,261,6969,1067,257,157,179,136,78,101,6969,1219,5951,1135,124,147,5827,1143,1018,498,0,184,1018,498,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,207529,924,109188,1247,104589,1216,3835,897,100754,1413,4599,515,758,341,3841,500,98341,1146,91760,1053,465,272,91295,1083,6581,737,94,114,6487,730,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,31812,672,15985,771,14812,766,1363,699,13449,820,1173,278,609,206,564,208,15827,935,14291,952,147,235,14144,948,1536,448,0,189,1536,448,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2797102,3629,1307066,2385,1063329,2215,46981,3334,1016348,4059,243737,673,54963,2908,188774,3077,1490036,2061,1172993,1971,3527,1014,1169466,2389,317043,609,1337,524,315706,776,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
