GEO_ID,B22003_001E,B22003_001M,B22003_002E,B22003_002M,B22003_003E,B22003_003M,B22003_004E,B22003_004M,B22003_005E,B22003_005M,B22003_006E,B22003_006M,B22003_007E,B22003_007M,NAME,B22003_001MA,B22003_001EA,B22003_002MA,B22003_002EA,B22003_003MA,B22003_003EA,B22003_004EA,B22003_004MA,B22003_005EA,B22003_005MA,B22003_006EA,B22003_006MA,B22003_007MA,B22003_007EA,state
0400000US42,4937333,13801,627156,11239,333185,8556,293971,7895,4310177,14987,309203,8457,4000974,16408,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,412259,3948,60367,3235,32171,2881,28196,2260,351892,4866,25379,2266,326513,4667,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1768834,12783,273282,9639,155320,6301,117962,6208,1495552,12891,151232,6226,1344320,13129,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,323215,3255,34242,2650,18825,1980,15417,2000,288973,3968,23384,2400,265589,3787,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2467428,12592,435209,9539,236953,7611,198256,8326,2032219,13369,183469,6832,1848750,12842,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8850370,21114,1205123,16422,649208,12963,555915,14339,7645247,26035,782161,15529,6863086,26767,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,884253,5722,87628,4506,46679,3548,40949,3427,796625,6792,65946,3848,730679,7116,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,257358,2656,35258,2573,14709,1744,20549,1696,222100,3039,14276,1339,207824,2907,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2990650,13887,287378,9050,143777,6154,143601,6758,2703272,14719,185032,7545,2518240,15184,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2632621,9876,382422,8810,173749,6311,208673,6826,2250199,10782,155832,6773,2094367,10832,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,735408,6147,117950,4471,70056,3738,47894,2976,617458,6785,65131,3796,552327,7616,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2275352,8388,289996,7227,140832,5962,149164,5007,1985356,10509,138971,5158,1846385,10050,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,222539,3310,13161,1730,6778,1258,6383,1314,209378,3619,16579,1955,192799,3659,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1256151,8804,471272,8107,376228,7030,95044,4607,784879,9411,187193,6178,597686,9394,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
