GEO_ID,C17013_001E,C17013_001M,C17013_002E,C17013_002M,C17013_003E,C17013_003M,C17013_004E,C17013_004M,C17013_005E,C17013_005M,C17013_006E,C17013_006M,C17013_007E,C17013_007M,C17013_008E,C17013_008M,C17013_009E,C17013_009M,C17013_010E,C17013_010M,C17013_011E,C17013_011M,NAME,C17013_001EA,C17013_001MA,C17013_002EA,C17013_002MA,C17013_003MA,C17013_003EA,C17013_004MA,C17013_004EA,C17013_005MA,C17013_005EA,C17013_006EA,C17013_006MA,C17013_007EA,C17013_007MA,C17013_008EA,C17013_008MA,C17013_009MA,C17013_009EA,C17013_010MA,C17013_010EA,C17013_011MA,C17013_011EA,state
0400000US01,1251795,13646,185909,6956,69720,4602,85778,4783,24037,2866,6374,1644,1065886,12576,544766,8907,417089,9724,94621,5672,9410,1765,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173279,4602,12024,1704,3797,944,5179,1257,1426,366,1622,534,161255,4646,74540,3628,62068,3875,20416,2310,4231,741,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1543923,17041,217603,9605,67565,5306,89768,6003,45998,3649,14272,2180,1326320,15922,671081,12960,483725,13758,145822,7033,25692,3502,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757205,8841,112534,5422,42259,3422,51057,3754,15551,2063,3667,1150,644671,9383,338551,7362,244220,6576,56772,3715,5128,1067,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8518518,30469,1056152,15484,284875,8675,460796,12045,244416,8047,66065,4020,7462366,32642,3025944,27897,3164495,25886,1036898,16138,235029,8001,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1256471,12018,114546,5172,36710,2985,51192,3986,20020,2164,6624,1658,1141925,11786,557864,10338,447631,9059,120290,5387,16140,2750,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893101,9280,70551,4637,25071,2497,32604,3425,11024,1935,1852,802,822550,9225,375490,8847,353941,7553,85595,3594,7524,1560,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,227101,3932,18261,1977,7803,1308,6882,1187,2976,852,600,372,208840,3727,98991,3702,85471,4220,21673,2069,2705,686,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114045,3666,17608,2027,7471,1584,6765,1309,3173,1013,199,260,96437,3750,51751,3171,36544,2402,7052,1378,1090,461,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4559858,26881,564395,15175,214059,9243,240407,9662,90015,4794,19914,2909,3995463,26744,2123087,21673,1497540,20812,335048,10582,39788,4137,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2376008,17596,349145,12059,114343,5484,156291,8539,63158,5658,15353,2151,2026863,18425,934340,16126,857265,14702,208606,9287,26652,3496,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311789,5861,26678,2586,9037,1464,10575,1397,4822,1385,2244,938,285111,5942,120031,4400,113088,4717,37913,3321,14079,1739,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398682,6942,46241,3273,16674,2051,18786,2710,9118,1459,1663,582,352441,7686,176578,5168,121201,5299,46358,3684,8304,1503,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3098864,16403,340244,8556,110748,4887,143728,5915,68008,3777,17760,2572,2758620,16709,1256850,13626,1134979,13700,319687,8530,47104,3661,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1641389,13221,192775,7271,66768,3631,87102,5241,31414,3316,7491,1561,1448614,12106,722706,10041,562214,9801,145552,5323,18142,2220,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,784895,8576,63772,3387,23788,2438,25585,2160,11634,1490,2765,914,721123,8768,386608,6838,257497,6562,68607,3341,8411,1260,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,722016,7825,66664,3600,21036,2153,32011,2802,11036,1535,2581,704,655352,7579,328976,6774,246325,5961,70526,4002,9525,1475,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1119880,11401,164243,6798,65030,4439,71639,4355,23500,2480,4074,877,955637,11084,479783,7757,386560,8297,80721,4125,8573,1437,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1118217,11607,179881,6179,67306,4110,79387,4569,27008,2682,6180,1245,938336,11018,449536,9325,384464,8792,92493,5455,11843,2138,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,347960,7218,32495,2540,15101,1800,13316,1621,3422,781,656,378,315465,6969,178181,5643,115913,4656,19611,1863,1760,670,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1415576,12103,99824,5151,38447,2948,43502,3634,14152,2258,3723,1104,1315752,12332,596449,10370,555326,10247,144026,5286,19951,2292,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1597920,13701,132011,6211,52729,3677,58861,4533,16564,2476,3857,1026,1465909,13868,656799,10973,642379,9742,151488,5461,15243,1833,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2472884,13827,309722,7285,111722,4688,129945,4745,54164,3523,13891,2033,2163162,13062,1088102,10384,840378,10745,208647,5848,26035,2930,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1356466,10910,102942,4216,37808,2604,43173,2821,16629,1769,5332,1137,1253524,10605,629820,8695,477631,7975,129241,4090,16832,1685,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,740958,10100,128617,4967,44158,3748,59922,3549,19991,2526,4546,919,612341,10378,297974,8616,251873,8169,57032,4327,5462,1190,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1534831,12746,176069,6353,67400,3968,75836,4279,27125,2688,5708,1073,1358762,12420,692356,10373,522992,11155,127814,5057,15600,2025,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,253131,4418,24521,2093,10073,1423,10655,1534,2877,769,916,359,228610,4454,134318,3910,71852,3505,20449,2388,1991,667,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,470445,6228,42692,3018,15957,2046,15991,2147,8912,1686,1832,730,427753,5995,219854,4886,154678,4728,47552,2977,5669,967,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,636981,10614,75701,5093,25673,3169,29947,3125,15303,2350,4778,1284,561280,9863,263681,7378,224066,8126,61814,5231,11719,2411,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,349501,4958,19729,2344,8960,1699,7096,1413,3354,882,319,273,329772,4735,167101,4517,134376,4204,26275,2177,2020,692,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2191404,14596,171559,6460,61622,3802,76377,3863,27006,2877,6554,1204,2019845,14324,834380,13107,919294,13791,238118,7437,28053,2345,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,502498,8737,83298,5108,28215,3574,36195,3112,14857,2345,4031,910,419200,7648,214052,6317,152928,5207,45500,4093,6720,1271,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4607636,22601,567575,11385,196703,6798,247673,8379,94723,3944,28476,2674,4040061,22850,1772206,17762,1718690,16131,468696,9935,80469,4133,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2455564,21325,325239,10097,113756,6232,148388,7487,51889,4390,11206,1964,2130325,19806,1077811,17573,856840,16457,176007,7302,19667,2963,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,175219,3737,13805,1595,5794,1064,6105,1180,1352,628,554,351,161414,3550,85403,2912,59104,2956,15594,1773,1313,550,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2915927,16276,350368,8799,127299,5676,155060,6342,54859,4652,13150,1805,2565559,16549,1298763,13412,992802,13305,245985,7057,28009,3169,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,957855,8144,122171,4473,42612,2726,54071,3124,21384,2187,4104,983,835684,8781,420700,6254,320333,7425,84797,4109,9854,1218,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,956746,11057,114203,5079,43380,3007,46298,4265,19859,2525,4666,1122,842543,10679,447717,9558,307068,6686,77162,4898,10596,1958,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3193701,19403,306856,8627,120522,5493,127161,6168,46752,4000,12421,1618,2886845,19281,1424498,15127,1154149,15533,276633,7052,31565,2390,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,256181,5460,27047,2598,9971,1375,10971,1789,5281,1230,824,588,229134,5017,109758,4440,95787,4615,21443,2337,2146,741,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1201688,14648,171751,6065,58170,3664,82309,4863,25123,2905,6149,1279,1029937,13352,523778,11430,409039,10500,88237,5363,8883,1672,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,210679,4391,20158,2313,8240,1327,7557,1578,2898,675,1463,393,190521,4624,105129,3842,64365,3751,18353,1636,2674,868,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1625686,15329,223369,7357,81551,4029,98881,5776,35946,3348,6991,1376,1402317,16014,718403,13595,550956,13409,119385,5549,13573,2079,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6171317,25795,886201,15796,252192,10496,376112,11251,202039,8762,55858,4287,5285116,28584,2293125,21351,2208662,23745,677099,15500,106230,6782,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,662478,8210,69117,4249,21643,2334,28098,2990,13751,1933,5625,1495,593361,8210,233299,5700,217453,7122,114788,5489,27821,2506,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,161619,3467,11127,1393,5074,937,5009,1040,975,361,69,68,150492,3125,81205,2535,58043,2599,10435,1325,809,298,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2010914,15488,165280,7219,63678,4467,72721,5362,24936,2972,3945,982,1845634,14844,864380,10960,771330,13295,189140,7419,20784,2379,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
