GEO_ID,C07008_001E,C07008_001M,C07008_002E,C07008_002M,C07008_003E,C07008_003M,C07008_004E,C07008_004M,C07008_005E,C07008_005M,C07008_006E,C07008_006M,C07008_007E,C07008_007M,C07008_008E,C07008_008M,C07008_009E,C07008_009M,C07008_010E,C07008_010M,C07008_011E,C07008_011M,C07008_012E,C07008_012M,C07008_013E,C07008_013M,C07008_014E,C07008_014M,C07008_015E,C07008_015M,C07008_016E,C07008_016M,C07008_017E,C07008_017M,C07008_018E,C07008_018M,C07008_019E,C07008_019M,C07008_020E,C07008_020M,C07008_021E,C07008_021M,C07008_022E,C07008_022M,C07008_023E,C07008_023M,C07008_024E,C07008_024M,C07008_025E,C07008_025M,C07008_026E,C07008_026M,C07008_027E,C07008_027M,C07008_028E,C07008_028M,C07008_029E,C07008_029M,C07008_030E,C07008_030M,NAME,C07008_001MA,C07008_001EA,C07008_002MA,C07008_002EA,C07008_003EA,C07008_003MA,C07008_004EA,C07008_004MA,C07008_005MA,C07008_005EA,C07008_006EA,C07008_006MA,C07008_007EA,C07008_007MA,C07008_008MA,C07008_008EA,C07008_009EA,C07008_009MA,C07008_010MA,C07008_010EA,C07008_011EA,C07008_011MA,C07008_012EA,C07008_012MA,C07008_013EA,C07008_013MA,C07008_014EA,C07008_014MA,C07008_015EA,C07008_015MA,C07008_016MA,C07008_016EA,C07008_017MA,C07008_017EA,C07008_018EA,C07008_018MA,C07008_019EA,C07008_019MA,C07008_020EA,C07008_020MA,C07008_021EA,C07008_021MA,C07008_022MA,C07008_022EA,C07008_023EA,C07008_023MA,C07008_024MA,C07008_024EA,C07008_025EA,C07008_025MA,C07008_026EA,C07008_026MA,C07008_027MA,C07008_027EA,C07008_028EA,C07008_028MA,C07008_029MA,C07008_029EA,C07008_030EA,C07008_030MA,state
0400000US13,7736263,6684,2564790,26004,3648629,34752,1092135,21608,430709,9695,6482516,31425,1962241,28330,3259556,36300,869789,18871,390930,9064,616781,23357,295119,14232,185764,12577,115477,7606,20421,2770,382401,15709,191388,9160,108618,8729,71654,5356,10741,1981,216930,11345,101619,6943,77253,6625,30850,3807,7208,1659,37635,4175,14423,2782,17438,2842,4365,1367,1409,1076,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1121353,683,364551,7854,566118,10266,120913,6074,69771,3227,958749,8494,295649,8513,497056,9950,101948,5275,64096,3198,94092,6876,39350,3929,38563,4217,12994,2158,3185,812,7077,2172,3498,1223,1924,744,683,329,972,1154,47842,3836,20245,2445,22618,2609,4332,1153,647,409,13593,2692,5809,1373,5957,1550,956,563,871,607,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1224412,1966,317090,8713,679907,12739,167554,8094,59861,4124,1008113,9795,226237,7060,599225,12070,130176,7342,52475,4006,120584,8278,50700,5552,44357,5032,22301,3007,3226,1022,41920,4315,16579,2637,14789,3061,7914,1594,2638,1402,48164,4971,21477,2398,18201,3833,7089,1895,1397,633,5631,1711,2097,923,3335,1460,74,97,125,166,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10316699,2433,3570099,22417,4908742,28931,1214879,18672,622979,10197,8990161,22953,2863632,25295,4529909,28659,1024676,18114,571944,9945,818725,19009,437013,13561,222915,10374,125734,5864,33063,2730,261051,11046,141384,7504,70169,5318,39926,4457,9572,1673,183640,9687,101763,5791,56358,5952,20474,2957,5045,1204,63122,5582,26307,3238,29391,4037,4069,994,3355,975,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5194347,3254,1579121,15879,2571824,24137,731038,15910,312364,8074,4432430,16799,1193326,16368,2362881,23369,592892,13046,283331,7538,451882,13472,222682,10143,125225,6432,84937,5666,19038,2345,187190,9196,99464,5769,47083,5080,34743,3562,5900,1142,105034,6413,53876,4568,30467,3465,17157,2732,3534,1116,17811,3011,9773,1564,6168,2031,1309,551,561,440,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2461674,2155,707877,9845,1296063,15333,298440,8386,159294,5081,2091155,12648,507997,11336,1197598,14932,241402,7045,144158,4997,199551,8930,104030,5138,51468,5512,34745,3243,9308,1316,99947,5914,58444,4326,24878,3286,13276,2540,3349,910,60582,4499,32978,2830,17231,2784,8318,1542,2055,727,10439,1864,4428,1074,4888,1391,699,361,424,218,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2267066,2221,653773,9346,1182286,13282,298464,8098,132543,4540,1901430,12005,477270,10399,1069618,12740,235218,6845,119324,4475,209533,9313,102212,6352,61269,5240,37170,3841,8882,1365,79201,4953,41361,3379,21374,2800,14098,1921,2368,463,64200,4584,27060,2452,25334,3233,10457,1861,1349,528,12702,1779,5870,1487,4691,943,1521,750,620,334,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3518242,3244,979216,13136,1757784,23530,545781,14594,235461,6460,3027159,14552,760517,13575,1608593,23597,440050,13212,217999,5945,273144,12159,116283,6890,85184,8019,61644,4567,10033,1296,118390,6786,56020,4197,28982,4356,28739,3067,4649,1083,87057,6364,41084,3666,29374,3981,13963,2001,2636,813,12492,2138,5312,1154,5651,1713,1385,496,144,138,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3641422,2429,1256742,14387,1603947,19330,536273,12442,244460,5971,3130799,13232,992461,15608,1465589,19574,447052,11152,225697,5519,289853,12722,155671,10036,73442,6408,49169,4779,11571,1742,127787,6619,65833,4016,30867,3970,26417,3152,4670,1095,79405,5528,36294,3168,28579,3617,12299,1641,2233,744,13578,2610,6483,1586,5470,1446,1336,548,289,256,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1107596,1310,304964,6856,567198,12526,164378,7746,71056,3019,944850,7541,221619,6647,522643,12359,134949,6885,65639,2857,91575,5790,45277,3489,25128,3537,17861,2625,3309,832,36962,4000,20124,2676,7798,2120,7990,1512,1050,547,30357,3606,16190,2288,10095,2564,3245,932,827,514,3852,1298,1754,748,1534,874,333,291,231,292,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4717856,2208,1658182,15182,2180463,22916,610720,14717,268491,7451,4107748,14815,1350214,15121,1991934,21196,518073,13479,247527,6916,317777,10966,160050,7828,93232,8272,53428,4553,11067,1702,126431,8962,67341,5529,34502,5097,20347,2562,4241,1299,133299,7709,68617,4619,43475,4925,16801,2159,4406,1072,32601,3813,11960,2067,17320,2916,2071,974,1250,679,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5440246,1157,1936627,18003,2551246,25903,623531,12802,328842,8277,4712600,16414,1530100,16878,2351974,23461,526770,12906,303756,8566,394931,13046,210886,9023,104844,7012,62889,5669,16312,2014,157379,7672,94799,6467,36464,3798,21068,3335,5048,1267,121283,6331,69925,4204,38922,4403,9767,1784,2669,841,54053,4566,30917,3488,19042,3036,3037,970,1057,612,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8005678,3029,2598396,16509,3855830,24622,1042232,14673,509220,8505,6847611,21692,1978173,19196,3541333,24286,864425,13026,463680,8510,688138,16645,359813,11800,185699,9169,112343,5513,30283,2215,315634,11443,183288,8690,74057,5556,47708,4210,10581,1292,117169,6526,58557,3906,40189,4553,15050,2010,3373,823,37126,3981,18565,2369,14552,2667,2706,1037,1303,680,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4283571,2642,1351314,12907,2233321,17672,471820,10009,227116,4576,3660991,14613,1009531,12545,2060877,17033,386530,8725,204053,4525,311266,9730,164623,7675,87459,5708,45848,3426,13336,1541,207049,9051,121557,6811,50243,5205,29295,2761,5954,1331,83844,5288,45471,4072,26235,2883,8991,1477,3147,1007,20421,2182,10132,1602,8507,1472,1156,466,626,348,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2350019,2263,786353,11806,1052205,18221,346516,11423,164945,5483,2040263,11300,632836,11994,968066,17942,284957,9728,154404,5291,158656,8771,72948,5156,45293,4589,34744,3773,5671,1377,87892,6049,51926,4800,18743,2650,14743,2405,2480,829,57133,4497,26528,2916,16993,2729,11575,1920,2037,921,6075,1649,2115,750,3110,1131,497,346,353,289,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4841501,3725,1426583,14582,2429263,22455,675086,12821,310569,6510,4061659,19725,1047737,16122,2198380,23077,534699,10945,280843,6085,413166,15909,194264,9526,120595,7477,80477,5865,17830,1972,220412,9630,110624,6688,62853,6134,39134,3638,7801,1452,125781,7479,64616,4490,38312,4452,19248,2461,3605,1034,20483,3004,9342,1927,9123,2212,1528,724,490,348,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,814821,2086,230254,6862,420216,9407,113186,5232,51165,2235,685736,7096,165668,7488,380761,9434,93190,4826,46117,2489,71657,5972,36036,3802,22010,3236,11707,1752,1904,634,26995,2356,13751,1755,8315,1235,3487,1047,1442,764,27707,2865,12878,1809,8520,1633,4655,1087,1654,716,2726,828,1921,766,610,385,147,169,48,65,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1456792,1639,423173,8409,775339,10379,174275,6217,84005,3032,1212282,8460,301406,8425,699694,10448,136404,5250,74778,2893,143090,6927,70144,4906,43536,3612,24771,2904,4639,853,54263,3567,29228,2540,15886,2177,6829,1117,2320,623,41312,4232,19659,2794,13903,2069,5888,1213,1862,495,5845,1334,2736,835,2320,913,383,257,406,253,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2172537,1505,692081,13413,1009947,18749,362173,12802,108336,5523,1704993,16001,501425,11561,841373,20505,269123,10608,93072,5192,342161,15644,138922,8358,125337,10729,68450,6240,9452,1718,19593,3171,7139,1686,7888,2297,4148,1538,418,375,94108,7328,40323,4947,30431,4545,19015,2939,4339,1619,11682,2602,4272,1338,4918,1669,1437,1025,1055,656,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1090942,1111,305879,6092,584307,10046,142411,5930,58345,3318,951174,8219,233763,7391,545270,10160,118120,5346,54021,3168,75807,5378,37333,3592,21886,3455,14255,2178,2333,745,25042,3039,13819,2042,7057,2242,3613,877,553,399,34003,3433,17991,2046,8205,2051,6369,1467,1438,530,4916,1280,2973,667,1889,958,54,68,0,184,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7142414,1172,2411858,19822,3506532,31651,763469,16702,460555,8129,6414564,15691,2065599,20917,3249047,29629,666898,14793,433020,8811,400923,13643,192147,8669,134730,9704,59202,4155,14844,1727,158176,8099,79877,5736,51278,5342,20676,2746,6345,1163,117116,6924,54298,4411,45158,4652,13536,2244,4124,1118,51635,5063,19937,3398,26319,3383,3157,971,2222,790,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1648114,2276,537339,11229,764599,15680,251524,9103,94652,4132,1411115,11949,428270,11317,688145,14930,207540,8071,87160,3970,135582,8478,65152,5788,38801,5210,27248,3416,4381,1008,38983,3893,20250,2588,11506,2581,6313,1273,914,427,52095,5105,19968,2790,21300,3013,8850,1735,1977,619,10339,2285,3699,1134,4847,1574,1573,766,220,243,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,15957521,2927,6011033,32795,7116592,41644,1834424,19875,995472,13960,14122165,29594,4998139,33712,6584838,42008,1607965,18291,931223,13466,1039167,23167,532210,15475,315150,13977,149943,6038,41864,2974,415483,13350,252497,9693,103835,8095,46334,3739,12817,1591,248318,9465,156570,8117,63800,5228,23444,2737,4504,1053,132388,8588,71617,6065,48969,4970,6738,1448,5064,1335,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7740082,5462,2363531,21282,3820818,34500,1075973,19782,479760,11532,6571580,26298,1802315,23591,3457608,35140,871291,17975,440366,10475,632626,20796,295308,11687,193612,12477,121770,6829,21936,2537,280893,12076,153283,7920,72339,6657,45533,4226,9738,2271,216689,12867,97940,7659,78677,7979,33334,4046,6738,1517,38294,4498,14685,2535,18582,3492,4045,1252,982,589,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,557188,1180,169621,5271,295512,7381,57954,3817,34101,1942,459240,4805,116367,5122,264654,6819,47268,3484,30951,1885,48296,4764,24686,3095,16313,2817,5256,1109,2041,508,18696,2619,11359,2086,4339,1095,2500,904,498,237,28599,3173,16503,2119,8994,1733,2491,770,611,392,2357,820,706,381,1212,463,439,594,0,143,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9326330,2868,2894059,21223,4501669,33001,1314669,21686,615933,8415,8006209,22142,2213317,22839,4155053,30027,1076615,17585,561224,8219,837821,18919,420278,13919,215098,9399,165628,8564,36817,2734,295851,9819,169214,7054,67758,5467,47517,3425,11362,1724,154281,7950,76108,4716,50599,5153,22210,2372,5364,1111,32168,3566,15142,2331,13161,2466,2699,896,1166,438,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3007125,2477,802796,11494,1547614,15443,463785,8989,192930,5525,2498079,10791,584177,11325,1374548,13027,364565,8340,174789,4975,283689,8863,118025,6413,95853,5819,58803,3704,11008,1591,124991,6617,56128,4093,39985,4174,24009,2159,4869,966,86580,5388,37508,3060,31564,3451,15492,1850,2016,573,13786,2610,6958,1974,5664,1467,916,365,248,214,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3154977,2389,940080,13334,1581283,18488,463853,11765,169761,5458,2586095,16776,671721,14105,1396063,18060,366048,10111,152263,4924,328096,13526,150759,9466,104149,7086,63004,5527,10184,1540,111754,7800,55476,5505,34883,4299,18321,2555,3074,903,109137,7280,52101,4756,38386,4345,15085,2056,3565,1079,19895,3404,10023,1741,7802,2005,1395,619,675,451,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
