GEO_ID,B16008_001E,B16008_001M,B16008_002E,B16008_002M,B16008_003E,B16008_003M,B16008_004E,B16008_004M,B16008_005E,B16008_005M,B16008_006E,B16008_006M,B16008_007E,B16008_007M,B16008_008E,B16008_008M,B16008_009E,B16008_009M,B16008_010E,B16008_010M,B16008_011E,B16008_011M,B16008_012E,B16008_012M,B16008_013E,B16008_013M,B16008_014E,B16008_014M,B16008_015E,B16008_015M,B16008_016E,B16008_016M,B16008_017E,B16008_017M,B16008_018E,B16008_018M,B16008_019E,B16008_019M,B16008_020E,B16008_020M,B16008_021E,B16008_021M,B16008_022E,B16008_022M,B16008_023E,B16008_023M,B16008_024E,B16008_024M,B16008_025E,B16008_025M,B16008_026E,B16008_026M,B16008_027E,B16008_027M,B16008_028E,B16008_028M,B16008_029E,B16008_029M,B16008_030E,B16008_030M,B16008_031E,B16008_031M,B16008_032E,B16008_032M,B16008_033E,B16008_033M,B16008_034E,B16008_034M,B16008_035E,B16008_035M,B16008_036E,B16008_036M,B16008_037E,B16008_037M,B16008_038E,B16008_038M,B16008_039E,B16008_039M,B16008_040E,B16008_040M,B16008_041E,B16008_041M,B16008_042E,B16008_042M,B16008_043E,B16008_043M,B16008_044E,B16008_044M,B16008_045E,B16008_045M,B16008_046E,B16008_046M,B16008_047E,B16008_047M,B16008_048E,B16008_048M,B16008_049E,B16008_049M,B16008_050E,B16008_050M,B16008_051E,B16008_051M,B16008_052E,B16008_052M,B16008_053E,B16008_053M,NAME,B16008_001EA,B16008_001MA,B16008_002MA,B16008_002EA,B16008_003MA,B16008_003EA,B16008_004MA,B16008_004EA,B16008_005MA,B16008_005EA,B16008_006EA,B16008_006MA,B16008_007EA,B16008_007MA,B16008_008EA,B16008_008MA,B16008_009MA,B16008_009EA,B16008_010MA,B16008_010EA,B16008_011EA,B16008_011MA,B16008_012EA,B16008_012MA,B16008_013EA,B16008_013MA,B16008_014MA,B16008_014EA,B16008_015MA,B16008_015EA,B16008_016MA,B16008_016EA,B16008_017EA,B16008_017MA,B16008_018EA,B16008_018MA,B16008_019EA,B16008_019MA,B16008_020MA,B16008_020EA,B16008_021MA,B16008_021EA,B16008_022EA,B16008_022MA,B16008_023EA,B16008_023MA,B16008_024EA,B16008_024MA,B16008_025MA,B16008_025EA,B16008_026MA,B16008_026EA,B16008_027MA,B16008_027EA,B16008_028EA,B16008_028MA,B16008_029EA,B16008_029MA,B16008_030EA,B16008_030MA,B16008_031MA,B16008_031EA,B16008_032MA,B16008_032EA,B16008_033EA,B16008_033MA,B16008_034EA,B16008_034MA,B16008_035EA,B16008_035MA,B16008_036MA,B16008_036EA,B16008_037EA,B16008_037MA,B16008_038MA,B16008_038EA,B16008_039EA,B16008_039MA,B16008_040EA,B16008_040MA,B16008_041MA,B16008_041EA,B16008_042EA,B16008_042MA,B16008_043MA,B16008_043EA,B16008_044EA,B16008_044MA,B16008_045EA,B16008_045MA,B16008_046MA,B16008_046EA,B16008_047MA,B16008_047EA,B16008_048MA,B16008_048EA,B16008_049MA,B16008_049EA,B16008_050EA,B16008_050MA,B16008_051EA,B16008_051MA,B16008_052MA,B16008_052EA,B16008_053MA,B16008_053EA,state
0400000US01,4504275,2738,4343019,7099,812410,3340,774769,4792,29329,4369,21060,3651,8269,2408,8312,1649,6615,1543,1697,643,3530609,6180,3464299,6904,45905,4262,35918,3965,9987,2281,20405,2288,18330,2126,2075,597,161256,6809,57451,4316,3074,908,1688,698,148,138,58,98,90,99,1238,524,841,365,397,411,54377,4253,16595,2351,13630,3173,7096,2323,6534,1710,24152,2119,15713,2041,8439,1443,103805,5894,10439,2241,1363,575,6651,1914,4939,1905,1712,902,2425,947,1165,735,1260,497,93366,5295,9731,1913,58182,4269,7495,1622,50687,4120,25453,2854,11456,1869,13997,2470,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,668687,875,617334,4150,129387,1839,111755,3141,4705,1530,4468,1508,237,199,12927,1864,10201,1513,2726,1105,487947,3183,434788,4085,13855,1705,12374,1608,1481,553,39304,3104,30996,2626,8308,1291,51353,4018,26585,2799,1558,714,800,571,0,149,0,149,0,149,758,477,623,409,135,233,25027,2643,6364,1161,3603,1257,1796,1063,1807,883,15060,1850,8584,1563,6476,1300,24768,3564,3247,1534,284,257,8,14,0,149,8,14,2955,1511,1548,976,1407,848,21521,2511,3377,1028,3012,751,1032,662,1980,520,15132,2146,5440,1397,9692,1696,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6034541,2472,5168812,17589,1116786,6564,816983,11392,260005,11020,213843,10080,46162,4807,39798,4201,35650,4196,4148,1057,4052026,16147,3449257,19969,452578,18304,392317,16778,60261,6473,150191,5627,121195,5351,28996,2425,865729,17560,326747,13041,11158,2647,4677,1489,3735,1927,2982,1394,753,801,2746,1410,2336,1313,410,324,315589,12507,70713,6626,143090,8420,66865,6339,76225,5942,101786,7725,63236,5524,38550,4204,538982,16094,48116,5974,3279,1291,34936,5393,26659,4525,8277,2074,9901,2797,5262,1723,4639,1723,490866,14173,59779,5024,348531,12635,96449,7216,252082,10931,82556,7134,41135,4379,41421,4729,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2740313,2124,2613324,5652,500451,3557,460323,3831,33434,3145,24471,3277,8963,1702,6694,1257,5035,1232,1659,790,2112873,4461,2058578,5880,38874,3385,28284,2978,10590,2359,15421,2653,12833,2401,2588,821,126989,5478,36317,3223,1321,721,720,499,247,248,51,61,196,244,354,385,307,382,47,88,34996,3126,7702,1727,15167,2526,6269,2031,8898,2076,12127,1811,6457,1430,5670,1332,90672,5853,11748,2375,85,139,9307,2377,6374,2380,2933,1503,2356,884,1351,763,1005,366,78924,4700,8239,1687,52059,4404,12861,2901,39198,3699,18626,2297,7756,1748,10870,1811,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35158257,2934,25006617,49899,6259352,16654,3627617,28403,2117866,23428,1711693,22999,406173,12430,513869,15781,426181,14219,87688,4631,18747265,45207,15170088,41503,2827656,30323,2468872,27727,358784,13195,749521,15633,651195,14288,98326,4777,10151640,49778,4763608,34815,86081,5273,20869,2921,21045,2942,14859,2457,6186,1265,44167,3497,35035,3308,9132,1677,4677527,33683,596480,15051,1589005,23631,639959,14462,949046,17777,2492042,23843,1231164,18978,1260878,17843,5388032,46033,388348,15244,22790,2971,248535,11479,159317,8550,89218,5895,117023,7560,71415,6194,45608,3558,4999684,40423,330202,10478,3320448,34874,604026,15681,2716422,29388,1349034,23310,559824,15601,789210,19692,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4775755,1953,4285667,13776,848035,4279,704841,8328,115981,7146,96727,6770,19254,2426,27213,3600,23361,3607,3852,1148,3437632,12362,3192586,13349,183080,7336,153137,6529,29943,3185,61966,4608,54453,4206,7513,1502,490088,14173,176801,7403,10541,1789,6353,1660,2169,951,1535,868,634,404,2019,798,1684,712,335,236,166260,6918,41594,3544,48064,3787,25136,2963,22928,2451,76602,5422,45810,4496,30792,3035,313287,12666,28960,3545,1319,640,20111,3345,16484,3139,3627,1183,7530,1643,3735,1031,3795,1151,284327,10884,30139,3125,189358,9542,41616,5172,147742,7863,64830,5523,31655,3998,33175,3464,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3384503,1187,2909960,12951,578935,3381,480386,6448,63085,3939,53169,3478,9916,1865,35464,3777,31962,3564,3502,1046,2331025,11881,2070666,10382,179968,7139,122469,6383,57499,4353,80391,4248,71616,3976,8775,1428,474543,13060,235788,7408,9135,1618,4684,1224,1399,643,1019,566,380,298,3052,1001,2757,989,295,243,226653,7002,63328,3720,32976,3384,14992,2156,17984,2374,130349,5829,74954,4420,55395,4095,238755,10283,19344,2630,3341,1032,7269,1513,4329,1126,2940,1062,8734,1929,5464,1305,3270,1390,219411,9193,38072,3578,83119,6195,14799,2040,68320,6299,98220,5828,47492,3929,50728,4594,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,851887,253,776071,5368,145820,1530,126627,2686,13206,1885,9727,1759,3479,950,5987,1164,5457,1114,530,388,630251,4613,593101,5104,23177,3237,18867,2397,4310,1421,13973,2589,11115,2003,2858,1536,75816,5277,32443,3431,1157,620,570,380,238,329,238,329,0,192,349,353,230,246,119,144,31286,3241,9647,1862,4657,2070,2922,1494,1735,917,16982,2305,10418,1845,6564,1459,43373,4397,2400,1201,459,368,662,426,314,245,348,311,1279,1104,843,1011,436,347,40973,3813,5766,1329,18822,2953,5407,1586,13415,2451,16385,2513,9740,1983,6645,1632,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,581764,153,499254,5103,66215,1001,58044,1624,6029,1310,5549,1235,480,304,2142,729,2038,752,104,141,433039,4703,408631,4699,13181,2010,11563,1944,1618,665,11227,1542,9993,1493,1234,595,82510,5097,31573,2984,556,327,400,274,113,139,113,139,0,200,43,79,43,79,0,200,31017,2942,11614,2125,7820,1720,5155,1484,2665,931,11583,2277,8772,1903,2811,948,50937,4360,2477,924,720,596,677,587,432,400,245,380,1080,518,737,417,343,298,48460,3953,14839,2704,14031,2149,5207,1504,8824,1888,19590,2544,13809,1999,5781,1351,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17983218,4530,14293914,38111,2725646,10783,2073173,15926,516555,14064,434619,12660,81936,7657,135918,9556,116365,8662,19553,3388,11568268,35043,10240834,27916,1081302,25152,859047,22771,222255,12675,246132,9525,215489,9399,30643,3509,3689304,37971,1836514,26911,45169,4284,13840,2581,19313,2935,16222,2285,3091,1451,12016,2494,10438,2419,1578,628,1791345,24964,415445,16533,896389,17224,426315,11818,470074,14610,479511,14092,278055,10459,201456,8611,1852790,35395,149811,8482,17228,3045,95251,6248,61506,5040,33745,4236,37332,4914,23245,3876,14087,2882,1702979,31459,263512,12428,1037948,25691,215295,11345,822653,22446,401519,15573,168623,10629,232896,12109,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
