GEO_ID,B12007_001E,B12007_001M,B12007_002E,B12007_002M,NAME,B12007_001EA,B12007_001MA,B12007_002EA,B12007_002MA,state
0400000US01,27.5,0.5,25.9,0.3,Alabama,null,null,null,null,01
0400000US02,26.8,1.1,24.6,0.8,Alaska,null,null,null,null,02
0400000US04,28.7,0.7,26.4,0.5,Arizona,null,null,null,null,04
0400000US05,25.9,0.3,24.8,0.4,Arkansas,null,null,null,null,05
0400000US06,29.7,0.2,27.6,0.3,California,null,null,null,null,06
0400000US08,28.4,0.4,26.3,0.4,Colorado,null,null,null,null,08
0400000US09,30.9,0.6,28.7,0.5,Connecticut,null,null,null,null,09
0400000US10,29.6,1.2,28.5,0.7,Delaware,null,null,null,null,10
0400000US11,30.7,1.6,30.1,0.9,District of Columbia,null,null,null,null,11
0400000US12,29.6,0.3,27.6,0.3,Florida,null,null,null,null,12
0400000US13,28.5,0.4,26.7,0.3,Georgia,null,null,null,null,13
0400000US15,28.6,1.1,25.7,0.5,Hawaii,null,null,null,null,15
0400000US16,25.9,0.5,24.6,0.5,Idaho,null,null,null,null,16
0400000US17,29.5,0.2,27.3,0.3,Illinois,null,null,null,null,17
0400000US18,28.0,0.5,26.4,0.3,Indiana,null,null,null,null,18
0400000US19,27.3,0.5,26.0,0.3,Iowa,null,null,null,null,19
0400000US20,27.4,0.6,25.9,0.3,Kansas,null,null,null,null,20
0400000US21,27.2,0.5,25.7,0.2,Kentucky,null,null,null,null,21
0400000US22,28.7,0.5,27.0,0.5,Louisiana,null,null,null,null,22
0400000US23,29.4,0.6,27.5,0.8,Maine,null,null,null,null,23
0400000US24,30.0,0.4,28.4,0.5,Maryland,null,null,null,null,24
0400000US25,30.2,0.3,28.9,0.3,Massachusetts,null,null,null,null,25
0400000US26,29.1,0.4,27.0,0.3,Michigan,null,null,null,null,26
0400000US27,29.0,0.4,27.0,0.3,Minnesota,null,null,null,null,27
0400000US28,27.5,0.7,26.4,0.4,Mississippi,null,null,null,null,28
0400000US29,28.4,0.4,26.2,0.3,Missouri,null,null,null,null,29
0400000US30,28.2,1.1,25.7,0.6,Montana,null,null,null,null,30
0400000US31,27.5,0.7,25.9,0.3,Nebraska,null,null,null,null,31
0400000US32,28.4,1.1,26.2,0.7,Nevada,null,null,null,null,32
0400000US33,28.9,0.8,26.5,0.4,New Hampshire,null,null,null,null,33
0400000US34,30.2,0.3,28.5,0.4,New Jersey,null,null,null,null,34
0400000US35,28.2,1.0,26.0,0.5,New Mexico,null,null,null,null,35
0400000US36,30.4,0.3,29.2,0.2,New York,null,null,null,null,36
0400000US37,27.8,0.5,26.4,0.3,North Carolina,null,null,null,null,37
0400000US38,27.3,0.8,26.1,0.7,North Dakota,null,null,null,null,38
0400000US39,28.7,0.3,26.9,0.3,Ohio,null,null,null,null,39
0400000US40,27.0,0.5,24.9,0.3,Oklahoma,null,null,null,null,40
0400000US41,28.8,0.5,26.3,0.4,Oregon,null,null,null,null,41
0400000US42,29.7,0.2,28.1,0.3,Pennsylvania,null,null,null,null,42
0400000US44,30.1,0.8,28.4,1.0,Rhode Island,null,null,null,null,44
0400000US45,28.4,0.6,26.8,0.5,South Carolina,null,null,null,null,45
0400000US46,26.9,1.0,25.6,0.4,South Dakota,null,null,null,null,46
0400000US47,27.5,0.5,25.8,0.3,Tennessee,null,null,null,null,47
0400000US48,27.8,0.3,25.9,0.2,Texas,null,null,null,null,48
0400000US49,25.5,0.4,23.3,0.5,Utah,null,null,null,null,49
0400000US50,29.6,1.0,27.9,1.1,Vermont,null,null,null,null,50
0400000US51,28.9,0.4,27.2,0.4,Virginia,null,null,null,null,51
0400000US53,28.1,0.4,26.1,0.3,Washington,null,null,null,null,53
0400000US54,27.8,0.8,27.2,1.0,West Virginia,null,null,null,null,54
0400000US55,28.7,0.4,26.4,0.3,Wisconsin,null,null,null,null,55
0400000US56,26.4,0.9,25.3,1.4,Wyoming,null,null,null,null,56
0400000US72,29.7,0.4,27.0,0.6,Puerto Rico,null,null,null,null,72
