GEO_ID,B11010_001E,B11010_001M,B11010_002E,B11010_002M,B11010_003E,B11010_003M,B11010_004E,B11010_004M,B11010_005E,B11010_005M,B11010_006E,B11010_006M,B11010_007E,B11010_007M,B11010_008E,B11010_008M,B11010_009E,B11010_009M,B11010_010E,B11010_010M,B11010_011E,B11010_011M,B11010_012E,B11010_012M,B11010_013E,B11010_013M,B11010_014E,B11010_014M,B11010_015E,B11010_015M,NAME,B11010_001EA,B11010_001MA,B11010_002EA,B11010_002MA,B11010_003EA,B11010_003MA,B11010_004EA,B11010_004MA,B11010_005MA,B11010_005EA,B11010_006EA,B11010_006MA,B11010_007EA,B11010_007MA,B11010_008EA,B11010_008MA,B11010_009EA,B11010_009MA,B11010_010EA,B11010_010MA,B11010_011EA,B11010_011MA,B11010_012EA,B11010_012MA,B11010_013EA,B11010_013MA,B11010_014EA,B11010_014MA,B11010_015EA,B11010_015MA,state
0400000US01,592751,10671,267413,7649,228598,7527,178489,6665,50109,2993,38815,2779,35930,2725,2885,681,325338,6834,291643,6500,158975,5811,132668,4238,33695,2838,31394,2675,2301,578,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,84051,3827,46544,2868,33942,2612,27930,2560,6012,1015,12602,1939,11656,1908,946,523,37507,2435,30904,2150,22052,2192,8852,931,6603,1165,6270,1156,333,216,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,812132,14770,400251,10141,310284,9449,235181,9820,75103,3881,89967,5516,78556,5136,11411,1967,411881,10238,340328,9104,190917,8058,149411,5719,71553,4715,62815,4599,8738,1762,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,370416,8084,170428,5552,141633,5517,108371,5265,33262,1970,28795,2775,26014,2772,2781,759,199988,5664,174718,5184,94250,4126,80468,3608,25270,2627,22717,2536,2553,720,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3950225,26530,1863393,20225,1360453,18751,1040782,18704,319671,7071,502940,12818,460213,12207,42727,3206,2086832,19661,1689719,17277,949373,15367,740346,10637,397113,10695,352787,9963,44326,3123,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,718917,10654,350640,8091,265340,7371,216482,7468,48858,3214,85300,4895,80572,4689,4728,935,368277,8197,303623,7518,193721,7000,109902,3664,64654,4268,59942,4207,4712,1094,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,458542,8328,204435,6727,163682,6401,123073,5930,40609,2494,40753,3246,37007,3146,3746,861,254107,5531,220453,4907,115324,4047,105129,3464,33654,2951,29854,2728,3800,791,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,106091,3799,45522,3221,33913,2822,23537,2297,10376,1569,11609,1922,10741,1911,868,366,60569,2976,50274,2528,27084,2110,23190,1811,10295,1453,8969,1340,1326,533,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,154625,3878,70090,2935,51489,2962,43022,2691,8467,914,18601,1997,17507,1876,1094,441,84535,3310,70033,3230,52221,3051,17812,1327,14502,1779,13893,1773,609,261,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2546425,26485,1169497,19285,907533,17360,648002,14575,259531,7558,261964,9506,230996,9060,30968,2873,1376928,18188,1170751,16443,596835,12328,573916,11741,206177,8824,173159,7802,33018,2993,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1118534,17385,517990,10808,409190,10201,329719,9676,79471,4007,108800,6271,102398,6277,6402,1293,600544,12416,520779,11423,324445,9751,196334,6089,79765,5466,75134,5421,4631,1005,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,136774,5036,69334,3746,53199,3436,41020,3058,12179,1657,16135,2239,14833,2197,1302,458,67440,3603,54872,3144,29913,2681,24959,1905,12568,1685,10661,1523,1907,604,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,181511,6585,87639,5279,66158,4523,51739,4253,14419,1673,21481,2483,19615,2448,1866,823,93872,4819,77921,4305,41041,3176,36880,2617,15951,1920,14499,1778,1452,707,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1638344,15136,751038,10860,603716,10650,467409,10295,136307,4979,147322,5829,137469,5648,9853,1602,887306,11470,768556,10370,428015,8149,340541,6471,118750,5388,109431,5128,9319,1343,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,825722,12171,394103,9965,314075,8089,249589,7959,64486,3116,80028,5138,75195,4896,4833,885,431619,9096,373096,8475,198404,7423,174692,4386,58523,4303,54117,4065,4406,1010,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,431870,6748,202922,4261,162450,4658,125825,4333,36625,2422,40472,2706,38450,2615,2022,485,228948,5957,195941,5713,96640,4530,99301,3075,33007,3016,30825,2999,2182,485,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
