GEO_ID,C27002_001E,C27002_001M,C27002_002E,C27002_002M,C27002_003E,C27002_003M,C27002_004E,C27002_004M,C27002_005E,C27002_005M,C27002_006E,C27002_006M,C27002_007E,C27002_007M,C27002_008E,C27002_008M,C27002_009E,C27002_009M,C27002_010E,C27002_010M,C27002_011E,C27002_011M,C27002_012E,C27002_012M,C27002_013E,C27002_013M,C27002_014E,C27002_014M,C27002_015E,C27002_015M,C27002_016E,C27002_016M,C27002_017E,C27002_017M,C27002_018E,C27002_018M,C27002_019E,C27002_019M,C27002_020E,C27002_020M,C27002_021E,C27002_021M,NAME,C27002_001MA,C27002_001EA,C27002_002MA,C27002_002EA,C27002_003EA,C27002_003MA,C27002_004EA,C27002_004MA,C27002_005EA,C27002_005MA,C27002_006MA,C27002_006EA,C27002_007MA,C27002_007EA,C27002_008MA,C27002_008EA,C27002_009EA,C27002_009MA,C27002_010EA,C27002_010MA,C27002_011MA,C27002_011EA,C27002_012MA,C27002_012EA,C27002_013MA,C27002_013EA,C27002_014EA,C27002_014MA,C27002_015EA,C27002_015MA,C27002_016EA,C27002_016MA,C27002_017MA,C27002_017EA,C27002_018MA,C27002_018EA,C27002_019MA,C27002_019EA,C27002_020EA,C27002_020MA,C27002_021EA,C27002_021MA,state
0400000US01,4720067,2155,2262898,5633,569107,4176,322209,6618,246898,6512,1414698,4262,953923,10624,460775,10925,279093,1597,189215,3086,89878,3323,2457169,5482,553018,4336,305967,7579,247051,7511,1529326,3226,1053791,10104,475535,9818,374825,1967,236015,3838,138810,4003,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,699272,1868,353412,2409,95685,1288,55764,2960,39921,2732,229987,2044,145771,4140,84216,4093,27740,691,17605,1102,10135,1141,345860,1555,92023,1337,52241,3016,39782,3339,224593,1324,151034,3709,73559,3697,29244,918,17306,1454,11938,1058,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6378280,1787,3141397,5192,830120,3869,423822,11622,406298,11869,1892465,3160,1139244,15343,753221,15399,418812,1439,260322,6052,158490,6463,3236883,4797,791710,3468,429982,11746,361728,11940,1952969,2665,1223674,14132,729295,14102,492204,1546,293608,5396,198596,5145,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2885212,1095,1412433,4390,366713,3444,168873,6257,197840,7105,864243,2843,534551,8716,329692,8854,181477,1394,114631,2681,66846,2684,1472779,4226,342175,3336,163209,6050,178966,6452,899485,2675,565745,8691,333740,8219,231119,1618,140654,3558,90465,3504,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37161789,5236,18337173,8165,4731653,4465,2623630,21903,2108023,21914,11716855,6623,7305275,29303,4411580,29166,1888665,2997,1053874,10737,834791,9816,18824616,6478,4520813,4109,2479927,20543,2040886,20629,11890613,4441,7629416,28325,4261197,28409,2413190,2783,1270910,10400,1142280,10071,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5024885,2530,2498871,4767,630047,3241,406283,7376,223764,6575,1618210,3693,1144091,12135,474119,12411,250614,1187,166463,3591,84151,3800,2526014,4098,596781,3604,384197,6817,212584,7450,1620615,3014,1187913,9592,432702,8936,308618,1578,200352,4632,108266,4217,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3522709,1144,1707415,2399,410533,1411,286152,4912,124381,5005,1084991,1817,808985,7461,276006,7275,211891,1346,147288,3033,64603,3028,1815294,2210,391817,1419,274652,5557,117165,5524,1142307,1643,869413,7810,272894,7728,281170,1372,187607,4099,93563,3965,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,892132,847,428892,1281,104294,951,65362,3056,38932,3181,267093,1107,194518,4310,72575,4155,57505,652,42682,1546,14823,1523,463240,1136,100001,916,61457,3562,38544,3494,290684,969,212595,4928,78089,4755,72555,728,50942,1983,21613,1911,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,608165,325,285171,863,53456,450,29336,2513,24120,2434,204647,794,151403,3511,53244,3340,27068,387,20049,1176,7019,1077,322994,788,51856,427,28022,2207,23834,2150,230511,708,170963,3559,59548,3486,40627,548,30124,1146,10503,1115,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18752294,3756,9088985,8711,2040086,5645,1049949,17544,990137,18091,5576083,6738,3238052,29317,2338031,28832,1472816,3748,860634,10056,612182,10439,9663309,8195,1946860,6048,988009,17171,958851,15934,5892404,5507,3672741,27489,2219663,27349,1824045,4157,1001080,12673,822965,12645,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9619740,3609,4653967,8192,1278808,6801,700747,14413,578061,15464,2927425,4689,1847337,19935,1080088,19827,447734,3059,283579,5147,164155,5208,4965773,7238,1205907,6681,661811,14283,544096,13290,3161513,4850,2079690,17785,1081823,16955,598353,3153,360818,6077,237535,6609,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
