GEO_ID,C21007_001E,C21007_001M,C21007_002E,C21007_002M,C21007_003E,C21007_003M,C21007_004E,C21007_004M,C21007_005E,C21007_005M,C21007_006E,C21007_006M,C21007_007E,C21007_007M,C21007_008E,C21007_008M,C21007_009E,C21007_009M,C21007_010E,C21007_010M,C21007_011E,C21007_011M,C21007_012E,C21007_012M,C21007_013E,C21007_013M,C21007_014E,C21007_014M,C21007_015E,C21007_015M,C21007_016E,C21007_016M,C21007_017E,C21007_017M,C21007_018E,C21007_018M,C21007_019E,C21007_019M,C21007_020E,C21007_020M,C21007_021E,C21007_021M,C21007_022E,C21007_022M,C21007_023E,C21007_023M,C21007_024E,C21007_024M,C21007_025E,C21007_025M,C21007_026E,C21007_026M,C21007_027E,C21007_027M,C21007_028E,C21007_028M,C21007_029E,C21007_029M,C21007_030E,C21007_030M,C21007_031E,C21007_031M,NAME,C21007_001EA,C21007_001MA,C21007_002EA,C21007_002MA,C21007_003MA,C21007_003EA,C21007_004EA,C21007_004MA,C21007_005EA,C21007_005MA,C21007_006EA,C21007_006MA,C21007_007MA,C21007_007EA,C21007_008MA,C21007_008EA,C21007_009EA,C21007_009MA,C21007_010EA,C21007_010MA,C21007_011EA,C21007_011MA,C21007_012EA,C21007_012MA,C21007_013MA,C21007_013EA,C21007_014MA,C21007_014EA,C21007_015EA,C21007_015MA,C21007_016EA,C21007_016MA,C21007_017EA,C21007_017MA,C21007_018MA,C21007_018EA,C21007_019MA,C21007_019EA,C21007_020EA,C21007_020MA,C21007_021EA,C21007_021MA,C21007_022EA,C21007_022MA,C21007_023MA,C21007_023EA,C21007_024MA,C21007_024EA,C21007_025MA,C21007_025EA,C21007_026EA,C21007_026MA,C21007_027MA,C21007_027EA,C21007_028EA,C21007_028MA,C21007_029MA,C21007_029EA,C21007_030EA,C21007_030MA,C21007_031MA,C21007_031EA,state
0400000US01,3561730,3380,2907812,3965,238730,7697,24326,2561,8459,1489,15867,2450,214404,7270,40785,3553,173619,7263,2669082,8850,493198,15071,118580,6538,374618,12566,2175884,16408,263395,9343,1912489,17511,653918,2352,150863,4060,6558,1096,3785,860,2773,715,144305,3970,62176,3095,82129,3341,503055,4588,60916,3515,34593,2362,26323,2116,442139,5723,177085,5276,265054,5430,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,509763,1921,452779,2063,53497,3442,2784,738,1049,604,1735,533,50713,3542,5633,1008,45080,3399,399282,4089,40394,2847,7940,1443,32454,2542,358888,5039,29244,2580,329644,5402,56984,1124,17943,1251,598,361,466,356,132,86,17345,1312,7915,1260,9430,1075,39041,1354,2964,700,1413,462,1551,490,36077,1392,14425,1449,21652,1721,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4728740,2463,3817724,2595,290004,13071,28602,3303,8640,1947,19962,2664,261402,12522,40287,4290,221115,10635,3527720,13225,662090,21142,93846,6469,568244,20075,2865630,24297,231468,10210,2634162,24595,911016,1963,238094,5953,11391,1649,4604,1129,6787,1371,226703,6134,78528,4454,148175,6385,672922,6436,66468,4156,30920,2488,35548,3526,606454,7066,187179,6983,419275,8505,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2152265,1924,1739669,2791,138313,6255,14170,2141,4979,1091,9191,1782,124143,5902,28007,2539,96136,5617,1601356,6794,301961,10550,74720,4574,227241,10144,1299395,11525,160428,5728,1138967,12127,412596,2012,94972,3231,5272,854,3233,706,2039,565,89700,3218,40051,2697,49649,3091,317624,3572,37879,2892,21974,1978,15905,1807,279745,4371,112672,4442,167073,4732,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27739741,5432,23437886,7146,1025577,19158,89345,4665,26357,2326,62988,4108,936232,18260,129231,5812,807001,16377,22412309,20300,3511263,46443,477130,15457,3034133,43136,18901046,45813,1241754,19581,17659292,43696,4301855,3714,852948,9779,43292,3172,20416,2125,22876,2618,809656,9711,301604,7106,508052,8527,3448907,9890,389020,9789,194391,7427,194629,6997,3059887,12039,1064817,15054,1995070,16830,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3768662,3092,3209430,3824,256635,8225,18411,2633,5778,1423,12633,2144,238224,7682,32568,2993,205656,7215,2952795,8941,394995,11890,61502,4262,333493,11824,2557800,13774,180499,7246,2377301,12929,559232,2003,148283,3581,7104,1241,3238,810,3866,984,141179,3472,51516,2664,89663,2922,410949,3877,36473,2454,16954,1809,19519,1704,374476,4362,117709,4295,256767,4625,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2672415,1280,2179354,1916,107847,5322,5732,1293,1655,825,4077,1021,102115,5139,10910,1639,91205,4827,2071507,5491,219563,10012,44321,3755,175242,9175,1851944,11506,127252,5420,1724692,11428,493061,1525,113285,3188,4231,841,1976,646,2255,648,109054,3024,38589,2187,70465,3021,379776,3605,29521,2723,13918,1973,15603,1969,350255,4152,108127,4291,242128,4501,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,677733,965,547673,1354,42664,3425,3259,972,781,496,2478,789,39405,3469,5924,1299,33481,3169,505009,3704,58783,4637,11691,2155,47092,4219,446226,5774,37143,3184,409083,6667,130060,874,34067,1975,1074,510,428,224,646,471,32993,1909,10799,1432,22194,1777,95993,1973,6362,1017,2763,682,3599,757,89631,2313,29348,2343,60283,2667,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,478845,421,411150,679,17065,1987,2220,717,873,532,1347,563,14845,2011,1460,483,13385,2091,394085,1985,66935,5018,13295,2232,53640,4176,327150,4973,20376,2241,306774,5141,67695,543,11985,1219,996,413,290,203,706,395,10989,1233,4114,949,6875,983,55710,1320,7443,1157,4297,866,3146,803,48267,1672,16236,1851,32031,2081,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14681933,4861,11385072,6828,787765,15761,80403,6277,23014,2632,57389,5623,707362,16585,112737,7053,594625,14782,10597307,17420,1783746,29774,295905,11945,1487841,27588,8813561,34451,697879,17749,8115682,33757,3296861,5344,760458,9863,32051,3283,13831,2188,18220,2280,728407,10370,272873,8075,455534,10255,2536403,11536,296512,11725,132881,6091,163631,9147,2239891,16832,716787,13177,1523104,17357,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
