GEO_ID,B25125_001E,B25125_001M,B25125_002E,B25125_002M,B25125_003E,B25125_003M,B25125_004E,B25125_004M,B25125_005E,B25125_005M,B25125_006E,B25125_006M,B25125_007E,B25125_007M,B25125_008E,B25125_008M,B25125_009E,B25125_009M,B25125_010E,B25125_010M,B25125_011E,B25125_011M,B25125_012E,B25125_012M,B25125_013E,B25125_013M,B25125_014E,B25125_014M,B25125_015E,B25125_015M,B25125_016E,B25125_016M,B25125_017E,B25125_017M,B25125_018E,B25125_018M,B25125_019E,B25125_019M,B25125_020E,B25125_020M,B25125_021E,B25125_021M,B25125_022E,B25125_022M,B25125_023E,B25125_023M,B25125_024E,B25125_024M,B25125_025E,B25125_025M,B25125_026E,B25125_026M,B25125_027E,B25125_027M,B25125_028E,B25125_028M,B25125_029E,B25125_029M,B25125_030E,B25125_030M,B25125_031E,B25125_031M,B25125_032E,B25125_032M,B25125_033E,B25125_033M,B25125_034E,B25125_034M,B25125_035E,B25125_035M,B25125_036E,B25125_036M,B25125_037E,B25125_037M,B25125_038E,B25125_038M,B25125_039E,B25125_039M,B25125_040E,B25125_040M,B25125_041E,B25125_041M,B25125_042E,B25125_042M,B25125_043E,B25125_043M,B25125_044E,B25125_044M,B25125_045E,B25125_045M,NAME,B25125_001EA,B25125_001MA,B25125_002MA,B25125_002EA,B25125_003MA,B25125_003EA,B25125_004EA,B25125_004MA,B25125_005EA,B25125_005MA,B25125_006EA,B25125_006MA,B25125_007MA,B25125_007EA,B25125_008MA,B25125_008EA,B25125_009EA,B25125_009MA,B25125_010EA,B25125_010MA,B25125_011EA,B25125_011MA,B25125_012EA,B25125_012MA,B25125_013MA,B25125_013EA,B25125_014EA,B25125_014MA,B25125_015EA,B25125_015MA,B25125_016EA,B25125_016MA,B25125_017EA,B25125_017MA,B25125_018MA,B25125_018EA,B25125_019MA,B25125_019EA,B25125_020MA,B25125_020EA,B25125_021EA,B25125_021MA,B25125_022EA,B25125_022MA,B25125_023EA,B25125_023MA,B25125_024EA,B25125_024MA,B25125_025MA,B25125_025EA,B25125_026EA,B25125_026MA,B25125_027EA,B25125_027MA,B25125_028EA,B25125_028MA,B25125_029EA,B25125_029MA,B25125_030MA,B25125_030EA,B25125_031MA,B25125_031EA,B25125_032EA,B25125_032MA,B25125_033EA,B25125_033MA,B25125_034EA,B25125_034MA,B25125_035MA,B25125_035EA,B25125_036MA,B25125_036EA,B25125_037EA,B25125_037MA,B25125_038EA,B25125_038MA,B25125_039MA,B25125_039EA,B25125_040EA,B25125_040MA,B25125_041MA,B25125_041EA,B25125_042EA,B25125_042MA,B25125_043MA,B25125_043EA,B25125_044MA,B25125_044EA,B25125_045EA,B25125_045MA,state
0400000US01,1844546,11416,1289217,12212,144856,5807,117058,4914,962,522,1006,791,359,371,38,68,25433,2508,786638,8589,666863,7901,1854,772,1820,739,322,236,682,437,115097,5307,357723,5218,319275,5144,1440,531,570,336,323,316,232,157,35883,2505,555329,9348,212672,6674,72555,4154,32688,3641,62291,4739,12233,2082,6459,1290,26446,3497,273576,7272,132056,5557,41163,2998,48530,3781,10043,1731,6665,1217,35119,2712,69081,3595,28661,2508,10518,1498,10292,1570,3685,933,10691,1341,5234,1151,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,257330,3380,162312,3867,24223,2324,19909,2162,1611,695,459,361,194,207,0,149,2050,988,108485,2895,97359,3084,2714,866,1993,749,336,242,289,225,5794,1041,29604,1551,26308,1402,664,265,694,359,218,183,198,132,1522,594,95018,4471,40203,2709,13784,1501,11915,1721,9334,1532,2366,768,1326,605,1478,746,48070,3306,18853,2070,13703,2059,8629,1545,2749,719,1511,494,2625,980,6745,999,1610,529,1685,611,1073,342,981,368,1035,466,361,327,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2356055,12130,1501528,15067,155939,7032,136877,7119,2148,818,2787,1006,261,267,1069,454,12797,2360,876985,13186,785570,12437,6657,1655,7153,1549,1303,614,2110,773,74192,5446,468604,6320,374178,6397,3817,933,2787,752,1238,549,2527,684,84057,4413,854527,15846,322733,9691,122258,7717,43395,3920,93991,6091,19173,2806,30989,3121,12927,2294,439057,12486,210590,8805,47122,4249,80640,5463,26076,3058,40921,3676,33708,3960,92737,5055,31897,3421,8547,1787,13716,2170,7202,1497,23468,2263,7907,1518,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1127621,7837,750984,9249,90180,4705,77204,4464,263,248,76,114,0,192,231,292,12406,1669,437200,7875,370952,7826,2317,1042,559,355,0,192,455,501,62917,4329,223604,3779,198083,4138,971,462,159,160,222,329,248,211,23921,2074,376637,8537,145108,6102,59844,4370,26974,2983,34180,3136,4175,1274,6485,1649,13450,2079,184846,6520,92279,4103,27353,2829,28506,3235,3571,1031,8343,1554,24794,2653,46683,2910,20137,1860,8032,1066,4781,1003,2998,866,6169,1278,4566,1174,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12468743,22250,6843369,25886,568060,12956,487142,12489,13807,2134,18978,2312,11473,1812,16527,1819,20133,2875,4409527,24435,4011283,23824,78795,4739,79855,4860,30445,2853,47965,3570,161184,5759,1865782,12083,1610208,11552,35531,3067,31166,2800,13997,1654,19846,2033,155034,5404,5625374,23999,1872466,22150,595199,12078,299607,10279,501909,11998,204469,7794,239793,9440,31489,3882,3079310,25909,1287124,18674,467412,10337,667825,12952,276191,8907,306120,9314,74638,4666,673598,10867,187189,6894,82689,4562,112655,4826,75644,4167,192189,6159,23232,3122,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1975388,9057,1271804,10881,154875,5784,131543,5854,2593,1008,9520,1817,2901,874,2071,806,6247,1375,833793,9091,760402,9332,8633,1435,20066,2415,8303,1702,3835,913,32554,2594,283136,4111,253230,4064,5195,1040,5251,1174,2996,628,2733,588,13731,1435,703584,11056,292137,7330,92759,5210,36420,3418,87549,4684,41483,4144,25624,2515,8302,1496,334857,8854,145550,6092,38671,3801,75138,4990,36132,3484,28239,2745,11127,1582,76590,3901,20577,2046,7383,1340,14379,1918,8583,1421,22971,1631,2697,807,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1351643,7309,911059,6941,70365,4209,57170,3670,5037,1133,4642,1283,1447,698,1522,566,547,573,603926,6639,543695,6484,28887,2885,16618,2378,4156,880,4739,1001,5831,1204,236768,4134,208486,4484,13965,1710,7322,1217,569,235,3092,711,3334,639,440584,7734,139285,5421,24464,2654,55859,3432,32339,2673,12034,2182,13819,1787,770,506,226488,5878,51546,3286,94610,3693,44243,3645,17096,2344,17994,2560,999,502,74811,3438,13177,1670,16312,1874,13788,1666,9221,1336,21923,1969,390,300,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,333192,3426,238560,4816,21027,1945,19009,1810,55,91,293,397,0,192,46,75,1624,646,150061,4188,138118,4337,618,315,831,586,377,270,431,275,9686,1423,67472,2361,58868,2379,234,178,540,304,663,289,543,348,6624,1205,94632,4248,35198,2445,13439,1974,5154,1128,10771,1671,1639,637,2384,823,1811,1056,45827,3379,21516,2452,5843,1368,11884,1985,1713,863,1781,693,3090,947,13607,1730,3430,721,1946,584,2533,777,923,487,3857,1002,918,545,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,268670,3200,110625,3425,14661,1837,6671,1450,1155,436,1697,556,1478,615,3660,1156,0,200,66346,2866,49497,2809,2555,807,3267,954,3692,815,7335,1262,0,200,29618,1446,23152,1306,581,281,601,284,849,404,4435,811,0,200,158045,3930,69840,2022,10376,1703,8659,1411,13493,1911,9706,1892,27394,2255,212,247,68689,3246,13649,1821,10337,1620,21775,2389,6542,1310,16337,1906,49,82,19516,1759,1846,507,1644,535,4211,1004,2691,775,9043,1162,81,143,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106283,31131,4741169,31771,358531,10780,292792,9761,6662,1564,17687,2907,6922,1892,9414,2164,25054,2854,2725416,25037,2322289,25095,37495,3910,64199,4822,39438,4065,57898,4185,204097,8646,1657222,14430,1168794,12810,41070,3203,70074,4600,69498,4387,82827,4046,224959,7601,2365114,25972,780319,15132,243057,9144,109380,6354,227123,8795,88712,6130,67926,5069,44121,4538,1259279,18803,517974,15139,174115,6957,269355,10000,111671,7479,104015,5976,82149,5517,325516,9977,86127,6265,38611,3468,47606,3551,39544,3735,89997,4763,23631,3191,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
