GEO_ID,B23024_001E,B23024_001M,B23024_002E,B23024_002M,B23024_003E,B23024_003M,B23024_004E,B23024_004M,B23024_005E,B23024_005M,B23024_006E,B23024_006M,B23024_007E,B23024_007M,B23024_008E,B23024_008M,B23024_009E,B23024_009M,B23024_010E,B23024_010M,B23024_011E,B23024_011M,B23024_012E,B23024_012M,B23024_013E,B23024_013M,B23024_014E,B23024_014M,B23024_015E,B23024_015M,B23024_016E,B23024_016M,B23024_017E,B23024_017M,B23024_018E,B23024_018M,B23024_019E,B23024_019M,B23024_020E,B23024_020M,B23024_021E,B23024_021M,B23024_022E,B23024_022M,B23024_023E,B23024_023M,B23024_024E,B23024_024M,B23024_025E,B23024_025M,B23024_026E,B23024_026M,B23024_027E,B23024_027M,B23024_028E,B23024_028M,B23024_029E,B23024_029M,B23024_030E,B23024_030M,B23024_031E,B23024_031M,NAME,B23024_001MA,B23024_001EA,B23024_002MA,B23024_002EA,B23024_003EA,B23024_003MA,B23024_004EA,B23024_004MA,B23024_005MA,B23024_005EA,B23024_006MA,B23024_006EA,B23024_007MA,B23024_007EA,B23024_008EA,B23024_008MA,B23024_009EA,B23024_009MA,B23024_010MA,B23024_010EA,B23024_011MA,B23024_011EA,B23024_012MA,B23024_012EA,B23024_013MA,B23024_013EA,B23024_014EA,B23024_014MA,B23024_015MA,B23024_015EA,B23024_016MA,B23024_016EA,B23024_017MA,B23024_017EA,B23024_018MA,B23024_018EA,B23024_019EA,B23024_019MA,B23024_020EA,B23024_020MA,B23024_021MA,B23024_021EA,B23024_022MA,B23024_022EA,B23024_023MA,B23024_023EA,B23024_024MA,B23024_024EA,B23024_025EA,B23024_025MA,B23024_026MA,B23024_026EA,B23024_027MA,B23024_027EA,B23024_028MA,B23024_028EA,B23024_029MA,B23024_029EA,B23024_030EA,B23024_030MA,B23024_031EA,B23024_031MA,state
0400000US01,2804253,5316,484725,14181,123314,6692,24108,2334,0,190,24108,2334,13666,1858,10442,1622,99206,5731,361411,11828,220835,9521,512,465,220323,9548,143754,7699,76569,5897,140576,7120,2319528,14403,300575,10534,115243,6435,987,602,114256,6372,99616,5730,14640,2123,185332,8454,2018953,17015,1700425,18756,11944,1889,1688481,19114,1570407,18938,118074,6301,318528,8343,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,447700,1798,39952,2778,8964,1671,3152,1124,0,149,3152,1124,1667,931,1485,601,5812,1261,30988,2447,18954,2002,179,184,18775,1986,11850,1468,6925,1224,12034,1389,407748,3242,34413,2668,18675,1869,422,332,18253,1884,15778,1753,2475,834,15738,1875,373335,4365,319919,5570,11286,1866,308633,5699,289746,5919,18887,2038,53416,3570,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3665403,4361,641030,20761,99166,6636,26231,3536,0,229,26231,3536,12338,2276,13893,2396,72935,5372,541864,19719,303502,12981,0,229,303502,12981,203471,9628,100031,7725,238362,12900,3024373,20773,266205,10649,126980,8941,942,716,126038,8883,108066,7557,17972,3461,139225,6688,2758168,22501,2315204,19721,9071,1665,2306133,19735,2153002,19810,153131,8070,442964,12166,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1678981,4344,299086,10145,78360,4747,18312,2274,0,192,18312,2274,9802,1432,8510,1675,60048,4167,220726,9872,134935,6010,56,109,134879,6010,97792,4873,37087,4219,85791,6028,1379895,10785,185765,5948,81115,4191,52,87,81063,4202,73591,4084,7472,1935,104650,4846,1194130,11872,1010541,12973,4715,1091,1005826,12787,951967,12875,53859,4341,183589,7256,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22521942,7564,3358422,43249,490345,15588,126748,6592,0,208,126748,6592,66654,4584,60094,4405,363597,12955,2868077,40021,1670884,27974,1230,658,1669654,27793,1134758,20420,534896,15815,1197193,23985,19163520,43105,1340273,20905,609872,14341,2425,880,607447,14491,513498,13610,93949,4958,730401,15095,17823247,41568,15010080,43313,70203,5018,14939877,43469,13632568,39240,1307309,20634,2813167,28902,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3116968,4548,388863,12011,65610,4594,21620,2716,0,201,21620,2716,12165,1956,9455,1648,43990,3516,323253,11554,211121,9407,163,163,210958,9417,150858,7801,60100,4756,112132,7024,2728105,11715,209127,7962,116261,6073,1046,639,115215,6064,102002,5849,13213,2041,92866,5014,2518978,11967,2191769,11897,18083,2470,2173686,11688,2044709,12158,128977,5780,327209,10592,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2106232,2794,212423,9256,44671,3705,13012,2663,0,198,13012,2663,5649,1495,7363,1802,31659,2843,167752,8398,107970,6787,0,198,107970,6787,68695,5380,39275,3827,59782,4752,1893809,9747,134425,5656,73787,3920,48,79,73739,3928,63184,3415,10555,1717,60638,3973,1759384,10129,1556779,10025,4602,1131,1552177,10014,1437233,10465,114944,6319,202605,6389,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,530904,1668,59251,4627,12472,2223,2660,697,36,63,2624,698,1380,518,1244,484,9812,2007,46779,3994,27508,3043,101,178,27407,2992,19017,2559,8390,1653,19271,2545,471653,4745,42377,3374,21468,2597,0,192,21468,2597,18501,2332,2967,839,20909,2165,429276,5376,370460,6282,2877,860,367583,6316,345205,6014,22378,2209,58816,3733,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,400746,1806,64464,4357,13850,2220,3534,985,0,200,3534,985,934,469,2600,771,10316,1926,50614,3615,26604,3018,0,200,26604,3018,14365,2313,12239,2081,24010,3049,336282,4761,21260,2348,12322,1751,0,200,12322,1751,9740,1489,2582,881,8938,1417,315022,5076,284071,5553,988,325,283083,5572,264707,5561,18376,2555,30951,3564,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10970196,11251,1745958,29846,309297,12641,82309,5141,229,362,82080,5202,36343,3434,45737,4069,226988,11254,1436661,26591,883632,21535,513,311,883119,21515,569928,18531,313191,11069,553029,17624,9224238,29906,792923,18357,344585,11813,1103,611,343482,11818,289048,10522,54434,4330,448338,13382,8431315,32227,7151750,36437,34172,3781,7117578,37242,6548710,34368,568868,18003,1279565,24727,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
