GEO_ID,C12002_001E,C12002_001M,C12002_002E,C12002_002M,C12002_003E,C12002_003M,C12002_004E,C12002_004M,C12002_005E,C12002_005M,C12002_006E,C12002_006M,C12002_007E,C12002_007M,C12002_008E,C12002_008M,C12002_009E,C12002_009M,C12002_010E,C12002_010M,C12002_011E,C12002_011M,C12002_012E,C12002_012M,C12002_013E,C12002_013M,C12002_014E,C12002_014M,C12002_015E,C12002_015M,C12002_016E,C12002_016M,C12002_017E,C12002_017M,C12002_018E,C12002_018M,C12002_019E,C12002_019M,C12002_020E,C12002_020M,C12002_021E,C12002_021M,C12002_022E,C12002_022M,C12002_023E,C12002_023M,C12002_024E,C12002_024M,C12002_025E,C12002_025M,C12002_026E,C12002_026M,C12002_027E,C12002_027M,C12002_028E,C12002_028M,C12002_029E,C12002_029M,C12002_030E,C12002_030M,C12002_031E,C12002_031M,C12002_032E,C12002_032M,C12002_033E,C12002_033M,C12002_034E,C12002_034M,C12002_035E,C12002_035M,C12002_036E,C12002_036M,C12002_037E,C12002_037M,C12002_038E,C12002_038M,C12002_039E,C12002_039M,C12002_040E,C12002_040M,C12002_041E,C12002_041M,C12002_042E,C12002_042M,C12002_043E,C12002_043M,C12002_044E,C12002_044M,C12002_045E,C12002_045M,C12002_046E,C12002_046M,C12002_047E,C12002_047M,C12002_048E,C12002_048M,C12002_049E,C12002_049M,C12002_050E,C12002_050M,C12002_051E,C12002_051M,C12002_052E,C12002_052M,C12002_053E,C12002_053M,C12002_054E,C12002_054M,C12002_055E,C12002_055M,C12002_056E,C12002_056M,C12002_057E,C12002_057M,C12002_058E,C12002_058M,C12002_059E,C12002_059M,C12002_060E,C12002_060M,C12002_061E,C12002_061M,C12002_062E,C12002_062M,C12002_063E,C12002_063M,C12002_064E,C12002_064M,C12002_065E,C12002_065M,C12002_066E,C12002_066M,C12002_067E,C12002_067M,C12002_068E,C12002_068M,C12002_069E,C12002_069M,C12002_070E,C12002_070M,C12002_071E,C12002_071M,C12002_072E,C12002_072M,C12002_073E,C12002_073M,NAME,C12002_001MA,C12002_001EA,C12002_002EA,C12002_002MA,C12002_003EA,C12002_003MA,C12002_004EA,C12002_004MA,C12002_005MA,C12002_005EA,C12002_006MA,C12002_006EA,C12002_007MA,C12002_007EA,C12002_008EA,C12002_008MA,C12002_009EA,C12002_009MA,C12002_010EA,C12002_010MA,C12002_011MA,C12002_011EA,C12002_012MA,C12002_012EA,C12002_013EA,C12002_013MA,C12002_014EA,C12002_014MA,C12002_015EA,C12002_015MA,C12002_016MA,C12002_016EA,C12002_017MA,C12002_017EA,C12002_018MA,C12002_018EA,C12002_019EA,C12002_019MA,C12002_020EA,C12002_020MA,C12002_021EA,C12002_021MA,C12002_022MA,C12002_022EA,C12002_023MA,C12002_023EA,C12002_024EA,C12002_024MA,C12002_025EA,C12002_025MA,C12002_026EA,C12002_026MA,C12002_027MA,C12002_027EA,C12002_028MA,C12002_028EA,C12002_029EA,C12002_029MA,C12002_030EA,C12002_030MA,C12002_031EA,C12002_031MA,C12002_032EA,C12002_032MA,C12002_033MA,C12002_033EA,C12002_034MA,C12002_034EA,C12002_035EA,C12002_035MA,C12002_036EA,C12002_036MA,C12002_037EA,C12002_037MA,C12002_038EA,C12002_038MA,C12002_039MA,C12002_039EA,C12002_040MA,C12002_040EA,C12002_041EA,C12002_041MA,C12002_042EA,C12002_042MA,C12002_043EA,C12002_043MA,C12002_044MA,C12002_044EA,C12002_045MA,C12002_045EA,C12002_046EA,C12002_046MA,C12002_047EA,C12002_047MA,C12002_048EA,C12002_048MA,C12002_049MA,C12002_049EA,C12002_050MA,C12002_050EA,C12002_051MA,C12002_051EA,C12002_052EA,C12002_052MA,C12002_053EA,C12002_053MA,C12002_054EA,C12002_054MA,C12002_055MA,C12002_055EA,C12002_056MA,C12002_056EA,C12002_057EA,C12002_057MA,C12002_058EA,C12002_058MA,C12002_059EA,C12002_059MA,C12002_060MA,C12002_060EA,C12002_061MA,C12002_061EA,C12002_062MA,C12002_062EA,C12002_063EA,C12002_063MA,C12002_064EA,C12002_064MA,C12002_065EA,C12002_065MA,C12002_066MA,C12002_066EA,C12002_067MA,C12002_067EA,C12002_068EA,C12002_068MA,C12002_069EA,C12002_069MA,C12002_070EA,C12002_070MA,C12002_071MA,C12002_071EA,C12002_072MA,C12002_072EA,C12002_073MA,C12002_073EA,state
0400000US01,3874758,2952,1854464,4086,596130,9517,172674,3513,282157,5512,64934,4301,44578,3771,23575,2148,8212,1146,954978,12871,797,417,152710,5620,179377,5643,213662,5962,199044,3628,209388,3503,40483,3909,56,78,9484,2111,8900,1633,10947,1585,7533,1274,3563,755,53094,3495,11,20,827,584,1089,575,4781,1261,9452,1390,36934,2565,209779,8225,231,212,24942,2968,43414,3611,62021,4035,51958,3343,27213,2418,2020294,3850,529806,9585,162119,3485,246706,6076,50954,3298,36804,3429,19631,2170,13592,1615,937791,14459,1547,503,180796,7307,188908,5475,209229,5414,197662,4408,159649,4295,63147,4311,464,362,18041,2446,17019,2155,14795,1836,8419,1398,4409,1234,219928,6440,0,190,1912,778,5366,1504,17492,2563,29793,2623,165365,4339,269622,9364,371,239,35446,3234,53325,4120,72700,3927,62315,4197,45465,2874,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,565162,1193,292160,1117,105171,3936,25098,1381,52068,2194,11763,1935,9347,1357,5498,1105,1397,444,142537,4477,255,226,29696,2493,28392,2255,32746,2475,31819,1596,19629,1030,5827,1384,18,31,1600,741,1245,643,1413,616,1331,640,220,137,5370,1080,0,149,2,11,352,295,518,262,1450,647,3048,699,33255,2789,0,149,4835,1164,5484,1106,11409,1730,7406,1119,4121,987,273002,1288,77471,3228,23772,1459,36445,2407,7851,1389,5541,1072,2714,710,1148,415,136936,4052,397,192,33050,2265,29178,2017,33443,1772,27496,1655,13372,1258,5828,1312,6,11,1967,864,1259,564,1360,537,697,345,539,268,15959,1220,0,149,285,375,537,318,1691,684,3832,672,9614,972,36808,3078,0,149,5085,1248,7295,1201,10516,1414,8633,1250,5279,930,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5129409,1939,2534739,2671,907782,14885,231245,3205,452593,9937,106244,6473,68384,5373,33082,3395,16234,3077,1242194,17310,1220,511,202397,8945,247096,7509,250545,7813,237447,5609,303489,5517,44118,4319,199,267,7005,1925,10378,2212,11564,2568,9038,1713,5934,1469,67841,4546,0,229,445,422,1455,642,4461,993,10128,2115,51352,4091,272804,9975,523,453,23650,2977,54486,4850,78707,5377,70400,4488,45038,3692,2594670,2858,740052,11550,217831,3694,347555,8347,73374,5108,52399,4924,29756,3174,19137,2524,1205120,16547,3841,1033,238441,10041,238179,6489,249894,7003,238445,6552,236320,6310,58280,5030,402,280,14354,2843,17263,3043,14434,2676,7343,1562,4484,1064,218334,6935,247,283,2843,1370,6430,2109,13607,2544,27637,2872,167570,5413,372884,11572,134,182,39976,3913,69794,4738,95980,5114,93405,5665,73595,4747,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2342376,2165,1141046,2892,336328,8523,101849,3290,158133,5526,35789,3707,23164,2353,11825,1643,5568,1115,606507,8955,945,497,111924,5378,109480,4011,127831,3230,118763,3490,137564,2533,23429,2947,0,192,5996,1568,5050,1580,7444,1386,3553,988,1386,506,30572,2671,0,192,167,164,803,378,2008,628,6327,1216,21267,2250,144210,5298,81,139,17368,2223,31904,3836,37867,2733,35713,2672,21277,1624,1201330,2676,275492,6859,90138,2969,125514,5621,28271,2679,16293,1861,9979,1538,5297,989,594433,10004,2845,800,131250,5831,110694,3763,124180,3902,116759,3537,108705,3888,33910,2767,390,398,10387,1817,7990,1484,7391,1321,5963,1258,1789,613,128078,5023,8,16,1433,700,1869,647,7262,1613,17861,1837,99645,3586,169417,6297,0,192,23035,2877,33871,2686,48992,3411,37392,2866,26127,2097,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30062390,3289,14850044,3947,5959238,24388,1409095,5803,2990364,17136,714926,13595,494420,11987,243755,7566,106678,4452,7073321,32092,12617,1889,1101714,15646,1574347,15556,1660394,15029,1385859,10921,1338390,10254,287508,9443,1203,612,50561,4432,76097,5790,74345,5004,50340,4143,34962,3199,318513,9229,184,161,3687,1128,11112,2208,27803,3456,45262,3838,230465,7764,1211464,17964,1415,864,109428,6194,218638,8779,360758,9564,309997,8805,211228,6965,15212346,3543,4956797,29159,1306060,4989,2395410,19499,545640,12034,376271,10017,203203,7226,130213,4660,6893910,40691,19088,2144,1368937,17742,1595991,14873,1624466,13186,1283626,13002,1001802,12057,420315,12221,912,575,90206,5374,111608,6074,109128,5373,71755,5126,36706,2949,1233616,13104,381,309,9469,1535,23622,2450,74655,4907,182214,7230,943275,10673,1707708,23216,508,273,151765,6509,297994,10271,450888,11571,442219,9727,364334,9286,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4087156,2841,2040728,3671,703147,10297,175566,2724,361110,6765,75940,4463,52289,3624,28565,3207,9677,1439,1061419,13331,1059,628,181591,6606,234071,5730,242787,5369,216638,4455,185273,3411,29956,4242,0,201,8164,1885,9145,2810,5993,1371,4524,1193,2130,544,44079,3050,92,93,795,715,1861,911,4022,1135,6432,1353,30877,2309,202127,7986,151,167,19711,2457,42268,4195,59010,3656,52265,3426,28722,2428,2046428,2836,558945,8345,159537,3257,276712,6421,53187,4012,38552,3028,19682,2031,11275,1632,1019405,14073,2626,736,212671,6794,225718,5286,233034,6324,203158,4729,142198,3652,39378,3380,59,96,11883,2277,9872,1533,9543,1594,5975,1199,2046,877,144741,5285,32,59,1808,789,3199,949,9213,2026,21547,2498,108942,3499,283959,9555,23,40,31207,3702,54286,4102,74586,5094,69500,3856,54357,3314,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2925822,761,1408200,1630,512296,8032,128445,1226,246513,4664,54768,4161,43743,3575,26089,2195,12738,1330,715569,9587,728,414,74136,4285,144991,4150,186092,4382,156799,3902,152823,3404,17054,2146,57,63,2979,1107,3847,1102,5508,1166,2578,827,2085,652,37829,2977,298,363,562,580,456,338,2320,822,4534,1074,29659,2515,125452,6026,0,198,7747,1475,23048,2429,41898,3348,32425,2679,20334,2291,1517622,1398,457022,7190,124485,1277,207703,4885,47697,3153,38096,2975,22386,2322,16655,1476,700867,9389,656,315,98834,4185,150069,3492,185072,4819,144538,3055,121698,3618,30498,3170,114,183,4783,1206,7435,1495,9569,1861,4530,1164,4067,1077,142591,4885,53,86,526,463,1032,616,6200,1088,16281,1851,118499,3895,186644,5598,0,198,10930,1701,33660,2524,54507,3906,50791,2660,36756,2918,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,737847,647,353526,1069,128544,3526,31586,1184,62382,2258,15096,1804,11168,1610,4940,1061,3372,894,174305,3584,75,79,22290,2010,32614,1932,40228,1902,37186,1723,41912,1765,5935,1471,0,192,1532,983,1125,544,1584,644,1253,593,441,306,11287,1928,0,192,96,156,139,194,1246,636,2396,1253,7410,1368,33455,2549,0,192,2082,616,6952,1183,9957,1520,8914,1370,5550,1077,384321,846,117627,3387,29822,1220,58039,2201,12886,1763,9324,1430,4411,925,3145,781,173182,4230,285,237,27331,2017,31896,2107,41505,2275,37957,1873,34208,1760,8186,1485,38,65,1331,585,2740,1059,2023,826,990,368,1064,531,35452,2256,59,95,138,176,96,116,2588,821,5030,999,27541,1786,49874,3440,0,192,3838,1063,10457,1646,13495,1698,12815,1706,9269,1359,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,529068,414,247251,470,146686,3621,18901,1585,74277,2518,22269,1686,16922,1815,9519,1308,4798,1119,67050,3536,48,80,13891,1929,13677,1605,12556,1708,12756,1444,14122,1060,5417,1326,0,200,248,246,1159,534,1320,757,1941,676,749,334,6051,1268,0,200,0,200,70,118,130,134,1193,633,4658,1002,22047,2353,0,200,1686,780,4595,1192,6650,1515,5629,1088,3487,702,281817,454,160356,3474,21666,1766,85338,2386,20002,1746,17859,1630,10292,1258,5199,771,65023,3462,83,103,14613,1765,15076,1423,12009,1337,12441,1323,10801,1215,7102,1268,0,200,1631,777,1213,600,1068,576,2000,631,1190,466,21862,1784,0,200,190,307,463,368,952,387,2827,761,17430,1368,27474,2512,0,200,1500,656,4303,1068,5903,968,8464,1116,7304,1138,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15770265,5407,7641196,6279,2675562,21600,624282,7141,1292158,14750,328693,11206,254884,12427,116783,6104,58762,5554,3670726,24220,4922,1582,437853,12223,647675,11800,780487,12741,750431,9764,1049358,9900,177255,9197,579,434,34678,4084,42590,5025,50365,4417,27695,3121,21348,2464,244994,7737,0,238,2171,1061,4456,1201,14771,2188,27152,2810,196444,7014,872659,18620,0,238,66726,5770,168765,8897,244150,8660,224525,9167,168493,6764,8129069,6671,2224399,19458,579874,6836,1073400,14809,234896,11032,173461,7174,96835,6318,65933,5104,3616254,27462,8131,1526,550293,14034,685924,13964,805522,10267,751787,12108,814597,13102,237958,9512,1125,669,55200,5935,62668,5487,62049,5335,37044,3702,19872,2542,889933,16102,0,238,4704,1381,14580,2431,51080,5338,105503,6376,714066,14301,1160525,18472,405,427,94465,7391,218677,8554,302442,8984,294014,8642,250522,8855,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
