GEO_ID,C16003_001E,C16003_001M,C16003_002E,C16003_002M,C16003_003E,C16003_003M,C16003_004E,C16003_004M,C16003_005E,C16003_005M,C16003_006E,C16003_006M,C16003_007E,C16003_007M,C16003_008E,C16003_008M,NAME,C16003_001EA,C16003_001MA,C16003_002EA,C16003_002MA,C16003_003EA,C16003_003MA,C16003_004MA,C16003_004EA,C16003_005MA,C16003_005EA,C16003_006EA,C16003_006MA,C16003_007EA,C16003_007MA,C16003_008EA,C16003_008MA,state
0400000US01,68636,7073,14009,2921,1509,946,9418,2609,3082,975,54627,5805,41257,4890,13370,2463,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,13011,2711,2274,1051,382,275,104,111,1788,982,10737,1958,1437,668,9300,1834,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,271796,16850,66623,7377,2662,975,54765,7000,9196,2260,205173,11516,154550,10908,50623,4683,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,54674,7103,14379,2880,618,484,10726,2611,3035,1360,40295,5077,30389,4686,9906,2346,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3473538,56249,746636,19618,31540,3276,573903,16622,141193,7100,2726902,43141,1673148,34653,1053754,23118,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,162710,11268,38809,4628,1324,617,31511,4371,5974,1504,123901,8420,90776,7118,33125,3950,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,154591,11124,23780,3407,1889,779,14324,2495,7567,1858,130811,9386,74788,7714,56023,5059,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,20058,3725,4632,1460,678,410,3227,995,727,605,15426,2867,8652,2134,6774,1760,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,11705,2485,1751,846,36,59,1343,799,372,213,9954,1996,6382,1758,3572,1069,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1238969,32648,194801,11115,13124,2731,148200,9838,33477,4856,1044168,27805,826127,23185,218041,13709,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,334960,22313,82151,7405,3615,1458,61386,6268,17150,3243,252809,16644,176102,14296,76707,8585,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,68736,7495,9519,2274,1785,916,508,613,7226,1992,59217,5898,1992,1211,57225,5801,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,31943,5365,8728,2527,940,1367,6519,2219,1269,733,23215,3746,15467,2877,7748,2245,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,633532,21803,132713,9409,3245,1106,102547,7757,26921,3796,500819,15195,288862,12219,211957,11308,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,125984,9943,32562,3658,1756,637,23126,3119,7680,2260,93422,7520,60040,5991,33382,3590,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,50690,6028,14262,2738,358,341,9251,2032,4653,1662,36428,4001,23730,3196,12698,1903,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,73545,6817,17348,2707,929,441,12584,2242,3835,1379,56197,4853,38956,4457,17241,2777,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,49524,5749,12240,2499,1242,678,4948,1223,6050,2081,37284,4205,21326,3495,15958,2265,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,69746,7555,10177,2240,1068,637,5641,1626,3468,914,59569,6111,34632,4625,24937,3302,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,7581,1388,708,386,135,193,203,149,370,279,6873,1283,736,514,6137,1174,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,167000,11851,28807,4009,2515,1173,17201,3612,9091,1853,138193,9213,67284,7282,70909,5717,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,326510,14763,54687,5347,6862,2002,26661,3508,21164,2666,271823,11395,108762,7932,163061,9304,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,144517,9076,29672,3532,2832,1031,12545,2139,14295,2593,114845,6723,36423,3576,78422,6019,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,122688,9298,29522,3689,1851,751,11431,2124,16240,2792,93166,6686,39373,4666,53793,4862,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,26628,4902,6382,1800,65,89,4178,1484,2139,976,20246,3733,12557,3112,7689,2055,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,77531,7318,17530,3171,1178,588,8044,1751,8308,2358,60001,5560,25853,3553,34148,4092,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,2012,781,259,202,0,165,28,52,231,197,1753,681,290,171,1463,651,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,52730,5422,13340,2593,252,271,9053,1797,4035,1765,39390,3734,26977,3048,12413,2499,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,172209,13716,38091,4387,2702,1414,31702,4114,3687,1436,134118,10929,89610,9054,44508,6540,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,14373,2964,2765,1055,391,316,1003,768,1371,720,11608,2324,2436,1092,9172,2185,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,603840,19395,102968,6387,5135,1401,69130,5089,28703,3316,500872,15227,297319,12536,203553,10575,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,104837,9008,23366,4051,1667,1022,20074,3756,1625,784,81471,6347,69525,6187,11946,2151,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1430726,34180,229245,9848,16770,2275,125957,8282,86518,5958,1201481,29151,610546,23101,590935,19599,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
